,LHFP (10186)
ACH-000004,-0.09446363529703897
ACH-000005,0.07984015364069445
ACH-000007,-0.2970887028258285
ACH-000009,0.06343604353398312
ACH-000011,-0.12509980363853634
ACH-000012,-0.04521831846262815
ACH-000013,-0.019686287875198657
ACH-000014,-0.13196595380072634
ACH-000015,-0.04458892274355245
ACH-000017,-0.046393703532275836
ACH-000018,-0.016960541789942336
ACH-000019,-0.08094887814139927
ACH-000021,-0.027761109750315045
ACH-000022,-0.18329907211333446
ACH-000025,0.02173125685828616
ACH-000028,-0.06288326183589675
ACH-000030,-0.08046406545296805
ACH-000035,0.003181737807710407
ACH-000036,0.06157633427075063
ACH-000037,-0.019298044769942846
ACH-000039,-0.00831062594010153
ACH-000040,-0.2127661072950919
ACH-000041,-0.1272133015040975
ACH-000042,-0.11484118209359465
ACH-000045,-0.013646715869906494
ACH-000047,-0.0769117718194345
ACH-000052,-0.010229230499623432
ACH-000053,-0.11355069567855006
ACH-000054,0.002741145076707843
ACH-000055,-0.21738578808519132
ACH-000060,-0.029412323920861176
ACH-000067,-0.20008207457091376
ACH-000070,-0.16715177246183874
ACH-000075,0.0034850357739758327
ACH-000078,-0.10136675852084387
ACH-000082,0.07573116839147205
ACH-000085,0.044300489739733565
ACH-000086,-0.04160895268607834
ACH-000087,0.1718003544607874
ACH-000092,0.04098841568448235
ACH-000095,-0.07686653699693674
ACH-000097,-0.013831862998489408
ACH-000098,-0.05980157585441551
ACH-000099,-0.14735815275603162
ACH-000108,-0.0719385183720168
ACH-000113,-0.1463666588418398
ACH-000116,-0.01941152552438808
ACH-000118,-0.11669401364169872
ACH-000120,0.08349601926891666
ACH-000123,0.028930706036981963
ACH-000127,-0.12941202308140268
ACH-000128,-0.17317936303027595
ACH-000132,-0.0439649818798696
ACH-000133,-0.055876911373366485
ACH-000137,0.017524459234107954
ACH-000138,-0.11578188895365345
ACH-000142,0.08389826871127957
ACH-000143,0.051040496421554914
ACH-000146,-0.12324701096662248
ACH-000148,0.01918907250041489
ACH-000150,-0.05879381952719755
ACH-000152,-0.06845239345214943
ACH-000153,0.21653288300606005
ACH-000159,-0.13360278198918266
ACH-000160,0.02862078968908118
ACH-000163,0.1246897723313086
ACH-000167,0.13470818484697278
ACH-000168,-0.039436332344048614
ACH-000169,0.05294990499941747
ACH-000178,-0.06822822688697305
ACH-000183,-0.1530384362696202
ACH-000188,-0.15050923946586858
ACH-000189,-0.2146944289951452
ACH-000190,0.08483112612086703
ACH-000198,0.03783996223593078
ACH-000203,-0.4883583840200184
ACH-000204,0.03001531357646896
ACH-000206,-0.12682433351247804
ACH-000207,0.09085525029013848
ACH-000208,0.1049572484486142
ACH-000210,0.18662332858130656
ACH-000211,-0.035008723212249904
ACH-000215,-0.1056249374818403
ACH-000221,-0.2311001689789861
ACH-000222,-0.03929701794624767
ACH-000223,0.013537121981740436
ACH-000226,0.0025109174435101076
ACH-000227,0.048769302197456656
ACH-000228,-0.06980083879093628
ACH-000231,0.0447779359605462
ACH-000232,-0.0906792464749371
ACH-000233,0.05060873204143354
ACH-000234,-0.010888915713491926
ACH-000235,-0.07843682623331016
ACH-000237,-0.032546974469288836
ACH-000238,0.02568193793526473
ACH-000242,-0.06510777039994711
ACH-000243,0.0008786124917513106
ACH-000244,-0.10796266160121687
ACH-000246,-0.08451121894195948
ACH-000248,0.0332820438906366
ACH-000250,-0.04981764705756343
ACH-000251,-0.11940984145399793
ACH-000252,0.030430390713919973
ACH-000253,-0.034481502581321
ACH-000255,-0.04039392306653676
ACH-000256,0.1567351684944554
ACH-000257,-0.14377051093151358
ACH-000258,-0.23794033831224315
ACH-000259,-0.04236819157119528
ACH-000260,-0.020434777471330767
ACH-000261,0.01765224984409328
ACH-000262,-0.24354999957035955
ACH-000263,0.16628164811272853
ACH-000264,-0.05174383755652335
