,AQP12B (653437)
ACH-000004,-0.07457023625727252
ACH-000005,-0.2780513511362301
ACH-000007,-0.1833325492628899
ACH-000009,-0.0752810539423067
ACH-000011,-0.33322473976545913
ACH-000012,0.047736193409363366
ACH-000013,-0.0871112620055188
ACH-000014,-0.2693631459222092
ACH-000015,-0.12205071566050285
ACH-000017,-0.2118882643119018
ACH-000018,-0.2618653806025309
ACH-000019,-0.2885528825909558
ACH-000021,-0.1301793944829666
ACH-000022,-0.37311445571525204
ACH-000025,-0.08419406301038562
ACH-000028,0.04465063858620081
ACH-000030,-0.04757357523028797
ACH-000035,-0.15544627073566944
ACH-000036,-0.2688530369814696
ACH-000037,-0.08198432207959877
ACH-000039,0.0018523775870378984
ACH-000040,-0.2073918938883265
ACH-000041,-0.19915306147626802
ACH-000042,-0.14379017265631094
ACH-000045,-0.18187216261298286
ACH-000047,-0.1440851313097119
ACH-000052,-0.227278196999587
ACH-000053,-0.2475486518058021
ACH-000054,-0.3728028162986856
ACH-000055,-0.17070995656672924
ACH-000060,-0.2728129733879256
ACH-000067,-0.09573638992236176
ACH-000070,-0.10483316793034683
ACH-000075,-0.2851161233328253
ACH-000078,-0.2397993859562073
ACH-000082,-0.06455668529590977
ACH-000085,0.15438675900088392
ACH-000086,-0.020174251903262764
ACH-000087,-0.09679345920330512
ACH-000092,-0.1731446827922028
ACH-000095,-0.1949643674830345
ACH-000097,-0.2587710850708585
ACH-000098,-0.2915929393083677
ACH-000099,-0.2002689632988964
ACH-000108,-0.2344391693207464
ACH-000113,-0.30040077698945183
ACH-000116,-0.2056668124096607
ACH-000118,-0.13412143568926682
ACH-000120,-0.2674002380299452
ACH-000123,-0.34085462986695875
ACH-000127,-0.09953056855047884
ACH-000128,-0.19237264057794504
ACH-000132,-0.08211640035786688
ACH-000133,-0.18384963496073745
ACH-000137,-0.16048898268164882
ACH-000138,-0.13306118608624914
ACH-000142,-0.15844092323172104
ACH-000143,-0.06379748743813819
ACH-000146,-0.1945181855360016
ACH-000148,-0.1648380274773009
ACH-000150,-0.378611853374051
ACH-000152,-0.08489445600793717
ACH-000153,-0.3585191311721357
ACH-000159,-0.09116809311293683
ACH-000160,-0.08449553764337223
ACH-000163,-0.2446312617934474
ACH-000167,-0.12163031511234795
ACH-000168,-0.28400982044610057
ACH-000169,-0.3192535174248276
ACH-000178,-0.13104169837573226
ACH-000183,-0.025825222052559355
ACH-000188,-0.2865968378613005
ACH-000189,0.06870127477003701
ACH-000190,-0.16774022066481056
ACH-000198,-0.18605670054160814
ACH-000203,-0.4374295395820144
ACH-000204,-0.11700451400170316
ACH-000206,-0.1147382014569622
ACH-000207,0.017501932822688058
ACH-000208,0.011238652254948795
ACH-000210,-0.05619880044296633
ACH-000211,-0.1258614124610605
ACH-000215,-0.17671627066971635
ACH-000221,0.039980676376788274
ACH-000222,-0.18736998452059
ACH-000223,-0.14311102871859735
ACH-000226,-0.3423879800426621
ACH-000227,-0.21746326892626167
ACH-000228,-0.3167685253599817
ACH-000231,-0.14662405807153675
ACH-000232,-0.20821443036184112
ACH-000233,-0.2982165915420752
ACH-000234,-0.3540650422424907
ACH-000235,-0.12553700147236915
ACH-000237,-0.13077463331732248
ACH-000238,-0.15317784736085774
ACH-000242,-0.06232405807529024
ACH-000243,-0.11659341479918915
ACH-000244,-0.1866973246134014
ACH-000246,-0.16591021049854648
ACH-000248,-0.11110667561153413
ACH-000250,-0.3090121171271644
ACH-000251,-0.19248527519960493
ACH-000252,-0.0927358650868722
ACH-000253,-0.3874754031977599
ACH-000255,-0.04913046716941491
ACH-000256,-0.2801158876556605
ACH-000257,0.029985431976413613
ACH-000258,-0.3169336672168493
ACH-000259,-0.1827496018371152
ACH-000260,-0.13558804747347114
ACH-000261,-0.1424429667124035
ACH-000262,-0.002970056911041655
ACH-000263,-0.3791337507249959
ACH-000264,0.025693431052644117
ACH-000265,0.004702515024671709
ACH-000266,-0.13624290422720325
ACH-000272,-0.17954528272969192
ACH-000274,-0.16939616035904972
ACH-000277,-0.20889591178816488
ACH-000278,0.01727943220704474
ACH-000279,-0.0187122085008826
ACH-000280,-0.1849145855071924
ACH-000281,-0.1402118392330166
ACH-000288,-0.21489507060813415
ACH-000291,-0.16465370402887214
ACH-000293,-0.27741967178001137
ACH-000294,-0.17679157680685476
ACH-000295,-0.21655257123570104
ACH-000296,-0.09266952705677983
ACH-000302,0.026232038172113392
ACH-000304,0.10464849431683536
ACH-000307,-0.2372594563768755
ACH-000308,-0.1295140512840243
ACH-000310,-0.2650019713356254
ACH-000311,-0.27946746255603616
ACH-000312,-0.20502064256354172
ACH-000315,0.1898551538379737
ACH-000316,-0.2886455052887096
ACH-000317,-0.17161674629181922
ACH-000318,-0.1309673285545357
ACH-000319,-0.17923655584793033
ACH-000320,-0.2308733155618706
ACH-000322,-0.14519683472059491
ACH-000323,-0.06586614736932288
ACH-000324,-0.4551634360238369
ACH-000329,-0.18414500947732831
ACH-000330,-0.044980587578624436
ACH-000331,-0.20781605088276825
ACH-000332,-0.19300044605863395
ACH-000334,-0.010649456466097657
ACH-000335,0.0500699178095436
ACH-000336,-0.16394101926451152
ACH-000337,-0.17204616662390546
ACH-000338,-0.5742216576934408
ACH-000339,-0.11884660758889555
ACH-000341,-0.3829170440739989
ACH-000348,-0.12236557207946552
ACH-000350,-0.1202687188332488
ACH-000352,-0.16499617107635225
ACH-000356,-0.054954413487994284
ACH-000361,-0.08426183490427318
ACH-000362,-0.3215357442114486
ACH-000363,-0.13646057200877135
ACH-000364,-0.1655900142952753
ACH-000365,-0.1778834254828632
ACH-000366,-0.14374117984041526
ACH-000368,-0.2413237179559611
ACH-000374,-0.18263091240143747
ACH-000375,-0.1924863556394364
ACH-000376,-0.08392379393966641
ACH-000381,-0.15674405779846393
ACH-000383,-0.09546533689040794
ACH-000387,-0.1647876686532206
ACH-000389,-0.081736975551681
ACH-000390,-0.21606511804356407
ACH-000393,0.014792514101079091
ACH-000395,-0.2115408575195253
ACH-000396,0.08147637790992253
ACH-000397,-0.11634091174751933
ACH-000401,-0.19958412696152966
ACH-000402,-0.3143494614233055
