,AK8 (158067)
ACH-000004,-0.021315923245251438
ACH-000005,0.012723506681089323
ACH-000007,-0.20584666115227296
ACH-000009,-0.0737183209416022
ACH-000011,-0.0941101545252641
ACH-000012,-0.1831439145875516
ACH-000013,-0.2322009175951124
ACH-000014,-0.008662443567661488
ACH-000015,-0.15810671328818074
ACH-000017,-0.08590562469489488
ACH-000018,-0.07131856364660054
ACH-000019,-0.02873365369470181
ACH-000021,-0.10928984650480722
ACH-000022,-0.033395178647420073
ACH-000025,0.026946450455158626
ACH-000028,0.0277047845458178
ACH-000030,-0.04040785015247751
ACH-000035,0.041429200489400776
ACH-000036,-0.06871937330362242
ACH-000037,-0.1339846696276083
ACH-000039,-0.06797879151785415
ACH-000040,-0.13601660896044146
ACH-000041,-0.21925140191765036
ACH-000042,-0.11719949844487547
ACH-000045,-0.008737039093643642
ACH-000047,-0.02949493115481542
ACH-000052,-0.1078770244503394
ACH-000053,-0.08245950329513729
ACH-000054,-0.0430206806964727
ACH-000055,-0.0011085303006752485
ACH-000060,-0.07143288114212963
ACH-000067,-0.08812469512413569
ACH-000070,0.0402439376608312
ACH-000075,-0.17081395451429215
ACH-000078,-0.1012889264728267
ACH-000082,-0.034166710535193615
ACH-000085,-0.09142611394300214
ACH-000086,0.03983094493129605
ACH-000087,-0.10381317009268383
ACH-000092,-0.03367639207261065
ACH-000095,-0.03167787327387751
ACH-000097,-0.07183842381098669
ACH-000098,-0.02267869380745512
ACH-000099,-0.1693486294141192
ACH-000108,-0.06489669026929233
ACH-000113,-0.0850805168690877
ACH-000116,-0.10436324571108717
ACH-000118,-0.004229283333264851
ACH-000120,-0.0732408922970998
ACH-000123,-0.09061770643858304
ACH-000127,-0.08332565757249571
ACH-000128,-0.02625057478290192
ACH-000132,-0.0889026855007069
ACH-000133,-0.07025459500939588
ACH-000137,0.04714087945322769
ACH-000138,-0.07414016541181741
ACH-000142,-0.03742120330755792
ACH-000143,-0.1553196686151213
ACH-000146,-0.07406027082362786
ACH-000148,-0.0706741380870116
