,RPN1 (6184)
ACH-000004,-1.037518405303878
ACH-000005,-0.9926132973234648
ACH-000007,-1.0873047772930202
ACH-000009,-1.0397232347088887
ACH-000011,-0.944820037293297
ACH-000012,-0.9242346851288068
ACH-000013,-0.7463389750652838
ACH-000014,-0.8065876317321615
ACH-000015,-0.8703223927399261
ACH-000017,-0.9384174390515232
ACH-000018,-0.7958248129804134
ACH-000019,-0.7433261850090653
ACH-000021,-0.9822179260970668
ACH-000022,-1.1969232457459842
ACH-000025,-0.9775494678323836
ACH-000028,-0.8698309807339315
ACH-000030,-1.0167687051667542
ACH-000035,-1.051961063303986
ACH-000036,-0.8630258723760122
ACH-000037,-0.6981518407099666
ACH-000039,-1.0187445413341891
ACH-000040,-0.9507395375715224
ACH-000041,-0.8210452712229798
ACH-000042,-0.9573243614596096
ACH-000045,-0.9416988629701311
ACH-000047,-0.9800141412530644
ACH-000052,-0.8124632647297955
ACH-000053,-1.035203473556483
ACH-000054,-0.8054403235312679
ACH-000055,-1.0060753734518275
ACH-000060,-0.8799375831692365
ACH-000067,-1.1059163035613921
ACH-000070,-0.8964009362062259
ACH-000075,-0.9351973022511352
ACH-000078,-0.8688725002555587
ACH-000082,-0.9863895745533676
ACH-000085,-0.8930865796290159
ACH-000086,-0.9957143726971598
ACH-000087,-1.2675052901290975
ACH-000092,-0.8463677979381669
ACH-000095,-0.8245023664237091
ACH-000097,-0.9755148667667763
ACH-000098,-0.8002752088852145
ACH-000099,-0.713059705456239
ACH-000108,-0.9850026057528136
ACH-000113,-0.8703036001702908
ACH-000116,-1.1157674917691744
ACH-000118,-1.0561470415608876
ACH-000120,-0.7965444536319193
ACH-000123,-0.9898369027090171
ACH-000127,-0.8772385521442769
ACH-000128,-1.0356231798131361
ACH-000132,-1.0949256885192271
ACH-000133,-0.9739455192699482
ACH-000137,-0.7534639067563612
ACH-000138,-0.8475127036079432
ACH-000142,-1.0228808832636491
ACH-000143,-1.154254819559607
ACH-000146,-0.8352092863457106
ACH-000148,-0.935836919594587
ACH-000150,-0.7884632429479201
ACH-000152,-0.8735692866257064
ACH-000153,-1.4900492715574818
ACH-000159,-1.0336220894802348
ACH-000160,-1.123896887742459
ACH-000163,-0.9977342518842413
ACH-000167,-1.6098419257532706
ACH-000168,-0.8379629726831758
ACH-000169,-1.2080439750690593
ACH-000178,-1.067778074830802
ACH-000183,-1.0461000193040142
ACH-000188,-0.8966303833723713
ACH-000189,-1.2376891471312828
ACH-000190,-1.0448057827958883
ACH-000198,-0.9495604508780434
ACH-000203,-0.7584730395609612
ACH-000204,-0.9769008026605434
ACH-000206,-1.2548104076443962
ACH-000207,-0.8431536519057997
ACH-000208,-1.116134261042071
ACH-000210,-0.7098997620684245
ACH-000211,-0.9744562147087318
ACH-000215,-0.9250619399842556
ACH-000221,-0.9944229692015294
ACH-000222,-1.183701197598334
ACH-000223,-0.8166376399451393
ACH-000226,-1.0018209541546577
ACH-000227,-0.4536111957762762
ACH-000228,-1.1122964880371644
ACH-000231,-0.960891485283908
ACH-000232,-0.9560600073924508
ACH-000233,-0.8545581845061461
ACH-000234,-1.0680191822427116
ACH-000235,-1.0462758463384867
ACH-000237,-1.0109425870250075
ACH-000238,-1.0211949636017148
ACH-000242,-1.0701225117301572
ACH-000243,-1.00756915617432
ACH-000244,-0.964479237175332
ACH-000246,-0.8495332743319647
ACH-000248,-0.813568822337645
ACH-000250,-0.8904982495276167
ACH-000251,-1.1127651521650126
ACH-000252,-1.3189462645225505
ACH-000253,-0.9906521808460792
ACH-000255,-1.0586928493614949
ACH-000256,-1.17413845569944
ACH-000257,-0.7127737080057525
ACH-000258,-0.6948076060169557
ACH-000259,-0.9301791101287612
ACH-000260,-1.0509203812535437
ACH-000261,-0.9580481054555844
ACH-000262,-1.1430885373045163
ACH-000263,-0.8316795184609546
ACH-000264,-1.0469523300870032
ACH-000265,-0.7681295683129401
ACH-000266,-0.9741531941960572
ACH-000272,-1.0869794129306891
ACH-000274,-0.9010689749152762
ACH-000277,-0.8857094193719052
ACH-000278,-0.9978203521866368
ACH-000279,-0.8688831917091279
ACH-000280,-1.0069602845668797
ACH-000281,-0.8424015652568396
ACH-000288,-0.8437590648817017
ACH-000291,-1.045633542578782
ACH-000293,-1.0635328562063149
ACH-000294,-1.154666557159269
ACH-000295,-0.8600215190979481
ACH-000296,-0.9175157599177528
ACH-000302,-1.0575406493476784
ACH-000304,-0.7603701337308253
ACH-000307,-1.0903908583669433
ACH-000308,-0.9164747206034568
ACH-000310,-0.4847811091497045
ACH-000311,-1.1362720743982444
ACH-000312,-1.0261253586130838
ACH-000315,-1.064743043670998
ACH-000316,-0.9817826613547268
ACH-000317,-0.9732304076773579
ACH-000318,-1.1217602832215312
ACH-000319,-0.9743685110752259
ACH-000320,-1.1589096091232471
ACH-000322,-0.7741687047884647
ACH-000323,-1.1965512295800105
ACH-000324,-1.228149287683061
ACH-000329,-0.9374831789041044
ACH-000330,-1.0280209963331128
ACH-000331,-0.905629602120055
ACH-000332,-0.8800620350093313
ACH-000334,-0.7293018173182322
ACH-000335,-0.8239744737987188
ACH-000336,-0.7360256534001125
ACH-000337,-0.8253101281249109
ACH-000338,-0.8390022354161523
ACH-000339,-0.989497967688155
ACH-000341,-0.8244546188064039
ACH-000348,-1.0044116515404458
ACH-000350,-0.7129072324373695
ACH-000352,-0.9389210611638136
ACH-000356,-1.0531132007816348
ACH-000361,-0.9479678075084776
ACH-000362,-0.8204756602148627
ACH-000363,-0.9734778556662759
ACH-000364,-0.8805750723065601
ACH-000365,-1.0036167457771872
ACH-000366,-0.8548899737541179
ACH-000368,-0.8902112102661369
ACH-000374,-1.1634698401295214
ACH-000375,-0.7901614731388562
ACH-000376,-1.1543358093911762
ACH-000381,-1.0565713849636846
