,THADA (63892)
ACH-000004,0.08128849438175771
ACH-000005,0.242636709679868
ACH-000007,0.2524569338326736
ACH-000009,0.023082999348039143
ACH-000011,0.1287336371982188
ACH-000012,0.08963382031955884
ACH-000013,0.04976114171215105
ACH-000014,0.09131187270546272
ACH-000015,0.18581418189959234
ACH-000017,0.19240682555731434
ACH-000018,0.18552706320084725
ACH-000019,0.1810869673158762
ACH-000021,0.17763335008887596
ACH-000022,0.1164522278240526
ACH-000025,0.012322372769112544
ACH-000028,0.1633005758448104
ACH-000030,0.11718761723253232
ACH-000035,0.056636274441590674
ACH-000036,0.106597435749861
ACH-000037,0.121414178100634
ACH-000039,0.008016265649346281
ACH-000040,0.19420312411518115
ACH-000041,0.226570662494122
ACH-000042,0.16907347355454572
ACH-000045,0.021132274778651608
ACH-000047,0.25510573907395195
ACH-000052,0.17970787886545533
ACH-000053,0.15347809727802686
ACH-000054,0.21995812790649835
ACH-000055,0.030416670188985036
ACH-000060,0.11599086337932372
ACH-000067,-0.031464689268844916
ACH-000070,0.156027900728778
ACH-000075,0.219699060737782
ACH-000078,0.272844927556977
ACH-000082,0.1180531397667154
ACH-000085,0.2451707399293729
ACH-000086,0.047597567648348105
ACH-000087,0.1456441918633234
ACH-000092,0.02356144121243019
ACH-000095,0.13215422209578367
ACH-000097,0.17642845361105594
ACH-000098,0.28446182494497124
ACH-000099,0.08363749809610935
ACH-000108,0.17286176259813196
ACH-000113,0.20721661394906146
ACH-000116,-0.03829940861755545
ACH-000118,0.14726960490920946
ACH-000120,0.013198730949200576
ACH-000123,0.1736553284295425
ACH-000127,0.10859715193985392
ACH-000128,0.14260243789025484
ACH-000132,0.1236782730826036
ACH-000133,0.036052187124321136
ACH-000137,0.1463661907523241
ACH-000138,0.10260348435076116
ACH-000142,0.1463863580785595
ACH-000143,0.1004420368415234
ACH-000146,0.23723716171956036
ACH-000148,0.12360824990953875
ACH-000150,0.2360616396652369
ACH-000152,0.07940945943793934
ACH-000153,0.1730560144141319
ACH-000159,0.17761987624948114
ACH-000160,0.06562114187767229
ACH-000163,0.11046946011585873
ACH-000167,0.1551397383022632
ACH-000168,0.28466635018032954
ACH-000169,0.11024759179388896
ACH-000178,0.2695231615278688
ACH-000183,0.10242190278914744
ACH-000188,0.14982732467298554
ACH-000189,-0.07241571236227545
ACH-000190,0.06358071414433936
ACH-000198,0.21883516304020706
ACH-000203,0.03748703974404436
ACH-000204,0.10947864198653334
ACH-000206,0.25915983803484177
ACH-000207,0.1005513157106916
ACH-000208,0.10765440152266197
ACH-000210,0.5150636881078489
ACH-000211,0.16288543284816656
ACH-000215,0.1234914597116772
ACH-000221,0.2608315594568873
ACH-000222,0.1734395206124566
ACH-000223,0.16172085220016966
ACH-000226,0.010173935862413736
ACH-000227,0.14570090680127462
ACH-000228,0.0448691285438815
ACH-000231,0.08845387605068188
ACH-000232,0.23066261842428765
ACH-000233,0.21728478961360947
ACH-000234,0.23232608115981496
ACH-000235,0.15157590926702755
ACH-000237,0.0881367280064018
ACH-000238,0.1330853703302782
ACH-000242,0.02225777563853163
ACH-000243,0.08626135765412778
ACH-000244,0.09776798808150587
ACH-000246,0.12730390661052018
ACH-000248,0.12452618288360565
ACH-000250,0.19280425084496292
ACH-000251,0.22868222275561434
ACH-000252,0.20834649116314732
ACH-000253,0.2025458212391858
ACH-000255,0.19857554166757765
ACH-000256,0.1836588113922557
ACH-000257,0.2175214735165665
ACH-000258,0.061373152847805736
ACH-000259,0.11876685741471685
ACH-000260,0.06032088256787745
ACH-000261,0.09887303113280888
ACH-000262,0.26874694688286105
ACH-000263,-0.2997959466619852
ACH-000264,0.05805406431685287
ACH-000265,0.18377721626541446
ACH-000266,0.07984750819037394
ACH-000272,-0.031864494907102005
ACH-000274,0.02509473026704326
ACH-000277,0.2491055637521952
ACH-000278,0.0417361879411835
ACH-000279,0.14674492521839216
ACH-000280,0.13809402284675212
ACH-000281,0.038026142559727666
ACH-000288,0.10301194403174443
ACH-000291,0.1455144479591865
ACH-000293,0.016962290721252868
ACH-000294,0.2071529937685348
ACH-000295,0.1894212628719516
ACH-000296,0.026505569171914857
ACH-000302,0.2047447897939857
ACH-000304,0.1941124835856995
ACH-000307,0.18141673958338728
ACH-000308,0.12499032796559052
ACH-000310,0.1413377210311133
ACH-000311,0.21828703474286248
ACH-000312,0.08978594589565148
ACH-000315,0.2700631373324513
ACH-000316,-0.006058019912548895
ACH-000317,0.2281759070768791
ACH-000318,0.12174905290926287
ACH-000319,0.2666805550215256
ACH-000320,0.09537229320912577
ACH-000322,0.01546771331900564
ACH-000323,0.3032631637989988
ACH-000324,0.04982844861526243
