,ERGIC1 (57222)
ACH-000004,0.26655387991849816
ACH-000005,-0.03011673832689913
ACH-000007,0.057042985219491166
ACH-000009,-0.03560710841200497
ACH-000011,0.0644432179433475
ACH-000012,0.05430178070280835
ACH-000013,0.10401861442726056
ACH-000014,-0.017006082099264155
ACH-000015,-0.060488842393410173
ACH-000017,0.05564720171890775
ACH-000018,0.13899572833602886
ACH-000019,0.11859600672592086
ACH-000021,0.09706787261072612
ACH-000022,0.05718612987168638
ACH-000025,0.13265952370064665
ACH-000028,0.11465680703469752
ACH-000030,0.07266871971489701
ACH-000035,0.015816594124770343
ACH-000036,0.05948092746830096
ACH-000037,-0.02664532244332419
ACH-000039,0.03379233435764712
ACH-000040,-0.02731742991025776
ACH-000041,0.010206202763084
ACH-000042,-0.008412133235250653
ACH-000045,0.0018774627174386192
ACH-000047,0.13724054088436868
ACH-000052,0.10320027789633346
ACH-000053,0.05759205506568895
ACH-000054,0.008971650366845527
ACH-000055,0.09059972355068067
ACH-000060,0.0890520690476742
ACH-000067,-0.061751298361297675
ACH-000070,-0.21239021179755152
ACH-000075,0.06261834806211652
ACH-000078,0.05891887397722648
ACH-000082,0.09320252547330933
ACH-000085,0.07634709190134684
ACH-000086,-0.0020038838174604658
ACH-000087,0.1727179898047176
ACH-000092,0.005056804220908442
ACH-000095,0.012074201788469428
ACH-000097,-0.0016332825454700975
ACH-000098,0.056130239988357915
ACH-000099,0.08491202928928575
ACH-000108,0.09044494499597204
ACH-000113,0.10131673820194607
ACH-000116,0.027124928758363517
ACH-000118,0.08212184378473124
ACH-000120,-0.035272957865873984
ACH-000123,0.1178859166960133
ACH-000127,-0.04179236183301048
ACH-000128,0.016713299527774766
ACH-000132,0.0547560349348797
ACH-000133,0.049345543631746216
ACH-000137,0.13838798232340213
ACH-000138,0.041597174072011564
ACH-000142,0.16303386934575306
ACH-000143,0.202074786594613
ACH-000146,-0.03040936114300825
ACH-000148,0.10081848610783134
ACH-000150,0.04357124515982578
ACH-000152,0.1345205314378072
ACH-000153,0.001636438137695793
ACH-000159,-0.04046045041644115
ACH-000160,0.05017810261977057
ACH-000163,0.0023168741039479197
ACH-000167,-0.13203386143567492
ACH-000168,-0.054323581702691685
ACH-000169,0.010761122303925423
ACH-000178,0.035048866749606764
ACH-000183,0.11597887972786583
ACH-000188,0.1016855408352971
ACH-000189,0.059148370108583474
ACH-000190,-0.11185382065786792
ACH-000198,-0.05705943909532231
ACH-000203,0.2625352036819761
ACH-000204,0.005795882187805111
ACH-000206,-0.06932535711567941
ACH-000207,0.007038565447707828
ACH-000208,-0.006358723936492528
ACH-000210,0.16066266760720158
ACH-000211,0.022823562069696924
ACH-000215,0.025645831127838383
ACH-000221,0.036644264726808866
ACH-000222,0.04172812546556607
ACH-000223,-0.09683678110604917
ACH-000226,0.10870242493541732
ACH-000227,-0.026773788518266724
ACH-000228,0.07064161705359237
ACH-000231,-0.009823892454848113
ACH-000232,-0.016585769834892176
ACH-000233,0.08059173146440911
ACH-000234,-0.04671481895135196
ACH-000235,-0.02028398681198372
ACH-000237,0.0028936058045610892
ACH-000238,0.03384466330577416
ACH-000242,0.06814079291256946
ACH-000243,0.07603932738423383
ACH-000244,0.15013924148056335
ACH-000246,0.06555559890927154
ACH-000248,0.23296043766837896
ACH-000250,-0.009849385058968995
ACH-000251,-0.023734892138598442
ACH-000252,0.17769901012739092
ACH-000253,0.014296126385231568
ACH-000255,0.05058059812333757
ACH-000256,-0.048782787167497337
ACH-000257,-0.0445665519598541
ACH-000258,0.03446541767593956
ACH-000259,-0.00723378083036025
ACH-000260,0.020454170054495537
ACH-000261,0.07678361545411143
ACH-000262,0.09277440895876404
ACH-000263,0.13782273435298406
ACH-000264,0.07361601999136197
