,CSF1R (1436)
ACH-000004,-0.1473726521158021
ACH-000005,-0.1365754185055217
ACH-000007,0.09856132665954218
ACH-000009,-0.09437476603161757
ACH-000011,-0.12291860222076717
ACH-000012,-0.035427415110163486
ACH-000013,-0.05311345042122582
ACH-000014,-0.06888595130185664
ACH-000015,-0.18743617781400848
ACH-000017,-0.0905565482492854
ACH-000018,-0.06881968631319765
ACH-000019,-0.02639094288517671
ACH-000021,-0.08576758790569733
ACH-000022,-0.06714722412953976
ACH-000025,0.061168203080358786
ACH-000028,0.21782442804384394
ACH-000030,-0.12146730814324735
ACH-000035,-0.03204023889294478
ACH-000036,-0.068026442137912
ACH-000037,-0.27478254270747543
ACH-000039,-0.044130350823101315
ACH-000040,-0.08823353502322767
ACH-000041,-0.06252675775717555
ACH-000042,0.0013499526686493234
ACH-000045,-0.28817430787622805
ACH-000047,-0.0945174175370668
ACH-000052,-0.21822882240572344
ACH-000053,-0.06711801378380614
ACH-000054,-0.06526725833105082
ACH-000055,-0.043859335458896316
ACH-000060,-0.05163366197498426
ACH-000067,-0.01089915897298992
ACH-000070,0.038475429779918094
ACH-000075,-0.20301507069456348
ACH-000078,-0.0781154290080779
ACH-000082,-0.009056467188819929
ACH-000085,-0.06708022087448999
ACH-000086,-0.029674978084769755
ACH-000087,-0.04651576950644595
ACH-000092,0.039648386028290655
ACH-000095,-0.04961546232430264
ACH-000097,0.00020992134450939254
ACH-000098,-0.09623200030765752
ACH-000099,-0.09437565325556203
ACH-000108,-0.0277328380409896
ACH-000113,-0.0902165554649671
ACH-000116,0.05510473647501449
ACH-000118,-0.010760120406407891
ACH-000120,0.04726794127515346
ACH-000123,-0.13288373756632207
ACH-000127,-0.003687632734013755
ACH-000128,-0.047923882339961255
ACH-000132,-0.0723047592367094
ACH-000133,0.01563730785252795
ACH-000137,0.04327907331013328
ACH-000138,-0.10696973304434464
ACH-000142,-0.09041388943149062
ACH-000143,0.13996239352497447
