,LPCAT4 (254531)
ACH-000004,-0.1474463839170621
ACH-000005,-0.18951436868027102
ACH-000007,-0.15384554532350322
ACH-000009,-0.054519430062871285
ACH-000011,0.09825736024059252
ACH-000012,-0.03022743894480936
ACH-000013,0.06040767270426786
ACH-000014,-0.1265211227649965
ACH-000015,-0.03599352210678583
ACH-000017,-0.00947701068846192
ACH-000018,0.05700001216360352
ACH-000019,-0.07854273533440471
ACH-000021,0.1358341399425442
ACH-000022,-0.0301540077337482
ACH-000025,0.013513325737347507
ACH-000028,0.07415202344271632
ACH-000030,0.0016173501955267279
ACH-000035,-0.07124954580109769
ACH-000036,0.1730851306781136
ACH-000037,0.035020079389657115
ACH-000039,0.0890353043916881
ACH-000040,0.07183493550871305
ACH-000041,0.09991035414568472
ACH-000042,0.061909886423256816
ACH-000045,-0.13726592604566734
ACH-000047,-0.05648752326110056
ACH-000052,-0.041395359970980934
ACH-000053,0.03762415846459799
ACH-000054,0.07973709929638417
ACH-000055,-0.1103409676574561
ACH-000060,0.04997641920789378
ACH-000067,0.021178722795895645
ACH-000070,-0.043811034796430386
ACH-000075,-0.08991927885330009
ACH-000078,0.013083657098028159
ACH-000082,-0.04166992012226835
ACH-000085,-0.059686098471705584
ACH-000086,-0.06861975722651535
ACH-000087,0.03931869413699247
ACH-000092,0.006135738517243082
ACH-000095,0.09981389491975654
ACH-000097,-0.00263696741132264
ACH-000098,0.04641557377129655
ACH-000099,0.030845937993552886
ACH-000108,0.0422433438731894
ACH-000113,-0.11443982105952095
ACH-000116,0.08576656306365253
ACH-000118,0.152789378784822
ACH-000120,-0.050052760223737724
ACH-000123,0.07665964066246428
ACH-000127,-0.0632912902061307
ACH-000128,0.03153884578284793
ACH-000132,-0.08937237543673164
ACH-000133,0.05061604013979856
ACH-000137,-0.014415581397204169
ACH-000138,0.06530900722680108
ACH-000142,0.03860804618071738
ACH-000143,0.008772639792447717
ACH-000146,-0.05863811837367501
ACH-000148,0.01866240153484715
ACH-000150,0.1145483324796131
ACH-000152,0.0010008126543911392
ACH-000153,-0.09770071054657407
ACH-000159,-0.015828456879925394
ACH-000160,-0.22119464473352096
ACH-000163,-0.031834282378808525
ACH-000167,0.2356011967052433
ACH-000168,0.04078329911129549
ACH-000169,-0.08709985979783012
ACH-000178,0.07398006623414252
ACH-000183,-0.04204297039892973
ACH-000188,0.043597875287934636
ACH-000189,-0.013418321831929187
ACH-000190,0.04614162784622645
ACH-000198,-0.03648081781017175
ACH-000203,0.07371266077111903
ACH-000204,-0.4121989701560864
ACH-000206,-0.030605610888403287
ACH-000207,0.09437197378290743
