,CASC5 (57082)
ACH-000004,-0.5586433817089848
ACH-000005,-0.4996396000419621
ACH-000007,-0.5925221731433509
ACH-000009,-0.5855461270976526
ACH-000011,-0.5455532991250164
ACH-000012,-0.6502188979743583
ACH-000013,-0.4245780797304903
ACH-000014,-0.19146643562299645
ACH-000015,-0.4994410896127821
ACH-000017,-0.3294981172679777
ACH-000018,-0.32215684516834564
ACH-000019,-0.4913981695463285
ACH-000021,-0.5984066840324646
ACH-000022,-0.4440200889135009
ACH-000025,-0.5591808120426329
ACH-000028,-0.3767066449382871
ACH-000030,-0.30995415034019896
ACH-000035,-0.42684504125744543
ACH-000036,-0.38876852424168656
ACH-000037,-0.18704834691004374
ACH-000039,-0.40726875788178996
ACH-000040,-0.39190680275532797
ACH-000041,-0.5716120399540808
ACH-000042,-0.4651449960015457
ACH-000045,-0.4448877581515738
ACH-000047,-0.6498382760599051
ACH-000052,-0.43235291405991866
ACH-000053,-0.5622480574370665
ACH-000054,-0.5212353771014274
ACH-000055,-0.4929588387356338
ACH-000060,-0.3671579988717832
ACH-000067,-0.2574813471079405
ACH-000070,-0.5118132998316512
ACH-000075,-0.4333370108057474
ACH-000078,-0.7133251808545161
ACH-000082,-0.5511353092488758
ACH-000085,-0.4425201585143835
ACH-000086,-0.4220447445711933
ACH-000087,-0.7354492669790661
ACH-000092,-0.4099876887748268
ACH-000095,-0.6447055905652745
ACH-000097,-0.5339631438585064
ACH-000098,-0.33297367534354305
ACH-000099,-0.4176032365437665
ACH-000108,-0.46620278892313205
ACH-000113,-0.5639738739836275
ACH-000116,-0.633027738246699
ACH-000118,-0.5441399268983783
ACH-000120,-0.5156109702995078
ACH-000123,-0.3933007999829644
ACH-000127,-0.4284843657601632
ACH-000128,-0.5391482513497624
ACH-000132,-0.9239112257709582
ACH-000133,-0.4774983740568933
ACH-000137,-0.5488161208597808
ACH-000138,-0.368882252219126
ACH-000142,-0.4774715667308552
ACH-000143,-0.5132320984115339
ACH-000146,-0.4203271004170396
ACH-000148,-0.4032794880854037
ACH-000150,-0.5415791953493527
ACH-000152,-0.5545231904624561
ACH-000153,-0.6982462146351652
ACH-000159,-0.4063780334517893
ACH-000160,-0.31207898277069795
ACH-000163,-0.4402709725700422
ACH-000167,-0.1241984560101652
ACH-000168,-0.5396782805325174
ACH-000169,-0.6188984335243178
ACH-000178,-0.5491205545939581
ACH-000183,-0.5117651587440137
ACH-000188,-0.4663291529691527
ACH-000189,-0.5160448720092726
ACH-000190,-0.19312639429736167
ACH-000198,-0.6998449205549304
ACH-000203,-0.1319650143183881
ACH-000204,-0.660117183912333
ACH-000206,-0.3143011392807032
ACH-000207,-0.506928920682078
ACH-000208,-0.36397204006178097
ACH-000210,-0.4643183809225896
ACH-000211,-0.4388791453458413
ACH-000215,-0.29703515323549945
ACH-000221,-0.21171288912177968
ACH-000222,-0.22420775413102248
ACH-000223,-0.5184218061327301
ACH-000226,-0.5774867451450465
ACH-000227,-0.6552118769642644
ACH-000228,-0.6836091230876783
ACH-000231,-0.4718652951258005
ACH-000232,-0.7269618244392845
ACH-000233,-0.5943372690706087
ACH-000234,-0.5160766562224794
ACH-000235,-0.4817602691052354
ACH-000237,-0.4838550206647401
ACH-000238,-0.4231812373207477
ACH-000242,-0.6562006341122242
ACH-000243,-0.5599971710762788
ACH-000244,-0.5246979755859738
ACH-000246,-0.6706859758569026
ACH-000248,-0.3870859735467383
ACH-000250,-0.19402382526534845
ACH-000251,-0.3865374451452749
ACH-000252,-0.3635243894496709
ACH-000253,-0.50502366088105
ACH-000255,-0.5460120664474424
ACH-000256,-0.4927213323534261
ACH-000257,-0.8775246886616137
ACH-000258,-0.4566711464420622
ACH-000259,-0.5037137884872117
ACH-000260,-0.4897297103657199
ACH-000261,-0.6141143010581934
ACH-000262,-0.4422686720524035
ACH-000263,-0.7257060027396882
ACH-000264,-0.5523430536775347
ACH-000265,-0.5563469511393376
ACH-000266,-0.7478467776168396
ACH-000272,-0.5748048150804631
ACH-000274,-0.4638069916072947
ACH-000277,-0.2735082589264409
ACH-000278,-0.4640925160597138
ACH-000279,-0.657352805529209
ACH-000280,-0.4636211410246269
ACH-000281,-0.4813599849379119
ACH-000288,-0.4461971167042105
ACH-000291,-0.3846684720771731
ACH-000293,-0.6292370788839966
ACH-000294,-0.28744788754927275
ACH-000295,-0.3912611548135497
ACH-000296,-0.6014691135735474
ACH-000302,-0.5428791483189304
ACH-000304,-0.6406561496811003
ACH-000307,-0.36111801387177095
ACH-000308,-0.6512317451938803
ACH-000310,-0.595544297123547
ACH-000311,-0.2996387697892964
ACH-000312,-0.5992774280199644
ACH-000315,-0.5585217894604911
ACH-000316,-0.4528100880185093
ACH-000317,-0.34316796411100664
ACH-000318,-0.44534374106123853
ACH-000319,-0.6634791499653934
ACH-000320,-0.4988145177202434
ACH-000322,-0.6351442734546292
ACH-000323,-0.5612668942673594
ACH-000324,-0.5583138803144534
ACH-000329,-0.3387214617884014
ACH-000330,-0.3441136060199753
ACH-000331,-0.7115739898755065
ACH-000332,-0.5497714420184585
ACH-000334,-0.5021833198945853
ACH-000335,-0.6019073493280421
ACH-000336,-0.4228772296938304
ACH-000337,-0.5097088475108572
ACH-000338,-0.7214877680826296
ACH-000339,-0.3671933914491601
ACH-000341,-0.3259511106714919
ACH-000348,-0.432660513485152
ACH-000350,-0.5977957024828066
ACH-000352,-0.7097816148236539
ACH-000356,-0.5004831962395415
ACH-000361,-0.6608397712063395
ACH-000362,-0.5258931679115123
ACH-000363,-0.5160299489456954
ACH-000364,-0.5631407213883779
ACH-000365,-0.39363327829344863
ACH-000366,-0.411807946705323
ACH-000368,-0.5793196797116521
ACH-000374,-0.7649059211686046
ACH-000375,-0.3325531661983304
ACH-000376,-0.4619023788308403
ACH-000381,-0.28007297925679725
ACH-000383,-0.28298693656934026
ACH-000387,-0.922585265159716
ACH-000389,-0.5867844452567833
ACH-000390,-0.1906797625085122
ACH-000393,-0.6682470640581708
ACH-000395,-0.25591147128047553
ACH-000396,-0.5555658007557408
ACH-000397,-0.6063031465821188
ACH-000401,-0.3659799518694458
ACH-000402,-0.139867488898318
ACH-000403,-0.7506939161981592
ACH-000404,-0.536455537171736
ACH-000406,-0.4241138411216287
ACH-000407,-0.2845837070540088
ACH-000408,-0.5605008820319229
ACH-000410,-0.5797049298326253
ACH-000411,-0.5450088354422675
ACH-000414,-0.3636160255189119
ACH-000415,-0.5459882042488071
ACH-000416,-0.6344150634133686
ACH-000420,-0.6508524543487179
ACH-000421,-0.6459678824835304
ACH-000424,-0.39627011667574336
ACH-000425,-0.40635812560768203
ACH-000426,-0.4079989864431996
ACH-000427,-0.5310467777522684
ACH-000433,-0.5633341066422131
ACH-000435,-1.02591100725968
ACH-000436,-0.3854819887191076
ACH-000444,-0.5331352626155744
ACH-000445,-0.3884910205098686
ACH-000448,-0.4771065542962348
ACH-000450,-0.6049156775310431
ACH-000452,-0.4529402653594724
ACH-000454,-0.4879512537504457
ACH-000458,-0.4653196876599726
ACH-000459,-0.4075994139175477
ACH-000460,-0.6065393015004831
ACH-000461,-0.3720413177635201
ACH-000463,-0.4609386972482302
ACH-000464,-0.6961255910226269
ACH-000466,-0.5159330177739311
ACH-000467,-0.41555255168842026
ACH-000468,-0.6195674116816422
