,MPHOSPH8 (54737)
ACH-000004,0.1698463810787485
ACH-000005,0.023745664714215117
ACH-000007,-0.39482034746939004
ACH-000009,-0.013230818596032385
ACH-000011,-0.07122583457927571
ACH-000012,0.12525972962983448
ACH-000013,-0.15258026324291807
ACH-000014,0.10921277227204187
ACH-000015,-0.16775828538937892
ACH-000017,-0.013877389164144716
ACH-000018,-0.126544947359244
ACH-000019,-0.06469481891032032
ACH-000021,-0.11239084755049243
ACH-000022,-0.2023995647611718
ACH-000025,-0.027716856262568482
ACH-000028,-0.05036657154549287
ACH-000030,-0.06977503192933389
ACH-000035,0.09534685022937844
ACH-000036,-0.3454164158798722
ACH-000037,-0.028070878581802853
ACH-000039,0.19651626437327066
ACH-000040,-0.09351531261173412
ACH-000041,-0.2857582965651985
ACH-000042,-0.2190976620174868
ACH-000045,0.00474497589851454
ACH-000047,-0.1261386407443644
ACH-000052,-0.059852907037065785
ACH-000053,0.034632426401801884
ACH-000054,-0.2548684532190629
ACH-000055,-0.3971637739567119
ACH-000060,-0.21081352340447213
ACH-000067,0.010394434142076242
ACH-000070,-0.24206619569950236
ACH-000075,-0.1517801836371588
ACH-000078,-0.1185235207426635
ACH-000082,-0.011305096558895241
ACH-000085,-0.3584445204382923
ACH-000086,0.038194517145299166
ACH-000087,-0.03754649778282818
ACH-000092,0.08495566386173699
ACH-000095,-0.129235351880904
ACH-000097,-0.20323774834114886
ACH-000098,-0.07288612162557043
ACH-000099,-0.0487418078584952
ACH-000108,-0.3351495377980744
ACH-000113,-0.2188225628276356
ACH-000116,-0.0821358255956578
ACH-000118,-0.040174756970515306
ACH-000120,-0.1068338560703844
ACH-000123,-0.16767930581006474
ACH-000127,-0.1038628588632132
ACH-000128,-0.07462311856345763
ACH-000132,0.004353768271141728
ACH-000133,-0.12181698797447706
ACH-000137,-0.1663827707690261
ACH-000138,-0.09039120180025996
ACH-000142,-0.09343380764933658
ACH-000143,-0.16640122070658636
ACH-000146,-0.3806792780582179
ACH-000148,-0.0641453071870652
ACH-000150,-0.056806151315660684
ACH-000152,-0.010733331564000742
ACH-000153,-0.14495422968684807
ACH-000159,-0.06956832002293116
ACH-000160,0.22632555980438845
ACH-000163,-0.033261081834545965
ACH-000167,0.4035622182074767
ACH-000168,-0.059329885538682986
ACH-000169,-0.2821288985040628
ACH-000178,-0.1500342537764714
ACH-000183,-0.14216254771360035
ACH-000188,-0.0783120582276845
ACH-000189,-0.053386121982547816
ACH-000190,0.01716298928471568
ACH-000198,0.08057182951215316
ACH-000203,0.2141631008304212
ACH-000204,0.2182875123696068
ACH-000206,-0.3232514043183221
ACH-000207,-0.3818123268802166
ACH-000208,-0.053433705485110124
ACH-000210,-0.1988624305592613
ACH-000211,-0.2456892411613433
ACH-000215,-0.13806971503077578
ACH-000221,0.0207630584980071
ACH-000222,-0.2424091171393579
ACH-000223,-0.1938188698869271
