,FAIM2 (23017)
ACH-000004,0.049467968351793096
ACH-000005,-0.0753519392083129
ACH-000007,0.2974024533327159
ACH-000009,0.03095882429710908
ACH-000011,-0.061380028440611537
ACH-000012,0.03110274439317076
ACH-000013,-0.07287828440600944
ACH-000014,-0.016958372013989864
ACH-000015,-0.02195573034131946
ACH-000017,0.040128046588698785
ACH-000018,0.061515308253298685
ACH-000019,-0.09010163900554513
ACH-000021,-0.17217300261018398
ACH-000022,-0.10076000345707954
ACH-000025,-0.1798191973195881
ACH-000028,-0.004714045083596135
ACH-000030,-0.08081430307750112
ACH-000035,-0.016039590413359794
ACH-000036,0.04958575411445604
ACH-000037,-0.0240422365804452
ACH-000039,0.04882594579195694
ACH-000040,0.004561344898625209
ACH-000041,-0.12658570616741113
ACH-000042,0.08237256000267824
ACH-000045,-0.019177947179081403
ACH-000047,0.008809154782687612
ACH-000052,-0.022469780385144543
ACH-000053,0.003184523909684005
ACH-000054,-0.02444765506485092
ACH-000055,-0.1722355531806338
ACH-000060,0.27511692029533596
ACH-000067,-0.07929000862971639
ACH-000070,0.04772879836699987
ACH-000075,0.06281206519624848
ACH-000078,0.07815441498782684
ACH-000082,-0.01998786492217037
ACH-000085,-0.10643594699345224
ACH-000086,-0.1178189963226908
ACH-000087,-0.3154894666337525
ACH-000092,-0.0035477642209999476
ACH-000095,0.029189176127961056
ACH-000097,-0.023862879846890117
ACH-000098,-0.03263586406690451
ACH-000099,0.05306289351331445
ACH-000108,0.10937735622716913
ACH-000113,-0.00039101408247951515
ACH-000116,0.02109988461978032
ACH-000118,-0.11753092612422986
ACH-000120,0.11753889775445753
ACH-000123,-0.0690829154687266
ACH-000127,-0.031155224666879026
ACH-000128,-0.17103773150351514
ACH-000132,0.0537477477476198
ACH-000133,-0.11041435293259892
ACH-000137,-0.11971303558007057
ACH-000138,-0.1464822557367472
ACH-000142,-0.06329875563658915
ACH-000143,0.10864907451416904
ACH-000146,-0.09243926463289916
ACH-000148,-0.06945073454467951
ACH-000150,0.0014242914396623554
ACH-000152,-0.11292770462179702
ACH-000153,-0.1430330888744322
ACH-000159,-0.015696295658267818
ACH-000160,-0.043520412331559566
ACH-000163,-0.048146350764889406
ACH-000167,-0.031086048466410405
ACH-000168,0.08961683505522962
ACH-000169,-0.0049531783079925645
ACH-000178,0.018968152970896626
ACH-000183,0.01626931900151541
ACH-000188,-0.07919954726443779
ACH-000189,0.016694234738616625
ACH-000190,0.16729244038456467
ACH-000198,-0.07417372056596842
ACH-000203,-0.010764416155253448
ACH-000204,-0.06770285953536331
ACH-000206,-0.14978024688084074
ACH-000207,0.02671942177153708
ACH-000208,-0.07402050449243021
ACH-000210,-0.0444676969599079
ACH-000211,0.035750386030839416
ACH-000215,-0.12801330128565672
ACH-000221,-0.0519123053964306
ACH-000222,-0.046828714099929517
ACH-000223,-0.07381625504364375
ACH-000226,-0.08520509337236261
ACH-000227,-0.040063202652635764
ACH-000228,-0.1226250882662523
ACH-000231,-0.0983319669252053
ACH-000232,0.02543404460333566
ACH-000233,-0.028173795245578618
ACH-000234,-0.09002357298540277
ACH-000235,-0.08773033784441367
ACH-000237,0.02385552128129957
ACH-000238,-0.10404458768796558
ACH-000242,-0.16017350190010635
ACH-000243,-0.0048305330442193865
ACH-000244,-0.13767253337587765
ACH-000246,0.0786662294881004
ACH-000248,-0.10271137134813917
ACH-000250,0.03976017295637168
ACH-000251,-0.13439700192250612
ACH-000252,-0.2487143421576168
ACH-000253,-0.022212000886656383
ACH-000255,-0.017318463970610116
ACH-000256,-0.06500913233185014
ACH-000257,-0.045428440983325366
ACH-000258,0.0570858423122584
ACH-000259,0.0032536756421405423
ACH-000260,-0.08878067537989713
ACH-000261,-0.07498116763408759
ACH-000262,0.05950276054286355
ACH-000263,-0.05102533180357281
ACH-000264,-0.004155828568281928
ACH-000265,-0.016459744935973308
ACH-000266,-0.028938122190850513
ACH-000272,-0.02780118297283792
ACH-000274,-0.079257371324272
ACH-000277,-0.11597112249131294
ACH-000278,-0.04026792446002856
ACH-000279,-0.07269397264876545
ACH-000280,-0.08139359428981581
ACH-000281,-0.1760996130339707
ACH-000288,-0.12682169146102187
ACH-000291,-0.015500267421987169
ACH-000293,0.04069607819262856
ACH-000294,0.012091587879545996
ACH-000295,-0.057139450593695414
ACH-000296,-0.06580005358680177
ACH-000302,-0.05765963268952801
ACH-000304,-0.05162803691391585
ACH-000307,-0.003986082305616947
ACH-000308,-0.058572153207290985
ACH-000310,0.040086712350355914
ACH-000311,-0.025463963667551805
ACH-000312,-0.021109408690717285
ACH-000315,0.07567223384967159
ACH-000316,0.08065225927285324
ACH-000317,-0.020639467066081076
ACH-000318,-0.2498110144732353
ACH-000319,-0.19436956068487216
ACH-000320,-0.1741526340586693
ACH-000322,0.009766933861910965
ACH-000323,0.11363742484671982
ACH-000324,-0.09512290831288332
ACH-000329,0.010408941282823622
ACH-000330,0.07925581960369728
ACH-000331,-0.011484528252205205
ACH-000332,-0.003484164245573035
ACH-000334,0.1380784849606137
ACH-000335,-0.25433731094542633
ACH-000336,0.053480138399708686
ACH-000337,-0.12540408098576475
ACH-000338,-0.1794698270505696
ACH-000339,-0.050587858542838086
ACH-000341,0.0819103690963042
ACH-000348,-0.04621347608678996
ACH-000350,0.028913742121458075
ACH-000352,-0.10297940073251116
ACH-000356,0.12611305175625045
ACH-000361,0.125576787516708
ACH-000362,-0.03037942022216375
ACH-000363,0.04655035330242005
