,CC2D1A (54862)
ACH-000004,0.058899251563327065
ACH-000005,-0.17595188795542152
ACH-000007,0.15508809440718238
ACH-000009,0.07782049493873079
ACH-000011,0.1814593896090738
ACH-000012,0.07880755736769528
ACH-000013,0.03204822389620767
ACH-000014,0.09724712709369908
ACH-000015,0.03457413772473155
ACH-000017,0.2231488892485096
ACH-000018,0.07826226253120468
ACH-000019,0.13944421915869412
ACH-000021,0.0016889630287883815
ACH-000022,-0.013867314313971412
ACH-000025,0.04765523280617001
ACH-000028,0.10273552190252093
ACH-000030,-0.02565040289389061
ACH-000035,-0.006262446672767675
ACH-000036,0.13560490082419166
ACH-000037,0.14201545222180467
ACH-000039,0.052566503141398206
ACH-000040,0.08002528823159992
ACH-000041,0.09291049709814013
ACH-000042,0.08679427894893285
ACH-000045,-0.0610154358279333
ACH-000047,0.08052670481914093
ACH-000052,0.05652849181105508
ACH-000053,0.11247168253602376
ACH-000054,-0.02350935599426856
ACH-000055,0.08376390698897268
ACH-000060,0.18821494298005725
ACH-000067,0.048555092162435816
ACH-000070,0.2831166209767066
ACH-000075,0.16210879966064126
ACH-000078,0.0298334393001666
ACH-000082,0.1074346688955466
ACH-000085,0.03194084912372749
ACH-000086,0.07335824123612593
ACH-000087,0.09997498119681726
ACH-000092,0.03564828732708894
ACH-000095,0.008649690147678923
ACH-000097,0.10626320401308434
ACH-000098,0.007809321673070208
ACH-000099,0.07020380016739819
ACH-000108,0.08671533347654399
ACH-000113,0.22879868847565124
ACH-000116,0.05637895018162557
ACH-000118,0.08429728762088119
ACH-000120,0.10387772401476048
ACH-000123,0.10014148536915672
ACH-000127,-0.03100838491504615
ACH-000128,0.015788488918725425
ACH-000132,0.09259560534851016
ACH-000133,0.0607618598995969
ACH-000137,0.1162010222996218
ACH-000138,-0.0025802096004685065
ACH-000142,0.057216182979920364
ACH-000143,0.025912706807379244
ACH-000146,0.08651182143949646
ACH-000148,0.11808152883566125
ACH-000150,0.08580944857206245
ACH-000152,0.005079410081368792
ACH-000153,0.3493733623063751
ACH-000159,0.12540147340633145
ACH-000160,0.07019932765469927
ACH-000163,-0.1014683205060496
ACH-000167,0.2634462049800137
ACH-000168,0.07715757463369009
ACH-000169,0.2510020923344486
ACH-000178,0.19099306729895305
ACH-000183,-0.025376946933629584
ACH-000188,0.010785805287660159
ACH-000189,0.10256440752631536
ACH-000190,0.21278456457434156
ACH-000198,-0.02268970347806941
ACH-000203,0.2263083689648501
ACH-000204,0.2658430174264646
ACH-000206,0.06478094907309997
ACH-000207,-0.06500450108159171
ACH-000208,-0.033737033883657744
ACH-000210,0.13047649391570662
ACH-000211,0.05020904394363259
ACH-000215,0.13305422626636007
ACH-000221,-0.05896009434244021
ACH-000222,0.01568560712422627
ACH-000223,0.02047859276949117
ACH-000226,0.16273856536076306
ACH-000227,0.037354948894183816
ACH-000228,0.1126759964049373
ACH-000231,0.09163339125557683
ACH-000232,0.02742395161535601
ACH-000233,0.1009759124719544
ACH-000234,0.02524932345110604
ACH-000235,0.0682739188289795
ACH-000237,0.0825546442569522
ACH-000238,0.20058088377910469
ACH-000242,0.14295369535019906
ACH-000243,0.08031190701168059
ACH-000244,-0.10398360608303256
ACH-000246,0.052002731252699615
ACH-000248,0.06391936908488073
ACH-000250,0.13196310636422073
ACH-000251,-0.11406295793188233
ACH-000252,0.18697527867668934
ACH-000253,0.11114747485465676
ACH-000255,-0.02962517668603177
ACH-000256,0.14030390861707198
ACH-000257,-0.0023417997219308717
ACH-000258,0.1216152992970337
ACH-000259,0.0915984302645158
ACH-000260,0.11290828156516415
ACH-000261,0.017414266785341883
ACH-000262,3.584285600277581e-06
ACH-000263,0.1897654669589435
ACH-000264,0.08589131876252794
ACH-000265,0.1534289236436381
ACH-000266,0.12896741370094655
ACH-000272,0.10496610468274087
ACH-000274,0.1158111310454992
ACH-000277,0.21322544342050054
ACH-000278,0.018152857851411526
ACH-000279,0.12356314024610765
ACH-000280,0.0673552484485405
ACH-000281,0.07107201609208955
ACH-000288,0.1547477605990074
ACH-000291,0.21733081167028098
ACH-000293,0.021319996622292583
