,SOWAHC (65124)
ACH-000433,-0.18023981208333487
ACH-000435,0.027142820619345944
ACH-000436,-0.2908599685752403
ACH-000444,-0.19884636021448174
ACH-000445,-0.15421382089869906
ACH-000448,-0.07572657939934765
ACH-000450,-0.08239373090807428
ACH-000452,-0.13488537796907912
ACH-000454,-0.2897316810622936
ACH-000458,-0.10473173142823088
ACH-000459,-0.035089101186999386
ACH-000460,-0.27839183174210835
ACH-000461,-0.04067689558915088
ACH-000463,-0.17991967716555585
ACH-000464,-0.16502943287324467
ACH-000466,-0.2670763335235654
ACH-000467,-0.18333011178635686
ACH-000468,-0.1734191070817987
ACH-000469,-0.2421404824699732
ACH-000470,-0.1537142451268589
ACH-000471,-0.2656028583729527
ACH-000472,-0.1486409616800143
ACH-000473,0.04316904020109698
ACH-000475,-0.3870165974807114
ACH-000476,-0.13152683518527244
ACH-000477,-0.17822983411513668
ACH-000479,0.2765172629780851
ACH-000480,-0.2424926048858496
ACH-000481,-0.3429129524209376
ACH-000483,0.0929395431273127
ACH-000484,-0.23623189285518334
ACH-000485,-0.173005823462261
ACH-000486,-0.15018582165634786
ACH-000487,-0.1723566479325191
ACH-000488,-0.14812264762103636
ACH-000490,-0.18451015385620229
ACH-000491,-0.13021868767874714
ACH-000495,-0.06362666906388531
ACH-000496,-0.25596784151881097
ACH-000499,-0.4569142459223105
ACH-000500,-0.4595621040330793
ACH-000502,-0.13321574424951751
ACH-000503,-0.03009670123451085
ACH-000505,-0.21839190008917395
ACH-000507,-0.21554108507980424
ACH-000510,-0.18930923541889272
ACH-000511,-0.15405072638526726
ACH-000512,-0.4152736094930854
ACH-000516,-0.25187955721587746
ACH-000517,-0.13588495171005655
ACH-000518,-0.1218371685187896
ACH-000520,-0.31649838028534216
ACH-000521,-0.2641250708241141
ACH-000522,-0.33340617476956114
ACH-000524,-0.1345241218344251
ACH-000527,-0.2525372073583553
ACH-000528,-0.11719160932592565
ACH-000537,-0.16339059915536105
ACH-000541,0.1851750477771293
ACH-000542,-0.18963144016458974
ACH-000544,-0.1964528216589227
ACH-000545,-0.11682911918755763
ACH-000547,-0.5141165550142789
ACH-000548,-0.12349390632379853
ACH-000549,-0.4548700663137859
ACH-000550,-0.15725162057952458
ACH-000552,-0.18040679414236305
ACH-000556,-0.044501151477440264
ACH-000557,-0.2898702239884952
ACH-000569,-0.27622551668606593
ACH-000570,-0.15613723123751272
ACH-000571,-0.1730375637711884
ACH-000573,-0.2169723255231441
ACH-000576,-0.2042830809763453
ACH-000579,-0.1385060042616159
ACH-000580,-0.03542981188327793
ACH-000584,-0.06449876683336794
ACH-000585,-0.09483173349627684
ACH-000588,-0.20553232563605006
ACH-000589,-0.2743506794737544
ACH-000591,-0.35095444677147336
ACH-000593,-0.1181951560509928
ACH-000600,-0.013780597065099369
ACH-000601,-0.20168578456053451
ACH-000605,-0.2076545254985239
ACH-000606,-0.21024597250500696
ACH-000608,-0.11517748667075292
ACH-000614,-0.025720719930896186
ACH-000616,-0.24173313113977205
ACH-000618,-0.3299917717338142
ACH-000619,0.046699448554829714
ACH-000620,-0.17640326079961174
ACH-000621,-0.06527057910207389
ACH-000622,-0.20852533676389226
ACH-000623,-0.013412165481014291
ACH-000624,-0.24568574884403346
ACH-000627,-0.12673655519329835
ACH-000630,-0.34616103910558244
ACH-000631,-0.3687038734605825
ACH-000632,-0.0980100190971354
ACH-000633,-0.2129922792254802
ACH-000637,-0.11685407907060084
ACH-000638,-0.2369040788206956
ACH-000646,-0.3128443026385233
ACH-000647,-0.22925741260433935
ACH-000648,-0.3178248094431196
ACH-000649,-0.15968631528527075
ACH-000651,-0.13097136216730731
ACH-000652,-0.10406629591161208
ACH-000653,-0.1580683770542069
ACH-000657,-0.17964078767122507
ACH-000658,-0.15088823017202915
ACH-000661,-0.18407829078711754
ACH-000662,0.06325468996322249
ACH-000663,-0.0934159497236056
ACH-000665,-0.14434216753778153
ACH-000671,-0.11232125540526113
ACH-000672,-0.17747268906834546
ACH-000673,-0.20511570474811616
ACH-000676,-0.23986740557696504
ACH-000677,-0.13114530785593376
ACH-000681,-0.03206014534096368
ACH-000683,-0.19001342251558215
ACH-000684,-0.3420905979195686
ACH-000688,-0.2674210675982179
ACH-000693,-0.2052213196725489
ACH-000694,-0.3747185455238435
ACH-000695,-0.2815347810244128
ACH-000696,-0.1555261640877603
ACH-000697,-0.30621400087013273
ACH-000699,-0.09107349875652856
ACH-000701,-0.22794533662187855
ACH-000706,-0.2205469006505925
ACH-000711,-0.19619753181546387
ACH-000713,-0.20262938914517006
ACH-000714,-0.1560064135512513
ACH-000718,-0.1737851595067396
ACH-000720,-0.22209915339903175
ACH-000721,-0.3326837261117769
ACH-000724,0.023602398821200504
ACH-000725,-0.2501564808314724
ACH-000732,-0.07697079981230928
ACH-000734,-0.19797339609192285
ACH-000735,-0.2945136332770697
ACH-000736,-0.1642255909698845
ACH-000738,-0.1955343341122836
ACH-000746,-0.14798828502677994
ACH-000747,-0.18762693732453387
ACH-000748,-0.17986635488116726
ACH-000753,-0.08654893954969134
ACH-000756,-0.12978417991041466
ACH-000757,-0.08550721665754292
ACH-000758,-0.20493271231525592
ACH-000760,-0.2571778813742476
ACH-000762,-0.2280431555797169
ACH-000763,-0.062417451488815785
ACH-000764,-0.2681648925271131
ACH-000765,-0.20730849162701204
ACH-000766,-0.12810690189286622
ACH-000767,0.047974013837294285
ACH-000768,-0.3167123892028705
ACH-000769,-0.16474525448671354
ACH-000770,-0.3655814767212431
ACH-000771,-0.14627141193591442
ACH-000773,-0.1337196091960244
ACH-000776,-0.20786803860974315
ACH-000777,-0.07816467541308646
ACH-000778,-0.2667496436595279
ACH-000781,-0.1819473708138297
ACH-000782,-0.1975480830652906
ACH-000783,-0.0727005644296477
ACH-000784,-0.2300860669544217
ACH-000785,-0.14871404023184912
ACH-000787,-0.16004749382298053
ACH-000788,-0.17150071398347194
ACH-000791,-0.14295301261198526
ACH-000792,-0.16802784841926968
ACH-000794,-0.0984739200714728
ACH-000796,-0.08534203681064254
ACH-000798,-0.2754027393897929
ACH-000799,-0.2411477983410985
ACH-000800,-0.1233644274046124
ACH-000802,-0.19605242054312788
ACH-000804,-0.06859450235505928
ACH-000805,-0.10833925200345773
ACH-000809,-0.17626753887367844
ACH-000810,-0.2304747436633791
ACH-000811,-0.13635388074236932
ACH-000817,-0.2399685455128172
ACH-000819,-0.3544137465791367
ACH-000820,-0.2580295415625161
ACH-000821,-0.16218560045249333
ACH-000822,-0.14733812794056672
ACH-000823,-0.2478564576218649
ACH-000824,-0.14511558181829673
ACH-000827,-0.22704441302348805
ACH-000829,-0.15605664542088993
ACH-000831,-0.27539768820012983
ACH-000832,-0.4067428154508196
ACH-000833,-0.3100970658708986
ACH-000834,-0.21859835842322364
ACH-000835,-0.17115922102883033
ACH-000836,-0.12077555520237845
ACH-000837,-0.13998428834457535
ACH-000838,-0.20404072020823102
ACH-000839,-0.013080170950016262
ACH-000840,-0.07218606840622349
ACH-000841,-0.17394264412142665
ACH-000843,-0.19159674332950785
ACH-000846,-0.4406345509455285
ACH-000847,-0.2842006647854096
ACH-000848,-0.25375608278460865
ACH-000849,-0.2341729026673593
ACH-000851,-0.17549756512657594
ACH-000855,-0.32480027281740953
ACH-000856,-0.2739016373797077
ACH-000858,-0.20240445888835198
ACH-000859,-0.23738592680902826
ACH-000861,-0.17172956475336018
ACH-000862,-0.283468356249954
ACH-000865,-0.1893459577781702
ACH-000866,-0.13331207735734918
ACH-000867,-0.1884247123459097
ACH-000869,-0.03654882577184865
ACH-000872,-0.4675355670441823
ACH-000873,-0.2031880449635734
ACH-000876,-0.17781173297396016
ACH-000878,-0.16848220486981053
ACH-000880,-0.17165681973193533
ACH-000881,-0.19071450250413655
ACH-000882,-0.2975539844096916
ACH-000884,-0.2368807895961176
ACH-000885,-0.3146366418262917
ACH-000887,-0.15759766947360299
ACH-000889,-0.2555079782772497
ACH-000896,-0.11112460792846827
ACH-000898,-0.23002241137164725
ACH-000900,-0.4998565038068391
ACH-000901,-0.11722173246641088
ACH-000905,-0.22756280775237964
ACH-000906,-0.14037070838921575
ACH-000907,-0.29815071882226696
ACH-000910,-0.2871965844454594
ACH-000911,-0.16904290104011235
ACH-000912,-0.1784630153167036
ACH-000913,-0.1943280028390977
ACH-000915,-0.1423842572683478
ACH-000916,0.005356336301914977
ACH-000917,-0.2556626712099669
ACH-000920,-0.1313107881502431
ACH-000921,-0.22500139670618508
ACH-000924,-0.27395512700126257
ACH-000926,-0.09410841581948078
ACH-000928,-0.20408537966012102
ACH-000929,0.10161775992727412
ACH-000932,-0.22233949071970455
ACH-000935,-0.32124896398191644
ACH-000936,-0.2698745101929189
ACH-000937,-0.2534621594620407
ACH-000938,-0.2631938333629426
ACH-000939,-0.3772740991267179
ACH-000941,-0.2999049285643335
ACH-000943,-0.18088551998243046
ACH-000946,-0.2334748041539169
ACH-000947,-0.025491762981276526
ACH-000948,-0.28701278420686216
ACH-000950,-0.21033619784220425
ACH-000953,-0.21343864450220576
ACH-000954,-0.505274128722825
ACH-000957,-0.3228321353951896
ACH-000958,-0.06239934140487029
ACH-000960,-0.2296540957513736
ACH-000963,-0.2628771054059871
ACH-000968,-0.008350681497076906
ACH-000969,-0.18875292194212048
ACH-000972,-0.3726116779881876
ACH-000973,-0.21762523074174867
ACH-000974,-0.13843670248883866
ACH-000978,-0.1184860251532295
ACH-000984,-0.1588629412290103
ACH-000986,-0.3005742515366596
ACH-000988,-0.2653602766206357
ACH-000993,-0.17242972493322922
ACH-000994,-0.3710178185186146
ACH-000996,-0.19363165736695773
ACH-001001,-0.2532082000802504
ACH-001020,-0.11317406020582957
ACH-001028,-0.19432512729508347
ACH-001031,-0.17264901845841055
ACH-001038,-0.19561988368287653
ACH-001048,-0.3512212524794298
ACH-001050,-0.28995903004736456
ACH-001053,-0.2519085156837104
ACH-001054,-0.10577370204332977
ACH-001061,-0.2370193200301137
ACH-001067,-0.2911457981634141
ACH-001075,-0.11551084834091715
ACH-001096,-0.07106965156303044
ACH-001111,-0.05985312503627655
ACH-001119,-0.25057728176772304
ACH-001128,-0.2152135770410604
ACH-001134,-0.21207011655091146
ACH-001151,-0.18031496695206628
ACH-001163,-0.2094019850574806
ACH-001164,-0.009434831880355222
ACH-001183,-0.13998033156742942
ACH-001192,-0.21178335136037
ACH-001193,-0.4058154496639184
ACH-001196,-0.1807136011521412
ACH-001197,-0.2526536268040367
ACH-001205,-0.40039145930593023
ACH-001211,-0.3774010071316313
ACH-001212,-0.12136295669311375
ACH-001228,-0.33587297179060066
ACH-001232,-0.1409391758017738
ACH-001239,-0.3200397649533395
ACH-001270,0.07460812146943845
ACH-001274,-0.22859077523426255
ACH-001275,-0.002811893961779221
ACH-001277,-0.07875256852255977
ACH-001278,-0.20237182501247347
ACH-001280,-0.09457698009173797
ACH-001283,-0.3592288836276127
ACH-001289,-0.07606276765111791
ACH-001300,0.023148863042673253
ACH-001301,0.03663429976122035
ACH-001302,-0.1914154723443937
ACH-001306,-0.33301891846284765
ACH-001318,-0.2750673447456653
ACH-001322,-0.1991517582633069
ACH-001328,-0.3391759348470771
ACH-001332,-0.3115491999727893
ACH-001336,-0.27891656112439744
ACH-001346,-0.07058737842958089
ACH-001353,-0.06385451812941935
ACH-001354,-0.280538126359662
ACH-001367,-0.2923422032648876
ACH-001368,-0.1301333175808158
ACH-001374,-0.3562137963915475
ACH-001377,-0.18918020603419186
ACH-001380,-0.18650484804662468
ACH-001391,-0.2093838725335337
ACH-001408,-0.12506440062267846
ACH-001430,-0.3686788853684632
ACH-001431,-0.18985750783579688
ACH-001450,-0.2158328112364187
ACH-001496,-0.2862390400233521
ACH-001500,-0.1365110490420901
ACH-001523,-0.11534394623116385
ACH-001532,-0.19031101405528736
ACH-001550,-0.3803342640263415
ACH-001552,-0.10312426786066167
ACH-001554,-0.2346840878831679
ACH-001654,-0.1227705360581609
ACH-001735,-0.18327146303955136
ACH-001736,-0.15838713403755136
ACH-001737,0.06994442016517878
ACH-001740,-0.14183850891968378
ACH-001745,-0.22362265619745866
ACH-001765,-0.06076598048171013
