,WISP1 (8840)
ACH-000004,0.1033098464968412
ACH-000005,0.20071170644178807
ACH-000007,0.1401104602467465
ACH-000009,0.1135981430415826
ACH-000011,0.2620730922488716
ACH-000012,0.2137597395493757
ACH-000013,0.12143928798458087
ACH-000014,0.11733415570243635
ACH-000015,0.14216314515359138
ACH-000017,-0.07825766063341939
ACH-000018,0.2177867143319284
ACH-000019,-0.19456733200117735
ACH-000021,0.14815843029143652
ACH-000022,0.1398463218235299
ACH-000025,0.2634526655003786
ACH-000028,0.17904265856723164
ACH-000030,0.051915492700543145
ACH-000035,0.13532536925561128
ACH-000036,0.2533404642207895
ACH-000037,0.015110993306802881
ACH-000039,-0.04572892979119656
ACH-000040,-0.015965641825728676
ACH-000041,0.08633247863102303
ACH-000042,0.07776388008819063
ACH-000045,0.09907712157839843
ACH-000047,0.10226580817918264
ACH-000052,0.21818959587946324
ACH-000053,0.00929306002868182
ACH-000054,0.17719594808808695
ACH-000055,0.18999635058218928
ACH-000060,0.05472897136405063
ACH-000067,0.20951358877759046
ACH-000070,0.0680908708744029
ACH-000075,-0.0766126060568027
ACH-000078,0.07034813764097225
ACH-000082,0.1683712678099232
ACH-000085,0.0070913946001090345
ACH-000086,0.2317523116756572
ACH-000087,0.039885263369418895
ACH-000092,0.04135820680000248
ACH-000095,0.09066696363112647
ACH-000097,0.15380036484134274
ACH-000098,0.2407126944574444
ACH-000099,0.04971474830242612
ACH-000108,0.0759607709973631
ACH-000113,0.13049789900520056
ACH-000116,0.17243912836470346
ACH-000118,-0.14367403416324312
ACH-000120,0.1922652619956746
ACH-000123,0.042127550405160835
ACH-000127,0.1199707155190689
ACH-000128,0.16917844098220594
ACH-000132,0.034022633613307984
ACH-000133,0.052965693246413606
ACH-000137,0.09120505070522236
ACH-000138,0.11273389162114088
ACH-000142,0.17442442152861626
ACH-000143,0.0788670361529199
ACH-000146,0.04130064097286984
ACH-000148,0.14747436908615494
ACH-000150,-0.06906038881711593
ACH-000152,0.138461041383475
ACH-000153,-0.036199877817609104
ACH-000159,0.07624254253795598
ACH-000160,-0.18259518877804207
ACH-000163,0.1427123758692685
ACH-000167,-0.4249207368350525
ACH-000168,0.042228162090379
ACH-000169,0.09919172245129072
ACH-000178,0.03201299659028943
ACH-000183,0.09740125704771982
ACH-000188,0.1778937598756644
ACH-000189,0.21531360485148296
ACH-000190,0.2837984731147757
ACH-000198,0.0986666974181446
ACH-000203,0.07677761399971256
ACH-000204,0.09230428027405542
ACH-000206,-0.04296003872142469
ACH-000207,0.02809041671039006
ACH-000208,0.4364490377566028
ACH-000210,0.05496044152879196
ACH-000211,0.1109326177154968
ACH-000215,0.04343224795887287
ACH-000221,0.3347002228521527
ACH-000222,0.11300984435504595
ACH-000223,0.07188057886002153
ACH-000226,0.1229572813579582
ACH-000227,0.2546692756553129
ACH-000228,0.17363082539268854
ACH-000231,0.1353438100461939
ACH-000232,0.09508527500469087
ACH-000233,0.13376000832934082
ACH-000234,0.08752142791308301
ACH-000235,0.03972465280473258
ACH-000237,0.08303669450051113
ACH-000238,0.14977453795814094
ACH-000242,0.347009042096318
ACH-000243,0.0751363043689157
ACH-000244,0.2420760135712445
ACH-000246,0.10118407506105216
ACH-000248,0.07937919697958569
ACH-000250,0.061562438168322416
ACH-000251,0.09629774251702586
ACH-000252,0.09051492663620664
ACH-000253,0.10695506400608704
ACH-000255,0.3100989088011705
ACH-000256,0.1381828876434013
ACH-000257,0.15782268639041794
ACH-000258,-0.06895556799023002
ACH-000259,0.08983114025075711
ACH-000260,0.06435382066104914
ACH-000261,0.12076377101524342
ACH-000262,0.1891417504939988
ACH-000263,-0.15226050056870566
ACH-000264,0.1603986499468505
ACH-000265,0.14270867456258718
ACH-000266,0.12046267948949566
ACH-000272,0.11266569298102318
ACH-000274,0.03032009311965416
ACH-000277,0.1236405121236026
ACH-000278,0.07491096706384576
ACH-000279,0.13307731279177396
ACH-000280,0.05148540701121735
ACH-000281,0.15439629459238427
ACH-000288,0.2461752021358291
ACH-000291,0.19434763924863147
