,RPS11 (6205)
ACH-000004,-1.3576950454944092
ACH-000005,-1.1960148599962113
ACH-000007,-1.3568595270633597
ACH-000009,-1.3131485576253727
ACH-000011,-1.533016118380354
ACH-000012,-1.5601120214426305
ACH-000013,-1.3902869803639857
ACH-000014,-1.4043851020931175
ACH-000015,-1.6309247700440237
ACH-000017,-1.1544375563717602
ACH-000018,-1.1221929047454362
ACH-000019,-1.4596970736531891
ACH-000021,-1.3997450512423273
ACH-000022,-1.3495384454030914
ACH-000025,-1.6122654178761862
ACH-000028,-1.2457392372691931
ACH-000030,-1.3792092126736577
ACH-000035,-1.322725840669011
ACH-000036,-1.4170430809590695
ACH-000037,-1.5395161597537166
ACH-000039,-1.2876651536655075
ACH-000040,-1.4843542942146717
ACH-000041,-1.5695643364681842
ACH-000042,-1.395657894555844
ACH-000045,-1.4381189957576526
ACH-000047,-1.0554208892239394
ACH-000052,-1.4644870600211628
ACH-000053,-1.4986640693612447
ACH-000054,-1.4556653164472444
ACH-000055,-1.5106115176609427
ACH-000060,-1.4388538241216902
ACH-000067,-1.2236259115305124
ACH-000070,-1.4402473492002854
ACH-000075,-1.5912309750905311
ACH-000078,-1.3671305372206168
ACH-000082,-1.3797922994560945
ACH-000085,-1.3448045425974595
ACH-000086,-1.3911730077052171
ACH-000087,-1.5434648336279555
ACH-000092,-1.4618276492269755
ACH-000095,-1.5492487016674474
ACH-000097,-1.4051055857187846
ACH-000098,-1.5068319167853266
ACH-000099,-1.4182476309622107
ACH-000108,-1.4932007151577456
ACH-000113,-1.5260822924461899
ACH-000116,-1.3935194021904105
ACH-000118,-1.4521668562888654
ACH-000120,-1.4457001547548565
ACH-000123,-1.5249493359151471
ACH-000127,-1.560518652587856
ACH-000128,-1.3899591103365931
ACH-000132,-1.1484808617255091
ACH-000133,-1.289919894745707
ACH-000137,-1.4776954721980555
ACH-000138,-1.5602721498986327
ACH-000142,-1.4454220774010058
ACH-000143,-1.4248065366076366
ACH-000146,-1.5492320639905082
