,TIE1 (7075)
ACH-000004,-0.4760495452605418
ACH-000005,-0.17240995435681195
ACH-000007,-0.13922812410318125
ACH-000009,-0.29192007968570555
ACH-000011,-0.1900231641995277
ACH-000012,-0.31214444347895043
ACH-000013,-0.2175572901253615
ACH-000014,-0.2155893413465608
ACH-000015,-0.22401626513635256
ACH-000017,-0.4012413209031628
ACH-000018,-0.2165319618575054
ACH-000019,-0.2869546207761854
ACH-000021,-0.23618307634913016
ACH-000022,-0.20249933055560407
ACH-000025,-0.1384529104104177
ACH-000028,-0.1158086843148892
ACH-000030,-0.20885232141114826
ACH-000035,-0.3852592565626189
ACH-000036,-0.2967175885319154
ACH-000037,-0.12522153442185704
ACH-000039,-0.011289988939745659
ACH-000040,-0.2543405015264453
ACH-000041,-0.19802873751253916
ACH-000042,-0.07603715042159354
ACH-000045,-0.1684891603477089
ACH-000047,-0.09403116471635517
ACH-000052,-0.2741775394170593
ACH-000053,-0.2547878411365128
ACH-000054,-0.3188595513262188
ACH-000055,-0.14576476551448322
ACH-000060,-0.14726881655944155
ACH-000067,-0.16787673413603818
ACH-000070,-0.03706528871615815
ACH-000075,0.04540794465663673
ACH-000078,-0.2542381026781463
ACH-000082,-0.17429038932201316
ACH-000085,-0.12385832015525035
ACH-000086,-0.30210633592666736
ACH-000087,-0.3756505783707602
ACH-000092,-0.3848009850704498
ACH-000095,-0.2065830493741496
ACH-000097,-0.11133787124993506
ACH-000098,-0.2810746266373578
ACH-000099,-0.1855269101658452
ACH-000108,-0.21068821121385808
ACH-000113,-0.10623307296211244
ACH-000116,-0.274882781188055
ACH-000118,-0.19475824093127225
ACH-000120,-0.3242240164486964
ACH-000123,-0.20552354466420675
ACH-000127,-0.18097873073807927
ACH-000128,-0.08450854040451156
ACH-000132,-0.2614140929109542
ACH-000133,-0.1129399939319854
ACH-000137,-0.35980791516022226
ACH-000138,-0.2427124888239953
ACH-000142,-0.31237877012532983
ACH-000143,-0.15545580607402576
ACH-000146,-0.2875726414519045
ACH-000148,-0.10091706575421823
ACH-000150,-0.251924074431501
ACH-000152,-0.2861444386961675
ACH-000153,-0.1647950307390882
ACH-000159,-0.04966908360187454
ACH-000160,-0.17460074002283568
ACH-000163,-0.20056449695057565
ACH-000167,-0.25279101947046745
ACH-000168,-0.3584202334415945
ACH-000169,-0.2433628992839044
ACH-000178,-0.19035701327017052
ACH-000183,-0.16840895022226984
ACH-000188,-0.4293554030249671
ACH-000189,-0.29378906043203745
ACH-000190,-0.3079773458366399
ACH-000198,-0.19367743253247646
ACH-000203,-0.034891923316594235
ACH-000204,-0.2259861351072885
ACH-000206,-0.5465991725429109
ACH-000207,-0.2349277551061628
ACH-000208,-0.032775300768743174
ACH-000210,0.3050399404375176
ACH-000211,-0.1760989502237191
ACH-000215,-0.19488768167009865
ACH-000221,-0.07137324357351885
ACH-000222,-0.2334525661185348
ACH-000223,-0.13498349804482726
ACH-000226,-0.07266512503697138
ACH-000227,-0.21374290283991126
ACH-000228,-0.13358912491631514
ACH-000231,-0.2183650868388677
ACH-000232,-0.09016573307433026
ACH-000233,-0.17900602656528095
ACH-000234,-0.16546748085990706
ACH-000235,-0.22652151680015584
ACH-000237,-0.2826230108720411
ACH-000238,-0.27308649666826884
ACH-000242,-0.2447112691696385
ACH-000243,-0.2229524893977536
ACH-000244,-0.14050495406605973
ACH-000246,-0.1678160215560736
ACH-000248,-0.4007747020573535
ACH-000250,-0.2248884047620282
ACH-000251,-0.11689474075993825
ACH-000252,-0.2866934818303227
ACH-000253,-0.2636923703120506
ACH-000255,-0.3261453559283833
ACH-000256,-0.09444725041194847
ACH-000257,-0.38692197961418173
ACH-000258,-0.2110535849900672
ACH-000259,-0.12643481711590668
ACH-000260,-0.2736086803991558
ACH-000261,-0.14308367839983807
ACH-000262,-0.33878004838788395
ACH-000263,-0.1765922149942952
ACH-000264,-0.170520340860071
ACH-000265,-0.2298791800741813
ACH-000266,-0.17722802009555733
ACH-000272,-0.3036343900032253
ACH-000274,-0.2685340727380515
ACH-000277,-0.25556259156215944
ACH-000278,-0.36400216841076016
ACH-000279,-0.23251777336850615
ACH-000280,-0.13606081339085366
ACH-000281,-0.031602596913949836
ACH-000288,-0.2779214791563397
ACH-000291,-0.11417006546885355
ACH-000293,-0.09464930385468574
ACH-000294,-0.2664923397111583
ACH-000295,-0.5467042737836676
ACH-000296,-0.1901410144020594
ACH-000302,-0.21198253266712766
ACH-000304,-0.2872491703699145
ACH-000307,-0.1697357384838821
ACH-000308,-0.12709119599376795
ACH-000310,-0.0826430845586014
ACH-000311,-0.14633597477437674
ACH-000312,-0.30228985279718085
ACH-000315,-0.3710088316958462
ACH-000316,-0.26878914761342
ACH-000317,-0.4467787264796892
ACH-000318,-0.26994914321953434
ACH-000319,-0.1198351381148932
ACH-000320,-0.4100947061437367
ACH-000322,-0.02997065646884464
ACH-000323,-0.22380296366024147
ACH-000324,-0.22068796029740986
ACH-000329,-0.20030582154047866
ACH-000330,-0.1156094780082734
ACH-000331,-0.2355783925076365
ACH-000332,-0.1462730507453057
ACH-000334,-0.25911749092656305
ACH-000335,-0.0947419196317774
ACH-000336,-0.0049886956574412816
ACH-000337,-0.3393310627349645
ACH-000338,-0.6986039355748666
ACH-000339,-0.12313575441473802
ACH-000341,-0.16684305040526695
