,TIE1 (7075)
ACH-000348,-0.3284069458255267
ACH-000350,-0.13775860356246564
ACH-000352,-0.274732312775627
ACH-000356,-0.2998732833636352
ACH-000361,-0.021786619107020653
ACH-000362,-0.19377580673913705
ACH-000363,-0.21777615461488165
ACH-000364,-0.34528438066013023
ACH-000365,-0.12265351640481258
ACH-000366,-0.10872101404881744
ACH-000368,-0.31814003403164937
ACH-000374,-0.1633369170354481
ACH-000375,-0.2203583142414379
ACH-000376,-0.2472112474729397
ACH-000381,-0.23062434683798505
ACH-000383,-0.21450975909077605
ACH-000387,-0.4725676017872055
ACH-000389,-0.12285617389455207
ACH-000390,-0.23659254001247376
ACH-000393,-0.1727721870765308
ACH-000395,-0.2165888324305106
ACH-000396,-0.04000437716462623
ACH-000397,-0.07709461586506257
ACH-000401,-0.3590246618797276
ACH-000402,-0.461468344951727
ACH-000403,-0.2415320762561075
ACH-000404,-0.5348223995478351
ACH-000406,-0.2961516405303974
ACH-000407,-0.3959233426283284
ACH-000408,-0.189114555828426
ACH-000410,-0.07374703992061868
ACH-000411,-0.2943004851811209
ACH-000414,-0.1973897129388205
ACH-000415,-0.13175232856764854
ACH-000416,-0.1366188668550248
ACH-000420,-0.10583087199476143
ACH-000421,-0.1860366254594551
ACH-000424,-0.23209330444516255
ACH-000425,-0.12531279880366405
ACH-000426,-0.3565921335427194
ACH-000427,-0.19394767353169512
ACH-000433,-0.253016160548811
ACH-000435,-0.24293330841669
ACH-000436,-0.10557026515619346
ACH-000444,-0.10309816604319888
ACH-000445,-0.2815368062090341
ACH-000448,-0.1785209629479598
ACH-000450,-0.2688409061744952
ACH-000452,-0.20395120892572016
ACH-000454,-0.3250078364414358
ACH-000458,-0.24061158572487146
ACH-000459,-0.4535701007046152
ACH-000460,-0.25220084452662883
ACH-000461,-0.18565221217267835
ACH-000463,-0.03910559955634295
ACH-000464,-0.3699582073170154
ACH-000466,-0.2829865192799647
ACH-000467,-0.1587556791522914
ACH-000468,-0.13341071250195227
ACH-000469,-0.19485874401582987
ACH-000470,-0.007846273599006996
ACH-000471,-0.15660645108977442
ACH-000472,-0.1667442514159825
ACH-000473,-0.4234187189444901
ACH-000475,-0.15638093809103235
ACH-000476,-0.2904185304893293
ACH-000477,0.014113513544692587
ACH-000479,-0.018828331695488143
ACH-000480,-0.1948379160467104
ACH-000481,-0.10771231830273864
ACH-000483,-0.2377800956285429
ACH-000484,-0.3066667198578133
ACH-000485,-0.1728260311837568
ACH-000486,-0.16283717847661014
ACH-000487,-0.3128694223944104
ACH-000488,-0.22277691743002664
ACH-000490,-0.18168033361956187
ACH-000491,-0.15336229595664727
ACH-000495,-0.3502667831432477
ACH-000496,-0.3042355929844371
ACH-000499,-0.3226833700922392
ACH-000500,-0.4885811910699031
ACH-000502,-0.20222890192116846
ACH-000503,-0.363670897496152
ACH-000505,-0.20305433462447087
ACH-000507,-0.3551543950062156
ACH-000510,-0.2455777724672717
ACH-000511,-0.17093718061120286
ACH-000512,-0.365568485877644
ACH-000516,-0.32031912237435944
ACH-000517,-0.2653761634693413
ACH-000518,-0.2199897326810191
ACH-000520,-0.24653553638530795
ACH-000521,-0.2186943500660759
ACH-000522,-0.22276050206594356
ACH-000524,-0.2144483370993258
ACH-000527,-0.15653472456170528
ACH-000528,-0.2539115950622244
ACH-000537,-0.20393373584244331
ACH-000541,-0.3125990604413801
ACH-000542,-0.27830831956084584
ACH-000544,-0.23206265046431254
ACH-000545,-0.4069653508133497
ACH-000547,-0.28927973342562635
ACH-000548,-0.28743145609265314
ACH-000549,-0.16632592293139356
ACH-000550,-0.3976739131805521
ACH-000552,-0.20110204867152454
ACH-000556,-0.2871556036796856
ACH-000557,-0.1487327399081719
ACH-000569,-0.20133353345119046
ACH-000570,-0.11745863664470907
ACH-000571,-0.2843696359451681
ACH-000573,-0.3904260845820969
ACH-000576,-0.1716458101174672
ACH-000579,-0.08071698999557349
ACH-000580,-0.0921223943918634
ACH-000584,-0.08492001595127796
ACH-000585,-0.4307631942115304
ACH-000588,-0.12883276027577736
ACH-000589,-0.2838536818987541
ACH-000591,-0.025156990441486133
ACH-000593,-0.30272246992159146
ACH-000600,-0.20353879578248246
ACH-000601,-0.20295700722726584
ACH-000605,-0.1827282674208925
ACH-000606,-0.3472806754199698
ACH-000608,-0.2205828705058255
ACH-000614,-0.3773608806969084
ACH-000616,-0.09591991643593607
ACH-000618,-0.3535248918559695
ACH-000619,-0.20531826426225164
ACH-000620,-0.1723110725386968
ACH-000621,-0.320771872256565
ACH-000622,-0.20211992420504146
ACH-000623,-0.07182659340251916
ACH-000624,-0.1918160585618875
ACH-000627,-0.3690839358351409
ACH-000630,-0.30673360233908026
ACH-000631,-0.1795138460427467
ACH-000632,-0.3352556139281243
ACH-000633,-0.16418417588854106
ACH-000637,-0.14401930125924572
ACH-000638,-0.3316862138021576
ACH-000646,-0.027292218964740367
ACH-000647,-0.196078133893899
ACH-000648,-0.2980356799769621
ACH-000649,-0.2410818523260917
ACH-000651,-0.22763942179915475
ACH-000652,-0.35259177636558714
ACH-000653,-0.3037259273345493
ACH-000657,-0.18141777734192874
ACH-000658,-0.19862609034892134
ACH-000661,-0.14679003476895672
ACH-000662,0.11370673383668685
ACH-000663,-0.13459517150000816
ACH-000665,-0.15760683775912307
ACH-000671,-0.2695357776716321
ACH-000672,-0.19222536777406304
ACH-000673,-0.23937078936350245
ACH-000676,-0.1960996028723904
ACH-000677,-0.18440321570324167
ACH-000681,-0.2573912076119997
ACH-000683,-0.2804707496815375
ACH-000684,-0.3067385011688428
ACH-000688,-0.1489033141926712
ACH-000693,-0.3099860593781736
ACH-000694,-0.28989204120306183
ACH-000695,-0.06668100048551755
ACH-000696,-0.2617922326745173
ACH-000697,-0.3528533937287056
ACH-000699,-0.16001689351026213
ACH-000701,-0.34498775785694835
ACH-000706,-0.3634181757731985
ACH-000711,-0.2769166613163684
ACH-000713,-0.4046255424279552
ACH-000714,-0.15516503861364067
ACH-000718,-0.31624223167547777
ACH-000720,-0.2721318149752968
ACH-000721,-0.2222193454951429
ACH-000724,-0.4786348724686653
ACH-000725,-0.1519426364267918
ACH-000732,-0.3594468633951187
ACH-000734,-0.25949209364513165
ACH-000735,-0.3388523612088314
ACH-000736,-0.21378275526481727
ACH-000738,-0.14298153890349866
ACH-000746,-0.08073287710716352
ACH-000747,-0.2304934269710069
ACH-000748,-0.31534252178086875
ACH-000753,-0.2846009582073772
ACH-000756,-0.13012729286597816
ACH-000757,-0.19691435153099293
ACH-000758,-0.2527046744157163
ACH-000760,-0.14211494927269586
ACH-000762,-0.2109910870864774
ACH-000763,-0.2601948022090396
ACH-000764,-0.36609946576953306
ACH-000765,-0.2032324003358359
ACH-000766,-0.0462401835313012
ACH-000767,-0.3407470029141549
ACH-000768,-0.12359972022858876
ACH-000769,-0.3462330534448512
ACH-000770,-0.11509044498348235
ACH-000771,-0.2462414520660135
ACH-000773,-0.16895677080523627
ACH-000776,-0.4166388557635717
ACH-000777,-0.38230432336669024
ACH-000778,-0.2272877930902024
ACH-000781,-0.13371544840040442
ACH-000782,-0.4276257542351709
ACH-000783,-0.18457276892866475
ACH-000784,-0.33946635299449435
ACH-000785,-0.4428186174479541
ACH-000787,-0.34573776836180703
ACH-000788,-0.20802037279606692
ACH-000791,-0.3044471402813567
ACH-000792,-0.27154503317702755
ACH-000794,-0.2961700680205617
ACH-000796,-0.2125098284931188
ACH-000798,-0.1628367968737974
ACH-000799,0.02679331637140576
ACH-000800,-0.20707372041258296
ACH-000802,-0.1320144715190231
ACH-000804,-0.3381795624588976
ACH-000805,-0.2954597928273491
ACH-000809,-0.17949561869934846
ACH-000810,-0.048686845719484166
ACH-000811,-0.3033865322791402
ACH-000817,-0.31753642673121624
ACH-000819,-0.17831188760086658
ACH-000820,-0.4210266521037
ACH-000821,-0.12272816564680088
ACH-000822,-0.2214975662252904
ACH-000823,-0.2320774477442968
ACH-000824,-0.14298923452934112
ACH-000827,-0.19673698358140332
ACH-000829,-0.32657309032555004
ACH-000831,-0.17095943032681135
ACH-000832,-0.1006234793712058
ACH-000833,-0.1758030475032144
ACH-000834,-0.12910878475277587
ACH-000835,-0.20879340779722724
ACH-000836,-0.0972981428020262
ACH-000837,-0.19264544442410464
ACH-000838,-0.3633277206577328
ACH-000839,-0.3863759235765344
ACH-000840,-0.1895813817506193
ACH-000841,-0.2586375749494021
ACH-000843,-0.16723689426856425
ACH-000846,-0.29001686722497044
ACH-000847,-0.3913333231388579
ACH-000848,-0.12794034091148784
ACH-000849,-0.3185170921617921
ACH-000851,-0.21356099010514154
ACH-000855,-0.2626386236807617
ACH-000856,-0.10707616220572637
ACH-000858,-0.3221090488032622
ACH-000859,-0.2543089576751844
ACH-000861,-0.2667319398347879
ACH-000862,-0.10368012779205643
ACH-000865,-0.15808958778707952
ACH-000866,-0.22336300384757246
ACH-000867,-0.1607975612067133
ACH-000869,-0.38926189395342176
ACH-000872,-0.4979461648702938
ACH-000873,-0.16242359746057922
ACH-000876,-0.0732600133974834
ACH-000878,-0.16028126794394176
ACH-000880,-0.08548582692506719
ACH-000881,-0.17674778685138082
ACH-000882,-0.32504597656507456
ACH-000884,-0.23897139740523965
ACH-000885,-0.1946548188510501
ACH-000887,-0.3523253350908244
ACH-000889,-0.23058470127836034
ACH-000896,-0.16626621168330474
ACH-000898,-0.20323651911031385
ACH-000900,-0.13076012250980654
ACH-000901,-0.2470195379350609
ACH-000905,-0.102740170749875
ACH-000906,-0.2704442161528424
ACH-000907,-0.2370581395701532
ACH-000910,-0.165585936674622
ACH-000911,-0.18775891818439666
ACH-000912,-0.2724840881593043
ACH-000913,-0.18711671510445893
ACH-000915,-0.14022264728365527
ACH-000916,0.0671117216245915
ACH-000917,-0.202011271055388
ACH-000920,0.12153510364305495
ACH-000921,-0.2609594203470217
ACH-000924,-0.2090871445303374
ACH-000926,-0.30738302338164064
ACH-000928,-0.17239449220789715
ACH-000929,-0.12982709569765352
ACH-000932,-0.22960037359737645
ACH-000935,-0.3117166567069959
ACH-000936,-0.18161098463691866
ACH-000937,-0.2445039872880399
ACH-000938,-0.2735198498285297
ACH-000939,-0.3249445098337034
ACH-000941,-0.08178724418462523
ACH-000943,-0.2352153680549832
ACH-000946,-0.17681630254212372
ACH-000947,-0.16261480102549006
ACH-000948,-0.1996906407533097
ACH-000950,0.10374769421722502
ACH-000953,-0.25780089665740696
ACH-000954,-0.4571384259153266
ACH-000957,-0.08406057919248343
ACH-000958,-0.3265865969593242
ACH-000960,-0.2655557841585247
ACH-000963,-0.2617349461281624
ACH-000968,-0.18250932347703414
ACH-000969,-0.3173262903192474
ACH-000972,0.09742246879293076
ACH-000973,-0.1175553300463488
ACH-000974,-0.2081459845106541
ACH-000978,-0.2514171536207154
ACH-000984,-0.0635090774101513
ACH-000986,-0.24051184994675465
ACH-000988,-0.12206504320746325
ACH-000993,-0.246808465021138
ACH-000994,-0.30700583956385097
ACH-000996,-0.2663665340276578
ACH-001001,-0.28027502952065403
ACH-001020,-0.4799564319130466
ACH-001028,-0.15521202242443793
ACH-001031,-0.19740001564930887
ACH-001038,-0.2415625390801589
ACH-001048,-0.2703374203468317
ACH-001050,-0.28895653472054594
ACH-001053,-0.15857749181403666
ACH-001054,-0.2992099798911653
ACH-001061,-0.2427424227539379
ACH-001067,-0.1640459826559901
ACH-001075,-0.2634850691688038
ACH-001096,-0.13991120125789028
ACH-001111,-0.3390547064556937
ACH-001119,-0.14695668272623574
ACH-001128,0.025018043376430148
ACH-001134,-0.2584429388283858
ACH-001151,-0.19607824215340536
ACH-001163,-0.1194730952310588
ACH-001164,-0.12187615836858935
ACH-001183,-0.2458637854966618
ACH-001192,-0.08197209181999733
ACH-001193,0.16289323686458926
ACH-001196,-0.03829521463106758
ACH-001197,-0.2098490881231757
ACH-001205,-0.4533874286711169
ACH-001211,-0.1959560222457772
ACH-001212,0.055943851937048435
ACH-001228,-0.30201674681634805
ACH-001232,-0.1087777320495875
ACH-001239,-0.23465515709299675
ACH-001270,-0.28822952482267616
ACH-001274,-0.19767657026782445
ACH-001275,-0.16910587484649842
ACH-001277,-0.1729000703204771
ACH-001278,-0.18453683254098988
ACH-001280,-0.1583721213039473
ACH-001283,-0.09609462231176054
ACH-001289,-0.15145095400635186
ACH-001300,-0.22044897865213794
ACH-001301,-0.38326760574015456
ACH-001302,-0.014771107115505172
ACH-001306,-0.14194984316236536
ACH-001318,-0.2313095779275672
ACH-001322,-0.573322245290737
ACH-001328,-0.3619852509696042
ACH-001332,-0.1147679185955584
ACH-001336,-0.20766965061337245
ACH-001346,-0.2531881038534406
ACH-001353,-0.20849583222514026
ACH-001354,-0.27372703219834915
ACH-001367,-0.1126923962094285
ACH-001368,-0.14739245188788158
ACH-001374,-0.1301277795746431
ACH-001377,-0.15074618303263762
ACH-001380,-0.3171909479950819
ACH-001391,-0.3050021369104824
ACH-001408,-0.35743705819562066
ACH-001430,-0.21014280277947375
ACH-001431,-0.3362058260831336
ACH-001450,-0.03722959330560911
ACH-001496,-0.1812615075842197
ACH-001500,-0.4127511725208274
ACH-001523,-0.16487568893922466
ACH-001532,-0.14925789814387627
ACH-001550,-0.1882494438178221
ACH-001552,-0.060494436091819
ACH-001554,-0.1910783356474353
ACH-001654,-0.12985851546474098
ACH-001735,-0.2775570252926524
ACH-001736,-0.2417376555395317
ACH-001737,-0.3877072393276753
ACH-001740,-0.2022853217923037
ACH-001745,-0.1283751332101406
ACH-001765,-0.21301660258869776
