,TCEB3B (51224)
ACH-000004,0.2258142166313698
ACH-000005,0.2722071813193119
ACH-000007,-0.014889977019291591
ACH-000009,-0.19737699945898773
ACH-000011,-0.17744030042672854
ACH-000012,-0.06802415956016257
ACH-000013,-0.15845118462328556
ACH-000014,-0.2301736638616592
ACH-000015,-0.08457850351041753
ACH-000017,-0.03134308564478162
ACH-000018,-0.3106737024985066
ACH-000019,0.051645851942178016
ACH-000021,-0.044264835391878775
ACH-000022,-0.052565936120556885
ACH-000025,-0.16629414303922566
ACH-000028,-0.2310325073546301
ACH-000030,-0.1360021448653038
ACH-000035,0.1696667641407958
ACH-000036,-0.05077355775473509
ACH-000037,-0.06706463330814727
ACH-000039,-0.03937816231539305
ACH-000040,-0.16368123946668076
ACH-000041,-0.049869180692363166
ACH-000042,-0.16192561928314528
ACH-000045,-0.2495114351850073
ACH-000047,-0.08063097899290952
ACH-000052,0.20142411525721174
ACH-000053,0.17739551729730554
ACH-000054,-0.16924139533391033
ACH-000055,-0.10618684687109438
ACH-000060,-0.06396546109815789
ACH-000067,-0.027631714351526775
ACH-000070,-0.2032726843863168
ACH-000075,-0.2159268290971783
ACH-000078,-0.0919984020960955
ACH-000082,-0.01608745650902759
ACH-000085,-0.4142597292620922
ACH-000086,-0.035795550341726864
ACH-000087,0.07350681808893078
ACH-000092,-0.005048844720139934
ACH-000095,-0.06767450743142463
ACH-000097,-0.08706574121028468
ACH-000098,-0.05616782415486274
ACH-000099,-0.012197000962168622
ACH-000108,-0.06720812247476901
ACH-000113,-0.1604023560423899
ACH-000116,-0.15918884715132114
ACH-000118,-0.030443555886290094
ACH-000120,-0.03722355178878839
ACH-000123,-0.014262395553727025
ACH-000127,-0.1802558011045688
ACH-000128,-0.08197192371447443
ACH-000132,-0.2044571712451912
ACH-000133,0.1569112863615038
ACH-000137,-0.04715453796959343
ACH-000138,-0.29129196027509624
ACH-000142,-0.10309282806151354
ACH-000143,-0.2690126162097505
ACH-000146,-0.0342866427036165
ACH-000148,0.05938673364619707
ACH-000150,0.17068936669968024
ACH-000152,0.0676044643690353
ACH-000153,0.04570031312666485
ACH-000159,-0.11829408364622228
ACH-000160,-0.021709327436983013
ACH-000163,0.017371990002555168
ACH-000167,0.10789624627182942
ACH-000168,-0.10572868561079796
ACH-000169,-0.08709058534636159
ACH-000178,-0.05198235834687523
ACH-000183,0.0141682397637304
ACH-000188,-0.0960722505815658
ACH-000189,0.07480355929471301
ACH-000190,-0.10451377341899112
ACH-000198,-0.0424090050552176
ACH-000203,-0.38752423879951997
ACH-000204,-0.00895938954435987
ACH-000206,-0.11393880023583275
ACH-000207,-0.11376043396200886
ACH-000208,-0.08861527961906376
ACH-000210,-0.09967514852681032
ACH-000211,-0.04517569307087818
ACH-000215,-0.04759795556772513
ACH-000221,-0.1763720114636349
ACH-000222,0.010803705397494664
ACH-000223,-0.2326060245992435
ACH-000226,0.016162963004535562
ACH-000227,-0.12056414669568995
ACH-000228,-0.1448205505703484
ACH-000231,-0.00756675544042616
ACH-000232,-0.006834725038496011
ACH-000233,-0.11482754477370913
ACH-000234,-0.07343882722161661
ACH-000235,-0.13408966085328508
ACH-000237,-0.15621915391543711
ACH-000238,-0.060400926879104574
ACH-000242,-0.3031940138039162
ACH-000243,0.006895929954738788
ACH-000244,-0.3105468414222985
ACH-000246,-0.18173203159151466
ACH-000248,-0.16224271943915042
ACH-000250,-0.09487079385647644
ACH-000251,-0.0025259249852401804
ACH-000252,0.03413650417376439
ACH-000253,-0.04674148612200645
ACH-000255,-0.020782441400880296
ACH-000256,-0.14339682645775892
ACH-000257,-0.21587915143879213
ACH-000258,-0.03113743064489446
ACH-000259,-0.18482028592014205
ACH-000260,-0.003926107024565616
ACH-000261,-0.19014752377843272
ACH-000262,-0.09846862439398273
ACH-000263,-0.19095028641408884
ACH-000264,0.008079361065279908
ACH-000265,-0.08553855274189774
ACH-000266,-0.15179834213393625
ACH-000272,-0.05585045562454488
ACH-000274,-0.1616984652887657
ACH-000277,-0.03218080886438368
ACH-000278,-0.02528837185321897
ACH-000279,-0.17144458675721996
ACH-000280,-0.18753822932101205
ACH-000281,-0.10837082871730708
ACH-000288,0.005495557133772778
ACH-000291,-0.12073514344670748
ACH-000293,-0.14176864360349664
ACH-000294,0.09238410703088884
ACH-000295,-0.0062012696471634475
ACH-000296,0.02808164070035651
ACH-000302,-0.19478780997621706
ACH-000304,-0.10182887979544844
ACH-000307,-0.0977682504864888
ACH-000308,-0.15314144494323192
ACH-000310,-0.12012638844645443
ACH-000311,-0.2299742807847124
ACH-000312,-0.19251937664086732
ACH-000315,0.10552234422634788
ACH-000316,-0.11660884760668452
ACH-000317,-0.039128527344256384
ACH-000318,-0.029900551302241132
ACH-000319,-0.11271279515486858
ACH-000320,-0.2220703387732626
ACH-000322,-0.08326201531711919
ACH-000323,-0.1070105448816858
ACH-000324,-0.056570441322511614
ACH-000329,-0.03226701922967936
ACH-000330,0.005337564110690811
ACH-000331,-0.18431345953284944
ACH-000332,-0.1944905202392877
ACH-000334,-0.1870610813594861
ACH-000335,0.04611511939229912
ACH-000336,-0.15919394357734273
ACH-000337,-0.304560985862375
ACH-000338,-0.19609672002197231
ACH-000339,-0.06615779344860725
ACH-000341,-0.072151281342522
ACH-000348,0.004138620110681893
ACH-000350,-0.14745860876547828
ACH-000352,-0.05899041164336211
ACH-000356,-0.007031310982424264
ACH-000361,-0.15658745850773131
ACH-000362,-0.012504422897993216
ACH-000363,-0.04758021070010522
ACH-000364,-0.046633479615608986
ACH-000365,-0.17668359847673826
ACH-000366,-0.011204107719929643
ACH-000368,0.01395375548226805
ACH-000374,0.007723945506348092
ACH-000375,0.19245114336969296
ACH-000376,-0.030053315773801118
ACH-000381,0.04176985794084236
ACH-000383,-0.006804867541250462
ACH-000387,-0.059217340022409415
ACH-000389,-0.19632104712506207
ACH-000390,-0.16038723504822064
ACH-000393,-0.10529306242828784
ACH-000395,-0.019830857864495836
ACH-000396,-0.19242555972381525
ACH-000397,-0.1434377506003311
ACH-000401,0.006260337005434211
ACH-000402,0.10752067881671723
ACH-000403,-0.10106413384701393
ACH-000404,-0.2572881560069356
ACH-000406,-0.09414877559334173
ACH-000407,-0.18569806886241366
ACH-000408,-0.003118790194859917
ACH-000410,-0.04882496270923668
ACH-000411,-0.04368220237310464
ACH-000414,-0.19947385300499132
ACH-000415,-0.08454747920237912
ACH-000416,-0.13175030934793042
ACH-000420,-0.1851301354151294
ACH-000421,-0.01624066617424938
ACH-000424,0.032487599328083386
ACH-000425,-0.1839326273529177
ACH-000426,-0.2133023698120109
ACH-000427,-0.2751959169148559
ACH-000433,-0.0491582812299856
ACH-000435,-0.32283214756342826
ACH-000436,0.10892948835837843
ACH-000444,-0.1683368789007327
ACH-000445,-0.17662424574609664
ACH-000448,-0.0715003282647194
ACH-000450,-0.0884756306260925
ACH-000452,-0.08312504093736928
ACH-000454,0.0019394220569461888
ACH-000458,-0.017129400506123885
ACH-000459,0.20438952694737447
ACH-000460,-0.055088358064968326
ACH-000461,-0.14693186192752536
ACH-000463,0.004298289861260298
ACH-000464,-0.01815200915198462
ACH-000466,-0.2225812743865586
ACH-000467,-0.0283391385937484
ACH-000468,-0.10903830576407723
ACH-000469,-0.0564890623307098
ACH-000470,-0.19070928574401266
ACH-000471,-0.015565626404692997
ACH-000472,-0.16801972141037622
ACH-000473,-0.2157624806384577
ACH-000475,-0.13356845048370916
ACH-000476,-0.0531415287741083
ACH-000477,-0.19798803860133826
ACH-000479,0.11735621951848445
ACH-000480,-0.015990471505577312
ACH-000481,-0.06453258405842695
ACH-000483,-0.05451499652786623
ACH-000484,-0.07665984902746525
ACH-000485,-0.08197530567970662
ACH-000486,0.03686554787125759
ACH-000487,0.1508453595697956
ACH-000488,-0.04454804872732745
ACH-000490,-0.19391980691089186
ACH-000491,0.0390887756296397
ACH-000495,-0.11527204632037084
ACH-000496,-0.052601816896925634
ACH-000499,-0.06731730951171787
ACH-000500,0.2960207880154713
ACH-000502,-0.05225259901977367
ACH-000503,0.017938124192666164
ACH-000505,-0.07282384737528283
ACH-000507,-0.09810919276175248
ACH-000510,-0.0589031340726322
ACH-000511,-0.11700184305446275
ACH-000512,0.20515967465068524
ACH-000516,0.06825480974411971
ACH-000517,-0.1542052049424825
ACH-000518,0.061458145629602036
ACH-000520,-0.03530669465874685
ACH-000521,0.02529273378204186
ACH-000522,-0.1655347456357679
ACH-000524,-0.017848185835517415
ACH-000527,-0.13735340792653358
ACH-000528,-0.08509967642400477
ACH-000537,-0.026918726867283572
ACH-000541,0.12559666534253358
ACH-000542,-0.17525785580438655
ACH-000544,-0.1532948984177432
ACH-000545,-0.20614132312883326
ACH-000547,-0.15158374554467974
ACH-000548,-0.14941912171530755
ACH-000549,-0.004704094956098
ACH-000550,0.024691928594110055
ACH-000552,-0.16649753215825686
ACH-000556,-0.12093560960265948
ACH-000557,-0.10757911643813296
ACH-000569,0.14214951151305402
ACH-000570,0.10744360010045224
ACH-000571,-0.02802361916245372
ACH-000573,-0.18713084866919974
ACH-000576,-0.08789368092839031
ACH-000579,-0.26563957446409564
ACH-000580,-0.17258985099533344
ACH-000584,0.03267756684346925
ACH-000585,-0.12654055808793274
ACH-000588,0.12921041360559193
ACH-000589,-0.11895071383014473
ACH-000591,-0.1416074691622833
ACH-000593,-0.12123565307399475
ACH-000600,-0.15041165734202394
ACH-000601,-0.07446469808437561
ACH-000605,-0.16271771285737374
ACH-000606,0.03387558348582042
ACH-000608,-0.1593235345407717
ACH-000614,-0.3600598977193408
ACH-000616,-0.09813964068488497
ACH-000618,-0.24382288854424694
ACH-000619,-0.05861754592885765
ACH-000620,-0.09929532102553901
ACH-000621,-0.1093946692441818
ACH-000622,-0.15390460526629224
ACH-000623,0.030192652320861463
ACH-000624,-0.1103854206943444
ACH-000627,0.03679266328562383
ACH-000630,-0.19157873288002564
ACH-000631,-0.21536354932670704
ACH-000632,0.043107035130728784
ACH-000633,-0.002920912148935219
ACH-000637,-0.1011175099332676
ACH-000638,-0.21154870808628076
ACH-000646,-0.18405637005747366
ACH-000647,-0.14810032167947165
ACH-000648,-0.22401550994297612
ACH-000649,-0.07430087646977024
ACH-000651,-0.07337765405671855
ACH-000652,-0.10163601201520428
ACH-000653,0.008006714275368566
ACH-000657,-0.15688972256108769
ACH-000658,-0.036688581122639605
ACH-000661,-0.17773039527548634
ACH-000662,0.13927648561598835
ACH-000663,-0.14620984307770354
ACH-000665,-0.08704616597015825
ACH-000671,0.03393933983853662
ACH-000672,0.15972396252085624
ACH-000673,-0.18332026976477767
ACH-000676,-0.08156211337432409
ACH-000677,-0.2772287976224221
ACH-000681,-0.11293071484946375
ACH-000683,-0.04147875248518155
ACH-000684,0.032795732700204056
ACH-000688,0.07737495624248009
ACH-000693,0.03516579440538155
ACH-000694,-0.10012109754126654
ACH-000695,-0.13269813832143398
ACH-000696,-0.1849376304747717
ACH-000697,0.003971199940171375
ACH-000699,-0.24251547478351376
ACH-000701,-0.2937776495336645
ACH-000706,-0.09932261785919444
ACH-000711,-0.1064296644130344
ACH-000713,-0.07475002607268108
ACH-000714,0.0007888814360576605
ACH-000718,-0.12303474380495673
ACH-000720,-0.13820484980886666
ACH-000721,0.041772729090757306
ACH-000724,-0.04972378056965202
ACH-000725,-0.01591606241397538
ACH-000732,-0.08221777482176468
ACH-000734,-0.1388785501677505
ACH-000735,-0.0954426909551471
ACH-000736,-0.11191166978753983
ACH-000738,-0.03300833339916048
ACH-000746,-0.0051243755221196275
ACH-000747,-0.04043439649519753
ACH-000748,-0.16857479346699325
ACH-000753,0.004164190476157158
ACH-000756,-0.2906908828484747
ACH-000757,-0.1896878685268833
ACH-000758,-0.13670570502265586
ACH-000760,-0.004923398240193114
ACH-000762,-0.09392964641106206
ACH-000763,-0.10623946289906562
ACH-000764,0.023797639430604572
ACH-000765,-0.07715346602866949
ACH-000766,-0.21894323596841392
ACH-000767,-0.2239368423438974
ACH-000768,-0.12552555229853665
ACH-000769,0.10659917642788973
ACH-000770,-0.030288754786400564
ACH-000771,-0.16596252209073425
ACH-000773,-0.08981364750588444
ACH-000776,0.02888114614814485
ACH-000777,-0.08230492090691009
ACH-000778,-0.20153917283157052
ACH-000781,-0.18564591822453147
ACH-000782,-0.08005530726162696
ACH-000783,-0.1257878772068347
ACH-000784,-0.04442096956258353
ACH-000785,-0.22408577082035602
ACH-000787,-0.07357552870369062
ACH-000788,-0.10218102189245486
ACH-000791,-0.11539304979686466
ACH-000792,-0.05772752612411945
ACH-000794,-0.12523202216554818
ACH-000796,-0.05206579702040785
ACH-000798,-0.08921596462216105
ACH-000799,-0.1387515297970986
ACH-000800,0.029636340513629324
ACH-000802,-0.045589584077227005
ACH-000804,-0.003943938583709253
ACH-000805,-0.013710863597010693
ACH-000809,-0.06258547375114211
ACH-000810,-0.21657101151365254
ACH-000811,0.004115615913919819
ACH-000817,0.0047569947277788524
ACH-000819,0.025313076636902455
ACH-000820,-0.04507626477031044
ACH-000821,-0.11866305147797568
ACH-000822,-0.06552061098025788
ACH-000823,-0.1125951473476348
ACH-000824,-0.007702018016681045
ACH-000827,-0.18893915163012526
ACH-000829,-0.02393711764739785
ACH-000831,0.050178784795117684
ACH-000832,-0.1868614302083158
ACH-000833,0.15035996767400153
ACH-000834,-0.10942562428058844
ACH-000835,-0.047912649999533916
ACH-000836,-0.01154597014798165
ACH-000837,-0.12905037804829544
ACH-000838,0.13377138753213813
ACH-000839,-0.03540486757369045
ACH-000840,-0.06728613296174983
ACH-000841,-0.1074012353205222
ACH-000843,-0.290567847408576
ACH-000846,-0.13666360572719638
ACH-000847,0.012364803686610358
ACH-000848,-0.0847550488914988
ACH-000849,-0.08300619338832084
ACH-000851,-0.13663386936418184
ACH-000855,-0.11997956469418568
ACH-000856,-0.0910497689871648
ACH-000858,-0.10726342742709764
ACH-000859,-0.08713613100378473
ACH-000861,-0.09677053189735757
ACH-000862,-0.1521784119024985
ACH-000865,-0.11850069857911807
ACH-000866,-0.05092946476536463
ACH-000867,-0.1120113566650481
ACH-000869,0.053504525760554505
ACH-000872,-0.08633916173444252
ACH-000873,-0.0519813950357852
ACH-000876,-0.1286444623162411
ACH-000878,-0.05545494848956616
ACH-000880,-0.11151560292383783
ACH-000881,-0.15865988602666284
ACH-000882,-0.15669011654957574
ACH-000884,-0.06456416836049414
ACH-000885,0.04269473333530117
ACH-000887,-0.2603660867164499
ACH-000889,0.14999286375805512
ACH-000896,-0.12134612709539146
ACH-000898,0.025434186830415758
ACH-000900,-0.13929615935323922
ACH-000901,-0.11686802076206065
ACH-000905,-0.10342213707127702
ACH-000906,-0.0360244995231572
ACH-000907,-0.09013252731990727
ACH-000910,-0.06564741657095066
ACH-000911,-0.1214786527712998
ACH-000912,-0.0604866037368621
ACH-000913,-0.0005500520037302231
ACH-000915,-0.02108645146930916
ACH-000916,-0.3818456471449236
ACH-000917,-0.01441198812895404
ACH-000920,0.09101977432083387
ACH-000921,-0.25273121015953065
ACH-000924,-0.04827966337458388
ACH-000926,-0.12312422234429744
ACH-000928,-0.18941600013056845
ACH-000929,-0.2833530509586428
ACH-000932,-0.07906577560311626
ACH-000935,-0.1351616002678035
ACH-000936,-0.1647244977368996
ACH-000937,-0.12820039503661046
ACH-000938,-0.21697197183460226
ACH-000939,-0.17088192106608535
ACH-000941,-0.035317385038559135
ACH-000943,-0.011724291612535213
ACH-000946,-0.009806228131136355
ACH-000947,-0.07858667951732172
ACH-000948,0.09486208094875936
ACH-000950,-0.13258276269230546
ACH-000953,-0.17143280774927078
ACH-000954,-0.09276125850077703
ACH-000957,0.03406245521370197
ACH-000958,-0.1366804290194216
ACH-000960,-0.13649635655961687
ACH-000963,-0.0371336128946238
ACH-000968,-0.03997601447101794
ACH-000969,-0.0669107789645528
ACH-000972,-0.3415624968321143
ACH-000973,-0.06908094573269029
ACH-000974,-0.03526195340709335
ACH-000978,0.07014187315746409
ACH-000984,-0.044421435536689535
ACH-000986,-0.01846174689437875
ACH-000988,-0.06565834837782973
ACH-000993,0.13112503864243802
ACH-000994,-0.12337461493727205
ACH-000996,-0.0950222122664132
ACH-001001,0.0126906610350313
ACH-001020,0.06205532062154968
ACH-001028,0.016101143104450932
ACH-001031,-0.24226821824539696
ACH-001038,-0.09078032024782402
ACH-001048,-0.047891115324913615
ACH-001050,0.0956860439478658
ACH-001053,-0.008141184973327132
ACH-001054,-0.057363510405252414
ACH-001061,-0.14980763368473404
ACH-001067,-0.07813094595428738
ACH-001075,-0.1933488585432718
ACH-001096,-0.18530013377007012
ACH-001111,0.14570278997251454
ACH-001119,-0.0596542498432665
ACH-001128,-0.03452022775029245
ACH-001134,-0.2739230812951451
ACH-001151,-0.22867809638645195
ACH-001163,-0.02369555536688264
ACH-001164,-0.341157984371148
ACH-001183,-0.16404591645575772
ACH-001192,-0.02013688585111749
ACH-001193,-0.09272872530212464
ACH-001196,-0.2821212847553773
ACH-001197,-0.09666413134316984
ACH-001205,-0.2380162143533809
ACH-001211,-0.2204881636518161
ACH-001212,-0.1220124107039154
ACH-001228,-0.1292543875897985
ACH-001232,-0.10443779877201187
ACH-001239,-0.09104731499169988
ACH-001270,-0.1867114888111684
ACH-001274,-0.27226351820410155
ACH-001275,-0.1096035565089506
ACH-001277,-0.10192109003949001
ACH-001278,-0.23024880145288654
ACH-001280,-0.14606662568932025
ACH-001283,-0.14138558000064969
ACH-001289,-0.05427696227767112
ACH-001300,-0.03990824277340226
ACH-001301,-0.1198959870990766
ACH-001302,0.0016438764441520993
ACH-001306,0.1250894524195032
ACH-001318,0.06310856289234787
ACH-001322,-0.017890350556955148
ACH-001328,-0.10245666783002698
ACH-001332,-0.020350664937143496
ACH-001336,-0.10103840857448657
ACH-001346,-0.06906661732424453
ACH-001353,-0.18669822676253126
ACH-001354,-0.3350596344143021
ACH-001367,0.03942132011009997
ACH-001368,-0.09053195425228117
ACH-001374,-0.00768068692360828
ACH-001377,-0.1335931590493179
ACH-001380,-0.14833895222054347
ACH-001391,0.09524289814644872
ACH-001408,-0.06534447296750233
ACH-001430,0.11432168171408155
ACH-001431,-0.25379088401744904
ACH-001450,-0.06318960613004966
ACH-001496,-0.046473667237169995
ACH-001500,0.04074475826816315
ACH-001523,-0.14760826157182055
ACH-001532,-0.13423551953052687
ACH-001550,-0.06244692995671549
ACH-001552,-0.2163824784454536
ACH-001554,-0.03662569922215431
ACH-001654,-0.1636082406704051
ACH-001735,-0.1925999218248496
ACH-001736,-0.06716634188467613
ACH-001737,-0.2923781980084954
ACH-001740,-0.031427521686405537
ACH-001745,-0.007599101694673451
ACH-001765,-0.19984896330878613
