,CSF2RB (1439)
ACH-000004,-0.186678033565652
ACH-000005,-0.1352635302388088
ACH-000007,-0.03624726252661861
ACH-000009,-0.1077256362006795
ACH-000011,0.034042101110830066
ACH-000012,-0.16609941696351538
ACH-000013,-0.11241998773441496
ACH-000014,-0.08063764426231074
ACH-000015,-0.11918494069659052
ACH-000017,-0.04115883196781128
ACH-000018,-0.01301924812945605
ACH-000019,-0.16966014320596348
ACH-000021,-0.05972945426152866
ACH-000022,-0.16375062349486794
ACH-000025,-0.09963486343538762
ACH-000028,-0.10731466627022836
ACH-000030,-0.1853628984997574
ACH-000035,-0.013840412498202856
ACH-000036,-0.11708946839786087
ACH-000037,0.03598795205915805
ACH-000039,-0.035787498330100045
ACH-000040,-0.21324017382352128
ACH-000041,-0.0852959586261027
ACH-000042,-0.2508831809442337
ACH-000045,-0.013426216710415191
ACH-000047,-0.11452501899474628
ACH-000052,-0.04840427603474718
ACH-000053,-0.07383772004389941
ACH-000054,-0.01871767181137211
ACH-000055,-0.10975855129890266
ACH-000060,-0.13454332501682964
ACH-000067,-0.06805280268735182
ACH-000070,-0.07327732390414114
ACH-000075,0.08636314127159134
ACH-000078,-0.07605592629164748
ACH-000082,-0.10808438513690853
ACH-000085,-0.3400457113496277
ACH-000086,0.010970170281601764
ACH-000087,0.0937283882820085
ACH-000092,-0.12127111150970675
ACH-000095,-0.08924949681101314
ACH-000097,-0.018377159085947985
ACH-000098,-0.12133836172073695
ACH-000099,-0.09011986583414812
ACH-000108,-0.04656483024267642
ACH-000113,-0.005755775486316547
ACH-000116,-0.06192310585180344
ACH-000118,-0.08129183111943006
ACH-000120,-0.10104718610273908
ACH-000123,0.00659420252718855
ACH-000127,0.034713776531154185
ACH-000128,0.028696538921601383
ACH-000132,-0.16078545187417548
ACH-000133,-0.0962557285896668
ACH-000137,0.06316271485409022
ACH-000138,0.14242555731467288
ACH-000142,-0.046776108748254185
ACH-000143,-0.07035170840687065
ACH-000146,-0.06501795922445648
ACH-000148,-0.017670168797851934
ACH-000150,0.08359246881589914
ACH-000152,-0.10496080600849864
ACH-000153,0.06653050346291021
ACH-000159,0.027501671842570304
ACH-000160,-0.05240322710603138
ACH-000163,-0.09860679975817853
ACH-000167,0.20055612058122532
ACH-000168,-0.18741431056067054
ACH-000169,-0.1328224469214304
ACH-000178,-0.07673899077785926
ACH-000183,-0.11869799899027453
ACH-000188,-0.12845591232679482
ACH-000189,-0.03490162059894406
ACH-000190,-0.0035415194655204632
ACH-000198,-0.11953004219725605
ACH-000203,0.18545297986962336
ACH-000204,-0.11710700247364245
ACH-000206,-0.21644492436969975
ACH-000207,-0.009783772401649668
ACH-000208,-0.12727708382848207
ACH-000210,0.028551596232001326
ACH-000211,-0.02876150404774405
ACH-000215,-0.03777227934745798
ACH-000221,-0.14044378325971224
ACH-000222,0.08534776132233254
ACH-000223,-0.06875856580102488
ACH-000226,-0.03390399523299538
ACH-000227,-0.04094330223595605
ACH-000228,0.007047222227664706
ACH-000231,-0.017708678563961563
ACH-000232,-0.12807360075713978
ACH-000233,-0.05366947594312961
ACH-000234,0.0244862526654888
ACH-000235,0.01362308413704113
ACH-000237,-0.1103416225576222
ACH-000238,-0.1923106023826486
ACH-000242,-0.27136068585439
ACH-000243,-0.09470491693540868
ACH-000244,-0.16179887574778687
ACH-000246,-0.07768766020355522
ACH-000248,-0.06674933968197863
ACH-000250,-0.030548960183969274
ACH-000251,0.014652512903133085
ACH-000252,0.1138932396338994
ACH-000253,-0.20521727042970053
ACH-000255,-0.15729582207471826
ACH-000256,-0.18051177915183048
ACH-000257,-0.05871796235264195
