,SUOX (6821)
ACH-000528,-0.12257934847455015
ACH-000537,-0.2510084712978461
ACH-000541,-0.1251474313188371
ACH-000542,-0.1853979136530489
ACH-000544,-0.15906932206835084
ACH-000545,-0.1659155172558701
ACH-000547,-0.3834517722745364
ACH-000548,-0.07677395098432654
ACH-000549,-0.3176399083442647
ACH-000550,-0.3930815568134653
ACH-000552,-0.05659676866966769
ACH-000556,-0.17632034878234626
ACH-000557,-0.16740118654568664
ACH-000569,-0.29775720285835994
ACH-000570,-0.1967636981337282
ACH-000571,-0.17783176312112242
ACH-000573,-0.18309311468534453
ACH-000576,-0.3320236761301341
ACH-000579,-0.3969754370677521
ACH-000580,-0.03107072233399312
ACH-000584,-0.1584179636822613
ACH-000585,-0.18823601606817636
ACH-000588,-0.1508125170606031
ACH-000589,-0.2594874391507584
ACH-000591,-0.400569993316231
ACH-000593,-0.2710120657341057
ACH-000600,-0.1604910377077757
ACH-000601,-0.21143098832374307
ACH-000605,-0.20174425531944534
ACH-000606,-0.2814067444072128
ACH-000608,-0.3105707937498503
ACH-000614,-0.3061968326644569
ACH-000616,-0.14889818941200975
ACH-000618,-0.2330671528643249
ACH-000619,-0.06969621012056633
ACH-000620,-0.20877241512155584
ACH-000621,-0.23244079066745224
ACH-000622,-0.13477412390925222
ACH-000623,-0.33883848485295864
ACH-000624,-0.2464658573775811
ACH-000627,-0.270686049402069
ACH-000630,-0.1854559214101543
ACH-000631,-0.3288139123641253
ACH-000632,-0.1208323297408404
ACH-000633,-0.15994098877504306
ACH-000637,-0.09246307716981918
ACH-000638,-0.22526536604505495
ACH-000646,-0.3820741614291637
ACH-000647,-0.2208747122586264
ACH-000648,-0.2337548189813732
ACH-000649,-0.2538627770741737
ACH-000651,-0.3407462824492644
ACH-000652,-0.1160017255338573
ACH-000653,-0.240076110250724
ACH-000657,-0.28759359257717504
ACH-000658,-0.15451062102929936
ACH-000661,-0.197360548791284
ACH-000662,-0.27929135041460124
ACH-000663,-0.2257731596511887
ACH-000665,-0.33078108838227305
ACH-000671,-0.06290076441487619
ACH-000672,-0.3252603123829313
ACH-000673,-0.18694841459600908
ACH-000676,-0.27997802226544155
ACH-000677,-0.27575617515680817
ACH-000681,-0.28099974296876
ACH-000683,-0.1556992104413834
ACH-000684,-0.2131347932702223
ACH-000688,-0.22963264797898497
ACH-000693,-0.3714255456661491
ACH-000694,-0.2029466902363768
ACH-000695,-0.1531354007628651
ACH-000696,-0.30841969296793864
ACH-000697,-0.33754334345626913
ACH-000699,-0.20137520440975504
ACH-000701,-0.4180235224805392
ACH-000706,-0.1482785424243998
ACH-000711,-0.2250374700059345
ACH-000713,-0.21263570031211834
ACH-000714,-0.4811433343097703
ACH-000718,-0.2479521585508232
ACH-000720,-0.24294861545196145
ACH-000721,-0.015723873535451925
ACH-000724,-0.1085753283161075
ACH-000725,-0.07297745511343366
ACH-000732,-0.11276910050210864
ACH-000734,-0.2933796327822282
ACH-000735,-0.32428073442077765
ACH-000736,-0.2152086968718485
ACH-000738,-0.2941282495469298
ACH-000746,-0.025442435110802845
ACH-000747,-0.1985224583662627
ACH-000748,-0.2559258403892023
ACH-000753,-0.21041701966368698
ACH-000756,-0.2243726257365296
ACH-000757,-0.3011067693432677
ACH-000758,-0.2833077076503661
ACH-000760,-0.2900888012835289
ACH-000762,-0.23214028030451675
ACH-000763,-0.3517138202563255
ACH-000764,-0.2918506324485035
ACH-000765,-0.3721490792841327
ACH-000766,-0.33726815721754594
ACH-000767,-0.3280464661967833
ACH-000768,-0.3031511813559281
ACH-000769,-0.3908801556357296
ACH-000770,-0.19211542273514348
ACH-000771,-0.1962722382943052
ACH-000773,-0.21442624809142088
ACH-000776,-0.3482615996548831
ACH-000777,-0.18406602343019496
ACH-000778,-0.17934891879068734
ACH-000781,-0.17742073297347802
ACH-000782,-0.11479190724825845
ACH-000783,-0.2957542356725936
ACH-000784,-0.21343835529526786
ACH-000785,-0.1889326420035766
ACH-000787,-0.1943692274296828
ACH-000788,-0.28226377703215105
ACH-000791,-0.17683655216077726
ACH-000792,-0.4022406043559564
ACH-000794,-0.2678087671355631
ACH-000796,-0.16157597176636435
ACH-000798,-0.3414368388213811
ACH-000799,-0.2907811891858705
ACH-000800,-0.5208850550550052
ACH-000802,-0.08087183632951242
ACH-000804,-0.26295320272095063
ACH-000805,-0.2841601746525171
ACH-000809,-0.15927305410523446
ACH-000810,0.0844101475711825
ACH-000811,-0.2670918764425535
ACH-000817,-0.27794728716000405
ACH-000819,-0.19082698068652645
ACH-000820,-0.26456813070417823
ACH-000821,-0.17512329784907413
ACH-000822,-0.3508758593957129
ACH-000823,-0.2013807299965225
ACH-000824,-0.135017256533019
ACH-000827,-0.26372954368640594
ACH-000829,-0.3512099242960481
ACH-000831,-0.3396909327091585
ACH-000832,-0.28859256869034045
ACH-000833,-0.11230148635847476
ACH-000834,-0.18444900965030075
ACH-000835,-0.17680620144151302
ACH-000836,-0.06738812728032098
ACH-000837,-0.2715822935559007
ACH-000838,-0.2742736963975917
ACH-000839,-0.17955187570590975
ACH-000840,-0.2745675590428948
ACH-000841,-0.20403244794928066
ACH-000843,-0.18391720527864872
ACH-000846,0.03424349253728877
ACH-000847,-0.3815759104798768
ACH-000848,-0.20899348463781856
ACH-000849,-0.4590223978980165
ACH-000851,-0.24251107765503846
ACH-000855,-0.25897835518191464
ACH-000856,-0.054919772225850524
ACH-000858,-0.28274827767418265
ACH-000859,-0.3368606318304576
ACH-000861,-0.33130308017340354
ACH-000862,-0.2054470866032503
ACH-000865,-0.22820417217311464
ACH-000866,-0.23292623968312265
ACH-000867,-0.21492874636835985
ACH-000869,-0.26252752405374163
ACH-000872,-0.07907749747712839
ACH-000873,-0.32413160253150264
ACH-000876,-0.1655523979648328
ACH-000878,-0.4041746095266437
ACH-000880,-0.0874406077254972
ACH-000881,-0.2267491211146121
ACH-000882,-0.2369600734822726
ACH-000884,-0.24568405951535824
ACH-000885,-0.2814100563718097
ACH-000887,-0.29755284838176993
ACH-000889,-0.2407917224543202
ACH-000896,-0.20713282130543864
ACH-000898,-0.05666341776884878
ACH-000900,-0.3083540472148055
ACH-000901,-0.34209002813730643
ACH-000905,-0.2012258820229093
ACH-000906,-0.3682710093589997
ACH-000907,-0.14660029801958366
ACH-000910,-0.1030107605076276
ACH-000911,-0.19596200277535444
ACH-000912,-0.20730426403431207
ACH-000913,-0.24847142225375196
ACH-000915,-0.3353730598045458
ACH-000916,-0.5302293362420061
ACH-000917,-0.2461777525346503
ACH-000920,-0.5292451632419551
ACH-000921,-0.2368024902295147
ACH-000924,-0.1978188663482646
ACH-000926,-0.24214415879118714
ACH-000928,-0.25468983769263803
ACH-000929,-0.059336511916206286
ACH-000932,-0.17171933593919286
ACH-000935,-0.2511357084108816
ACH-000936,-0.16925243929712655
ACH-000937,-0.2700246579083861
ACH-000938,-0.25141589328465397
ACH-000939,0.005910573581356303
ACH-000941,-0.2534421185008583
ACH-000943,-0.25983508499444274
ACH-000946,-0.1983309632566156
ACH-000947,-0.13494919433951807
ACH-000948,-0.14098043109869246
ACH-000950,-0.07238589283619018
ACH-000953,-0.35203586465693
ACH-000954,-0.038305037977501864
ACH-000957,-0.17954175064519545
ACH-000958,-0.06108092541527979
ACH-000960,-0.20950584863971294
ACH-000963,-0.13909586584186207
ACH-000968,-0.32312462805894704
ACH-000969,-0.2155765611367018
ACH-000972,-0.2466583244250956
ACH-000973,-0.21583039439420215
ACH-000974,-0.3530700496946394
ACH-000978,-0.2247011256270991
ACH-000984,-0.24035474546013064
ACH-000986,-0.15695040991870698
ACH-000988,-0.1159741602715789
ACH-000993,-0.12291627730993485
ACH-000994,-0.3659525307680823
ACH-000996,-0.180529320607476
ACH-001001,-0.3215821836609499
ACH-001020,-0.3234582022068759
ACH-001028,-0.2294508421800935
ACH-001031,-0.14209639920036915
ACH-001038,-0.18014962641896254
ACH-001048,-0.2814700162203665
ACH-001050,-0.3883190591045304
ACH-001053,-0.3937388460504886
ACH-001054,-0.2252476027982888
ACH-001061,-0.21861934833689006
ACH-001067,-0.1292317614659798
ACH-001075,-0.16480241824103228
ACH-001096,-0.2511587936736865
ACH-001111,-0.02066792678636762
ACH-001119,-0.14900026935869293
ACH-001128,-0.03609273467070609
ACH-001134,-0.3019599801850147
ACH-001151,-0.3027129706754685
ACH-001163,-0.34231532958430005
ACH-001164,-0.26381000399824633
ACH-001183,-0.0990956378627568
ACH-001192,-0.3935068682305815
ACH-001193,-0.4686610757078235
ACH-001196,-0.16401511009496553
ACH-001197,-0.3081322413506142
ACH-001205,-0.23157170876760194
ACH-001211,-0.2582727553994149
ACH-001212,0.04503529136869972
ACH-001228,-0.17618987031833666
ACH-001232,-0.2394255876627773
ACH-001239,-0.3238249335338955
ACH-001270,-0.2817877557094273
ACH-001274,-0.16117961419102425
ACH-001275,-0.11457284091135335
ACH-001277,-0.373752598507238
ACH-001278,-0.13068313443818094
ACH-001280,-0.10658241991903997
ACH-001283,-0.1676484212262017
ACH-001289,-0.28105473564275163
ACH-001300,-0.2398425167465741
ACH-001301,-0.09339986629729136
ACH-001302,-0.18134127819370774
ACH-001306,-0.14449602236195136
ACH-001318,-0.2853641560065412
ACH-001322,-0.30722375066950497
ACH-001328,-0.23837069529599075
ACH-001332,-0.018913613051123063
ACH-001336,-0.3170160859800508
ACH-001346,-0.2669121812486608
ACH-001353,-0.229317760034356
ACH-001354,-0.10427002422931407
ACH-001367,-0.4036669236573139
ACH-001368,-0.2254114494912487
ACH-001374,0.05612531114944685
ACH-001377,-0.20873017197703145
ACH-001380,-0.26106817898400186
ACH-001391,-0.3720387776414459
ACH-001408,-0.1341584979678331
ACH-001430,-0.068637545254531
ACH-001431,-0.26753638375564065
ACH-001450,-0.082173034807289
ACH-001496,-0.17814241868760014
ACH-001500,-0.1312627718803097
ACH-001523,-0.3005281245726104
ACH-001532,-0.2263580659423697
ACH-001550,-0.17129580769967198
ACH-001552,-0.16701887736578014
ACH-001554,-0.2502236478754575
ACH-001654,-0.4207716295432486
ACH-001735,-0.19446512783898245
ACH-001736,-0.14954139246880266
ACH-001737,-0.4226469268325022
ACH-001740,-0.3306094907616048
ACH-001745,-0.2817346416274686
ACH-001765,-0.22614352490732365
