,EPS15L1 (58513)
ACH-000004,-0.16024342798513908
ACH-000005,-0.05808596046211877
ACH-000007,-0.12478263011994895
ACH-000009,-0.06807294137198099
ACH-000011,0.0583077327873641
ACH-000012,-0.18334825725208626
ACH-000013,-0.12978810014207046
ACH-000014,-0.039687791227358465
ACH-000015,-0.1129574248248588
ACH-000017,-0.2011179896216148
ACH-000018,-0.17632336708349433
ACH-000019,-0.35107233107493435
ACH-000021,-0.19584278928618776
ACH-000022,-0.13692850886213265
ACH-000025,-0.23908571280247
ACH-000028,-0.2487097762753171
ACH-000030,-0.2752762397523003
ACH-000035,-0.22440523427150755
ACH-000036,-0.24819413127133125
ACH-000037,-0.12536284792245234
ACH-000039,-0.249705589003333
ACH-000040,-0.17748882532695814
ACH-000041,-0.039239160651146084
ACH-000042,-0.1634546499311602
ACH-000045,-0.10823184882091698
ACH-000047,-0.1815138411230793
ACH-000052,-0.2928424037819912
ACH-000053,-0.2788444966408479
ACH-000054,-0.10931466926035548
ACH-000055,-0.06678334032876025
ACH-000060,-0.11102634590370468
ACH-000067,-0.08824531671590895
ACH-000070,-0.166562818166296
ACH-000075,-0.15336391121081025
ACH-000078,-0.1584676800994228
ACH-000082,-0.24306325453716585
ACH-000085,-0.20097923576428334
ACH-000086,-0.25163349734894724
ACH-000087,-0.18407198309659853
ACH-000092,-0.17940903564718147
ACH-000095,-0.15310698148786647
ACH-000097,-0.0503491509499861
ACH-000098,-0.3013698628073375
ACH-000099,-0.112705410047263
ACH-000108,-0.21851811440596067
ACH-000113,0.0078049398760523326
ACH-000116,-0.2395131734267685
ACH-000118,-0.16884072719547732
ACH-000120,-0.05671661628371767
ACH-000123,-0.25482801924840764
ACH-000127,-0.22491906001459155
ACH-000128,-0.0426811151261355
ACH-000132,-0.18868560069555407
ACH-000133,-0.1911503292540469
ACH-000137,-0.32523132397220383
ACH-000138,-0.2260461704784732
ACH-000142,-0.3056365585227558
ACH-000143,-0.0074798248005509705
ACH-000146,-0.13549187128984874
ACH-000148,-0.11499168485968535
ACH-000150,-0.2432398733130765
ACH-000152,-0.24456760814884346
ACH-000153,0.005710037413899663
ACH-000159,-0.15992370469864853
ACH-000160,-0.08672386826112154
ACH-000163,-0.2550845087338757
ACH-000167,-0.4395264169525841
ACH-000168,-0.12403395548395756
ACH-000169,-0.002898229378014323
ACH-000178,-0.11623458339883044
ACH-000183,-0.012788283328888051
ACH-000188,-0.2929818853744521
ACH-000189,-0.26803681469006885
ACH-000190,-0.05708736667371257
ACH-000198,0.0860225439385219
ACH-000203,-0.40977840061828497
ACH-000204,-0.15982590155226012
ACH-000206,-0.1200072849839768
ACH-000207,-0.13426450495664288
ACH-000208,0.013085784278233151
ACH-000210,-0.1610407975831024
ACH-000211,-0.11393803692674508
ACH-000215,-0.15804639018106947
ACH-000221,-0.16786774273362615
ACH-000222,-0.13230080185518187
ACH-000223,-0.06676304949943067
ACH-000226,-0.0602360507752057
ACH-000227,-0.09413283485476667
ACH-000228,-0.1858823497150889
ACH-000231,-0.01065330244397966
ACH-000232,0.00047982999961748067
ACH-000233,-0.05857712263080767
