,LRGUK (136332)
ACH-000004,-0.026408285092585942
ACH-000005,0.05680229972228847
ACH-000007,0.016802782430238656
ACH-000009,0.04081651182685461
ACH-000011,0.13863176331386518
ACH-000012,0.05040343091866885
ACH-000013,0.060283059780051426
ACH-000014,-0.24343843208227184
ACH-000015,0.06457388368195394
ACH-000017,0.2218606025822288
ACH-000018,0.08520598047084113
ACH-000019,0.1218918368805311
ACH-000021,-0.0760158296432632
ACH-000022,0.17401825086460387
ACH-000025,0.05032925836370495
ACH-000028,0.14492363682649975
ACH-000030,0.1279632964853185
ACH-000035,-0.04044202924027451
ACH-000036,-0.04787592509047205
ACH-000037,0.1309746201917705
ACH-000039,0.3294508278022074
ACH-000040,-0.0285697740424126
ACH-000041,-0.04598025116176599
ACH-000042,0.0233525739798438
ACH-000045,0.1619125950703994
ACH-000047,0.08664375722114681
ACH-000052,-0.018222213913986058
ACH-000053,0.02220547939734351
ACH-000054,0.040428634838548534
ACH-000055,-0.00343606887374236
ACH-000060,-0.17238981666202366
ACH-000067,0.08482864823208235
ACH-000070,0.11222634948022914
ACH-000075,0.06895347018457355
ACH-000078,0.11409769924630203
ACH-000082,0.06162066811772514
ACH-000085,0.03978676983890396
ACH-000086,0.16819482742924755
ACH-000087,0.1084474691344087
ACH-000092,0.06815371674340535
ACH-000095,0.04152382855625912
ACH-000097,0.10169141539102043
ACH-000098,0.06257719165832228
ACH-000099,0.05584311206050194
ACH-000108,0.07330531364329385
ACH-000113,0.11113503934169547
ACH-000116,0.1468145041686161
ACH-000118,0.11327463394938878
ACH-000120,0.09002662913102788
ACH-000123,0.12478329290937595
ACH-000127,0.08189393850780545
ACH-000128,0.15103062421185154
ACH-000132,0.04588722129664128
ACH-000133,-0.04871231526959712
ACH-000137,-0.015297996227496174
ACH-000138,0.08820456384357632
ACH-000142,0.12394426245135602
ACH-000143,0.06728260039497055
ACH-000146,0.0146433200518293
ACH-000148,0.08084487137083107
ACH-000150,0.2022287312072448
ACH-000152,0.08605873073804078
ACH-000153,0.00405526972014471
ACH-000159,0.07622583042376692
ACH-000160,0.21931559832640785
ACH-000163,-0.00967015162098325
ACH-000167,-0.04138879628641584
ACH-000168,-0.010134977426708248
ACH-000169,0.11034834201421614
ACH-000178,0.08904144819424194
ACH-000183,-0.001065248637883146
ACH-000188,0.05991477915250814
ACH-000189,-0.06458159784457196
ACH-000190,0.10672006960563163
ACH-000198,0.15516898803710358
ACH-000203,-0.3073943572534516
ACH-000204,-0.04242862695584634
ACH-000206,0.266850000485212
ACH-000207,0.15795742831893322
ACH-000208,0.1450285992330353
ACH-000210,0.06539382912732053
ACH-000211,0.012336780894571828
ACH-000215,0.03949482247583656
ACH-000221,0.050584379260445116
ACH-000222,-0.06585029073063661
ACH-000223,0.0657785427416073
ACH-000226,0.0940661689540405
ACH-000227,0.13274928556346302
ACH-000228,0.10924502941206578
ACH-000231,0.10580471957246486
ACH-000232,-0.02255340866024406
ACH-000233,0.10088545146505233
ACH-000234,0.09003504734104707
ACH-000235,0.07282668815768997
ACH-000237,0.11064946514940273
ACH-000238,0.027771824048450626
ACH-000242,-0.16134428749146487
ACH-000243,0.08026895853725881
ACH-000244,-0.1260955788203413
ACH-000246,0.08087620076258968
ACH-000248,0.04425659434347795
ACH-000250,0.021144213477593054
ACH-000251,0.02410111563454162
ACH-000252,0.15567813802703453
ACH-000253,-0.02573532595320085
ACH-000255,0.09195409823814277
ACH-000256,0.16382319244806973
ACH-000257,-0.051003173181947484
ACH-000258,-0.013372736301642648
ACH-000259,0.01289238260989914
