,ACLY (47)
ACH-000580,-0.7333243368963901
ACH-000584,-0.3533494677883056
ACH-000585,-0.35504498361358794
ACH-000588,-0.464441395160983
ACH-000589,-0.6133852891196271
ACH-000591,-0.0252291574883501
ACH-000593,-0.6847655437039158
ACH-000600,-0.25821609566296994
ACH-000601,-0.31837593781937296
ACH-000605,-0.3213632356711253
ACH-000606,-0.5912700261726538
ACH-000608,-0.4462107924501995
ACH-000614,-0.542389394529587
ACH-000616,-0.3333692414431412
ACH-000618,-0.6320536350268676
ACH-000619,-0.06584116364411717
ACH-000620,0.12265430338779652
ACH-000621,-0.15278285176290865
ACH-000622,-0.3802265823028973
ACH-000623,-0.1781198234447013
ACH-000624,-0.09214640463415363
ACH-000627,-0.6738623739724496
ACH-000630,-0.4291669241038577
ACH-000631,-0.2809991768147225
ACH-000632,-0.9218380574102556
ACH-000633,-0.5946492118800216
ACH-000637,-0.10307897587387913
ACH-000638,-0.26813329869945435
ACH-000646,-0.09172823327577982
ACH-000647,-0.165838666743317
ACH-000648,-0.478799529142806
ACH-000649,-0.4317780668957015
ACH-000651,-0.11363955721571588
ACH-000652,-0.5533042211160751
ACH-000653,-0.3188387014858097
ACH-000657,-0.19232241182955687
ACH-000658,-0.6371810664446287
ACH-000661,-0.5657050055961174
ACH-000662,-0.4039508775551264
ACH-000663,-0.4584427131138905
ACH-000665,-0.08074714422979754
ACH-000671,-0.4992820146486208
ACH-000672,-0.19562664229641796
ACH-000673,-0.25757811601482555
ACH-000676,-0.7369240991923983
ACH-000677,-0.18654735733330732
ACH-000681,-0.4428564102624795
ACH-000683,-0.3463643851406661
ACH-000684,-0.6818360225141805
ACH-000688,-0.34043118794148663
ACH-000693,-0.36156885395808064
ACH-000694,-0.4143326234123572
ACH-000695,-0.1816722662122759
ACH-000696,-0.4352849628460204
ACH-000697,-0.3378112634640633
ACH-000699,-0.163329792991269
ACH-000701,-0.31307687850226673
ACH-000706,-0.638876133917318
ACH-000711,-0.42087927835280864
ACH-000713,-0.3040504853262838
ACH-000714,-0.4799450677785925
ACH-000718,-0.16356883517048226
ACH-000720,-0.19432105422919504
ACH-000721,-0.72712862385234
ACH-000724,-0.2672691656860169
ACH-000725,-0.27087853088756403
ACH-000732,-0.2249693600965026
ACH-000734,-0.3709832161025181
ACH-000735,-0.25221427332109003
ACH-000736,-0.05540890061186
ACH-000738,-0.10769646881201553
ACH-000746,-0.5641953648280685
ACH-000747,-0.6084323685559431
ACH-000748,-0.09947643321637688
ACH-000753,-0.4775447534072347
ACH-000756,-0.32451368537406944
ACH-000757,-0.38993098965037015
ACH-000758,-0.6006283532640748
ACH-000760,-0.06398501206924795
ACH-000762,-0.736841464967777
ACH-000763,-0.5894756938688083
ACH-000764,-0.2862762239734085
ACH-000765,-0.6949573806111465
ACH-000766,-0.1955810351894963
ACH-000767,-0.7962131082535508
ACH-000768,-0.4025810343329403
ACH-000769,-0.4565371453303742
ACH-000770,-0.4835420820372156
ACH-000771,-0.1915974771003528
ACH-000773,-0.6589880355067563
ACH-000776,-0.11411113039360088
ACH-000777,-0.3465551056093549
ACH-000778,-0.3768423754592123
ACH-000781,-0.04527047235803264
ACH-000782,-0.1356553921372089
ACH-000783,-0.1674423614899477
ACH-000784,-0.494834509826924
ACH-000785,-0.14556306882164835
ACH-000787,-0.27550054442107186
ACH-000788,-0.7282100683999699
ACH-000791,-0.5551589154212548
ACH-000792,-0.4470255864267587
ACH-000794,-0.5936648826003725
ACH-000796,-0.0638049644273725
ACH-000798,-0.6363804965703167
ACH-000799,-0.2985131692984288
ACH-000800,-0.5071639800844655
ACH-000802,-0.7121119859257249
ACH-000804,-0.02638841904342675
ACH-000805,-0.5856446487281967
ACH-000809,-0.5601812646401632
ACH-000810,-0.7334317690970479
ACH-000811,-0.19915826015032945
ACH-000817,-0.3958328580774068
ACH-000819,-0.23456119710051265
ACH-000820,-0.4111050354534113
ACH-000821,-0.8073527475868799
ACH-000822,-0.24505216977829986
ACH-000823,-0.5986865018572883
ACH-000824,-0.13260815517317887
ACH-000827,-0.6308238925964484
ACH-000829,-0.4005343653143181
ACH-000831,0.023383151727073483
ACH-000832,-0.7468990749104573
ACH-000833,-0.3714562717503471
ACH-000834,-0.5686909764898996
ACH-000835,-0.5165846438507395
ACH-000836,-0.7285168270228491
ACH-000837,-0.1685000466335859
ACH-000838,-0.7270950115633003
ACH-000839,-0.1919968911250979
ACH-000840,-0.20246073614960536
ACH-000841,-0.4500598553153379
ACH-000843,-0.3996052671994457
ACH-000846,-0.31713819022495937
ACH-000847,-0.4903171308050381
ACH-000848,-0.4876310371602253
ACH-000849,-0.6195634317191069
ACH-000851,-0.4997973295375622
ACH-000855,-0.2582975061315481
ACH-000856,0.15101632471533696
ACH-000858,0.09031739799075283
ACH-000859,-0.42048230225857
ACH-000861,-0.13200315537499638
ACH-000862,-0.24665477475602196
ACH-000865,-0.4189547726048024
ACH-000866,-0.654611469391644
ACH-000867,-0.2633457895572525
ACH-000869,-0.5026551087413322
ACH-000872,-0.3097463353427521
ACH-000873,-0.2755197951313761
ACH-000876,-0.3783513503150346
ACH-000878,-0.6368458992745404
ACH-000880,-0.0764146649816683
ACH-000881,-0.4752490335315465
ACH-000882,-0.6170831521201161
ACH-000884,-0.8252143807257193
ACH-000885,0.0561457105422587
ACH-000887,-0.6787092865732036
ACH-000889,-0.645517856499067
ACH-000896,-0.3021746031209115
ACH-000898,-0.4489122140178048
ACH-000900,-0.18281166587863626
ACH-000901,-0.2484508672224931
ACH-000905,-0.28126677598376243
ACH-000906,-0.4615714501145502
ACH-000907,-0.05872277587851427
ACH-000910,-0.12792079259125688
ACH-000911,-0.3122649074052097
ACH-000912,-0.15542410471878232
ACH-000913,-0.3530394249055162
ACH-000915,-0.804333154877865
ACH-000916,-0.302255462667371
ACH-000917,-0.8957472155511295
ACH-000920,-0.3812771431724545
ACH-000921,-0.11720385043824193
ACH-000924,-0.3959570039630737
ACH-000926,-0.5756746356556274
ACH-000928,-0.27400985960999336
ACH-000929,-0.359113702992722
ACH-000932,-0.3979356183586581
ACH-000935,-0.6964329286596311
ACH-000936,-0.08309214536256537
ACH-000937,-0.6644332299342061
ACH-000938,-0.4851267151729947
ACH-000939,-0.16150672938137492
ACH-000941,-0.32652028617568457
ACH-000943,-0.12753052175295687
ACH-000946,0.07175703029123193
ACH-000947,-0.23160711154131136
ACH-000948,-0.4265456061648559
ACH-000950,-0.2348932683539386
ACH-000953,-0.640749175882489
ACH-000954,-0.05938886594084576
ACH-000957,-0.3398577591063619
ACH-000958,-0.3374622260467365
ACH-000960,-0.6701509249736721
ACH-000963,-0.4168466586219075
ACH-000968,-0.5400223682620586
ACH-000969,-0.3221208390908197
ACH-000972,-0.011852756695097706
ACH-000973,0.17695937298760672
ACH-000974,0.17212411414349527
ACH-000978,-0.2946325754956176
ACH-000984,0.02073990954464265
ACH-000986,-0.5987909778110114
ACH-000988,-0.013098037759139996
ACH-000993,-0.1756474647190752
ACH-000994,-0.10616993763396264
ACH-000996,-0.04480938541989897
ACH-001001,-0.012116244823804443
ACH-001020,-0.2003904692326159
ACH-001028,-0.4281832039868851
ACH-001031,0.014719129495402728
ACH-001038,-0.28339009930520265
ACH-001048,-0.3825835829184788
ACH-001050,-0.18112057439948706
ACH-001053,-0.2303997268972137
ACH-001054,-0.3076464819435159
ACH-001061,-0.4823995715297638
ACH-001067,-0.5073248150242237
ACH-001075,-0.13426795034274716
ACH-001096,-0.552373278107183
ACH-001111,-0.4198758786189024
ACH-001119,-0.5438942043460925
ACH-001128,-0.39964855246419534
ACH-001134,-0.32121639618796555
ACH-001151,-0.739610152022408
ACH-001163,-0.5492206042038456
ACH-001164,-0.4429443344484651
ACH-001183,-0.07222498036412545
ACH-001192,-0.6858787012147809
ACH-001193,-0.6427913398905813
ACH-001196,-0.4509931953600216
ACH-001197,-0.42032588281760025
ACH-001205,-0.1924508137527398
ACH-001211,-0.4103858290243629
ACH-001212,-0.13869399597852675
ACH-001228,-0.2537811538155034
ACH-001232,-0.08412198342499852
ACH-001239,-0.6600072215688283
ACH-001270,-0.2726245621411373
ACH-001274,-0.1460627211590244
ACH-001275,-0.3764451418711491
ACH-001277,-0.4424013680781039
ACH-001278,-0.08361824952220298
ACH-001280,-0.3343482666708221
ACH-001283,-0.2375179397640215
ACH-001289,-0.4445363234055595
ACH-001300,-0.11661008636864535
ACH-001301,-0.23739222348753602
ACH-001302,-0.610470889536011
ACH-001306,-0.33931664688221186
ACH-001318,-0.2179370995131561
ACH-001322,-0.4763758981067057
ACH-001328,-0.2008568266712856
ACH-001332,-0.7548273589614183
ACH-001336,-0.2925195511689856
ACH-001346,-0.30027600562341494
ACH-001353,-0.6301423536005836
ACH-001354,-0.23589805877281
ACH-001367,-0.5824992490379213
ACH-001368,-0.2616494838697646
ACH-001374,-0.2898363740735224
ACH-001377,0.021221477622551912
ACH-001380,0.1391276661829159
ACH-001391,-0.10696399647919616
ACH-001408,-0.1713276201464625
ACH-001430,-0.20822152785744966
ACH-001431,-0.4516811914261506
ACH-001450,-0.8110615798942052
ACH-001496,-0.7253002368846733
ACH-001500,-0.7745252730717883
ACH-001523,-0.4243734840715834
ACH-001532,-0.2707403115805485
ACH-001550,-0.4667457260069077
ACH-001552,-0.3594452416775128
ACH-001554,-0.5639504148219221
ACH-001654,-0.19181902780685195
ACH-001735,-0.5194739401308051
ACH-001736,-0.5681681578850387
ACH-001737,0.2602763764468973
ACH-001740,-0.6717316215038376
ACH-001745,-0.7000454954478135
ACH-001765,-0.34075509240493423
