,TXNDC17 (84817)
ACH-000004,-0.1994131303617092
ACH-000005,-0.3133557377704269
ACH-000007,-0.24278498498606735
ACH-000009,-0.3600530149872037
ACH-000011,-0.21876552897216686
ACH-000012,-0.383644814168729
ACH-000013,-0.2543048360321519
ACH-000014,-0.20061548641177476
ACH-000015,-0.4600636433002366
ACH-000017,-0.14907432690911898
ACH-000018,-0.2105583267611287
ACH-000019,-0.111584603286824
ACH-000021,-0.1859335139193389
ACH-000022,-0.16349484642761675
ACH-000025,-0.4396941796297163
ACH-000028,-0.3552981437412233
ACH-000030,-0.2573618763437558
ACH-000035,-0.1653088531743895
ACH-000036,-0.34751745466039635
ACH-000037,-0.3106011979781885
ACH-000039,-0.4731980691387341
ACH-000040,-0.402927179402535
ACH-000041,-0.3589950964409962
ACH-000042,-0.1684562487232186
ACH-000045,-0.29205702738216355
ACH-000047,-0.19332082723410804
ACH-000052,-0.6110566477834435
ACH-000053,-0.4866802758366139
ACH-000054,-0.3210105564147675
ACH-000055,-0.2837101047621452
ACH-000060,-0.2256317449799084
ACH-000067,-0.384936098174745
ACH-000070,-0.17537251446828264
ACH-000075,-0.3928837900296343
ACH-000078,-0.3129288286274606
ACH-000082,-0.2019771955456436
ACH-000085,-0.2775669557675671
ACH-000086,-0.4349014679924175
ACH-000087,-0.3823189293849635
ACH-000092,-0.02906196393219052
ACH-000095,-0.1467011681243395
ACH-000097,-0.2764593472590422
ACH-000098,-0.1069692213690486
ACH-000099,-0.2283819848012621
ACH-000108,-0.1835580752693549
ACH-000113,-0.23823637885601245
ACH-000116,-0.4742989472238056
ACH-000118,-0.16043130677492073
ACH-000120,-0.3837300993705
ACH-000123,-0.27671971767343634
ACH-000127,-0.4944576767861201
ACH-000128,-0.16923229947309934
ACH-000132,-0.20556724184159347
ACH-000133,-0.5788434950801846
ACH-000137,-0.17496821446301775
ACH-000138,-0.2396451721727544
ACH-000142,-0.06640149241032953
ACH-000143,-0.1260747669128509
ACH-000146,-0.21275745578818775
ACH-000148,-0.40316294835595945
ACH-000150,-0.20937521980783733
ACH-000152,-0.3663569903872718
ACH-000153,-0.22524766802571825
ACH-000159,-0.24874131941302266
ACH-000160,-0.2538940264399225
ACH-000163,-0.4536669584211239
ACH-000167,-0.3860368973494253
ACH-000168,-0.21553524669724208
ACH-000169,-0.1576424981576872
ACH-000178,-0.2896631129220552
ACH-000183,-0.007331450391463288
ACH-000188,-0.3585985671744097
ACH-000189,0.026134735136746776
ACH-000190,-0.4567406342482169
ACH-000198,-0.02761155014893516
ACH-000203,0.09766965239337744
ACH-000204,-0.282373557286247
ACH-000206,-0.2076730258298623
ACH-000207,-0.13855760822509047
ACH-000208,-0.4614491076511779
ACH-000210,-0.4371015051555365
ACH-000211,-0.3674827988025385
ACH-000215,-0.1338389812620272
ACH-000221,-0.8096684575775769
ACH-000222,-0.21657670018471525
ACH-000223,-0.2131693717855696
ACH-000226,-0.44898347005329997
ACH-000227,-0.1880783207611912
ACH-000228,-0.31367700540098303
ACH-000231,-0.20838610467760765
ACH-000232,-0.06987131385064523
ACH-000233,-0.17889609245455762
ACH-000234,-0.17683545342939894
ACH-000235,-0.052773328453825916
ACH-000237,-0.20794252156729096
ACH-000238,-0.2384029989380571
ACH-000242,-0.11998149188170044
ACH-000243,-0.3920031112047729
ACH-000244,-0.3823559438478658
ACH-000246,-0.1858105364314063
ACH-000248,-0.08039323814276507
ACH-000250,-0.3688370461294794
ACH-000251,-0.2897226598821926
ACH-000252,-0.4001365094203342
ACH-000253,-0.1426628809054578
ACH-000255,-0.7131392045097863
ACH-000256,-0.4951263487771898
ACH-000257,-0.22051253428556628
ACH-000258,-0.2901592671535457
ACH-000259,-0.20130874235173454
ACH-000260,-0.5864674934058008
ACH-000261,-0.5430010308174417
ACH-000262,-0.3291186266584874
ACH-000263,-0.09138919616680956
ACH-000264,-0.34066142213982725
ACH-000265,-0.2737260188820559
ACH-000266,-0.12190461470903102
ACH-000272,-0.23844550004255466
ACH-000274,-0.22501189330120352
ACH-000277,-0.1941735482028916
ACH-000278,-0.3131746528843375
ACH-000279,-0.5093012841410505
ACH-000280,-0.11647166999527445
ACH-000281,0.033341846901893984
ACH-000288,-0.4019419519506719
ACH-000291,-0.21562215426727235
ACH-000293,-0.2715637607980201
ACH-000294,-0.1549182579472205
ACH-000295,-0.1424406153199667
ACH-000296,-0.2171875838629675
ACH-000302,-0.1820682373404591
ACH-000304,-0.2929246429265396
ACH-000307,-0.16129713102509788
ACH-000308,-0.2283142612849531
ACH-000310,-0.05171648931110121
ACH-000311,-0.23969271861296426
ACH-000312,-0.10595062295457276
ACH-000315,-0.12609646118587858
ACH-000316,-0.6848030440441149
ACH-000317,-0.16845412173678087
ACH-000318,-0.09976969737676332
ACH-000319,-0.28543505066169844
ACH-000320,-0.06661496826271587
ACH-000322,-0.4493435432753766
ACH-000323,-0.5150859005495584
ACH-000324,-0.2162955392374579
ACH-000329,-0.12070549687867943
ACH-000330,-0.301518377791837
ACH-000331,-0.4848428899271886
ACH-000332,-0.1596488606115535
ACH-000334,-0.23658851840779915
ACH-000335,-0.5262892063720053
ACH-000336,-0.12485492055128827
ACH-000337,-0.22395980157868745
ACH-000338,-0.003248177406067287
ACH-000339,-0.2855282190978182
ACH-000341,-0.24512904500280314
ACH-000348,-0.10415728429573193
