,ARMS2 (387715)
ACH-000004,0.12044086117867987
ACH-000005,0.0938791202441978
ACH-000007,0.0675337566750407
ACH-000009,0.05456825430312072
ACH-000011,0.02793130780535195
ACH-000012,0.14535496422465627
ACH-000013,0.1268618616280105
ACH-000014,0.20947505213479328
ACH-000015,0.0303526133888366
ACH-000017,-0.03830016262765611
ACH-000018,0.33999282549884297
ACH-000019,0.03025156887808209
ACH-000021,0.12324621691277095
ACH-000022,-0.03785120153157539
ACH-000025,0.11895748210582935
ACH-000028,0.2313957029840929
ACH-000030,0.010565407533732042
ACH-000035,0.06766369270178878
ACH-000036,0.10589623998572276
ACH-000037,0.06796916508705286
ACH-000039,0.14668289214845273
ACH-000040,0.10902642005342207
ACH-000041,-0.001864016805181929
ACH-000042,-0.05781429997641021
ACH-000045,0.2458824244042477
ACH-000047,0.16948111201142446
ACH-000052,0.03192062507923045
ACH-000053,0.06994734799305505
ACH-000054,-0.009649747881754609
ACH-000055,0.12116492890848958
ACH-000060,0.03986101511161522
ACH-000067,0.16848067351606627
ACH-000070,-0.038811872298507896
ACH-000075,-0.014049894146935443
ACH-000078,0.12096968515605755
ACH-000082,0.07527768382187122
ACH-000085,0.15516528427043064
ACH-000086,0.06801924359487034
ACH-000087,0.048748999446794936
ACH-000092,0.06775258475399988
ACH-000095,0.051803694598180364
ACH-000097,0.05312011423449404
ACH-000098,0.06275651840895229
ACH-000099,0.026046803390031563
ACH-000108,0.024303882549002214
ACH-000113,0.11781162873891556
ACH-000116,0.005340372963295411
ACH-000118,0.06224698768269784
ACH-000120,0.17410682032845254
ACH-000123,0.09755669054182363
ACH-000127,0.0920400140814112
ACH-000128,0.1267050554691707
ACH-000132,0.01719036485029765
ACH-000133,0.14880839427912615
ACH-000137,-0.0712768988522997
ACH-000138,0.08261009484933096
ACH-000142,-0.1391375829381339
ACH-000143,0.02825004368166653
ACH-000146,0.10775322952668938
ACH-000148,0.041294133553594514
ACH-000150,0.01664905047208537
ACH-000152,0.059050270712765175
ACH-000153,0.14065104026180744
ACH-000159,0.02324656222747496
ACH-000160,0.13426850938348905
ACH-000163,0.13065276193870373
ACH-000167,-0.2632008480823909
ACH-000168,-0.028363581512091077
ACH-000169,-0.1245981229196958
ACH-000178,0.04776961403282472
ACH-000183,0.01123189894077796
ACH-000188,-0.027649778910194742
ACH-000189,0.07937463909975839
ACH-000190,0.09962768145280117
ACH-000198,0.1163828666145133
ACH-000203,0.1330758734469134
ACH-000204,-0.0687310117377143
ACH-000206,-0.1373681198140527
ACH-000207,0.13844079478507845
ACH-000208,0.17588480493083905
ACH-000210,-0.032699437886502015
ACH-000211,0.06136366973181107
ACH-000215,0.14641452230012209
ACH-000221,0.1090417480535955
