,CHMP5 (51510)
ACH-000004,-1.053617835862736
ACH-000005,-0.9915188115708584
ACH-000007,-0.7674464358386422
ACH-000009,-0.5943014767914607
ACH-000011,-0.9331190968038038
ACH-000012,-0.95305828147147
ACH-000013,-0.5693488412709327
ACH-000014,-0.7485869394254608
ACH-000015,-0.9821936130918636
ACH-000017,-0.936879671034953
ACH-000018,-0.8525282387355052
ACH-000019,-0.6275658904898126
ACH-000021,-0.8394638831945511
ACH-000022,-0.7772024031924083
ACH-000025,-0.8905475018863255
ACH-000028,-0.8922903311051238
ACH-000030,-0.7798116441912718
ACH-000035,-0.5520209001181351
ACH-000036,-1.0679704469584979
ACH-000037,-0.8092466529338828
ACH-000039,-0.8044100969291732
ACH-000040,-0.7150295478111938
ACH-000041,-0.9341609968638264
ACH-000042,-0.8766279901324489
ACH-000045,-1.0540024159155217
ACH-000047,-0.8869957825645627
ACH-000052,-0.8841295165556396
ACH-000053,-1.179063525724262
ACH-000054,-0.9735018921159232
ACH-000055,-0.30609393405568713
ACH-000060,-0.8081839336351281
ACH-000067,-1.1309857980101277
ACH-000070,-0.5675473589828111
ACH-000075,-0.6445508569889138
ACH-000078,-0.6991327563050799
ACH-000082,-1.210216536019733
ACH-000085,-1.2826166827815886
ACH-000086,-0.7964701621118635
ACH-000087,-0.9432857426047588
ACH-000092,-1.1663826203111107
ACH-000095,-0.4765525055680342
ACH-000097,-1.2838991047997224
ACH-000098,-0.5931718307787845
ACH-000099,-0.6110694855059428
ACH-000108,-1.0922299484359153
ACH-000113,-1.0024473603373134
ACH-000116,-0.7840101207100781
ACH-000118,-1.0553885144241233
ACH-000120,-0.6533444191995994
ACH-000123,-0.9183654017514074
ACH-000127,-1.2756344911624529
ACH-000128,-0.3736107342291287
ACH-000132,-0.6738226923324583
ACH-000133,-0.8560632107612786
ACH-000137,-1.0269848689123835
ACH-000138,-1.1585657324131022
ACH-000142,-0.8612081512113778
ACH-000143,-1.1673149995751069
ACH-000146,-1.1371835968069508
ACH-000148,-1.1326797718416233
ACH-000150,-1.0285609273883636
ACH-000152,-0.962915773805356
ACH-000153,-0.7606627343084342
ACH-000159,-1.0595773440725378
ACH-000160,-1.0353287350438332
ACH-000163,-1.325826304933812
ACH-000167,-1.3988796902599299
ACH-000168,-0.9773947296995358
ACH-000169,-1.0380973925296837
ACH-000178,-1.0448936560867346
ACH-000183,-1.04922021410001
ACH-000188,-1.0141843518708158
ACH-000189,-0.6318792360700539
ACH-000190,-0.4492718908366141
ACH-000198,-1.0359645575072554
ACH-000203,-1.0971183804869034
ACH-000204,-0.6840765532905083
ACH-000206,-1.1921282425876285
ACH-000207,-1.0491866461510513
ACH-000208,-0.9812866996410704
ACH-000210,-1.0154870446379831
ACH-000211,-0.7510358159223607
ACH-000215,-1.0603545033905102
ACH-000221,-0.6955680876013122
ACH-000222,-0.3687149283902582
ACH-000223,-1.1164299607564552
ACH-000226,-1.0872835246852448
ACH-000227,-0.751824922138446
ACH-000228,-0.9196328657519284
ACH-000231,-0.6621762214968009
ACH-000232,-0.7023372957784079
ACH-000233,-1.2291831102558453
ACH-000234,-0.9440507561752886
ACH-000235,-0.7623856496003136
ACH-000237,-1.223156156393658
ACH-000238,-1.0160700898802901
ACH-000242,-1.0380295537948503
ACH-000243,-1.1218620214057484
ACH-000244,-0.9969046495007514
ACH-000246,-0.8747979740025267
ACH-000248,-0.5802561333627234
ACH-000250,-0.5670374057955021
ACH-000251,-1.4502817535991899
ACH-000252,-0.9294106218568968
ACH-000253,-0.8305109928965193
ACH-000255,-1.0714181710270592
ACH-000256,-0.9506375457164694
ACH-000257,-0.7481300396885908
ACH-000258,-0.6841990535710861
ACH-000259,-1.0539598373955323
ACH-000260,-1.102674662602874
ACH-000261,-0.6420059295701152
ACH-000262,-1.0772364107048766
ACH-000263,-1.0968594639549574
ACH-000264,-1.166644433148871
ACH-000265,-0.6684129115509365
ACH-000266,-0.9444404983720716
ACH-000272,-1.1098065939859856
ACH-000274,-0.4921170471162657
ACH-000277,-0.8556321121678586
ACH-000278,-1.1801366149037311
ACH-000279,-0.5054493368927281
ACH-000280,-0.9127921738561012
ACH-000281,-0.6734989323945656
ACH-000288,-0.8066611668417961
ACH-000291,-0.7310609609360054
ACH-000293,-0.9463708849867504
ACH-000294,-1.1102368311290092
ACH-000295,-1.110603106738429
ACH-000296,-0.6830799288847952
ACH-000302,-0.9362392487091208
ACH-000304,-0.9000058690747011
ACH-000307,-1.2324864769370645
ACH-000308,-1.0952621947714298
ACH-000310,-0.6133875015485369
ACH-000311,-1.046626188946794
ACH-000312,-0.3888339600688932
ACH-000315,-0.5851296880345799
ACH-000316,-1.3543913925083275
ACH-000317,-1.258301710178563
ACH-000318,-0.7661524994813301
ACH-000319,-0.7901353150565936
ACH-000320,-1.317084057370865
ACH-000322,-1.183133125415858
ACH-000323,-1.1430875989534957
ACH-000324,-1.1091980708269868
ACH-000329,-0.5882150726976111
ACH-000330,-0.7126139689013621
ACH-000331,-1.2508271131735071
ACH-000332,-1.0374049825649116
ACH-000334,-1.1339381621788154
ACH-000335,-0.800916195419691
ACH-000336,-0.7582315259640656
ACH-000337,-0.9501553085469928
ACH-000338,-0.6899666876980661
ACH-000339,-0.8786707005089845
ACH-000341,-0.3988783497258222
ACH-000348,-1.2195678939498469
ACH-000350,-0.5016399515955909
ACH-000352,-0.9934947745037334
ACH-000356,-0.8018083596039652
ACH-000361,-0.7220037727699725
ACH-000362,-1.2053884135519972
ACH-000363,-1.0438914078845332
ACH-000364,-1.0038571111662766
ACH-000365,-1.1658897622222464
ACH-000366,-0.7143296821048649
ACH-000368,-0.8679909224854797
ACH-000374,-0.9790200975731196
ACH-000375,-0.9509179020782804
ACH-000376,-1.005823450495764
ACH-000381,-0.8243631314708612
ACH-000383,-0.8877352375324833
ACH-000387,-1.117572713165039
ACH-000389,-0.8352963963696175
ACH-000390,-0.5668048193394349
ACH-000393,-0.9608953477499406
ACH-000395,-0.8530226157265827
ACH-000396,-1.2295007047478086
ACH-000397,-1.24160020024787
ACH-000401,-1.270049791335427
ACH-000402,-0.8030792884199773
ACH-000403,-0.8743655301854056
ACH-000404,-1.0767689434958962
ACH-000406,-0.9989032512407346
ACH-000407,-0.8850985215611461
ACH-000408,-1.0369444258274931
ACH-000410,-0.9267880620296564
ACH-000411,-1.2273772443200002
ACH-000414,-1.2440004412213472
ACH-000415,-0.8651136918757985
ACH-000416,-1.0911330237791328
ACH-000420,-1.1184916853155964
ACH-000421,-0.9614983636225344
ACH-000424,-0.3612168685877989
ACH-000425,-1.3463260109235964
ACH-000426,-1.4850362229438263
ACH-000427,-0.5784923104419141
ACH-000433,-0.8292839096007399
ACH-000435,-0.8447046093854493
ACH-000436,-0.745515857284587
ACH-000444,-0.9486663220954018
ACH-000445,-0.5849142315460751
ACH-000448,-0.8669382864653051
ACH-000450,-1.4008102241897051
ACH-000452,-1.2481072624419918
ACH-000454,-1.1047492341008145
ACH-000458,-0.9483091930430474
ACH-000459,-1.956715266850251
ACH-000460,-0.9391855602152764
ACH-000461,-0.4548606951733542
ACH-000463,-1.1706027625291495
ACH-000464,-1.0278656514324152
ACH-000466,-1.1040419778836943
ACH-000467,-0.7700417687091315
ACH-000468,-0.7594051775906436
ACH-000469,-0.7596281719368106
ACH-000470,-1.1139689295063708
ACH-000471,-1.0827694793770255
ACH-000472,-0.8865354159012636
ACH-000473,-1.0539116561764614
ACH-000475,-1.0249295999104029
ACH-000476,-1.1500379873871898
ACH-000477,-0.9276342254241392
ACH-000479,-1.0408467945574562
ACH-000480,-1.0167598003630118
ACH-000481,-0.8983746654289507
ACH-000483,-0.6059157706153571
ACH-000484,-0.9600375749879418
ACH-000485,-0.8240400416541895
ACH-000486,-0.8249399229432135
ACH-000487,-0.4313754287488656
ACH-000488,-0.9904490436332656
ACH-000490,-1.1576768320329724
ACH-000491,-0.9974160965022548
ACH-000495,-1.0321051816015596
ACH-000496,-1.1993554489687759
ACH-000499,-0.6596228591219229
ACH-000500,-0.9732025889424843
ACH-000502,-0.4384008458990463
ACH-000503,-1.1552254453724045
ACH-000505,-0.6161293900078854
ACH-000507,-0.8809189733037769
ACH-000510,-0.6556695080480536
ACH-000511,-0.975098679087658
ACH-000512,-1.0786140357949965
ACH-000516,-0.7474158863664415
ACH-000517,-1.0029877805278364
ACH-000518,-1.0790678269633758
ACH-000520,-0.9657459559750471
ACH-000521,-1.0494956312876529
ACH-000522,-0.6297875729214676
ACH-000524,-0.8934470991753409
ACH-000527,-1.0094113817814625
ACH-000528,-0.6297735367197338
ACH-000537,-0.9601619862953296
ACH-000541,-1.0482020003055317
ACH-000542,-0.9434974084826028
ACH-000544,-1.0739201518015005
ACH-000545,-0.8564230000837394
ACH-000547,-0.8557918391040858
ACH-000548,-1.0240466704017934
ACH-000549,-0.7681140848606881
ACH-000550,-0.7946885161400313
ACH-000552,-0.6587347115688972
ACH-000556,-0.960868869914587
ACH-000557,-0.7050391281239818
ACH-000569,-0.6993812481734246
ACH-000570,-0.6749998217876853
ACH-000571,-1.0496315817798714
ACH-000573,-1.104279823315116
ACH-000576,-0.7434199294643808
ACH-000579,-1.0661149611787448
ACH-000580,-0.7501152793422927
ACH-000584,-0.9110577555296242
ACH-000585,-1.1227648149302834
ACH-000588,-1.0084452472027017
ACH-000589,-1.1322576629642658
ACH-000591,-1.0901411290291891
ACH-000593,-0.7738511151515611
ACH-000600,-0.8054684926043141
ACH-000601,-1.083728879013395
ACH-000605,-0.6693687180783281
ACH-000606,-0.9145168013964026
ACH-000608,-0.6610420152627668
ACH-000614,-0.9926545280660404
ACH-000616,-0.8803985556258956
ACH-000618,-0.7645386120606005
ACH-000619,-1.1489096413821722
ACH-000620,-0.9084788491381324
ACH-000621,-0.7598970460969015
ACH-000622,-0.6565882898073699
ACH-000623,-0.7635855586761664
ACH-000624,-1.1371590991855474
ACH-000627,-0.4773445255867084
ACH-000630,-1.1636225373137723
ACH-000631,-1.1746889720423503
ACH-000632,-0.8893456087607572
ACH-000633,-0.9642993974430338
ACH-000637,-0.9795809091512221
ACH-000638,-1.022752179601851
ACH-000646,-1.0827400320313905
ACH-000647,-0.7344503581373231
ACH-000648,-1.8242099447573263
ACH-000649,-1.147793219351185
ACH-000651,-0.6128229254174347
ACH-000652,-0.8858111731302332
ACH-000653,-1.3174195132903659
ACH-000657,-0.9748112179773
ACH-000658,-1.0031423349006106
ACH-000661,-1.1322943801598468
ACH-000662,-0.8940444221312688
ACH-000663,-0.7318354870936468
ACH-000665,-0.8834492319654529
ACH-000671,-0.7563377276991169
ACH-000672,-1.2821085859751336
ACH-000673,-0.9007271314542372
ACH-000676,-1.036237061269022
ACH-000677,-0.4846699926477674
ACH-000681,-0.8710294680286166
ACH-000683,-0.9372592786998007
ACH-000684,-1.1959543945266309
ACH-000688,-1.5242671967131178
ACH-000693,-0.9641849751467862
ACH-000694,-1.061768642192208
ACH-000695,-0.7873996182104681
ACH-000696,-1.0502518164259809
ACH-000697,-1.3182683708396232
ACH-000699,-1.1506174324827187
ACH-000701,-0.7989392182801456
ACH-000706,-0.9758620105955904
ACH-000711,-0.9024672304861556
ACH-000713,-0.9321136632599984
ACH-000714,-1.0019438012443502
ACH-000718,-1.1696095366596777
ACH-000720,-1.051782919716909
ACH-000721,-0.7771598277560415
ACH-000724,-0.6884259147426793
ACH-000725,-0.4210667015747068
ACH-000732,-0.9692584251094576
ACH-000734,-1.083187418045207
ACH-000735,-0.9468931957769234
ACH-000736,-0.6479698754129161
ACH-000738,-0.9788324036705628
ACH-000746,-0.6964520124285932
ACH-000747,-1.0777490372367673
ACH-000748,-0.8640782939471651
ACH-000753,-0.9661493672117172
ACH-000756,-0.6303961731910589
ACH-000757,-0.5752726640303103
ACH-000758,-0.87292396316285
ACH-000760,-0.8184837741474976
ACH-000762,-1.1664714983083508
ACH-000763,-1.476000471705209
ACH-000764,-0.9754839849476796
ACH-000765,-1.15804385421584
ACH-000766,-1.2093214743357137
ACH-000767,-0.8471098841138565
ACH-000768,-1.1332360115197253
ACH-000769,-0.8384851329836873
ACH-000770,-1.034940888169755
ACH-000771,-1.1338342187898176
ACH-000773,-0.856195797815855
ACH-000776,-0.7384007383413008
ACH-000777,-0.7415624765459201
ACH-000778,-0.5693171049976017
ACH-000781,-1.1492891438233177
ACH-000782,-0.9795794962824074
ACH-000783,-0.8197319552595042
ACH-000784,-0.9027532380734432
ACH-000785,-0.6143399844615639
ACH-000787,-0.7505312583560542
ACH-000788,-0.924663257618956
ACH-000791,-1.0399426287500502
ACH-000792,-1.0890050239836733
ACH-000794,-0.9815373314665218
ACH-000796,-1.1178461496508778
ACH-000798,-1.288710028813475
ACH-000799,-1.2430164986637429
ACH-000800,-0.9119950120774524
ACH-000802,-0.8326149111626703
ACH-000804,-1.020356324322793
ACH-000805,-0.7637388794992434
ACH-000809,-0.832370765788403
ACH-000810,-1.182502093074312
ACH-000811,-0.7796310406989507
ACH-000817,-0.9946548969448848
ACH-000819,-1.0947738232022952
ACH-000820,-1.3686029481888822
ACH-000821,-0.7176437455097049
ACH-000822,-0.9986832863065568
ACH-000823,-0.7742362066483491
ACH-000824,-1.084265033139131
ACH-000827,-0.9343700540125148
ACH-000829,-0.8396043998400259
ACH-000831,-0.8744311532846426
ACH-000832,-0.8827408409570383
ACH-000833,-0.5546017643124671
ACH-000834,-1.3072725790520694
ACH-000835,-1.0378593419738418
ACH-000836,-1.1045514800586806
ACH-000837,-0.9424195909474492
ACH-000838,-1.143066024368573
ACH-000839,-0.8709202339929611
ACH-000840,-1.349714746948172
ACH-000841,-0.9186125645135084
ACH-000843,-1.0279498512742258
ACH-000846,-0.943082651117604
ACH-000847,-0.7438344269035991
ACH-000848,-0.9930914308185296
ACH-000849,-0.30909014103627197
ACH-000851,-0.9311562978378672
ACH-000855,-1.3613522720431728
ACH-000856,-0.9933088671267394
