,RTF1 (23168)
ACH-000004,-0.3830433207454215
ACH-000005,-0.7872873840141063
ACH-000007,-0.3732412876120492
ACH-000009,-0.5966780293153217
ACH-000011,-0.5509223242104009
ACH-000012,-0.5571749128031595
ACH-000013,-0.5580087714323984
ACH-000014,-0.5087490715235765
ACH-000015,-0.5006386075058891
ACH-000017,-0.7358814601354526
ACH-000018,-0.5266842607260481
ACH-000019,-0.4269563941107189
ACH-000021,-0.6730742423928194
ACH-000022,-0.5424118441369303
ACH-000025,-0.680550221761411
ACH-000028,-0.3947725514443248
ACH-000030,-0.6370971391353089
ACH-000035,-0.5835649228844748
ACH-000036,-0.5018836619806398
ACH-000037,-0.5380297344359324
ACH-000039,-0.5514932264592249
ACH-000040,-0.3800589399282672
ACH-000041,-0.5669595753524641
ACH-000042,-0.5127834905719264
ACH-000045,-0.5141849529212619
ACH-000047,-0.6166338053798082
ACH-000052,-0.4807496168030699
ACH-000053,-0.6226065391847931
ACH-000054,-0.4773250827917265
ACH-000055,-0.6251031893121198
ACH-000060,-0.6015263208619324
ACH-000067,-0.4676484355494216
ACH-000070,-0.4476867688091888
ACH-000075,-0.6210025266908434
ACH-000078,-0.3395721994964729
ACH-000082,-0.6569563530393845
ACH-000085,-0.4047276182458437
ACH-000086,-0.5230735538036155
ACH-000087,-0.6379825935997185
ACH-000092,-0.522487131485641
ACH-000095,-0.4968339682830586
ACH-000097,-0.4578944247699106
ACH-000098,-0.3046798208268936
ACH-000099,-0.3431271985083405
ACH-000108,-0.545555397806673
ACH-000113,-0.3720539687823152
ACH-000116,-0.6358296013919268
ACH-000118,-0.5926600247324766
ACH-000120,-0.6880468554097917
ACH-000123,-0.5373730938526052
ACH-000127,-0.5097578287401654
ACH-000128,-0.6546953773377754
ACH-000132,-0.8083321465065664
ACH-000133,-0.6222095881910852
ACH-000137,-0.456003797675747
ACH-000138,-0.4909693308223886
ACH-000142,-0.4478982429700505
ACH-000143,-0.7319157314883591
ACH-000146,-0.6535658119479876
ACH-000148,-0.5990332059829812
ACH-000150,-0.4966587937090296
ACH-000152,-0.6584491261969235
ACH-000153,-0.4946698955028805
ACH-000159,-0.5535828812829194
ACH-000160,-0.6311886529194789
ACH-000163,-0.6335917354918703
ACH-000167,-0.6265039961055598
ACH-000168,-0.6491470776668113
ACH-000169,-0.6200571315412639
ACH-000178,-0.4130847624411813
ACH-000183,-0.5195106412722561
ACH-000188,-0.471295545183032
ACH-000189,-0.4666367377938282
ACH-000190,-0.6640182368744012
ACH-000198,-0.6443147352792326
ACH-000203,-0.6315987203758823
ACH-000204,-0.5603065215895625
ACH-000206,-0.6762495412438059
ACH-000207,-0.5181146453780058
ACH-000208,-0.7158975931749246
ACH-000210,-0.4849534129372912
ACH-000211,-0.4377213132866699
ACH-000215,-0.3882989137377856
ACH-000221,-0.5356410795095208
ACH-000222,-0.7234446763076074
ACH-000223,-0.7683020486067321
ACH-000226,-0.5183327104019051
ACH-000227,-0.5700932883252019
ACH-000228,-0.5137081600885464
ACH-000231,-0.5467219583647106
ACH-000232,-0.463503279551687
ACH-000233,-0.8100170734979311
ACH-000234,-0.7091060444843555
ACH-000235,-0.5402165704422979
ACH-000237,-0.4545623096130961
ACH-000238,-0.669800470715462
ACH-000242,-0.6445134131461201
ACH-000243,-0.5374437990050144
ACH-000244,-0.26069451667463445
ACH-000246,-0.5131465695327324
ACH-000248,-0.4180921822979
ACH-000250,-0.5730517050503768
ACH-000251,-0.7916506453534158
ACH-000252,-0.5224132203654989
ACH-000253,-0.6350934949810795
ACH-000255,-0.6530274369532493
ACH-000256,-0.6519997771289987
ACH-000257,-0.5386894407438138
ACH-000258,-0.4043533126365884
ACH-000259,-0.6328596115975005
ACH-000260,-0.5406287909864785
ACH-000261,-0.6555091543624701
ACH-000262,-0.4647155014379185
ACH-000263,-0.4672302300051517
ACH-000264,-0.476983206384459
ACH-000265,-0.4767595645750643
ACH-000266,-0.6721816038694645
ACH-000272,-0.5842137111094351
ACH-000274,-0.5376280994847501
ACH-000277,-0.6178018047791308
ACH-000278,-0.5915052592460738
ACH-000279,-0.44236008188853704
ACH-000280,-0.3878009932769155
ACH-000281,-0.3146771641205294
ACH-000288,-0.4667662477676564
ACH-000291,-0.6442589578865906
ACH-000293,-0.8028771851568894
ACH-000294,-0.6851740330671452
ACH-000295,-0.3448972598531532
ACH-000296,-0.5198615785520756
ACH-000302,-0.6714304435140533
ACH-000304,-0.2803965518464794
ACH-000307,-0.6005040979988114
ACH-000308,-0.5424301691066685
ACH-000310,-0.4769843332689549
ACH-000311,-0.491677690568294
ACH-000312,-0.5086653212264658
ACH-000315,-0.7849979443839449
ACH-000316,-0.1909297682804152
ACH-000317,-0.2821427502306939
ACH-000318,-0.4595519184777969
ACH-000319,-0.7434469763941197
ACH-000320,-0.28370400754481784
ACH-000322,-0.390109347016045
ACH-000323,-0.4837414648175501
ACH-000324,-0.4973989547695666
ACH-000329,-0.3993545857610636
ACH-000330,-0.2074853768479744
ACH-000331,-0.5607147262568223
ACH-000332,-0.4763469912609725
ACH-000334,-0.5110413973622413
ACH-000335,-0.5125380978300371
ACH-000336,-0.325971336073831
ACH-000337,-0.40204387390991797
ACH-000338,0.18570355516578535
ACH-000339,-0.5380491460963525
ACH-000341,-0.4982787370983133
ACH-000348,-0.5560388632362816
ACH-000350,-0.5834518877217455
ACH-000352,-0.7821481960361618
ACH-000356,-0.5479316083714524
ACH-000361,-0.5250110390799523
ACH-000362,-0.6762346074591505
ACH-000363,-0.6081408315328973
ACH-000364,-0.58757201991018
ACH-000365,-0.5311740017573452
ACH-000366,-0.4083037612141072
ACH-000368,-0.6664274941261072
ACH-000374,-0.5741969908774881
ACH-000375,-0.6292120116510991
ACH-000376,-0.5645454567616619
ACH-000381,-0.5564514327703498
ACH-000383,-0.5071102169381013
ACH-000387,-0.6018015512217879
ACH-000389,-0.5589467257983257
ACH-000390,-0.4142130806402823
ACH-000393,-0.6549588090754883
ACH-000395,-0.2406282049592973
ACH-000396,-0.5212780189577888
ACH-000397,-0.6477737152008397
ACH-000401,-0.3224494049807206
ACH-000402,-0.5696274047065603
ACH-000403,-0.5569164623356078
ACH-000404,-0.6970331328651701
ACH-000406,-0.42047413452396704
ACH-000407,-0.5909960921614916
ACH-000408,-0.5392553984394504
ACH-000410,-0.6186349749688986
ACH-000411,-0.52546184261073
ACH-000414,-0.5479811145199104
ACH-000415,-0.545184401607004
ACH-000416,-0.659046663620792
ACH-000420,-0.6197985968261475
ACH-000421,-0.7096772809046175
ACH-000424,-0.6046890336306022
ACH-000425,-0.5146793595677639
ACH-000426,-0.6863206629922279
ACH-000427,-0.4949457374398223
ACH-000433,-0.5824950323334414
ACH-000435,-0.6074518660101532
ACH-000436,-0.5502670356889683
ACH-000444,-0.5373866591161517
ACH-000445,-0.8744848034674647
ACH-000448,-0.6384406820312837
ACH-000450,-0.4162900322110733
ACH-000452,-0.5572835013010782
ACH-000454,-0.7797677061487394
ACH-000458,-0.4892903943555568
ACH-000459,-0.7256557630854518
ACH-000460,-0.6427075607386967
ACH-000461,-0.4569903998801398
ACH-000463,-0.4886983148835559
ACH-000464,-0.627895621323427
ACH-000466,-0.609533149063496
ACH-000467,-0.6411375765121452
ACH-000468,-0.4555779979861314
ACH-000469,-0.6044488353816321
ACH-000470,-0.6449307388651605
ACH-000471,-0.2413241964818218
ACH-000472,-0.5766357489273134
ACH-000473,-0.5865043381033039
ACH-000475,-0.2814607684979491
ACH-000476,-0.3396130669809781
ACH-000477,-0.5496343501218994
ACH-000479,-0.3025848423603874
ACH-000480,-0.8203341540489532
ACH-000481,-0.7965142981490086
ACH-000483,-0.7722697887236518
ACH-000484,-0.5294919466831182
ACH-000485,-0.5402007607156452
ACH-000486,-0.5770676167487322
ACH-000487,-0.6679820907534212
ACH-000488,-0.4235959730767036
ACH-000490,-0.58368527841529
ACH-000491,-0.6907055540929693
ACH-000495,-0.6740849345908333
ACH-000496,-0.5498078533540486
ACH-000499,-0.6262883204639973
ACH-000500,-0.8115892797273427
ACH-000502,-0.5682112789736504
ACH-000503,-0.3992284529171334
ACH-000505,-0.7235537940109014
ACH-000507,-0.5545445850882744
ACH-000510,-0.4540588036209637
ACH-000511,-0.6226648266711593
ACH-000512,-0.5253525287612424
ACH-000516,-0.4658791605455136
ACH-000517,-0.5848885775376854
ACH-000518,-0.5643536060694256
ACH-000520,-0.6487078528971824
ACH-000521,-0.5468251421086567
ACH-000522,-0.5318063308465094
ACH-000524,-0.6550240041225245
ACH-000527,-0.6222037553116447
ACH-000528,-0.5541927577653468
ACH-000537,-0.41929842713018944
ACH-000541,-0.50828929692654
ACH-000542,-0.6601292657825956
ACH-000544,-0.6956565371401191
ACH-000545,-0.4223540280966816
ACH-000547,-0.5157386381272812
ACH-000548,-0.4526227884422793
ACH-000549,-0.4112296557404745
ACH-000550,-0.4671065965675504
ACH-000552,-0.4050286912794613
ACH-000556,-0.5206361734703403
ACH-000557,-0.6405655154242376
ACH-000569,-0.5007534930562145
ACH-000570,-0.4742104579819422
ACH-000571,-0.5880866409299909
ACH-000573,-0.5083793116470023
ACH-000576,-0.6179551705528352
ACH-000579,-0.4411723436804556
ACH-000580,-0.5945662773391083
ACH-000584,-0.41828577585126026
ACH-000585,-0.3770920673092894
ACH-000588,-0.6191841479993153
ACH-000589,-0.6224263742785963
ACH-000591,-0.6008244535401146
ACH-000593,-0.5716829066889643
ACH-000600,-0.6429590371923777
ACH-000601,-0.5678436279802377
ACH-000605,-0.6482730971826076
ACH-000606,-0.5631998235283509
ACH-000608,-0.7299853217914536
ACH-000614,-0.61154550072437
ACH-000616,-0.6275511858782136
ACH-000618,-0.6481728455976997
ACH-000619,-0.5810024574896405
ACH-000620,-0.7217854921131506
ACH-000621,-0.46757188233086794
ACH-000622,-0.5419806566244216
ACH-000623,-0.511516914397937
ACH-000624,-0.5076496703755482
ACH-000627,-0.3950169302825296
ACH-000630,-0.455409002990834
ACH-000631,-0.3513812483856982
ACH-000632,-0.46178580279373704
ACH-000633,-0.4910346699837739
ACH-000637,-0.4913371194716927
ACH-000638,-0.6295989964267744
ACH-000646,-0.6164523760322226
ACH-000647,-0.6008236185317395
ACH-000648,-0.4978390909279796
ACH-000649,-0.491109218500774
ACH-000651,-0.5799841418331916
ACH-000652,-0.2613333093217041
ACH-000653,-0.6190378064841937
ACH-000657,-0.5540417592168301
ACH-000658,-0.2885936365042352
ACH-000661,-0.5194416353586151
ACH-000662,-0.3113247452533325
ACH-000663,-0.7259906644347138
ACH-000665,-0.6364411217726558
ACH-000671,-0.6731258944277196
ACH-000672,-0.3736335264917992
ACH-000673,-0.4916793750956082
ACH-000676,-0.4094407209863665
ACH-000677,-0.6197738387173913
ACH-000681,-0.5811040791794292
ACH-000683,-0.5760035089914503
ACH-000684,-0.3711189281737457
ACH-000688,-0.6159083359992732
ACH-000693,-0.5629619816274736
ACH-000694,-0.5844332498560677
ACH-000695,-0.6357027451096731
ACH-000696,-0.6415907893467144
ACH-000697,-0.6772240836319158
ACH-000699,-0.612554487014477
ACH-000701,-0.6611644353070127
ACH-000706,-0.5644144026016537
ACH-000711,-0.557030039315287
ACH-000713,-0.5427779007484916
ACH-000714,-0.5849471498491788
ACH-000718,-0.5454509361870878
ACH-000720,-0.5506166783932802
ACH-000721,-0.4729109915710008
ACH-000724,-0.5700442612175626
ACH-000725,-0.5376872081155947
ACH-000732,-0.5818658395419176
ACH-000734,-0.3713558600478352
ACH-000735,-0.5005821249476075
ACH-000736,-0.6491416683308147
ACH-000738,-0.5490277667321048
ACH-000746,-0.7289697242030395
ACH-000747,-0.5353559776844687
ACH-000748,-0.4393700090813358
ACH-000753,-0.5617514647812384
ACH-000756,-0.5765831205678889
ACH-000757,-0.6518818391042748
ACH-000758,-0.5222202729313385
ACH-000760,-0.5819281962789051
ACH-000762,-0.7375861829324631
ACH-000763,-0.5389513329355058
ACH-000764,-0.5747979262633811
ACH-000765,-0.5643507500512758
ACH-000766,-0.6851091305934559
ACH-000767,-0.5997941629398744
ACH-000768,-0.6771876747644505
ACH-000769,-0.4163351549374789
ACH-000770,-0.64716350472659
ACH-000771,-0.7394293639649653
