,GLG1 (2734)
ACH-000004,-0.2408170289038865
ACH-000005,-0.21567871229653007
ACH-000007,-0.07244882511204002
ACH-000009,-0.07890375591984779
ACH-000011,-0.11604517434543699
ACH-000012,-0.1268690927880548
ACH-000013,-0.18496245811592674
ACH-000014,-0.0979626362684929
ACH-000015,-0.08203168282553842
ACH-000017,-0.035183216308201336
ACH-000018,-0.03677784337425871
ACH-000019,-0.1879814264292982
ACH-000021,-0.07755646895784349
ACH-000022,-0.003545226509488472
ACH-000025,-0.13961371559342722
ACH-000028,-0.01605236075849771
ACH-000030,-0.03612814922961055
ACH-000035,-0.16334538545185634
ACH-000036,-0.2426700977553521
ACH-000037,-0.277449943377652
ACH-000039,-0.21151379760297986
ACH-000040,-0.027543386180172377
ACH-000041,0.11710941839431295
ACH-000042,-0.18893494434522146
ACH-000045,0.05370653102131224
ACH-000047,-0.20950933320256
ACH-000052,0.04033970203806345
ACH-000053,-0.1063666058013448
ACH-000054,-0.1942442772930492
ACH-000055,-0.12337576506919995
ACH-000060,-0.08630880135254773
ACH-000067,-0.07369508493945069
ACH-000070,-0.006925250687902032
ACH-000075,-0.1698120647400886
ACH-000078,-0.2382785754527772
ACH-000082,-0.017743930723962232
ACH-000085,-0.13476666799334838
ACH-000086,-0.05063060864207936
ACH-000087,-0.003929159932936389
ACH-000092,-0.14941982730771494
ACH-000095,-0.17564695629215346
ACH-000097,-0.14400746843908838
ACH-000098,-0.215988529271484
ACH-000099,-0.07060898181357636
ACH-000108,-0.14792060242001914
ACH-000113,0.012414927044912837
ACH-000116,-0.0633763876186735
ACH-000118,-0.09672592561627308
ACH-000120,-0.18092365983177724
ACH-000123,-0.024058088976620897
ACH-000127,-0.20540358418886095
ACH-000128,0.035233294257257936
ACH-000132,0.013486564185516223
ACH-000133,-0.2112508716147148
ACH-000137,-0.1746711802248266
ACH-000138,-0.1022976981428318
ACH-000142,-0.13487474650014286
ACH-000143,-0.09315320419066876
ACH-000146,-0.0878075119930791
ACH-000148,-0.12052145845693905
ACH-000150,0.03813299082970127
ACH-000152,-0.10167144764119808
ACH-000153,-0.0526835117213184
ACH-000159,-0.056050150304380965
ACH-000160,0.07545152496741461
ACH-000163,-0.05641756237107672
ACH-000167,-0.07672909858857728
ACH-000168,-0.09210305368970027
ACH-000169,-0.10179687962872083
ACH-000178,-0.1125106118032812
ACH-000183,-0.0019982167621624856
ACH-000188,0.0050507201771122145
ACH-000189,0.04142970994984215
ACH-000190,-0.031218898822186206
ACH-000198,-0.08614389110140347
ACH-000203,-0.35801361516806296
ACH-000204,-0.04544035275639972
ACH-000206,-0.03436761891335409
ACH-000207,-0.1199768590030541
ACH-000208,-0.11317090321639392
ACH-000210,-0.25488911616582755
ACH-000211,-0.1917531638831017
ACH-000215,-0.07602888372167746
ACH-000221,-0.13026388086279644
ACH-000222,-0.105531830124732
ACH-000223,-0.11018462773588016
ACH-000226,-0.07103225811884037
ACH-000227,-0.15684995854691616
ACH-000228,-0.12600603298851973
ACH-000231,-0.13251105680556485
ACH-000232,-0.10690904811143563
ACH-000233,-0.10813946401472517
ACH-000234,-0.040252453459666014
ACH-000235,-0.19015237052352726
ACH-000237,-0.1371491530267191
ACH-000238,-0.141963209349786
ACH-000242,-0.1349183277167058
ACH-000243,-0.008958424715894529
ACH-000244,-0.18734921549970468
ACH-000246,-0.09690941012218787
ACH-000248,-0.1922976339213207
ACH-000250,-0.06650833700088041
ACH-000251,-0.1045779424964448
ACH-000252,-0.05457826500922755
ACH-000253,-0.09744791325911444
ACH-000255,-0.139884219583257
ACH-000256,-0.08185881410322629
ACH-000257,-0.15982311202838329
ACH-000258,-0.17434893690773176
ACH-000259,-0.12849220887792334
ACH-000260,-0.12273057133089445
ACH-000261,-0.08731258136281926
ACH-000262,-0.11803330028556368
ACH-000263,0.09953280758796657
ACH-000264,-0.04607616555115227
ACH-000265,0.06788309898825652
ACH-000266,-0.11485566188369367
ACH-000272,-0.1290982258335798
ACH-000274,-0.06095559350070787
ACH-000277,-0.17348528976403976
ACH-000278,-0.06220856877085434
ACH-000279,-0.10784092242866586
ACH-000280,-0.07308849887691014
ACH-000281,-0.21398973039077945
ACH-000288,-0.041677764140490514
ACH-000291,-0.12082563305232988
ACH-000293,-0.10263253069342272
ACH-000294,0.00428824655515705
ACH-000295,-0.14618985842699592
ACH-000296,-0.0852058549285482
ACH-000302,0.029194921223045206
ACH-000304,0.02896359923547507
ACH-000307,-0.041734917833790734
ACH-000308,-0.13318382443833146
ACH-000310,-0.028420901068502067
ACH-000311,-0.08649381765441119
ACH-000312,-0.12530237343063785
ACH-000315,-0.02467779505467281
ACH-000316,-0.128245935288883
ACH-000317,-0.012464264255142351
ACH-000318,-0.018286852702124483
ACH-000319,-0.027114497928207502
ACH-000320,-0.12051578735240395
ACH-000322,-0.13379363317402818
ACH-000323,0.011696470249887422
ACH-000324,-0.06227510476745071
ACH-000329,-0.19971144344809325
ACH-000330,-0.15318285346136887
ACH-000331,-0.07060922204281972
ACH-000332,-0.11415400913642
ACH-000334,-0.24711617022718502
ACH-000335,-0.2407919149388901
ACH-000336,-0.08162231779071287
ACH-000337,-0.04311103573021115
ACH-000338,-0.11089404937271886
ACH-000339,-0.01768023428907236
ACH-000341,0.044670909890972575
ACH-000348,-0.16980260742428832
ACH-000350,-0.2123842052036089
ACH-000352,-0.21864874261840606
ACH-000356,-0.15560604688761093
ACH-000361,-0.15687591735707335
ACH-000362,-0.08613314140636909
ACH-000363,-0.0656112873733143
ACH-000364,-0.15153395214602264
ACH-000365,-0.1745054417926634
ACH-000366,-0.15367342298727266
ACH-000368,-0.2958910076237893
ACH-000374,0.09494477447642442
ACH-000375,-0.29214880710311525
ACH-000376,-0.10746636644811942
ACH-000381,-0.057651940808734224
ACH-000383,-0.1436736738167132
ACH-000387,-0.08432041298186413
ACH-000389,-0.14797918222369574
ACH-000390,-0.12654192973034045
ACH-000393,-0.1382516428368526
ACH-000395,-0.08093710297246062
ACH-000396,-0.008521299598052227
ACH-000397,-0.09322671033191016
ACH-000401,-0.08104263144089258
ACH-000402,-0.17286104291474558
ACH-000403,-0.12952327876589848
ACH-000404,-0.0502064824299996
ACH-000406,-0.047497375623262166
ACH-000407,-0.10651949859509313
ACH-000408,-0.04035447227018772
ACH-000410,0.007850248898100114
ACH-000411,-0.1060100813301019
ACH-000414,-0.05540267310828141
ACH-000415,-0.008483489739928194
ACH-000416,-0.23512736877487764
ACH-000420,-0.09023777833395577
ACH-000421,-0.025907915474617325
ACH-000424,-0.1779973278595116
ACH-000425,-0.02194598682028425
ACH-000426,-0.03435946669858439
ACH-000427,-0.15221377160320787
ACH-000433,-0.3337615328042939
ACH-000435,0.07735739977482071
ACH-000436,-0.026308375442898338
ACH-000444,-0.14858138942046406
ACH-000445,-0.08957657039358599
ACH-000448,-0.20122245400117836
ACH-000450,-0.07942860158290019
ACH-000452,-0.019206696729763082
ACH-000454,-0.0613809358118389
ACH-000458,-0.022264108937116986
ACH-000459,-0.05380113658365797
ACH-000460,-0.08179964629933194
ACH-000461,-0.03570079759187124
ACH-000463,-0.14997260113567612
ACH-000464,-0.1997701425185414
ACH-000466,-0.06543209689101644
ACH-000467,-0.0822103511797434
ACH-000468,-0.089425925186249
ACH-000469,-0.2329261857925544
ACH-000470,-0.009022029720079495
ACH-000471,-0.20204031160721025
ACH-000472,-0.16750713851759708
ACH-000473,-0.0016649594548171908
ACH-000475,-0.12794743588618146
ACH-000476,-0.1346249098766114
ACH-000477,0.06719687499971694
ACH-000479,-0.1258302894098264
ACH-000480,-0.14032117191757654
ACH-000481,0.00812809451646571
ACH-000483,-0.16671773487092095
ACH-000484,-0.16627168529666025
ACH-000485,-0.12934415313959913
ACH-000486,-0.135983189486561
ACH-000487,0.0692351021865482
ACH-000488,0.0058482451522425885
ACH-000490,0.04073517645502345
ACH-000491,-0.1251238691117069
ACH-000495,-0.09553162261789463
ACH-000496,-0.19403824922852644
ACH-000499,0.0622569666126073
ACH-000500,0.06890217707561938
ACH-000502,-0.11920562007792652
ACH-000503,0.026763067865282358
ACH-000505,-0.20076962194128692
ACH-000507,-0.12608405305870887
ACH-000510,-0.07785679995388847
ACH-000511,-0.07069585429166418
ACH-000512,0.002708133517013296
ACH-000516,-0.1631208424050682
ACH-000517,-0.06400555848413575
ACH-000518,-0.0826862332992545
ACH-000520,-0.06024122290843265
ACH-000521,-0.09677449577835837
ACH-000522,-0.16362364407498128
ACH-000524,-0.13589419291968707
ACH-000527,-0.1119250981211272
ACH-000528,0.012063440164260662
ACH-000537,-0.2324513865433375
ACH-000541,-0.3622406249397105
ACH-000542,-0.12206851305839116
ACH-000544,-0.08746477750224475
ACH-000545,-0.12267151954218045
ACH-000547,-0.17320922244197767
ACH-000548,-0.2049734434381132
ACH-000549,-0.04668712404698251
ACH-000550,-0.055439861973662456
ACH-000552,-0.0619489687177957
ACH-000556,-0.10172012111212987
ACH-000557,-0.07224759837424123
ACH-000569,-0.1771027775506754
ACH-000570,-0.09273648446396718
ACH-000571,-0.1363743261878232
ACH-000573,-0.09471983755588166
ACH-000576,0.102580872059507
ACH-000579,-0.004997224621987129
ACH-000580,-0.14464404818170953
ACH-000584,-0.10948519505843507
ACH-000585,-0.13453884529838242
ACH-000588,0.07641143171932589
ACH-000589,-0.00881787986155548
ACH-000591,-0.09114224477571968
ACH-000593,-0.1266669489432325
ACH-000600,-0.05545835868742387
ACH-000601,-0.15573361684209827
ACH-000605,-0.06053069003159619
ACH-000606,0.04969878643018902
ACH-000608,-0.0908208869382432
ACH-000614,0.029124373321233025
ACH-000616,-0.13274271135398247
ACH-000618,-0.10549381227202508
ACH-000619,-0.01618712670693372
ACH-000620,-0.059685985634733825
ACH-000621,-0.15608859112983506
ACH-000622,-0.09097503848894344
ACH-000623,-0.11401099256466965
ACH-000624,-0.0533678479191245
ACH-000627,-0.10267097485903456
ACH-000630,-0.1528261206983463
ACH-000631,-0.10904625169408264
ACH-000632,-0.0751548621015649
ACH-000633,-0.3031374115984393
ACH-000637,-0.13639934171146914
ACH-000638,-0.07333544650032592
ACH-000646,-0.0796160297290566
ACH-000647,-0.10220651247908824
ACH-000648,-0.05508178651283377
ACH-000649,-0.07462786094489568
ACH-000651,-0.3433714258603801
ACH-000652,-0.2336577857627799
ACH-000653,0.036091963404810336
ACH-000657,-0.17325615407060987
ACH-000658,-0.4755872908174579
ACH-000661,-0.13745215667554722
ACH-000662,-0.11926789363728706
ACH-000663,-0.1478452487542787
ACH-000665,-0.040756781579983886
ACH-000671,0.0231413235020966
ACH-000672,0.09482417664387102
ACH-000673,-0.012532634905173031
ACH-000676,0.020128412032894342
ACH-000677,-0.0895960590478612
ACH-000681,-0.10328673431239943
ACH-000683,-0.039309738976809616
ACH-000684,-0.0904568178734367
ACH-000688,-0.2261137416596272
ACH-000693,-0.11750139977787635
ACH-000694,0.08511110262900243
ACH-000695,-0.040381666905409286
ACH-000696,-0.1395015725775559
ACH-000697,-0.08560948483250969
ACH-000699,-0.08228136678620415
ACH-000701,-0.13695310469240912
ACH-000706,0.033480777401639565
ACH-000711,-0.08300037028149147
ACH-000713,-0.11735229125687732
ACH-000714,-0.16243778545371276
ACH-000718,-0.05944643656195114
ACH-000720,-0.18977435814633845
ACH-000721,-0.08018312185334793
ACH-000724,-0.13078915822717627
ACH-000725,-0.13257787412352956
ACH-000732,0.15077620030513222
ACH-000734,-0.03917243536669344
ACH-000735,-0.10423923001783134
ACH-000736,-0.08511162988247095
ACH-000738,-0.09630679922243372
ACH-000746,-0.11204168240059124
ACH-000747,0.037204190801822426
ACH-000748,-0.06761791100564961
ACH-000753,-0.02785869406764205
ACH-000756,-0.011869451387445634
ACH-000757,-0.12861428314272588
ACH-000758,-0.18626245472925293
ACH-000760,-0.11112691161842038
ACH-000762,-0.15991496605755204
ACH-000763,-0.01647321197869463
ACH-000764,-0.1393990943260947
ACH-000765,0.10329795138909656
ACH-000766,-0.11147494542101448
ACH-000767,-0.03217666535747781
ACH-000768,-0.16277882277553926
ACH-000769,0.038946038246362065
ACH-000770,-0.05329136638916111
ACH-000771,-0.12281829927771075
ACH-000773,-0.11402496226228327
ACH-000776,-0.08182299552990369
ACH-000777,0.07416196596605185
ACH-000778,-0.0544360750969338
ACH-000781,-0.10374857355307623
ACH-000782,0.01541761471752999
ACH-000783,-0.1824934303764611
