,PHYHIP (9796)
ACH-000004,-0.060784306725204434
ACH-000005,0.22467230668961488
ACH-000007,-0.03266718391844473
ACH-000009,0.07815935557663077
ACH-000011,-0.020474805251355505
ACH-000012,0.031981354352730584
ACH-000013,0.1108731964003989
ACH-000014,-0.05234856014592591
ACH-000015,0.07932141323292152
ACH-000017,0.05176796899533406
ACH-000018,0.1056261219519346
ACH-000019,-0.07021272066862044
ACH-000021,0.04212392892831007
ACH-000022,0.058405538935093475
ACH-000025,-0.08592691164327565
ACH-000028,0.026616899800083697
ACH-000030,0.0368952905685576
ACH-000035,-0.04597402570471156
ACH-000036,-0.08821988576324798
ACH-000037,0.06127338904258355
ACH-000039,0.12157746778585342
ACH-000040,0.025007887170427026
ACH-000041,0.00719615487023021
ACH-000042,0.03884731797517173
ACH-000045,-0.16961916506204971
ACH-000047,0.018095865393024047
ACH-000052,-0.037429131653084216
ACH-000053,0.10915532814922482
ACH-000054,0.022465590649154283
ACH-000055,-0.07776870886827925
ACH-000060,0.04280674833824182
ACH-000067,0.2092543485610278
ACH-000070,-0.06630426890888419
ACH-000075,0.04882525307365807
ACH-000078,0.025815252928605637
ACH-000082,0.010185349751321808
ACH-000085,-0.07566301705587794
ACH-000086,0.0931391110836016
ACH-000087,0.13885922551922406
ACH-000092,-0.07306900010189665
ACH-000095,0.10450962219475192
ACH-000097,0.0273624511221828
ACH-000098,0.15316132057416215
ACH-000099,0.03590067258656806
ACH-000108,-0.07652362416498915
ACH-000113,-0.06505455371684134
ACH-000116,0.03824678001524917
ACH-000118,0.03155280645853871
ACH-000120,-0.036264328335842234
ACH-000123,-0.10371695819345088
ACH-000127,-0.03087373054984185
ACH-000128,0.13675723038853832
ACH-000132,0.022609514694561902
ACH-000133,0.08734448501915065
ACH-000137,0.03731721873348485
ACH-000138,0.07053593009263019
ACH-000142,0.1448654616306842
ACH-000143,0.0072804916356201095
ACH-000146,0.03909133072867908
ACH-000148,0.015766606738978443
ACH-000150,0.006833227467346305
ACH-000152,0.05326001884378333
ACH-000153,0.1833976779563264
ACH-000159,0.03334673519365625
ACH-000160,0.14265125438072768
ACH-000163,0.031082832653015764
ACH-000167,0.08158264627544258
ACH-000168,-0.1039757564795639
ACH-000169,0.11353237558604055
ACH-000178,0.042465226401241125
ACH-000183,0.042073338528954826
ACH-000188,0.05521419275027791
ACH-000189,0.14589185501092908
ACH-000190,0.27892205124301994
ACH-000198,0.028489390984471737
ACH-000203,-0.19042977623822105
ACH-000204,0.2829571284701359
ACH-000206,0.12922513056118112
ACH-000207,-0.02635448976918244
ACH-000208,0.2448063174411685
ACH-000210,0.04017167891515263
ACH-000211,0.0232570860053218
ACH-000215,0.06404550652718398
ACH-000221,0.12919690377687545
ACH-000222,0.06640909943789004
ACH-000223,0.0499073606950301
ACH-000226,0.1337518299718904
ACH-000227,-0.13976372001867085
ACH-000228,-0.02808222125379907
ACH-000231,0.09288527729492363
ACH-000232,0.09611877604208614
ACH-000233,0.005300077092627047
ACH-000234,0.11592343472065475
ACH-000235,0.052723087589171776
ACH-000237,-0.011906743633854432
ACH-000238,0.07620998307918574
ACH-000242,-0.11551643798484795
ACH-000243,-0.008912143018603788
ACH-000244,0.19487579004690012
ACH-000246,0.04065948307241495
ACH-000248,-0.0518104160439756
ACH-000250,0.04181383061909319
ACH-000251,-0.018139347957431898
ACH-000252,-0.10698452444910156
ACH-000253,0.04747942008994615
ACH-000255,0.15708389802239597
ACH-000256,0.04047571286288403
ACH-000257,0.05239930560105455
ACH-000258,-0.003084014775860733
ACH-000259,0.082926706130752
ACH-000260,0.04357209451901989
ACH-000261,-0.01824798191577537
ACH-000262,0.07911211626997143
ACH-000263,0.2723794050611612
ACH-000264,0.03933287595102401
ACH-000265,-0.08904841724445588
ACH-000266,0.05673423129774384
ACH-000272,0.15121343735440676
ACH-000274,0.057713265193802876
ACH-000277,0.06961348434670958
ACH-000278,0.018070286703169847
ACH-000279,0.21769470904406069
ACH-000280,0.023067118925659998
ACH-000281,0.17115626415396967
ACH-000288,0.2250447888806717
ACH-000291,0.04241865007530085
ACH-000293,0.08365126836026647
ACH-000294,0.10378931143391693
ACH-000295,-0.022485800578166213
ACH-000296,0.0808635583810098
ACH-000302,0.04707589299983751
ACH-000304,0.10198727616633993
ACH-000307,0.08406965739336017
ACH-000308,-0.018162301535460012
ACH-000310,0.02480564247781737
ACH-000311,0.01690890068460938
ACH-000312,0.024630038842826364
ACH-000315,-0.07856878329043411
ACH-000316,-0.04089663085656272
ACH-000317,-0.0873373418598162
ACH-000318,0.09602613496885964
ACH-000319,0.03565794278755989
ACH-000320,0.13807757043153934
ACH-000322,0.07973010886178558
ACH-000323,0.07572731529919231
ACH-000324,0.0837747742195322
ACH-000329,-0.09701443424700087
ACH-000330,0.09032204653375037
ACH-000331,0.019525005859867463
ACH-000332,0.020973526233096156
ACH-000334,0.17462962564900647
ACH-000335,0.16383827022414374
ACH-000336,0.2079971788287501
ACH-000337,0.13521812827134652
ACH-000338,0.022648023541151887
ACH-000339,0.10104032691501708
ACH-000341,0.19286475859921146
ACH-000348,0.09022766575259733
ACH-000350,0.07801465693236752
ACH-000352,-0.05532911823736099
ACH-000356,0.0007345371587712201
ACH-000361,0.04014811108262238
ACH-000362,0.05524791285821773
ACH-000363,0.0993692676408018
ACH-000364,0.10032159760091816
ACH-000365,0.06478002568991406
ACH-000366,0.11156425283643248
ACH-000368,0.10478447983789432
ACH-000374,0.05925922119892488
ACH-000375,-0.1283329967561634
ACH-000376,0.09920826825757062
ACH-000381,-0.053991570943905685
ACH-000383,0.07969541763869703
ACH-000387,-0.03517535292034432
ACH-000389,0.10118766971988953
ACH-000390,0.03971061865537078
ACH-000393,0.050455653593192436
ACH-000395,0.08529624381958087
ACH-000396,-0.04928855083265282
ACH-000397,0.09016365763587847
ACH-000401,-0.0011669143376434328
ACH-000402,0.006284877701292532
ACH-000403,0.051453857967348735
ACH-000404,0.03255764029459714
ACH-000406,0.12948279975357585
ACH-000407,0.1929769176651292
ACH-000408,0.23568324640318614
ACH-000410,-0.0008510997713405595
ACH-000411,-0.03840884348536276
ACH-000414,0.027316537775323054
ACH-000415,-0.0246054398739586
ACH-000416,0.0032733189249940504
ACH-000420,-0.0355902759209379
ACH-000421,0.06404682945168093
ACH-000424,0.09664960641064174
ACH-000425,0.09796054030348568
ACH-000426,0.11483544572739406
ACH-000427,0.08485311151023361
ACH-000433,0.1300356593059107
ACH-000435,0.0675700027698259
ACH-000436,-0.003236812918702635
ACH-000444,-0.001231504283143684
ACH-000445,-0.02116110110926157
ACH-000448,0.03990566809289249
ACH-000450,0.07963366817054714
ACH-000452,0.03151422871034773
ACH-000454,0.2452315110774888
ACH-000458,0.07457931884985565
ACH-000459,0.008567809020298855
ACH-000460,0.18632177854773246
ACH-000461,0.038554273130306585
ACH-000463,0.0036358947994562492
ACH-000464,-0.10559224444551113
ACH-000466,0.13746214134470308
ACH-000467,0.07826194142739616
ACH-000468,0.06690239230847762
ACH-000469,0.029123407111433193
ACH-000470,0.04591702513084952
ACH-000471,0.0003580841945526613
ACH-000472,0.031410433796959875
ACH-000473,-0.09477010861530484
ACH-000475,-0.028647756087342793
ACH-000476,0.12157878016013125
ACH-000477,-0.0102600423024441
ACH-000479,0.051427138464510525
ACH-000480,0.13901169787896225
ACH-000481,0.0623632879582972
ACH-000483,-0.01175765114366676
ACH-000484,0.05043305226540446
ACH-000485,0.053188223398309635
ACH-000486,-0.011737790049484295
ACH-000487,0.10447463548520616
ACH-000488,0.06411240745126576
ACH-000490,0.03353055754518745
ACH-000491,0.07269601678967562
ACH-000495,0.19372851409015207
ACH-000496,0.051807594893844434
ACH-000499,0.16213986947168274
ACH-000500,0.16331353684902314
ACH-000502,0.0003674344074731511
ACH-000503,0.12258294457725324
ACH-000505,0.1232073108215178
ACH-000507,0.09514930757133963
ACH-000510,0.070320235237782
ACH-000511,-0.002949074808999366
ACH-000512,0.07757997292871856
ACH-000516,-0.05448030323065951
ACH-000517,0.038365388698493035
ACH-000518,0.12785167098431
ACH-000520,0.005416861390740886
ACH-000521,0.0712966625953315
ACH-000522,0.06196154278010532
ACH-000524,-0.04707638594668477
ACH-000527,0.023106296567672383
ACH-000528,-0.04317970772137809
ACH-000537,0.03430295426377409
ACH-000541,0.16455354489492935
ACH-000542,0.08409856352197452
ACH-000544,-0.02854232563640144
ACH-000545,0.03670936337796445
ACH-000547,0.009623173052571349
ACH-000548,-0.015655739473040886
ACH-000549,0.19123190194599965
ACH-000550,0.1785808843123024
ACH-000552,-0.05430014087495453
ACH-000556,0.07869366919068635
ACH-000557,-0.0619694582325007
ACH-000569,0.11521436874059815
ACH-000570,0.08585878078727928
ACH-000571,0.0028715259520785442
ACH-000573,0.037273122936813695
ACH-000576,-0.054619269492624786
ACH-000579,-0.011097009240474786
ACH-000580,0.07679503764301995
ACH-000584,0.011849173957777456
ACH-000585,0.004165324528074621
ACH-000588,0.16074907809047884
ACH-000589,0.07623021049663037
ACH-000591,0.052080142541980734
ACH-000593,0.1570427475376342
ACH-000600,0.06850103833956052
ACH-000601,-0.05754985225427953
ACH-000605,0.12460112248632507
ACH-000606,-0.0769120787126619
ACH-000608,0.037843932469248436
ACH-000614,-0.010047221783767485
ACH-000616,-0.09380164701120797
ACH-000618,0.037727806536062135
ACH-000619,0.0017759077526118547
ACH-000620,-0.07127450103322308
ACH-000621,0.09098715117042253
ACH-000622,0.02174498567524965
ACH-000623,0.1227577759921562
ACH-000624,-0.002750447355087298
ACH-000627,-0.02027930489369623
ACH-000630,0.0410710334469018
ACH-000631,0.00652638377680154
ACH-000632,0.1079879923554833
ACH-000633,0.030887647641047775
ACH-000637,-0.031788938239053814
ACH-000638,0.05302632678810741
ACH-000646,-0.01654956914042355
ACH-000647,0.08046606047050679
ACH-000648,-0.041852487113333225
ACH-000649,0.039625802905824674
ACH-000651,0.11236983781419818
ACH-000652,-0.06847877480458002
ACH-000653,0.14079650005314676
ACH-000657,0.05756975781680485
ACH-000658,0.24131672934132894
ACH-000661,0.021754796130053444
ACH-000662,0.37908907504000394
ACH-000663,0.13717687765995165
ACH-000665,-0.0036369734913502135
ACH-000671,0.02211890919513596
ACH-000672,-0.04696971622497788
ACH-000673,0.04703360355662402
ACH-000676,0.05747376224088981
ACH-000677,0.06431208624627986
ACH-000681,0.04369041431336669
ACH-000683,0.005346464352722196
