,KRT6B (3854)
ACH-000004,0.03651706393704845
ACH-000005,0.18121088905481805
ACH-000007,-0.041016439851480124
ACH-000009,-0.01675722004300954
ACH-000011,-0.1170847561787698
ACH-000012,-0.009017561463472221
ACH-000013,-0.14512257571085033
ACH-000014,-0.13745223083754352
ACH-000015,-0.0909253508282608
ACH-000017,0.1466797658318597
ACH-000018,-0.12413473027756244
ACH-000019,-0.02060121832355748
ACH-000021,-0.1186727027797206
ACH-000022,-0.07831341139093541
ACH-000025,0.001387283200220067
ACH-000028,-0.15326637801949758
ACH-000030,-0.04544789616714804
ACH-000035,0.07462199745755596
ACH-000036,-0.01141254780901625
ACH-000037,-0.16736209867677768
ACH-000039,-0.0797029392212974
ACH-000040,-0.08658199896910983
ACH-000041,0.20246407031388566
ACH-000042,0.0779529839230859
ACH-000045,-0.1205756886250222
ACH-000047,0.0041494134093528244
ACH-000052,-0.052855833658345286
ACH-000053,0.037030461874206
ACH-000054,-0.02773606712830094
ACH-000055,-0.020140396873491558
ACH-000060,0.14158156137652553
ACH-000067,-0.13250125033924207
ACH-000070,-0.03841041857924612
ACH-000075,-0.03724519043842853
ACH-000078,0.047042290384036636
ACH-000082,0.007215929843439987
ACH-000085,-0.04491292095095825
ACH-000086,-0.2763493419091509
ACH-000087,-0.07691449307388218
ACH-000092,0.08940926867216535
ACH-000095,-0.1586397728973382
ACH-000097,-0.06220836122850991
ACH-000098,0.07195669659487616
ACH-000099,-0.14989290915195805
ACH-000108,0.02767502351067253
ACH-000113,0.04940614744519961
ACH-000116,-0.028744441926532208
ACH-000118,-0.08682618078529493
ACH-000120,-0.19476125533432112
ACH-000123,0.08133022068455889
ACH-000127,0.008375689080268929
ACH-000128,-0.17098166996402694
ACH-000132,0.16598452323595214
ACH-000133,0.15705027000250196
ACH-000137,-0.08128520089898063
ACH-000138,-0.0440556667497456
ACH-000142,-0.015912373402290382
ACH-000143,-0.01057255801762903
ACH-000146,-0.0057631782937157105
ACH-000148,0.016427036207043194
ACH-000150,-0.1631202617151516
ACH-000152,-0.17936013819115404
ACH-000153,-0.3536233060409906
ACH-000159,0.01699337818452774
ACH-000160,-0.03254301010564711
ACH-000163,0.011738413071484492
ACH-000167,0.031444934592771895
ACH-000168,0.17744282152085603
ACH-000169,0.06235514860304831
ACH-000178,0.005151819965112202
ACH-000183,0.10145701590214108
ACH-000188,-0.11274627308235295
ACH-000189,-0.02272599984526652
ACH-000190,0.03273658903086885
ACH-000198,0.033848088106298024
ACH-000203,-0.10301855056115876
ACH-000204,0.033873368586656065
ACH-000206,0.13454289440195874
ACH-000207,0.10810680901457036
ACH-000208,0.0543419971849722
ACH-000210,0.3316467517269045
ACH-000211,-0.023490548811446858
ACH-000215,-0.0909616619418194
ACH-000221,-0.11758606295280448
ACH-000222,0.07674774694674667
ACH-000223,-0.07057366017909353
ACH-000226,0.033585960941216464
ACH-000227,0.08947730997774321
ACH-000228,0.015301920190768438
ACH-000231,0.059475817281662374
ACH-000232,-0.03194425823768608
ACH-000233,-0.1283376265521025
ACH-000234,0.08610701158600363
ACH-000235,-0.01617537979198212
ACH-000237,0.02165772053378128
ACH-000238,-0.0019525078170797414
ACH-000242,-0.12620517212349727
ACH-000243,-0.01387043065020816
ACH-000244,-0.06170819930107415
ACH-000246,-0.12364345024119115
ACH-000248,0.013110776848398332
ACH-000250,0.0016438292720798234
ACH-000251,-0.3802688943832106
ACH-000252,-0.08254375875971645
ACH-000253,-0.01771092042388648
ACH-000255,-0.06747350643708085
ACH-000256,-0.10699916359261426
ACH-000257,0.18140823687555369
ACH-000258,-0.15490988347512927
ACH-000259,-0.006630500965588111
ACH-000260,0.07154850474044668
ACH-000261,-0.10938812218634172
ACH-000262,-0.064148990882221
ACH-000263,-0.2875006610845899
ACH-000264,-0.029242342617632693
ACH-000265,0.016559687007899934
ACH-000266,-0.07492656814153842
ACH-000272,-0.02749859822580645
ACH-000274,0.04571609248263226
ACH-000277,-0.06830794640075334
ACH-000278,-0.2762564547712029
ACH-000279,-0.01117753165768225
ACH-000280,-0.2315433449557072
ACH-000281,-0.16437352128415786
ACH-000288,-0.19659140761631966
ACH-000291,0.053656990851392486
ACH-000293,0.07067713582847156
ACH-000294,0.10768461496138483
ACH-000295,0.08162097723853375
ACH-000296,-0.0818644820423532
ACH-000302,0.023880479214297742
ACH-000304,0.0490421103286386
ACH-000307,0.08124559922436603
ACH-000308,-0.14407961090063215
ACH-000310,-0.060297132107227834
ACH-000311,-0.0569397914696815
ACH-000312,0.0512084962604716
ACH-000315,0.18016041441209812
ACH-000316,0.052353043558135234
ACH-000317,-0.02610037714581789
ACH-000318,-0.1812205579416213
ACH-000319,-0.06993057062476217
ACH-000320,-0.031471180533092225
ACH-000322,0.10190122322924096
ACH-000323,0.04296601292633192
ACH-000324,-0.10443994129492933
ACH-000329,-0.032997985995345966
ACH-000330,0.010536401517056407
ACH-000331,0.02234065273409115
ACH-000332,-0.12119843718067567
ACH-000334,-0.08679036844645256
ACH-000335,0.015575880280711043
ACH-000336,-0.016719131161918404
ACH-000337,-0.1277583368345956
ACH-000338,-0.18140298530971685
ACH-000339,-0.020401484649653898
ACH-000341,-0.1788719436264376
ACH-000348,-0.02121939842923179
ACH-000350,-0.0310437160011349
ACH-000352,-0.02812700054426094
ACH-000356,0.22023601366086207
ACH-000361,-0.12575733597358324
ACH-000362,0.030474395187020033
ACH-000363,0.03783964689141379
ACH-000364,0.059299042558581275
ACH-000365,-0.08078431243074734
ACH-000366,0.12707834587329764
ACH-000368,-0.07494521444862891
ACH-000374,-0.17758117662850595
ACH-000375,0.040809941028361114
ACH-000376,0.03855433146928253
ACH-000381,0.08913412615730325
ACH-000383,-0.013793005172641534
ACH-000387,-0.03710385241206003
ACH-000389,-0.1403049680978002
ACH-000390,-0.04849865039949157
ACH-000393,0.1795307595851468
ACH-000395,-0.2864557778295185
ACH-000396,0.23683260392740305
ACH-000397,-0.09371448969771456
ACH-000401,-0.0962564784085693
ACH-000402,0.002310773803004589
ACH-000403,-0.14138397963028138
ACH-000404,-0.032156601268982975
ACH-000406,0.06944811632105607
ACH-000407,-0.0096370091706822
ACH-000408,0.020992591615687044
ACH-000410,-0.029096636045176986
ACH-000411,-0.19381316101886176
ACH-000414,-0.09741394660298876
ACH-000415,0.030233908565989225
ACH-000416,-0.05824366479164924
ACH-000420,-0.06190564725554652
ACH-000421,-0.036480292020712034
ACH-000424,-0.013768178935429766
ACH-000425,0.036240338979055285
ACH-000426,-0.27185347334678617
ACH-000427,-0.12269410859108006
ACH-000433,-0.06940510907040927
ACH-000435,-0.2830865292761289
ACH-000436,-0.20003884990336046
ACH-000444,-0.07184692134576358
ACH-000445,0.04399880726141018
ACH-000448,-0.037913603084272614
ACH-000450,0.10523982632411284
ACH-000452,-0.1034189935093103
ACH-000454,-0.25809662247721304
ACH-000458,-0.2788681246950862
ACH-000459,0.07950889066344898
ACH-000460,-0.11963819739300255
ACH-000461,-0.2135525238937012
ACH-000463,-0.1818845639812324
ACH-000464,-0.2491342113915247
ACH-000466,-0.18755286701882776
ACH-000467,0.03243332379937375
ACH-000468,0.061525836996818725
ACH-000469,-0.03775923312011312
ACH-000470,-0.1009684102474494
ACH-000471,0.05314126806388531
ACH-000472,-0.0983688009842948
ACH-000473,0.02823150247466972
ACH-000475,-0.009526170261252218
ACH-000476,-0.12578708951349754
ACH-000477,0.0909519403564892
ACH-000479,-0.010528154007063504
ACH-000480,-0.2023125212210267
ACH-000481,0.007772174466299363
ACH-000483,-0.026614390181899452
ACH-000484,0.05585366119446336
ACH-000485,-0.14123299272846265
ACH-000486,-0.13513034798421894
ACH-000487,0.031895148185018984
ACH-000488,-0.14117628797986245
ACH-000490,0.06056365010449926
ACH-000491,0.12492037773741305
ACH-000495,0.13212582001916964
ACH-000496,-0.06781982030608809
ACH-000499,0.0995461189488034
ACH-000500,0.2823001830039607
ACH-000502,-0.15246464677844762
ACH-000503,-0.14810163922404346
ACH-000505,-0.058639500709254215
ACH-000507,-0.02548482682551121
ACH-000510,0.050670859714096524
ACH-000511,0.009507407199572744
ACH-000512,0.14031566604904766
ACH-000516,-0.1496466767520213
ACH-000517,-0.010621878456164307
ACH-000518,-0.08700738654573781
ACH-000520,-0.035325390755353236
ACH-000521,-0.08853970206451134
ACH-000522,-0.003020458188076159
ACH-000524,-0.106537553484348
ACH-000527,-0.004187267512033718
ACH-000528,-0.0208453079720582
ACH-000537,0.08862227546262402
ACH-000541,-0.09611175383933897
ACH-000542,-0.06551653607999491
ACH-000544,-0.17922363142468342
ACH-000545,-0.2079874464932825
ACH-000547,-0.13770311234766694
ACH-000548,-0.044890691180289585
ACH-000549,-0.34405890659752303
ACH-000550,-0.033660399805397145
ACH-000552,0.0259703400484552
ACH-000556,-0.07276329996936216
ACH-000557,0.1350036202726793
ACH-000569,0.15027491023897682
ACH-000570,-0.061826483037740076
ACH-000571,0.015559186638568085
ACH-000573,0.05146587264671088
ACH-000576,0.08004115880637272
ACH-000579,-0.05201041175189779
ACH-000580,0.14079832104260667
ACH-000584,-0.18393133613012086
ACH-000585,0.056248953625765145
ACH-000588,0.04609313321231739
ACH-000589,-0.12586098925910727
ACH-000591,0.0018062460340821649
ACH-000593,0.06356437126345123
ACH-000600,-0.055399704016284884
ACH-000601,-0.044064563087059236
ACH-000605,0.024164566275612837
ACH-000606,-0.07315212960280205
ACH-000608,-0.06215771276797905
ACH-000614,-0.21429363557636472
ACH-000616,-0.015885887534293864
ACH-000618,-0.06693672028568316
ACH-000619,-0.00740383000915931
ACH-000620,-0.06115474566437443
ACH-000621,0.022503773613866292
ACH-000622,0.07603377470780066
ACH-000623,0.06602071676207973
ACH-000624,0.018536527943428
ACH-000627,0.04698652538268541
ACH-000630,0.033402750231492404
ACH-000631,-0.3032861437694629
ACH-000632,0.04918620075227364
ACH-000633,-0.002400490718729803
ACH-000637,-0.2387995075232403
ACH-000638,0.025942492728539174
ACH-000646,0.042048168381679414
ACH-000647,0.047797399157129716
ACH-000648,-0.034946809809805066
ACH-000649,0.019221006652262358
ACH-000651,-0.1458705524767438
ACH-000652,-0.0993430502363825
ACH-000653,0.07858219437096375
ACH-000657,-0.011042436455319382
ACH-000658,0.11033554163739714
ACH-000661,0.07618616464216699
ACH-000662,-0.2597630936937251
ACH-000663,-0.06277635445384168
ACH-000665,2.6933531123681985e-06
ACH-000671,0.01601600899848166
ACH-000672,-0.009989317068789607
ACH-000673,0.06485875009730925
ACH-000676,-0.15536418918050116
ACH-000677,-0.10728682504675252
ACH-000681,-0.14347732136152694
ACH-000683,0.08193483280631472
ACH-000684,-0.09730959537900022
ACH-000688,0.2592387235350201
ACH-000693,-0.012196750620848807
ACH-000694,-0.06646260637854258
ACH-000695,-0.11577401125511795
ACH-000696,-0.006794154708174289
ACH-000697,-0.1213930230546034
ACH-000699,0.06438492917950123
ACH-000701,-0.07321510559023263
ACH-000706,0.0698202620885795
ACH-000711,0.06889064097263391
ACH-000713,0.06080271063460745
ACH-000714,0.1978296596712653
ACH-000718,0.15416184486073575
ACH-000720,0.01894418725573424
ACH-000721,0.13185879493836222
ACH-000724,0.07930700134147056
ACH-000725,0.01925413544113232
ACH-000732,0.17743672297729252
ACH-000734,-0.00815955280512003
ACH-000735,0.008108004241953523
ACH-000736,-0.03405515730766804
ACH-000738,-0.052866304563547115
ACH-000746,0.061407693704825364
ACH-000747,0.009866025871717596
ACH-000748,-0.019883985935629518
ACH-000753,0.06648823067070529
ACH-000756,-0.13436503071437958
ACH-000757,-0.17123395618982326
ACH-000758,-0.12336270732274142
ACH-000760,-0.06709814357994041
ACH-000762,-0.11542932559921926
ACH-000763,0.2223006862773646
ACH-000764,-0.3283744110560395
ACH-000765,-0.17105899957523632
ACH-000766,-0.030552573111287014
ACH-000767,0.007037412031630023
ACH-000768,-0.01815772944291888
ACH-000769,0.13196008982513216
ACH-000770,-0.025117245665650673
ACH-000771,-0.060560464858239724
ACH-000773,-0.1143840414529117
ACH-000776,-0.1494697388699902
ACH-000777,-0.12061685088825012
ACH-000778,0.12055354913107365
ACH-000781,0.0011599964187939216
ACH-000782,0.09091783483604457
ACH-000783,-0.0799161780904482
ACH-000784,-0.021018243840835227
ACH-000785,-0.02635447397512989
ACH-000787,-0.1330995424560068
ACH-000788,0.06858690397774862
ACH-000791,-0.010000715361970969
ACH-000792,-0.05687199900836507
ACH-000794,0.15656886635389525
ACH-000796,0.07037435616795602
ACH-000798,-0.10286104405487907
ACH-000799,0.11876130042882073
ACH-000800,-0.0593856301456956
ACH-000802,-0.03468413846878508
ACH-000804,-0.18261599462835887
ACH-000805,-0.27408373115572804
ACH-000809,-0.14321366829879414
ACH-000810,-0.16451682318109048
ACH-000811,0.0076707221326271545
ACH-000817,0.13322784579192962
ACH-000819,0.03564712317979237
ACH-000820,-0.06825181221877205
ACH-000821,-0.3526284090919253
ACH-000822,-0.11124312854773076
ACH-000823,-0.07497251956478745
ACH-000824,0.08515347935234327
ACH-000827,0.0435732272853253
ACH-000829,-0.002957436078721929
ACH-000831,-0.17752879972363894
ACH-000832,-0.05025058252476145
ACH-000833,-0.08144728877885372
ACH-000834,-0.14265961624533127
ACH-000835,0.04043610754495157
ACH-000836,-0.04552843434527317
ACH-000837,-0.03134485640018573
ACH-000838,-0.19944295149233213
ACH-000839,0.055680346995982566
ACH-000840,0.05241461664689229
ACH-000841,-0.2786044008439229
ACH-000843,0.10785202471001308
ACH-000846,-0.0056136276325545855
ACH-000847,-0.10296320347712963
ACH-000848,-0.13894801024975384
ACH-000849,-0.0077542776196064655
ACH-000851,0.04684085411283037
ACH-000855,-0.013762707318246793
ACH-000856,-0.029706219712402837
ACH-000858,0.10132510606341806
ACH-000859,-0.0568294461382179
ACH-000861,-0.06628671757869233
ACH-000862,0.15750047309933324
ACH-000865,-0.14559675712764242
ACH-000866,0.13337367972270214
ACH-000867,0.06668986643909877
ACH-000869,0.031295277346441885
ACH-000872,0.109572392619594
ACH-000873,0.015020408790289982
ACH-000876,0.03442119085780318
ACH-000878,-0.12406728765344707
ACH-000880,0.007979919922647016
ACH-000881,-0.08952753859584084
ACH-000882,0.0458821347049958
ACH-000884,-0.09183169703297613
ACH-000885,-0.04364777336513472
ACH-000887,-0.06364964610109969
ACH-000889,-0.11827029157942245
ACH-000896,-0.08223175195339727
ACH-000898,-0.15479190396090972
ACH-000900,0.012943168302997864
ACH-000901,-0.01418407589889786
ACH-000905,0.04342767423609256
ACH-000906,-0.10229563217197957
ACH-000907,0.07965646315320653
ACH-000910,-0.05524063602714989
ACH-000911,-0.06142829763998155
ACH-000912,-0.0180138195111742
ACH-000913,-0.023007225362683775
ACH-000915,0.01933137823755641
ACH-000916,-0.19504564900887494
ACH-000917,-0.3242041314562095
ACH-000920,0.18296215709167954
ACH-000921,-0.030031893012884663
ACH-000924,0.04460375508870714
ACH-000926,0.03202351188919006
ACH-000928,-0.009868042634306521
ACH-000929,-0.07334655223384072
ACH-000932,-0.06490194761897583
ACH-000935,-0.11873341573819815
ACH-000936,-0.06022277588594933
ACH-000937,0.002298327492393777
ACH-000938,-0.043708883039456435
ACH-000939,-0.017947611065419037
ACH-000941,0.05316728301494508
ACH-000943,0.11112207519667198
ACH-000946,0.16424190323417934
ACH-000947,-0.0063849228776132715
ACH-000948,-0.017784626094183718
ACH-000950,0.03395826031742157
ACH-000953,0.11028817499593742
ACH-000954,-0.06757622260663522
ACH-000957,0.08784603869995622
ACH-000958,0.2149855669125197
ACH-000960,0.06243156922577819
ACH-000963,0.11901012189515492
ACH-000968,0.03609330328939745
ACH-000969,0.16048473874396432
ACH-000972,0.11713423498580293
ACH-000973,-0.07877142001166858
ACH-000974,0.08227292243294583
ACH-000978,-0.3440126025395357
ACH-000984,-0.033641708034550175
ACH-000986,0.12084267716790155
ACH-000988,-0.06662326798631032
ACH-000993,0.010367370332281613
ACH-000994,-0.07949124339256518
ACH-000996,-0.022506735268460847
ACH-001001,-0.07664130059334635
ACH-001020,0.09380094438146573
ACH-001028,-0.0757534587155466
ACH-001031,0.09552266296583342
ACH-001038,0.0563465076651197
ACH-001048,-0.1144599793040081
ACH-001050,0.06109464665399119
ACH-001053,-0.09331207476329903
ACH-001054,-0.026398526518481024
ACH-001061,0.037203028662898284
ACH-001067,-0.02051890193846273
ACH-001075,-0.14252852419445794
ACH-001096,-0.016802182497450045
ACH-001111,-0.012881034409607866
ACH-001119,-0.18114110324585012
ACH-001128,0.09840996989576613
ACH-001134,-0.008109095522462823
ACH-001151,-0.06349670346408713
ACH-001163,-0.107098343690215
ACH-001164,-0.06521210775006897
ACH-001183,-0.1487781852071776
ACH-001192,0.14172387952451646
ACH-001193,-0.11024456667654983
ACH-001196,-0.11941377170798913
ACH-001197,-0.12486747456644867
ACH-001205,-0.03446738527434096
ACH-001211,-0.17605701640149538
ACH-001212,0.1338104716057374
ACH-001228,0.015172012926993512
ACH-001232,0.024507992522359644
ACH-001239,-0.013944165151352472
ACH-001270,-0.05361601786915993
ACH-001274,-0.12506507196053746
ACH-001275,0.03877603676109717
ACH-001277,-0.11195906622543847
ACH-001278,0.1846723444066169
ACH-001280,0.09503589541023312
ACH-001283,-0.0551569457191006
ACH-001289,0.06536242178823666
ACH-001300,-0.4132947212323949
ACH-001301,0.036322220464096944
ACH-001302,0.031167798144254532
ACH-001306,-0.07551258408413968
ACH-001318,0.0709219043739298
ACH-001322,0.053131754570966604
ACH-001328,-0.11716076267545113
ACH-001332,0.10642913691058983
ACH-001336,-0.16374204150709604
ACH-001346,-0.09877029162373888
ACH-001353,-0.005962581675550328
ACH-001354,-0.14549567802839208
ACH-001367,0.00715409641445253
ACH-001368,-0.017684465346923958
ACH-001374,-0.04063986598563974
ACH-001377,-0.12103393581856675
ACH-001380,-0.1145398381651198
ACH-001391,0.049923842316115005
ACH-001408,-0.08155382509643921
ACH-001430,0.03207126616470595
ACH-001431,0.15441100584292464
ACH-001450,-0.08874591140816121
ACH-001496,0.02243300744286373
ACH-001500,-0.057652335507998566
ACH-001523,-0.06964927672865147
ACH-001532,0.04426318188111104
ACH-001550,-0.013717705305163795
ACH-001552,0.10073527542894713
ACH-001554,-0.04308914916474512
ACH-001654,-0.1684152403635619
ACH-001735,-0.07213094460252116
ACH-001736,-0.002277492648682965
ACH-001737,0.013256909994851782
