,LAMC3 (10319)
ACH-000004,-0.27780304390362665
ACH-000005,-0.6102360081066281
ACH-000007,-0.057947504360632465
ACH-000009,-0.05149500169925413
ACH-000011,0.011147353481482087
ACH-000012,-0.07912342457488006
ACH-000013,-0.07514086579152288
ACH-000014,-0.18536263140298045
ACH-000015,-0.16921172937846735
ACH-000017,-0.11610778698626545
ACH-000018,-0.17336238867022896
ACH-000019,-0.06613982870549233
ACH-000021,-0.05091566316446572
ACH-000022,-0.0991568931239129
ACH-000025,0.015416903759857943
ACH-000028,0.04127146988931084
ACH-000030,-0.14189007066476084
ACH-000035,0.041695380121687456
ACH-000036,-0.11697839472625585
ACH-000037,-0.1272731588996686
ACH-000039,-0.1123484415517552
ACH-000040,-0.14402198154088364
ACH-000041,-0.057253969178825276
ACH-000042,-0.16397061171445956
ACH-000045,-0.13736693937127548
ACH-000047,-0.10714484606970104
ACH-000052,-0.026213524697240063
ACH-000053,-0.07260601006512411
ACH-000054,-0.07980445442545017
ACH-000055,0.11708449823777928
ACH-000060,-0.24443616281185945
ACH-000067,-0.12821826816015014
ACH-000070,0.13405817589218866
ACH-000075,0.0427963165126924
ACH-000078,-0.03161732549610584
ACH-000082,0.06602653195383225
ACH-000085,-0.3144519887549692
ACH-000086,0.05594470108314753
ACH-000087,0.0037421929834042795
ACH-000092,-0.1368689614861141
ACH-000095,-0.039631979648579216
ACH-000097,-0.007680422502696968
ACH-000098,-0.17536305703436528
ACH-000099,-0.07359104352363738
ACH-000108,-0.08741412290955904
ACH-000113,0.01906021831130886
ACH-000116,-0.02686342760587402
ACH-000118,-0.19101627321076567
ACH-000120,-0.07179646859289385
ACH-000123,-0.11904005835005008
ACH-000127,-0.0360255193248958
ACH-000128,-0.12985139016485078
ACH-000132,-0.17667446939744885
ACH-000133,-0.10457054550236923
ACH-000137,-0.07003716542191864
ACH-000138,-0.1880702316689061
ACH-000142,-0.1927834937179001
ACH-000143,0.0015232358632064926
ACH-000146,-0.04820317111037162
ACH-000148,-0.06475458899692378
ACH-000150,0.05339749452311468
ACH-000152,-0.12677674888259632
ACH-000153,0.13188955733047406
ACH-000159,-0.06936632268050116
ACH-000160,0.08318453170246423
ACH-000163,-0.03762545999379297
ACH-000167,0.1116408501076136
ACH-000168,-0.1091474418001714
ACH-000169,-0.193063880058452
ACH-000178,-0.13865146558703595
ACH-000183,-0.17931097183071368
ACH-000188,-0.04403603142127519
ACH-000189,0.14870100698898558
ACH-000190,0.19918426929869493
ACH-000198,-0.04920204031651547
ACH-000203,-0.5195037545674384
ACH-000204,-0.07147202219818796
ACH-000206,-0.2671614410457676
ACH-000207,-0.2788812226148216
ACH-000208,-0.1607247806037478
ACH-000210,0.05293554387266793
ACH-000211,-0.06963068938673549
ACH-000215,-0.11561966591611772
ACH-000221,-0.1713945341150484
ACH-000222,-0.03536470359726775
ACH-000223,0.008038315861528502
ACH-000226,-0.2037233676426872
ACH-000227,-0.044033317578071135
ACH-000228,0.006066494474261097
ACH-000231,-0.01920482555087827
ACH-000232,0.05569630557965175
ACH-000233,-0.10524956365993747
ACH-000234,-0.1424077075057351
ACH-000235,-0.12529701634007245
ACH-000237,-0.13355629530509674
ACH-000238,-0.1174255021841926
ACH-000242,-0.07159059233537379
ACH-000243,0.029359191585357932
ACH-000244,0.041168911973912065
ACH-000246,-0.11686026731959373
ACH-000248,-0.02963657336753835
ACH-000250,-0.1111311952640007
ACH-000251,-0.401282389296002
ACH-000252,-0.29205008758077783
ACH-000253,-0.10645317031130117
ACH-000255,-0.06574389882221537
ACH-000256,-0.11524207392447253
ACH-000257,-0.15123197009384115
ACH-000258,-0.36390575486466215
ACH-000259,-0.026343434451769114
ACH-000260,-0.17153980222713436
ACH-000261,-0.005281608708946099
ACH-000262,-0.09492705457270507
ACH-000263,-0.17256243909147376
ACH-000264,-0.11091228295859128
ACH-000265,-0.11098377527218757
ACH-000266,-0.1361490758898211
ACH-000272,-0.0734364289669077
ACH-000274,-0.15845343742559626
ACH-000277,0.11385018671720065
ACH-000278,-0.08162301528391677
ACH-000279,0.009573117256126171
ACH-000280,-0.2283445849736493
ACH-000281,-0.15652055584552374
ACH-000288,0.0489186604449102
ACH-000291,0.019502889603509703
ACH-000293,0.05088688100491782
ACH-000294,-0.1234719689192073
ACH-000295,-0.02182810089494362
ACH-000296,0.07425203363294076
ACH-000302,-0.013534384051088163
ACH-000304,-0.19452274741210576
ACH-000307,-0.17966603279205942
ACH-000308,-0.0602784405349526
ACH-000310,-0.1620694596416603
ACH-000311,-0.11948582794245755
ACH-000312,-0.09887754052205157
ACH-000315,0.09440174628846502
