,POT1 (25913)
ACH-000208,-0.8838596352185512
ACH-000210,-0.44334912598797616
ACH-000211,-0.11579709296291794
ACH-000215,-0.6512377039178421
ACH-000221,-0.890173691612897
ACH-000222,-0.4431468500443732
ACH-000223,-0.7335562028953562
ACH-000226,-0.6718374055708928
ACH-000227,-0.2803384538081874
ACH-000228,-0.3657317802330405
ACH-000231,-0.3738348579347974
ACH-000232,-0.4279454059012497
ACH-000233,-0.5725564785167403
ACH-000234,-0.4549721672779132
ACH-000235,-0.6241473074493212
ACH-000237,-0.5572346319972921
ACH-000238,-0.9958828652373096
ACH-000242,-0.3966349148057752
ACH-000243,-0.2399274099556678
ACH-000244,-0.8799785736899305
ACH-000246,-0.6916686693815799
ACH-000248,-0.13682761996125611
ACH-000250,-0.6913330830949596
ACH-000251,-0.648981542304274
ACH-000252,-0.3922665434152142
ACH-000253,-0.5323991898703422
ACH-000255,-0.12292050497685506
ACH-000256,-0.5960701150231491
ACH-000257,-1.0169281819042724
ACH-000258,-0.6974836051430915
ACH-000259,-0.5467977734832514
ACH-000260,-0.5835877991270463
ACH-000261,-0.5050086243342616
ACH-000262,-0.5649884121667346
ACH-000263,-0.8261216165766082
ACH-000264,-0.651751181403995
ACH-000265,-0.19851317181160896
ACH-000266,-0.9396921474478324
ACH-000272,-0.4152097558536088
ACH-000274,-0.2491305292631769
ACH-000277,-0.33158362751535964
ACH-000278,-0.33251424558177745
ACH-000279,-0.9426050219291524
ACH-000280,-0.7058234918006686
ACH-000281,-0.6615544220965766
ACH-000288,-0.9101487719702382
ACH-000291,-0.4655535536409244
ACH-000293,-0.3442617919566742
ACH-000294,-0.8137055298549523
ACH-000295,-0.7192034522156482
ACH-000296,-0.4108238234956216
ACH-000302,-0.3019935514046476
ACH-000304,-0.6473628289999389
ACH-000307,-0.7192079894840472
ACH-000308,-0.596276899941213
ACH-000310,-0.4874528405269268
ACH-000311,-0.5718983922590414
ACH-000312,-0.3350613786073034
ACH-000315,-0.5676033774104139
ACH-000316,-0.7527239862058103
ACH-000317,-0.7946403494771618
ACH-000318,-0.3146392073923153
ACH-000319,-0.23921238542368176
ACH-000320,-0.6183681856402637
ACH-000322,-0.4874480117717954
ACH-000323,-0.3188445560994851
ACH-000324,-0.8589309738338268
ACH-000329,-0.6049778146228934
ACH-000330,-0.042120499505535584
ACH-000331,-0.4518650984258545
ACH-000332,-0.4899735149259354
ACH-000334,-0.4837324233975995
ACH-000335,-0.7562902358408023
ACH-000336,-0.4197535980325384
ACH-000337,-0.4020476162085157
ACH-000338,-0.3012161235173128
ACH-000339,-0.5531911791401114
ACH-000341,-0.4536271154499935
ACH-000348,-0.4839882815617793
ACH-000350,-0.583500656425646
ACH-000352,-0.04144112992122748
ACH-000356,-0.6364657470037233
ACH-000361,-0.5260940901949545
ACH-000362,-0.6132173484272012
ACH-000363,-0.17992276398972526
ACH-000364,-0.5694790530628951
ACH-000365,-0.6750691264687253
ACH-000366,-0.7742472351055047
ACH-000368,-0.725780394120248
ACH-000374,-0.4663592911575117
ACH-000375,-0.6063810420028828
ACH-000376,-0.6638593719791281
ACH-000381,-0.4812975951366042
ACH-000383,-0.3118323876347973
ACH-000387,-0.5871888365417535
ACH-000389,-0.59385401093658
ACH-000390,-0.38869229429651375
ACH-000393,-0.3618685307213997
ACH-000395,-0.2991701616977901
ACH-000396,-0.5298037165088775
ACH-000397,-0.6289832611348575
ACH-000401,-0.8206092667196403
ACH-000402,-0.3110089603267257
ACH-000403,-0.7122313537182178
ACH-000404,-0.43832852878287454
ACH-000406,-0.703463720143126
ACH-000407,-0.5121463058181033
ACH-000408,-0.5552523991033435
ACH-000410,-0.5681420858163494
ACH-000411,-0.6036935381155975
ACH-000414,-0.4686486762512296
ACH-000415,-0.3768377347385705
ACH-000416,-0.7879002849101157
ACH-000420,-0.6805146683906974
ACH-000421,-0.24269581064702575
ACH-000424,-0.35063777901178506
ACH-000425,-0.4494451593603809
ACH-000426,-0.5189218363880301
ACH-000427,-0.4735195639889462
ACH-000433,-0.5154919080235973
ACH-000435,-0.7808199765831237
ACH-000436,-0.5671776539107904
ACH-000444,-0.6312286173433502
ACH-000445,-0.7027187392522246
ACH-000448,-0.5010717432573984
ACH-000450,-0.5405621580089799
ACH-000452,-0.3903046611874407
ACH-000454,-0.3089863244568569
ACH-000458,-0.7282411496267954
ACH-000459,-0.4202523142329926
ACH-000460,-0.6052220002697549
ACH-000461,-0.4644319337546487
ACH-000463,-0.4760780061435951
ACH-000464,-0.6510739311537284
ACH-000466,-0.5076713508808963
ACH-000467,-0.6885322206408021
ACH-000468,-0.4526407759076225
ACH-000469,-0.6744516615587302
ACH-000470,-0.7284318710612424
ACH-000471,-0.6027445252503799
ACH-000472,-0.4291138707757745
ACH-000473,-0.4142887563517955
ACH-000475,-0.24739295256364746
ACH-000476,-0.18093381042782844
ACH-000477,-0.6539825767995737
ACH-000479,-0.3752287410500279
ACH-000480,-0.11200155161344537
ACH-000481,-0.3433692879100371
ACH-000483,-0.27757799150947354
ACH-000484,-0.7364225562289647
ACH-000485,-0.4826835627014976
ACH-000486,-0.572427766460433
ACH-000487,-0.4733193344494455
ACH-000488,-0.19301958232838196
ACH-000490,-0.5942191189919561
ACH-000491,-0.3902093219135431
ACH-000495,-0.580486836922191
ACH-000496,-0.2882919552522882
ACH-000499,-0.4841266987525619
ACH-000500,-0.32838062670490104
ACH-000502,-0.7057905788107907
ACH-000503,-0.2995818941272084
ACH-000505,-0.4929052222415902
ACH-000507,-0.2572092499474987
ACH-000510,-0.2414526611332448
ACH-000511,-0.5906222420659113
ACH-000512,-0.6564846348361374
ACH-000516,-0.18416052949104086
ACH-000517,-0.5307897405550446
ACH-000518,-0.7924038015396748
ACH-000520,-0.4753237127140287
ACH-000521,-0.8266971683726436
ACH-000522,-0.3048472768685381
ACH-000524,-0.23568527268835102
ACH-000527,-0.4381359588701372
ACH-000528,-0.26047056285580444
ACH-000537,-0.3408018065110489
ACH-000541,0.01194848598391632
ACH-000542,-0.8213817381712497
ACH-000544,-0.3531985882345083
ACH-000545,-0.5027639452233167
ACH-000547,-0.6265076322673512
ACH-000548,-0.587612629693876
ACH-000549,-0.5252737280297917
ACH-000550,-0.6154834203221691
ACH-000552,-0.5028877782378719
ACH-000556,-0.14397394382130044
ACH-000557,-0.508670354014404
ACH-000569,-0.1885741883318256
ACH-000570,-0.8974574887376818
ACH-000571,-0.6627846594889125
ACH-000573,-0.3381358232304953
ACH-000576,-0.618339367279766
ACH-000579,-0.4981817611126718
ACH-000580,-0.3991599872539007
ACH-000584,-0.3234425641048114
ACH-000585,-0.9238461429576844
ACH-000588,-0.735673317827413
ACH-000589,-0.2892788608599048
ACH-000591,-0.4527631312780921
ACH-000593,-0.4249390847827819
ACH-000600,-0.3315141831589755
ACH-000601,-0.5787834296856639
ACH-000605,-0.6109071257329474
ACH-000606,-0.4724412394984857
ACH-000608,-0.4573037669998299
ACH-000614,-0.6062177787420144
ACH-000616,-0.44838535444117217
ACH-000618,-0.4215700846392313
ACH-000619,-0.4295049460236321
ACH-000620,-0.18412291980550752
ACH-000621,-0.2349091525978469
ACH-000622,-0.468710396179567
ACH-000623,-0.7637387239448288
ACH-000624,-0.0904498691599373
ACH-000627,-0.5022623579056659
ACH-000630,-0.31831412150103705
ACH-000631,-0.456092857628576
ACH-000632,-0.39661480130017696
ACH-000633,-0.6105355772440856
ACH-000637,-0.15740351822281495
ACH-000638,-0.5854437246004256
ACH-000646,-0.3256436105331781
ACH-000647,-0.2936982256689015
ACH-000648,-0.6644519861836332
ACH-000649,-0.5178144817518675
ACH-000651,-0.7409003912500873
ACH-000652,-0.5861948908377523
ACH-000653,-0.6801195081118371
ACH-000657,-0.5766575163413099
ACH-000658,-0.4730240850039889
ACH-000661,-0.6179141424528124
ACH-000662,-0.0922813142937216
ACH-000663,-0.4154921657385627
ACH-000665,-0.2506839152858093
ACH-000671,-0.2383706996721208
ACH-000672,-0.3156503902866909
ACH-000673,-0.3599819413835094
ACH-000676,-0.566946544143944
ACH-000677,-0.31718396394471504
ACH-000681,-0.467027302716092
ACH-000683,-0.5382922834368787
ACH-000684,-0.6182773814323279
ACH-000688,-0.6592663836956109
ACH-000693,-0.4483786472040833
ACH-000694,-0.5783968345331691
ACH-000695,-0.7617957072609987
ACH-000696,-0.6472308947135667
ACH-000697,-0.4014902328914234
ACH-000699,-0.3513674550604629
ACH-000701,-0.7700052189426386
ACH-000706,-0.3534867457194669
ACH-000711,-0.09671969286695299
ACH-000713,-0.4295508715938085
ACH-000714,-0.3341041951977658
ACH-000718,-0.4079595487079512
ACH-000720,-0.3824726054913841
ACH-000721,-0.5897797428529011
ACH-000724,-0.26200572616898604
ACH-000725,-0.2502193147743186
ACH-000732,-0.5020738811778664
ACH-000734,-0.5483547797850863
ACH-000735,-0.4556127173660372
ACH-000736,-0.3298383000341026
ACH-000738,-0.2700322103102198
ACH-000746,-0.21254472983616607
ACH-000747,-0.09473393536962846
ACH-000748,-0.6363650104852774
ACH-000753,-0.42562714265280616
ACH-000756,-0.5257083109604764
ACH-000757,-0.18573397672436284
ACH-000758,-0.1660978665410332
ACH-000760,-0.5257390213717323
ACH-000762,-0.7497479764539152
ACH-000763,-0.4994088589287065
ACH-000764,-0.3369896075766128
ACH-000765,-0.3819827568527277
ACH-000766,-0.7593924614328086
ACH-000767,-0.23902364146587385
ACH-000768,-0.4324673149427526
ACH-000769,-0.4046322338561785
ACH-000770,-0.5331971738651836
ACH-000771,-0.5871227905302012
ACH-000773,-0.5734753083282144
ACH-000776,-0.49074578250832
ACH-000777,-1.0434191815335998
ACH-000778,-0.571399286465304
ACH-000781,-0.3789693444500517
ACH-000782,-0.4229011413418714
ACH-000783,-0.6592677079902987
ACH-000784,-0.338901897431932
ACH-000785,-0.5098587325545173
ACH-000787,-0.5006927266966008
ACH-000788,-0.6111135613480368
ACH-000791,-0.5742221153102457
ACH-000792,-0.5359605582588155
ACH-000794,-0.8961494838680457
ACH-000796,-0.6284506960896221
ACH-000798,-0.6904059384655958
ACH-000799,-0.3834418517415977
ACH-000800,-0.567123074715327
ACH-000802,-0.6108353542874553
ACH-000804,-0.6117389919858721
ACH-000805,-0.44253546008622224
ACH-000809,-0.46620558180691707
ACH-000810,-0.7595039823058399
ACH-000811,-0.2177616301749318
ACH-000817,-0.5674878576043514
ACH-000819,-0.2689315261383867
ACH-000820,-0.26812666213526143
ACH-000821,-0.1880996803090296
ACH-000822,-0.2495848660072512
ACH-000823,-0.5499461288797993
ACH-000824,-0.4930214241637638
ACH-000827,-0.20946585862950545
ACH-000829,-0.4724362013506906
ACH-000831,-0.5394830467497325
ACH-000832,-0.22665260817806834
ACH-000833,-0.4038613727499059
ACH-000834,-0.5583517961794228
ACH-000835,-0.4990477537003386
ACH-000836,-0.11987053085693115
ACH-000837,-0.3843570972221005
ACH-000838,-0.6778510301674278
ACH-000839,-0.5733286226119995
ACH-000840,-0.5370125312537771
ACH-000841,-0.4511578112787584
ACH-000843,-0.6312682132350446
ACH-000846,-0.06542728699080806
ACH-000847,-0.464906819394873
ACH-000848,-0.2990735760870765
ACH-000849,-0.6247282144344776
ACH-000851,-0.3793752870718899
ACH-000855,-0.2391440946653972
ACH-000856,-0.5696487282950211
ACH-000858,-0.3030581489638477
ACH-000859,-0.4982315884812932
ACH-000861,-0.5060631543401312
ACH-000862,-0.3767520985629959
ACH-000865,-0.5996882726110221
ACH-000866,-0.6099370088766888
ACH-000867,-0.005915572009568208
ACH-000869,-0.39690600273376425
ACH-000872,-0.4533376755524521
ACH-000873,-0.5816680956168105
ACH-000876,-0.5052085086916249
ACH-000878,-0.6620000292974322
ACH-000880,-0.643818181146499
ACH-000881,-0.6478303338654007
ACH-000882,-0.5419625077612761
ACH-000884,-0.486494001031431
ACH-000885,-0.6252691609657421
ACH-000887,-0.4156930537832334
ACH-000889,-0.3325179159126572
ACH-000896,-0.2438706056165724
ACH-000898,-0.5544724497048327
ACH-000900,-0.3335358688961985
ACH-000901,-0.5570893213477791
ACH-000905,-0.5567302735088101
ACH-000906,-0.6245879163531254
ACH-000907,-0.606140400472932
ACH-000910,-0.13321368707146009
ACH-000911,-0.2971527280281133
ACH-000912,-0.14594210336926286
ACH-000913,-0.6858429822262458
ACH-000915,-0.5647585956329162
ACH-000916,-0.2899669265849588
ACH-000917,-0.8568440152901824
ACH-000920,-0.6223565214951412
ACH-000921,-0.3905650386897783
ACH-000924,-0.3958032779880883
ACH-000926,-0.5558290356854932
ACH-000928,-0.4376094754780912
ACH-000929,-0.5873737562885878
ACH-000932,-0.5207627236153938
ACH-000935,-0.5543841885979232
ACH-000936,-0.6008014905619395
ACH-000937,-0.7879862109862241
ACH-000938,-0.7355586891035825
ACH-000939,0.05273830712088098
ACH-000941,-0.4188355493267193
ACH-000943,-0.5649957211022062
ACH-000946,-0.7061236439681741
ACH-000947,-0.7433214870571869
ACH-000948,-0.4473989454119475
ACH-000950,-0.3948540003188401
ACH-000953,-0.7617355741979649
ACH-000954,-0.18427826375601786
ACH-000957,-0.5746772661525006
ACH-000958,-0.6551851838459374
ACH-000960,-0.7591792469636613
ACH-000963,-0.4982390240476821
ACH-000968,-0.6334164873846985
ACH-000969,-0.4498357817769533
ACH-000972,-0.5882972580398905
ACH-000973,-0.5798624375418794
ACH-000974,-0.9028800523231324
ACH-000978,-0.4054096482722237
ACH-000984,-0.5003302678939627
ACH-000986,-0.03998552259345462
ACH-000988,-0.3884582498243525
ACH-000993,-0.437431181620356
ACH-000994,-0.3016919585401991
ACH-000996,-0.5663199190795145
ACH-001001,-0.19970832171593
ACH-001020,-0.10221619555583776
ACH-001028,-0.5750570175094856
ACH-001031,-0.421429743675223
ACH-001038,-0.6652078702918486
ACH-001048,-0.5045504872454261
ACH-001050,-0.5153383357916717
ACH-001053,-0.33261382023341146
ACH-001054,-0.5568533684520962
ACH-001061,-0.6055600819770443
ACH-001067,-0.4897335344352474
ACH-001075,-0.6169630391271091
ACH-001096,-0.8257087194263429
ACH-001111,-0.3753246403622935
ACH-001119,-0.6227398232934931
ACH-001128,0.29464959857363804
ACH-001134,-0.5143304592372567
ACH-001151,-0.5414625604550861
ACH-001163,-0.3116687029416265
ACH-001164,-0.4506079229887121
ACH-001183,-0.7836690070542485
ACH-001192,-0.7285753066992552
ACH-001193,-0.6796605011681248
ACH-001196,-0.336782312883605
ACH-001197,-0.6377629828843914
ACH-001205,-0.7433224129423627
ACH-001211,-0.292790444758864
ACH-001212,-0.5091911289487397
ACH-001228,-0.42470982910073424
ACH-001232,-0.6054112108011642
ACH-001239,-0.7519125752952018
ACH-001270,-0.431721069195386
ACH-001274,-0.6329008162306777
ACH-001275,-0.4679935622666899
ACH-001277,-0.3761178836211359
ACH-001278,-0.3652620643225419
ACH-001280,-0.44015895041474057
ACH-001283,-0.3189304384114737
ACH-001289,-0.5803871309598282
ACH-001300,-0.5461888550333125
ACH-001301,-0.6848753728366812
ACH-001302,-0.6729347805101895
ACH-001306,-0.2494561223956091
ACH-001318,-0.4039855803795367
ACH-001322,-0.7074200269325577
ACH-001328,-0.6720959700639774
ACH-001332,-0.53624132128421
ACH-001336,-0.4247143654094368
ACH-001346,-0.3885788496877027
ACH-001353,-0.4122709628355
ACH-001354,-0.5462338480651298
ACH-001367,-0.6290180447427898
ACH-001368,-0.4613886485328039
ACH-001374,-0.8236682951293893
ACH-001377,-0.7366892591552567
ACH-001380,-0.3056182516350725
ACH-001391,-0.2975939883020193
ACH-001408,-0.5493368261106814
ACH-001430,-0.4562621256299981
ACH-001431,-0.5556483232015844
ACH-001450,-0.74410583799712
ACH-001496,-0.14919343909519414
ACH-001500,-0.06752928089095456
ACH-001523,-0.2260461730023188
ACH-001532,-0.6405667882245861
ACH-001550,-0.332404778822432
ACH-001552,-0.6471545276600125
ACH-001554,-0.5672731150312142
ACH-001654,-0.7132198388116708
ACH-001735,-0.6588920292696433
ACH-001736,-0.6932881321284278
ACH-001737,-0.21036482301561632
ACH-001740,-0.6836111075737813
ACH-001745,-0.5827902148607322
ACH-001765,-0.7565678914128394
