,CC2D2B (387707)
ACH-000004,-0.014112042237634684
ACH-000005,-0.1543964559103553
ACH-000007,0.01859094880391229
ACH-000009,-0.023554435087849303
ACH-000011,-0.002751003688164697
ACH-000012,-0.014833572396841587
ACH-000013,-0.0864857078116498
ACH-000014,-0.11018950621953433
ACH-000015,-0.13212881932116907
ACH-000017,-0.17860457927569995
ACH-000018,-0.2901831639573918
ACH-000019,0.15654345979050846
ACH-000021,-0.0521440549736872
ACH-000022,-0.001918704775401328
ACH-000025,-0.03930118491273401
ACH-000028,-0.032203322780656025
ACH-000030,-0.11536815212675125
ACH-000035,0.002956254065077873
ACH-000036,0.002037628349993136
ACH-000037,-0.1429188403687922
ACH-000039,0.1523545961701442
ACH-000040,-0.015243081910440253
ACH-000041,0.04041747355935977
ACH-000042,0.011473766267678395
ACH-000045,0.0024849957965025647
ACH-000047,0.06486768601183694
ACH-000052,-0.23223563933154034
ACH-000053,0.020072724232061058
ACH-000054,-0.04130366017426295
ACH-000055,-0.044970755464261526
ACH-000060,-0.040261794785160336
ACH-000067,-0.15947444627900045
ACH-000070,-0.10009741000258836
ACH-000075,0.025972847191428425
ACH-000078,0.02653294527826288
ACH-000082,-0.08755984547807659
ACH-000085,0.0412499445643692
ACH-000086,-0.12372012960658288
ACH-000087,-0.2059388881143138
ACH-000092,-0.02453937019307696
ACH-000095,0.013133155696063934
ACH-000097,-0.06452914649121344
ACH-000098,-0.060976881005383635
ACH-000099,-0.02493401642044736
ACH-000108,-0.053530107923393334
ACH-000113,-0.017714704782060508
ACH-000116,-0.09747402775124392
ACH-000118,-0.0679673761076631
ACH-000120,-0.029666249781727726
ACH-000123,-0.01823512673605687
ACH-000127,-0.10174721105314016
ACH-000128,0.2567461516621801
ACH-000132,-0.0997301133989042
ACH-000133,-0.06294765789315883
ACH-000137,-0.059380774025679525
ACH-000138,-0.060606175751603625
ACH-000142,-0.13974186776142658
ACH-000143,-0.015661092486651984
ACH-000146,-0.03862475067427647
ACH-000148,-0.10470736480789636
ACH-000150,-0.09700684147819956
ACH-000152,-0.1545202098019616
ACH-000153,0.0037682347493121953
ACH-000159,-0.06739960669613129
ACH-000160,-0.043740810357690715
ACH-000163,-0.057030037043761576
ACH-000167,-0.3126521150639462
ACH-000168,-0.050678319423160485
ACH-000169,-0.10082940215909338
ACH-000178,0.027624230563658557
ACH-000183,0.05504542892175804
ACH-000188,0.02018818868609785
ACH-000189,0.0515799742298034
ACH-000190,0.1613155190176948
ACH-000198,0.02549200865383304
ACH-000203,-0.11969667654511384
ACH-000204,-0.17434557039728213
ACH-000206,0.10435100935294067
ACH-000207,-0.049192752564167934
ACH-000208,0.10136465302613798
ACH-000210,-0.13277247980107987
ACH-000211,-0.05232998522642197
ACH-000215,0.04177314022179943
ACH-000221,0.08978931440617192
ACH-000222,-0.07860886491148304
