,BOD1 (91272)
ACH-000004,-0.2229867413799136
ACH-000005,-0.0691332180605139
ACH-000007,-0.11142285290830738
ACH-000009,-0.30332861305249004
ACH-000011,-0.106436012692886
ACH-000012,-0.1449867702133761
ACH-000013,-0.06838463089896285
ACH-000014,-0.21005065263979644
ACH-000015,-0.19140025684198908
ACH-000017,-0.18184519606446392
ACH-000018,-0.027315600660452133
ACH-000019,-0.2308598164951197
ACH-000021,-0.1753698619154134
ACH-000022,-0.20638910710571293
ACH-000025,0.09417091076322967
ACH-000028,-0.27297394072516745
ACH-000030,-0.08721612473604527
ACH-000035,-0.0513446718933944
ACH-000036,-0.1642857803758891
ACH-000037,-0.14795835825597647
ACH-000039,-0.3916967275604574
ACH-000040,-0.02405601415976553
ACH-000041,-0.034029841881565374
ACH-000042,-0.14338102885077372
ACH-000045,-0.1177860109247816
ACH-000047,-0.3596242436269424
ACH-000052,-0.2509810403375275
ACH-000053,-0.2361795883795603
ACH-000054,-0.2089700252372811
ACH-000055,-0.05776217577310184
ACH-000060,-0.2345275990519111
ACH-000067,-0.06333131952320495
ACH-000070,-0.3315118094788088
ACH-000075,-0.2512600482251397
ACH-000078,-0.16366817137401268
ACH-000082,-0.13954031527874353
ACH-000085,-0.22577061238915
ACH-000086,-0.13554622097338734
ACH-000087,-0.35542142816150657
ACH-000092,-0.1899228256180833
ACH-000095,-0.25551093183333945
ACH-000097,-0.1734805724674442
ACH-000098,-0.11408389033212255
ACH-000099,-0.12880155589330966
ACH-000108,-0.157425962238945
ACH-000113,-0.1588604686823712
ACH-000116,-0.16536557794407838
ACH-000118,-0.16034993516298704
ACH-000120,-0.199509804703589
ACH-000123,-0.27680998868144585
ACH-000127,-0.21116064378283947
ACH-000128,0.0154237731149861
ACH-000132,-0.2842332289057915
ACH-000133,-0.2470289847312045
ACH-000137,-0.2214994272885097
ACH-000138,-0.04529373767065177
ACH-000142,-0.03928292670765954
ACH-000143,-0.3347462196570646
ACH-000146,-0.21825042499522032
ACH-000148,-0.20342961547476865
ACH-000150,-0.4020507513409908
ACH-000152,-0.4122547515012165
ACH-000153,-0.1410048112558604
ACH-000159,-0.23846736944791366
ACH-000160,-0.09350652621792037
ACH-000163,-0.07152728376277345
ACH-000167,-0.13061141180288025
ACH-000168,-0.1505458943188208
ACH-000169,-0.1611180627871273
ACH-000178,-0.09899811802064476
ACH-000183,0.05793603366585948
ACH-000188,-0.2569427477091936
ACH-000189,-0.22047322482323126
ACH-000190,-0.2205953990954828
ACH-000198,-0.17281775066512314
ACH-000203,-0.3459337986411157
ACH-000204,-0.3129286428277587
ACH-000206,-0.1004787286581253
ACH-000207,0.0064152416413140925
ACH-000208,-0.2356819666510745
ACH-000210,-0.4376121832720708
ACH-000211,-0.2456511425397328
ACH-000215,-0.14507754790261648
ACH-000221,-0.03288100054744629
ACH-000222,0.21484618011456386
ACH-000223,-0.2381886601693753
ACH-000226,-0.3016764430465215
ACH-000227,-0.4488176003521197
ACH-000228,-0.18353391823289508
ACH-000231,-0.10737414609477472
ACH-000232,-0.35383011108786183
ACH-000233,-0.33954663400869795
ACH-000234,-0.16084099661778745
ACH-000235,-0.14202729649336324
ACH-000237,-0.2567215053814255
ACH-000238,-0.2640684394220304
