,NAT10 (55226)
ACH-000004,-0.9940669275736396
ACH-000005,-0.7364144064369714
ACH-000007,-0.7707113492952269
ACH-000009,-0.8260410614828532
ACH-000011,-0.9557572064027916
ACH-000012,-0.888516231033504
ACH-000013,-0.6833501046882392
ACH-000014,-0.7849031032604192
ACH-000015,-0.8531884394259877
ACH-000017,-0.6697541599983969
ACH-000018,-0.8857324505301731
ACH-000019,-0.9375748209417704
ACH-000021,-0.9077482323967868
ACH-000022,-0.9036769982175954
ACH-000025,-1.0546786673419746
ACH-000028,-0.8918556674095683
ACH-000030,-0.7881022370461847
ACH-000035,-1.0067674768558983
ACH-000036,-0.7122522455932367
ACH-000037,-0.9564576045559392
ACH-000039,-0.8607512936570793
ACH-000040,-0.8682260435589442
ACH-000041,-0.920139300790952
ACH-000042,-0.7430919290670901
ACH-000045,-0.9048411297820458
ACH-000047,-0.5528143399925827
ACH-000052,-0.9625819060389724
ACH-000053,-0.712091108446436
ACH-000054,-0.8123971313221916
ACH-000055,-0.8923013361055717
ACH-000060,-0.8571722704310029
ACH-000067,-0.8567127615806809
ACH-000070,-0.7370621409370584
ACH-000075,-1.074885703349616
ACH-000078,-0.8936787790445516
ACH-000082,-0.9124588084829068
ACH-000085,-1.0218007169393426
ACH-000086,-1.0086941417771254
ACH-000087,-1.1410701101823464
ACH-000092,-0.9565023984899208
ACH-000095,-0.7837298505983006
ACH-000097,-0.9323177958425394
ACH-000098,-0.9402236931236168
ACH-000099,-1.063095905158831
ACH-000108,-0.8839621434424725
ACH-000113,-0.7441331311365061
ACH-000116,-0.8793008804880209
ACH-000118,-0.7859782041728492
ACH-000120,-1.0831328008427603
ACH-000123,-0.7953374825842241
ACH-000127,-0.7819012258850391
ACH-000128,-0.8885733736238934
ACH-000132,-0.9559418123305764
ACH-000133,-0.7754416808164539
ACH-000137,-0.7604613369568985
ACH-000138,-0.8960724231735234
ACH-000142,-0.8790527585885914
ACH-000143,-0.5241841068910429
ACH-000146,-0.8524993301969025
ACH-000148,-0.7950888373318044
ACH-000150,-0.7691782070141229
ACH-000152,-0.6973978330039186
ACH-000153,-0.7050852448303924
ACH-000159,-0.7449837969919082
ACH-000160,-0.7788439931265585
ACH-000163,-0.8397396704263397
ACH-000167,-0.9103535257262841
ACH-000168,-0.8509947828426787
ACH-000169,-0.9378758422563468
