,EFR3B (22979)
ACH-000153,0.054517637013953686
ACH-000159,-0.1444679250441789
ACH-000160,-0.03976649192053372
ACH-000163,-0.09855874646713496
ACH-000167,0.14694268664689256
ACH-000168,-0.21623838108598276
ACH-000169,-0.15763565829399556
ACH-000178,-0.1660632721703992
ACH-000183,-0.11332313589621265
ACH-000188,-0.05005862288459303
ACH-000189,-0.4396035104736979
ACH-000190,-0.31227214529708897
ACH-000198,-0.26841822535437404
ACH-000203,-0.5330450459963304
ACH-000204,-0.35832230970135226
ACH-000206,0.11965281620744772
ACH-000207,-0.22408232557647853
ACH-000208,-0.4959324612319598
ACH-000210,-0.14904373400845355
ACH-000211,-0.18192006452453588
ACH-000215,-0.08118991544023606
ACH-000221,-0.05094126372315494
ACH-000222,-0.4132288255821002
ACH-000223,-0.23187879949260634
ACH-000226,-0.03295140803462557
ACH-000227,-0.4408715199014297
ACH-000228,-0.13004571908834964
ACH-000231,-0.24555164439683616
ACH-000232,-0.1861808865536798
ACH-000233,-0.13487982275961466
ACH-000234,-0.4017336630704371
ACH-000235,-0.22071291404339524
ACH-000237,-0.18886228496367768
ACH-000238,-0.2805701593699101
ACH-000242,0.061781304635068535
ACH-000243,-0.3321160711237234
ACH-000244,0.08644281093233523
ACH-000246,-0.3791328583590777
ACH-000248,-0.14626216081762955
ACH-000250,-0.2841155437407677
ACH-000251,0.037293360130078695
ACH-000252,-0.1244381579199208
ACH-000253,-0.1412545073873627
ACH-000255,-0.1825540532713732
ACH-000256,-0.1930785098459296
ACH-000257,-0.22923128363696735
ACH-000258,-0.06426521406410969
ACH-000259,-0.4100664809504636
ACH-000260,-0.05690019525493448
ACH-000261,-0.14232812022324626
ACH-000262,-0.3068718977261744
ACH-000263,-0.16946802318944598
ACH-000264,-0.17782523374223572
ACH-000265,-0.2414916506486666
ACH-000266,-0.20359893964624887
ACH-000272,-0.20480189364943951
ACH-000274,-0.3012910078908142
ACH-000277,-0.3545013058881058
ACH-000278,0.009469079404629831
ACH-000279,-0.2550144969732152
ACH-000280,-0.2776009375064181
ACH-000281,-0.4444122045606421
ACH-000288,-0.223443746396534
ACH-000291,-0.3068328313497703
ACH-000293,-0.1166549511640304
ACH-000294,-0.0731656783100717
ACH-000295,-0.3100159229770976
ACH-000296,-0.008902121533382006
ACH-000302,-0.10842611252657312
ACH-000304,0.06603640615118309
ACH-000307,-0.1706744293204169
ACH-000308,-0.2338182723503767
ACH-000310,-0.34689197061322835
ACH-000311,-0.2934077563469177
ACH-000312,-0.34508261484485603
ACH-000315,-0.011470685210059565
ACH-000316,1.4649323211044586e-05
ACH-000317,-0.12300091049257117
ACH-000318,-0.2702642149485909
ACH-000319,-0.05220124414844005
ACH-000320,-0.0438946660894701
ACH-000322,-0.1257880923624055
ACH-000323,-0.3157347805886703
ACH-000324,-0.1905815307160088
ACH-000329,-0.17702002301122088
ACH-000330,-0.1144262288522819
ACH-000331,-0.2657985334681694
ACH-000332,-0.18909907403010032
ACH-000334,-0.4115190925153756
ACH-000335,-0.3204396839322462
ACH-000336,-0.12395127736140052
ACH-000337,0.03293281469341773
ACH-000338,-0.04937596246278338
ACH-000339,-0.0891225918094916
ACH-000341,-0.2615110608841424
ACH-000348,-0.12869836219821687
ACH-000350,-0.048973222844861865
ACH-000352,-0.2488166534260665
ACH-000356,0.031835167780718585
ACH-000361,-0.2441527665702015
ACH-000362,-0.11525480153228818
ACH-000363,-0.2556169827987708
ACH-000364,-0.4024913412011196
ACH-000365,-0.14433657520449494
ACH-000366,-0.28676752716664783
ACH-000368,-0.07432663867977646
ACH-000374,-0.22660717243599895
ACH-000375,-0.0730295081732182
ACH-000376,-0.2463315527213795
ACH-000381,-0.1508185761962556
ACH-000383,-0.11140612969103103
ACH-000387,-0.2555624976402222
ACH-000389,-0.09267643772793964
ACH-000390,-0.14703020008517487
ACH-000393,-0.1526827567703083
ACH-000395,-0.04272122330799833
ACH-000396,0.0021786272186849814
ACH-000397,-0.17527673234983354
ACH-000401,-0.09425461747062318
ACH-000402,0.10085955654759288
ACH-000403,-0.335757378106976
ACH-000404,-0.11013049489611576
ACH-000406,-0.06702535013197297
ACH-000407,-0.06790263948236291
ACH-000408,-0.11482006277039054
ACH-000410,-0.18907393657472069
ACH-000411,-0.17135172760580106
ACH-000414,-0.15087624021037602
ACH-000415,-0.15650999892481535
ACH-000416,-0.27418154836196884
ACH-000420,-0.1258445181839319
ACH-000421,-0.3169729341887911
ACH-000424,-0.057678703656988475
ACH-000425,-0.11507189233833146
ACH-000426,0.045723882995809886
ACH-000427,-0.2926398365654142
ACH-000433,-0.3648229758421037
ACH-000435,0.002237019608508885
ACH-000436,-0.16590197084609634
ACH-000444,-0.08745629235772195
ACH-000445,-0.3549646274400959
ACH-000448,-0.3110366757447729
ACH-000450,-0.3077465810676677
ACH-000452,-0.07791077605015996
ACH-000454,-0.3215007181027184
ACH-000458,-0.043374855117834
ACH-000459,0.04072900236043668
ACH-000460,-0.08202412831366637
ACH-000461,-0.11044771216771164
ACH-000463,-0.2119755163575014
ACH-000464,-0.28933693750191725
ACH-000466,-0.13233199996368836
ACH-000467,-0.2702225171890643
ACH-000468,0.011890834312585448
ACH-000469,-0.04892879524110761
ACH-000470,-0.2273643028147017
ACH-000471,-0.2502595987053741
ACH-000472,-0.2327305835199828
ACH-000473,-0.17090252425874125
ACH-000475,-0.13120387336722228
ACH-000476,-0.2219450765820376
ACH-000477,-0.2765862552160676
ACH-000479,-0.2555829540895386
ACH-000480,-0.06512942186123122
ACH-000481,-0.280516002402664
ACH-000483,-0.0894752652240522
ACH-000484,-0.2864165070416667
ACH-000485,-0.03722468767496909
ACH-000486,-0.039939116087853735
ACH-000487,-0.1916819840558958
ACH-000488,-0.07983468966753117
ACH-000490,-0.2373655718786395
ACH-000491,-0.16410955111119616
ACH-000495,-0.2984703175596027
ACH-000496,-0.013635659052722102
ACH-000499,-0.04871437862527162
ACH-000500,-0.18139850182649694
ACH-000502,-0.15666942919531185
ACH-000503,-0.255395091780713
ACH-000505,-0.07857171413356129
ACH-000507,-0.154128186842655
ACH-000510,-0.017699963733731783
ACH-000511,-0.2007580626929682
ACH-000512,-0.07521788904957606
ACH-000516,-0.3927127978165826
ACH-000517,-0.10676013904646728
ACH-000518,-0.12309487978150707
ACH-000520,-0.2629753110630257
ACH-000521,-0.19915034016941704
ACH-000522,-0.07398343570056172
ACH-000524,-0.10854156321235003
ACH-000527,-0.2774818667882044
ACH-000528,-0.12566126117237486
ACH-000537,-0.15864966026251104
ACH-000541,-0.2930437886566868
ACH-000542,-0.09668218699999633
ACH-000544,-0.2813866984511596
ACH-000545,-0.20524237862251726
ACH-000547,0.04651757102602565
ACH-000548,-0.2450504140527908
ACH-000549,-0.23869176114172186
ACH-000550,-0.18660742965962784
ACH-000552,-0.03658242364349746
ACH-000556,-0.21500230625211755
ACH-000557,-0.3069288440048239
ACH-000569,-0.5390921875967486
ACH-000570,-0.05097031011086466
ACH-000571,-0.1948070533812441
ACH-000573,-0.16273253294012532
ACH-000576,-0.29901426000213394
ACH-000579,-0.07081330531485833
ACH-000580,-0.16443975081481907
ACH-000584,-0.21220016085474752
ACH-000585,-0.2428753845254208
ACH-000588,0.09566493283232706
ACH-000589,-0.1684043008197723
ACH-000591,-0.12874532137901246
ACH-000593,-0.08997061457638213
ACH-000600,-0.16717012399716366
ACH-000601,-0.1053514238079482
ACH-000605,-0.19525344983956372
ACH-000606,-0.11303503350501826
ACH-000608,-0.24988242048672654
ACH-000614,-0.3118573240547416
ACH-000616,-0.17359307493523202
ACH-000618,-0.07095134031529117
ACH-000619,-0.13514331856350936
ACH-000620,-0.184900028582078
ACH-000621,-0.19561998494657576
ACH-000622,-0.19933684602226565
ACH-000623,-0.19281081089366175
ACH-000624,-0.09633225555069988
ACH-000627,-0.17528088908639486
ACH-000630,-0.07579895645863359
ACH-000631,-0.17575420884798032
ACH-000632,-0.1080046092625648
ACH-000633,-0.1305169871056168
ACH-000637,-0.2992940069381124
ACH-000638,-0.21640879113683906
ACH-000646,-0.12546246099022146
ACH-000647,-0.1202638992963852
ACH-000648,-0.2185780496439683
ACH-000649,-0.1499633160677041
ACH-000651,-0.305945832704987
ACH-000652,-0.2372874523442014
ACH-000653,-0.2096064770683609
ACH-000657,-0.1734971912925218
ACH-000658,-0.03506884096363854
ACH-000661,0.0006614475094364541
ACH-000662,-0.2430927272211827
ACH-000663,-0.2573289059634494
ACH-000665,-0.2075166360408504
ACH-000671,-0.19353823009766827
ACH-000672,0.1848135411688276
ACH-000673,-0.2816481487453721
ACH-000676,-0.2629541196458337
ACH-000677,-0.14089688536147602
ACH-000681,-0.11439892675341763
ACH-000683,-0.3519572149949544
ACH-000684,0.06078162821820194
ACH-000688,-0.0014595048081376375
ACH-000693,-0.2734313751995257
ACH-000694,-0.15180480430553722
ACH-000695,-0.6661339543283167
ACH-000696,-0.2287428681473035
ACH-000697,-0.1728269955295693
ACH-000699,-0.2175310505205524
ACH-000701,-0.23387311578982176
ACH-000706,-0.08835074679877711
ACH-000711,-0.2406841822806381
ACH-000713,-0.20581183962034566
ACH-000714,-0.17529440246009645
ACH-000718,-0.2207642915532992
ACH-000720,-0.22672666130646266
ACH-000721,-0.15003007980404795
ACH-000724,-0.04535808004602011
ACH-000725,-0.238578564134643
ACH-000732,-0.21480122638891608
ACH-000734,-0.2011959209920897
ACH-000735,-0.31392931098175925
ACH-000736,-0.2374676684052644
ACH-000738,-0.15375275244751507
ACH-000746,-0.18168209235161548
ACH-000747,-0.2944367428658781
ACH-000748,-0.17094388279981798
ACH-000753,-0.1598305253056659
ACH-000756,-0.15099758246440378
ACH-000757,-0.10075543627528052
ACH-000758,-0.13421442243280807
ACH-000760,-0.16143068730081891
ACH-000762,-0.015681318821945442
ACH-000763,-0.05762220047111414
ACH-000764,-0.15118309516868125
ACH-000765,-0.1672646252597962
ACH-000766,-0.11303271931875294
ACH-000767,-0.2834227907989839
ACH-000768,-0.24024014598289825
ACH-000769,-0.26100535410874137
ACH-000770,-0.2001919877786328
ACH-000771,-0.2521432209203231
ACH-000773,-0.10234399137292607
ACH-000776,-0.2515124001322709
ACH-000777,-0.08820742124163314
ACH-000778,-0.2531737299488575
ACH-000781,-0.2445533460520191
ACH-000782,-0.014209817024407932
ACH-000783,-0.2024085063493387
ACH-000784,-0.1536464868568109
ACH-000785,-0.2998998861504392
ACH-000787,-0.16818862595110945
ACH-000788,-0.14170171573272575
ACH-000791,-0.1862550274260596
ACH-000792,-0.07056102895917467
ACH-000794,-0.12314109445719836
ACH-000796,-0.3692198064104062
ACH-000798,-0.3191870148060246
ACH-000799,-0.3073242358424943
ACH-000800,-0.15877169717373985
ACH-000802,-0.04168781535078474
ACH-000804,-0.08356215346111598
ACH-000805,-0.0957586265361251
ACH-000809,-0.13782190633788755
ACH-000810,-0.12607560525240893
ACH-000811,-0.1206341604265948
ACH-000817,-0.09764503634153353
ACH-000819,-0.10151337562701836
ACH-000820,0.377547693851122
ACH-000821,-0.0023167136447807463
ACH-000822,-0.11389450621153427
ACH-000823,-0.14716446979099973
ACH-000824,-0.09249999137506076
ACH-000827,-0.2259031339750329
ACH-000829,-0.18558079978172204
ACH-000831,-0.16319501583373494
ACH-000832,0.0556685141155506
ACH-000833,0.0986715180942846
ACH-000834,-0.13913048053937835
ACH-000835,-0.16565288894829594
ACH-000836,-0.23977365233330056
ACH-000837,-0.2113393895665064
ACH-000838,-0.036067639571949965
ACH-000839,-0.035201371544715976
ACH-000840,-0.1639173800434681
ACH-000841,-0.19331535423355115
ACH-000843,-0.2331618394181915
ACH-000846,-0.04715330242379913
ACH-000847,-0.2823069102395405
ACH-000848,-0.19263168056801264
ACH-000849,-0.19295561785289864
ACH-000851,-0.1256997860474118
ACH-000855,0.05581370462355464
ACH-000856,-0.0935667411667507
ACH-000858,-0.3095126248334449
ACH-000859,-0.15879513704177645
ACH-000861,-0.035464280557188754
ACH-000862,-0.11001391367260653
ACH-000865,-0.04488202489054924
ACH-000866,-0.03700809933814177
ACH-000867,-0.3732441740340879
ACH-000869,-0.0924243973342692
ACH-000872,-0.05663371780988046
ACH-000873,-0.3077406991422548
ACH-000876,-0.24223463956966765
ACH-000878,-0.11390559930620946
ACH-000880,-0.17971890532182588
ACH-000881,-0.21264039330099135
ACH-000882,-0.28345249045255244
ACH-000884,-0.3122592017227317
ACH-000885,-0.23823929893646356
ACH-000887,-0.14151920542771146
ACH-000889,-0.18823892416567
ACH-000896,-0.27981448715167795
ACH-000898,-0.024915890189954697
ACH-000900,-0.09632741684971036
ACH-000901,-0.18021317314200244
ACH-000905,-0.14958564374460387
ACH-000906,-0.11035270624992477
ACH-000907,-0.14606659279129106
ACH-000910,-0.2611042497070567
ACH-000911,-0.24582081737200015
ACH-000912,-0.13389727173896462
ACH-000913,-0.16415178034209035
ACH-000915,0.022959231158974552
ACH-000916,-0.347216582569703
ACH-000917,-0.152796295854462
ACH-000920,-0.236154570068788
ACH-000921,-0.20501962860288925
ACH-000924,-0.15358591500224542
ACH-000926,-0.1302061367269258
ACH-000928,-0.11140573036640501
ACH-000929,-0.3556840474410842
ACH-000932,-0.02655701556455623
ACH-000935,-0.01991183555587533
ACH-000936,-0.4948526375268362
ACH-000937,-0.31659564362192666
ACH-000938,-0.20752572063550329
ACH-000939,-0.15934732839451107
ACH-000941,-0.12149690343803918
ACH-000943,-0.2608157495170933
ACH-000946,0.004721118093216367
ACH-000947,-0.04785839430558906
ACH-000948,-0.2674422574909907
ACH-000950,-0.5190115213232931
ACH-000953,-0.2556028780119499
ACH-000954,-0.3546469122282636
ACH-000957,-0.014984844721199637
ACH-000958,-0.1774307513035197
ACH-000960,-0.2409222908698047
ACH-000963,-0.041123148978552064
ACH-000968,-0.13369540692679902
ACH-000969,-0.22275404284510086
ACH-000972,-0.1914544889654482
ACH-000973,-0.14268550516197764
ACH-000974,-0.23447496866245085
ACH-000978,-0.30572910075281645
ACH-000984,-0.21875397175556446
ACH-000986,-0.02677136165971576
ACH-000988,-0.2124414297168606
ACH-000993,-0.2528079009955084
ACH-000994,-0.048237554333173366
ACH-000996,-0.30470783063930074
ACH-001001,-0.36037028509745017
ACH-001020,-0.2365098931163487
ACH-001028,-0.17504546054266112
ACH-001031,-0.0053785123736597475
ACH-001038,-0.0392121402000172
ACH-001048,-0.02100037487886833
ACH-001050,-0.24051629778226635
ACH-001053,-0.21842201442045112
ACH-001054,-0.2880430972407181
ACH-001061,-0.20050250925728608
ACH-001067,-0.10224533342971856
ACH-001075,-0.06290036403452454
ACH-001096,-0.381851103710182
ACH-001111,-0.03749995158858206
ACH-001119,0.03633907999415222
ACH-001128,0.1604810207425577
ACH-001134,-0.22933179537002324
ACH-001151,-0.1572959512077582
ACH-001163,-0.1724781100695908
ACH-001164,0.04322733572763488
ACH-001183,-0.1988217402971202
ACH-001192,-0.15673175502896133
ACH-001193,-0.15926349361355518
ACH-001196,-0.2642929263500895
ACH-001197,-0.032890643228287685
ACH-001205,-0.1498187344262412
ACH-001211,-0.20645430798324949
ACH-001212,-0.2419212830086996
ACH-001228,-0.3609875939741709
ACH-001232,-0.3309375331445723
ACH-001239,-0.16223365427440672
ACH-001270,-0.051256216465687295
ACH-001274,-0.23568537668875686
ACH-001275,-0.30059525851210284
ACH-001277,-0.2433333581681204
ACH-001278,0.000716441127362792
ACH-001280,-0.14798441243068042
ACH-001283,-0.05935749117064396
ACH-001289,-0.2064293071748217
ACH-001300,-0.3163307255369508
ACH-001301,-0.5029232184995129
ACH-001302,-0.23306269522353001
ACH-001306,0.044450405846614936
ACH-001318,-0.20940098175260705
ACH-001322,-0.13449998389970047
ACH-001328,-0.17358141492396734
ACH-001332,-0.1204149275713846
ACH-001336,-0.12954448919090644
ACH-001346,-0.09129444633190913
ACH-001353,-0.17270643313398187
ACH-001354,-0.3470233466694804
ACH-001367,0.04599912473316831
ACH-001368,-0.2044789665526531
ACH-001374,-0.2911160509235381
ACH-001377,-0.1708106061104267
ACH-001380,-0.13348990938818045
ACH-001391,-0.11158207047289696
ACH-001408,-0.3437297257361245
ACH-001430,-0.25174857217322844
ACH-001431,-0.18729407444648752
ACH-001450,-0.3773198683192655
ACH-001496,-0.386195877395945
ACH-001500,-0.11328649066534413
ACH-001523,-0.4112204266839996
ACH-001532,-0.14777684448140027
ACH-001550,-0.14901320593212794
ACH-001552,-0.2937033015285293
ACH-001554,-0.21935603147867933
ACH-001654,-0.23591755593712585
ACH-001735,-0.0930444602267512
ACH-001736,-0.027554231818987862
ACH-001737,-0.4910140841862005
ACH-001740,-0.32483832185949524
ACH-001745,-0.3497087855539845
ACH-001765,-0.16942714414482446
