,DHX37 (57647)
ACH-000004,-1.3602104364704268
ACH-000005,-1.1724797621894776
ACH-000007,-1.2001145746388957
ACH-000009,-1.4253806180704391
ACH-000011,-1.309991360021346
ACH-000012,-1.4516059404391906
ACH-000013,-1.4411249228164464
ACH-000014,-1.3210566742011456
ACH-000015,-1.3422405328302296
ACH-000017,-1.2765767584295165
ACH-000018,-1.3097725915419618
ACH-000019,-1.10396788535904
ACH-000021,-1.4098114602818324
ACH-000022,-1.4510780201613267
ACH-000025,-1.156639723235533
ACH-000028,-1.2242400110957925
ACH-000030,-1.319313976817459
ACH-000035,-1.4208141476698186
ACH-000036,-1.317539160941614
ACH-000037,-1.2396955703432446
ACH-000039,-1.1747269405542275
ACH-000040,-1.262269173268069
ACH-000041,-1.2939340794713836
ACH-000042,-1.2205949554437578
ACH-000045,-1.5513690734826129
ACH-000047,-1.2404953729912305
ACH-000052,-1.228196980996055
ACH-000053,-1.3337769555013843
ACH-000054,-1.2043351784173717
ACH-000055,-1.3379774567497855
ACH-000060,-1.5185418922950202
ACH-000067,-1.4140796085153342
ACH-000070,-1.0501961192055822
ACH-000075,-1.3073271077045292
ACH-000078,-1.26759102855203
ACH-000082,-1.411569291565612
ACH-000085,-1.395897440772962
ACH-000086,-1.3968811362090638
ACH-000087,-1.2924506014809918
ACH-000092,-1.2934311592948802
ACH-000095,-1.2917496507399526
ACH-000097,-1.3528173939245685
ACH-000098,-1.3489704899611783
ACH-000099,-1.3658926408526693
ACH-000108,-1.4249110651581611
ACH-000113,-1.167524243763666
ACH-000116,-1.236480796644071
ACH-000118,-1.1001100344288854
ACH-000120,-1.192431761364652
ACH-000123,-1.1686092304816478
ACH-000127,-1.240825287540092
ACH-000128,-1.3015456679056998
ACH-000132,-1.2753484400426178
ACH-000133,-1.430151277429948
ACH-000137,-1.4239150676361496
ACH-000138,-1.253682036018871
ACH-000142,-1.1168337392817265
ACH-000143,-1.2934482295983547
ACH-000146,-1.3056730173337712
ACH-000148,-1.1844089516452787
ACH-000150,-1.2560920829947964
ACH-000152,-1.4800958515109652
ACH-000153,-1.272252154724209
ACH-000159,-1.1791136259955328
ACH-000160,-1.515493289517886
ACH-000163,-1.3914987467719138
ACH-000167,-1.5814411771498744
ACH-000168,-1.3052717147340651
ACH-000169,-1.3292891971169023
ACH-000178,-1.237404793163975
ACH-000183,-1.1817816439671516
ACH-000188,-1.3418324352996365
ACH-000189,-1.167712603704916
ACH-000190,-1.1416054133468767
ACH-000198,-1.2405768473172871
ACH-000203,-1.2678355912677186
ACH-000204,-0.9733925231142024
ACH-000206,-1.2783549259265052
ACH-000207,-0.986376448060804
ACH-000208,-1.078643575087224
ACH-000210,-1.2110615770254216
ACH-000211,-1.192230093599331
ACH-000215,-1.1898203379510388
ACH-000221,-1.6304222617947393
ACH-000222,-1.3467376846672985
ACH-000223,-1.2597969284116015
ACH-000226,-1.2116810695297793
ACH-000227,-1.1226050417061555
ACH-000228,-1.1423578075333234
ACH-000231,-1.3017738009127369
ACH-000232,-1.400318835951078
ACH-000233,-1.3387383250129583
ACH-000234,-1.4265352675554641
ACH-000235,-1.2578457412184672
ACH-000237,-1.2695520666271292
ACH-000238,-1.2346837489879043
ACH-000242,-1.2446763375777214
ACH-000243,-1.2951775421004323
ACH-000244,-1.1547721982928176
ACH-000246,-1.3107830298968306
ACH-000248,-1.3385629761894422
ACH-000250,-1.2790618488075416
ACH-000251,-1.5474106411672748
ACH-000252,-1.3132616699282778
ACH-000253,-1.3445803536933283
ACH-000255,-1.265923580385835
ACH-000256,-1.6065044071654409
ACH-000257,-1.2683325306602629
ACH-000258,-1.0266888628255897
ACH-000259,-1.1655750789029224
ACH-000260,-1.1818796589495122
ACH-000261,-1.1033986900860893
ACH-000262,-1.0386670212413789
ACH-000263,-1.1601152751034018
ACH-000264,-1.3425977442517918
ACH-000265,-1.3522315398383815
ACH-000266,-1.4027238265403592
ACH-000272,-1.174717029972288
ACH-000274,-1.3018124803821152
ACH-000277,-1.2528379409087895
ACH-000278,-1.4024932013856672
ACH-000279,-1.2547434364551804
ACH-000280,-1.3993862053399446
