,PTX4 (390667)
ACH-000004,-0.32080128772948024
ACH-000005,-0.08914396693791371
ACH-000007,-0.09434406938048184
ACH-000009,0.048874722635360884
ACH-000011,0.039732672277436855
ACH-000012,-0.07707158025819126
ACH-000013,-0.0869299234201619
ACH-000014,-0.17892759405101824
ACH-000015,-0.17214386635804768
ACH-000017,-0.05824765228517127
ACH-000018,-0.15039826783431984
ACH-000019,0.014934261525979172
ACH-000021,-0.08806363128097784
ACH-000022,-0.014122868545013963
ACH-000025,-0.15746436701818134
ACH-000028,-0.03673482232163066
ACH-000030,0.07562516126120655
ACH-000035,-0.08556194593473895
ACH-000036,-0.03411917262796865
ACH-000037,-0.14397545144155247
ACH-000039,-0.10252669229253962
ACH-000040,0.056101533329956585
ACH-000041,-0.1592109142768671
ACH-000042,0.04875527585083079
ACH-000045,-0.22812555164019496
ACH-000047,-0.14365112738099545
ACH-000052,-0.08690188094158083
ACH-000053,-0.07483055208413822
ACH-000054,-0.008273072211943715
ACH-000055,-0.000478768869896429
ACH-000060,-0.08218892053134423
ACH-000067,-0.12186830069576512
ACH-000070,-0.00610662663984644
ACH-000075,-0.1768807193466685
ACH-000078,0.022580413793411372
ACH-000082,-0.10687414026208072
ACH-000085,0.0341447274220319
ACH-000086,-0.11267217121899092
ACH-000087,-0.16821916750089114
ACH-000092,-0.03874289210000379
ACH-000095,-0.159004361626928
ACH-000097,-0.061832948277285485
ACH-000098,-0.02158198081549108
ACH-000099,-0.06152835000242617
ACH-000108,-0.16470221514923405
ACH-000113,0.037261152895667324
ACH-000116,-0.2135972596679864
ACH-000118,-0.07812570866170651
ACH-000120,-0.12709559913979435
ACH-000123,-0.02724747143445437
ACH-000127,0.007585359050032145
ACH-000128,0.055380753431882535
ACH-000132,-0.17938632398769394
ACH-000133,-0.250144098697749
ACH-000137,0.02551698934125953
ACH-000138,-0.05403217933326064
ACH-000142,-0.20674936864088989
ACH-000143,-0.13978547247708747
ACH-000146,0.02018833763623084
ACH-000148,-0.18844015047979693
ACH-000150,0.13325255645521886
ACH-000152,-0.08646638044974188
ACH-000153,0.08210287868188347
ACH-000159,-0.059547270987750665
ACH-000160,-0.004410825202916572
ACH-000163,-0.14810594248185646
ACH-000167,0.13285268313977364
ACH-000168,-0.19793253998234092
ACH-000169,-0.193522479664075
ACH-000178,-0.2215111976968117
ACH-000183,-0.16076162645280995
ACH-000188,-0.08215152796622131
ACH-000189,-0.07336685062079898
ACH-000190,-0.05837905914899104
ACH-000198,-0.1238701669758704
ACH-000203,-0.02024670679808516
ACH-000204,-0.11612789545537368
ACH-000206,0.15276457774992738
ACH-000207,-0.2862503764839972
ACH-000208,-0.09761663068192286
ACH-000210,0.17515990794505396
ACH-000211,-0.061551521882816075
ACH-000215,-0.08782540916748126
ACH-000221,0.01262315410880477
ACH-000222,-0.13013947772525794
ACH-000223,-0.06883272667807384
ACH-000226,-0.06793377517982285
ACH-000227,-0.06677520824636954
ACH-000228,-0.0391895858322814
ACH-000231,-0.1067498021269089
ACH-000232,-0.2045727597060192
ACH-000233,-0.1930473447686728
ACH-000234,-0.2272157960474815
ACH-000235,-0.11528909013996612
ACH-000237,-0.0813897285018753
ACH-000238,0.01941217289166021
ACH-000242,-0.08505669284029914
ACH-000243,-0.057534947814891865
ACH-000244,-0.2776302282330105
ACH-000246,-0.13129865350420933
ACH-000248,-0.1794957978325477
ACH-000250,-0.1333916247065898
ACH-000251,0.16197685486680682
ACH-000252,0.16449306050701654
ACH-000253,-0.004467441389420367
ACH-000255,0.19190526999668636
ACH-000256,-0.014322961618538115
ACH-000257,-0.022857323152648216
ACH-000258,-0.3271321648298967
ACH-000259,-0.11533104592246125
ACH-000260,-0.1211424498040456
ACH-000261,-0.1424122503652708
ACH-000262,0.09318087506367398
ACH-000263,-0.1733127723192378
ACH-000264,-0.04792259293532824
ACH-000265,0.017267976084486006
ACH-000266,-0.029031464437275487
ACH-000272,-0.054026684835229
ACH-000274,-0.0765230453885693
ACH-000277,-0.34146680361003223
ACH-000278,0.1232786110397188
ACH-000279,-0.08285573909077508
ACH-000280,-0.022267022071791324
ACH-000281,-0.17999797650543803
ACH-000288,-0.15280539585980624
ACH-000291,-0.05602457822754018
ACH-000293,-0.000653775100225012
ACH-000294,-0.05182945796531812
ACH-000295,-0.2878254596683967
ACH-000296,-0.1207685221121448
ACH-000302,-0.08470501784017627
