,NDUFAF7 (55471)
ACH-000004,-0.21814931710499988
ACH-000005,-0.6939031867625389
ACH-000007,-0.3528919814024554
ACH-000009,-0.2358788779323168
ACH-000011,-0.012257903607994815
ACH-000012,-0.3066485484806889
ACH-000013,-0.4034000500608685
ACH-000014,-0.39773591649472856
ACH-000015,-0.3435176987421568
ACH-000017,-0.1932084123938624
ACH-000018,-0.3512820324982748
ACH-000019,-0.3678698937213284
ACH-000021,-0.4268413100960176
ACH-000022,-0.419260018701054
ACH-000025,-0.3809993941338702
ACH-000028,-0.6754767987239684
ACH-000030,-0.3964969573206428
ACH-000035,-0.5187861255319194
ACH-000036,-0.18568526721681305
ACH-000037,-0.5491753171732241
ACH-000039,-0.22364927819714467
ACH-000040,-0.3293521796113859
ACH-000041,-0.20875616946038414
ACH-000042,-0.22406239833153527
ACH-000045,-0.6409822488090733
ACH-000047,-0.408655465720424
ACH-000052,-0.22774357111178145
ACH-000053,-0.3745114070216447
ACH-000054,-0.4854733920002456
ACH-000055,-0.1979023111449058
ACH-000060,-0.3462145110377641
ACH-000067,-0.3908176951909648
ACH-000070,-0.4592106397645181
ACH-000075,-0.20816743496512569
ACH-000078,-0.2665965878631069
ACH-000082,-0.2946485235183202
ACH-000085,-0.5454220188250358
ACH-000086,-0.30602304574598416
ACH-000087,-0.4158871864937084
ACH-000092,-0.39793255837336905
ACH-000095,-0.08414089794281547
ACH-000097,-0.22598451212986076
ACH-000098,-0.33795913394280513
ACH-000099,-0.5296645702723712
ACH-000108,-0.2777570055149198
ACH-000113,-0.7322967675905726
ACH-000116,-0.3317031612574013
ACH-000118,-0.6896871861353878
ACH-000120,-0.3180878124546262
ACH-000123,-0.3950956383260849
ACH-000127,-0.5348236197298804
ACH-000128,-0.5049784908732612
ACH-000132,-0.3480388821754895
ACH-000133,-0.4237406439331192
ACH-000137,-0.4329818970670304
ACH-000138,-0.5194510133569868
ACH-000142,-0.35153541189753723
ACH-000143,-0.2926671054616657
ACH-000146,-0.24555749989652564
ACH-000148,-0.3676981997841213
ACH-000150,-0.2223614521320422
ACH-000152,-0.4658644164359039
ACH-000153,-0.31989869234242624
ACH-000159,-0.305619022053291
ACH-000160,-0.550669199431984
ACH-000163,-0.3514607689195147
ACH-000167,-0.3910227805630019
ACH-000168,-0.16792383103643976
ACH-000169,-0.4056941521332915
ACH-000178,-0.23248224471217924
ACH-000183,-0.33708517681072225
ACH-000188,-0.23517408466297995
ACH-000189,-0.5088824212421871
ACH-000190,-0.35917607474278224
ACH-000198,-0.6964427557218521
ACH-000203,-0.21318227973738813
ACH-000204,-0.6617597728252649
ACH-000206,0.057802037597612724
