,SYT6 (148281)
ACH-000004,-0.16748753968621152
ACH-000005,-0.03999797987457517
ACH-000007,-0.07820444977348373
ACH-000009,-0.13802326707547366
ACH-000011,-0.029207083128074383
ACH-000012,-0.06459379138509441
ACH-000013,-0.059823509281738324
ACH-000014,-0.24940045627863244
ACH-000015,-0.0010430032496147037
ACH-000017,0.005621508555216774
ACH-000018,-0.03112342121879815
ACH-000019,-0.5400097159884765
ACH-000021,-0.10158967932101164
ACH-000022,-0.13342347383166311
ACH-000025,-0.12345977907548147
ACH-000028,-0.4418652555778906
ACH-000030,-0.08934590069293942
ACH-000035,-0.2254350083205091
ACH-000036,0.11879151815860245
ACH-000037,0.16502249551685452
ACH-000039,0.043769414638123186
ACH-000040,-0.15252918999890575
ACH-000041,-0.29590091627443205
ACH-000042,0.07826549659340111
ACH-000045,-0.06637422395600047
ACH-000047,0.027650247576956492
ACH-000052,-0.05765235860126317
ACH-000053,-0.02560683781292269
ACH-000054,0.00029179536085521975
ACH-000055,-0.20426984204364665
ACH-000060,-0.3473525451225311
ACH-000067,-0.1479627656295176
ACH-000070,-0.0907706283313873
ACH-000075,-0.24333053972514015
ACH-000078,-0.10666551613930103
ACH-000082,-0.051990384327047535
ACH-000085,0.016514139592796642
ACH-000086,-0.030622277402828062
ACH-000087,-0.105255014272292
ACH-000092,-0.10067719253173524
ACH-000095,-0.06610716027162811
ACH-000097,-0.12485736978238755
ACH-000098,-0.16228911086364786
ACH-000099,-0.1146603646939448
ACH-000108,0.1361611094735713
ACH-000113,-0.08180388106852601
ACH-000116,-0.009257727743205352
ACH-000118,-0.05714146316559403
ACH-000120,0.044679029831324255
ACH-000123,-0.08201730209769209
ACH-000127,-0.012991569545758813
ACH-000128,0.04561064377215812
ACH-000132,-0.040220045589818135
ACH-000133,-0.08789809687298024
ACH-000137,-0.2026711150596601
ACH-000138,0.14599158304819962
ACH-000142,-0.13358725452129178
ACH-000143,0.07232072802333914
ACH-000146,-0.07106105918768689
ACH-000148,-0.007606231196602244
ACH-000150,0.024193309924898817
ACH-000152,-0.1861326975228415
ACH-000153,-0.4489585592466064
ACH-000159,-0.16905747219380773
ACH-000160,0.1253785922718903
ACH-000163,-0.09306554233218066
ACH-000167,0.097373206339394
ACH-000168,-0.07342771647445037
ACH-000169,0.004948247713427599
ACH-000178,-0.0735145187471544
ACH-000183,-0.03158975737172007
ACH-000188,-0.042823118259992465
ACH-000189,-0.023056915536358268
ACH-000190,0.033174923315941886
ACH-000198,0.0014344386926767056
ACH-000203,0.1633381969977563
ACH-000204,-0.3228780739477066
ACH-000206,-0.08967751424370196
ACH-000207,-0.3365689335479705
ACH-000208,-0.19342010322700826
ACH-000210,0.03230291906731113
ACH-000211,-0.0018065248840383442
ACH-000215,-0.12113627647142786
ACH-000221,-0.20398556493020611
ACH-000222,-0.05900114016978665
ACH-000223,0.046277506113079965
ACH-000226,-0.20987021035293568
ACH-000227,-0.3344465119787277
ACH-000228,-0.16802955791084034
ACH-000231,-0.1469778723011381
ACH-000232,-0.0007417703985307067
ACH-000233,-0.04507978710011907
ACH-000234,-0.06328156122655998
ACH-000235,-0.0389827296557186
ACH-000237,-0.032143026854746584
ACH-000238,-0.10196538846018714
ACH-000242,0.08712062191952184
ACH-000243,0.023136387352294164
ACH-000244,-0.3570454259045235
ACH-000246,-0.0440079805837157
ACH-000248,0.0471668265652492
ACH-000250,-0.09905548975759088
ACH-000251,-0.07720719945200552
ACH-000252,-0.09529087919400643
ACH-000253,0.0730533811052477
ACH-000255,-0.16898192439038018
ACH-000256,-0.14755180850552718
ACH-000257,-0.11116625826454198
ACH-000258,-0.02989917013215406
ACH-000259,-0.0178197903991911
ACH-000260,0.03929820343818317
ACH-000261,-0.06840540366600535
ACH-000262,-0.2553785276565274
ACH-000263,0.2712385289066765
ACH-000264,-0.2271745226452937
ACH-000265,0.0674579594817108
ACH-000266,0.028126967182036958
ACH-000272,-0.16522926715338987
ACH-000274,-0.021554410737855287
ACH-000277,-0.07368499875363319
ACH-000278,-0.04478497513172523
ACH-000279,-0.13129683233652234
ACH-000280,0.14364971006782906
ACH-000281,0.15380497382250724
ACH-000288,0.11853111166863585
ACH-000291,-0.06942162532980586
ACH-000293,-0.04273003652984956
ACH-000294,-0.14450359119180498
ACH-000295,-0.17468204203654186
ACH-000296,-0.2279273986918221
ACH-000302,-0.06103982669010977
ACH-000304,-0.5789135567022059
ACH-000307,-0.03882162660754115
ACH-000308,-0.004800929031656344
ACH-000310,-0.19565449370853547
ACH-000311,-0.025120381095214004
ACH-000312,-0.11658023529833653
ACH-000315,-0.09590711161564984
ACH-000316,0.0881505663135611
ACH-000317,-0.08194954130460916
ACH-000318,-0.08440932210639714
ACH-000319,-0.22621075331187335
ACH-000320,-0.07113787677066774
ACH-000322,0.025550187161266582
ACH-000323,-0.1635944754471063
ACH-000324,-0.15431171552735906
ACH-000329,0.054465206094419114
ACH-000330,0.0610310980882132
ACH-000331,-0.25369779765759065
ACH-000332,0.0846004872074467
ACH-000334,-0.1375031384230221
ACH-000335,-0.32182113021202186
ACH-000336,-0.1128111098626342
ACH-000337,-0.1362344327377691
ACH-000338,0.017525985513005403
ACH-000339,-0.1054045821687998
ACH-000341,-0.0874701626766796
ACH-000348,-0.13231025666700574
ACH-000350,0.09849849728901708
ACH-000352,0.057695790364395
ACH-000356,0.22959159799414985
ACH-000361,0.0989961744447952
ACH-000362,-0.022202248427517814
ACH-000363,-0.12051718744124933
ACH-000364,-0.14089900847858755
ACH-000365,-0.0074642807734671066
ACH-000366,0.003284122850823092
ACH-000368,-0.037983099250101605
ACH-000374,-0.07977728209868118
ACH-000375,0.021605714993953508
ACH-000376,-0.13308328937055286
