,CYB5A (1528)
ACH-000004,0.19157051795588048
ACH-000005,-0.055138965171732376
ACH-000007,0.20795986330734426
ACH-000009,0.06336933760923039
ACH-000011,0.2440748019437435
ACH-000012,0.18254185244237806
ACH-000013,0.0630446954792923
ACH-000014,0.26320384885271897
ACH-000015,0.11423183069393587
ACH-000017,0.029464997611915237
ACH-000018,0.1109134354243981
ACH-000019,0.10803691914111377
ACH-000021,0.186351754004592
ACH-000022,0.17190877995831794
ACH-000025,0.19732673870785591
ACH-000028,0.06871499828760172
ACH-000030,-0.7867978358750672
ACH-000035,0.09276538375999474
ACH-000036,0.2685626555032748
ACH-000037,0.18676724003216907
ACH-000039,0.10900441794090678
ACH-000040,0.18839811459623484
ACH-000041,0.1034109247230132
ACH-000042,0.10067857728929094
ACH-000045,0.17955823448863364
ACH-000047,0.15497344924409912
ACH-000052,0.12677986029966795
ACH-000053,0.18417175812195272
ACH-000054,0.11548639716067473
ACH-000055,0.1426773411351061
ACH-000060,0.14658155503879045
ACH-000067,0.0949270202347644
ACH-000070,0.0960039892879924
ACH-000075,0.18697239812936411
ACH-000078,0.14320198215483496
ACH-000082,0.0891321751903392
ACH-000085,0.2024306446170669
ACH-000086,0.1587897025783
ACH-000087,0.055459789440513066
ACH-000092,0.1959869525667815
ACH-000095,0.08491505093434312
ACH-000097,0.06564880747039872
ACH-000098,0.08222104490573685
ACH-000099,0.07869028573054702
ACH-000108,0.07976509892616188
ACH-000113,0.026042868925430868
ACH-000116,0.052270574873865217
ACH-000118,0.2354866481962684
ACH-000120,0.11616997780714
ACH-000123,0.07055015514734134
ACH-000127,0.17102741485872988
ACH-000128,0.026839644068681983
ACH-000132,0.1642295409870433
ACH-000133,0.12610744106803554
ACH-000137,0.07651807782872218
ACH-000138,0.08777935738955936
ACH-000142,0.20033138073707535
ACH-000143,0.13907313948357952
ACH-000146,0.16023009218630851
ACH-000148,0.08579050165236182
ACH-000150,0.0994424019886712
ACH-000152,0.24130136971545146
ACH-000153,0.2317506511558125
ACH-000159,0.09014623808738913
ACH-000160,0.08802016552692124
ACH-000163,0.12238376996338685
ACH-000167,0.03337936783476568
ACH-000168,-0.06519056026552396
ACH-000169,0.1225713847104191
ACH-000178,0.07828124970482027
ACH-000183,0.2064845184833689
ACH-000188,0.14634765912057282
ACH-000189,0.2637060434660409
ACH-000190,0.20931259443903316
ACH-000198,0.1744828457636271
ACH-000203,-0.056498659141008975
ACH-000204,0.23975248363396665
ACH-000206,0.15812885593094075
ACH-000207,0.034121885131780036
ACH-000208,0.0925760550567404
ACH-000210,0.021443076351643067
ACH-000211,0.08012933249307952
ACH-000215,0.12257671460921506
ACH-000221,0.01615550496551043
ACH-000222,0.20478604262684794
ACH-000223,0.058152237707778325
ACH-000226,0.22215134477275608
ACH-000227,0.10750215354828674
ACH-000228,0.0004034974379717768
ACH-000231,0.10336713805373568
ACH-000232,0.10180316808867547
ACH-000233,0.2144845876890021
ACH-000234,0.005476939513738075
ACH-000235,0.04490671132866923
ACH-000237,0.14111641164416652
ACH-000238,0.01952634734987013
ACH-000242,0.02405508029786824
ACH-000243,0.15141120857609028
ACH-000244,-0.04062939252334922
ACH-000246,0.014802822708890488
ACH-000248,0.22773887365667944
ACH-000250,0.11117520574555988
ACH-000251,0.2256599894256548
ACH-000252,0.1780745429188881
ACH-000253,0.18828787475422534
ACH-000255,0.054514857874386695
ACH-000256,0.11255710010645596
ACH-000257,0.05796728100304813
ACH-000258,0.11704784215706035
ACH-000259,0.07504809946894858
ACH-000260,0.10153921933959052
ACH-000261,0.08249640032943248
ACH-000262,0.052508807298752284
ACH-000263,0.016759299101493038
ACH-000264,0.13382785393106994
ACH-000265,0.14560907059810674
ACH-000266,0.08436733378252131
ACH-000272,0.1674547004925898
ACH-000274,0.10197886117504464
ACH-000277,0.07841124365638646
ACH-000278,0.15153847921618066
ACH-000279,0.09283199603759264
ACH-000280,-0.006088103229772874
ACH-000281,-0.04150960546549271
ACH-000288,0.20176991130513655
ACH-000291,0.02016962840426123
ACH-000293,0.13127863972226414
ACH-000294,-0.04009146645872053
ACH-000295,-0.07971984843405003
ACH-000296,0.2230344847799031
ACH-000302,0.1406855235099227
ACH-000304,0.08326220304125506
ACH-000307,0.09804888367948217
ACH-000308,0.039274758716534915
ACH-000310,0.06374651912164621
ACH-000311,0.09427986620003737
ACH-000312,0.1011602512689385
ACH-000315,0.08338152344461881
ACH-000316,0.08007157154820653
ACH-000317,0.17747492911478435
ACH-000318,0.11571698230889853
ACH-000319,0.244263567501954
ACH-000320,0.2413186905036235
ACH-000322,0.19556640762093488
ACH-000323,0.08116071079944788
ACH-000324,0.12214012441519068
ACH-000329,0.1071676465158346
ACH-000330,0.16221273638718145
ACH-000331,0.251341567367702
ACH-000332,0.08729510779595011
ACH-000334,0.013839336678688668
ACH-000335,0.15466932896004734
ACH-000336,0.17700176451204785
ACH-000337,0.20416324864305732
ACH-000338,0.3892457440413753
ACH-000339,0.07328602048376663
ACH-000341,0.14373734630760748
ACH-000348,0.1192332386509182
ACH-000350,0.09896567254541908
ACH-000352,0.07709091132099036
ACH-000356,0.2180697904935721
ACH-000361,0.03733878879887617
ACH-000362,0.0783124184823962
ACH-000363,0.15260027210826646
ACH-000364,0.21641296251044312
ACH-000365,0.08837106188073554
ACH-000366,0.05734727506700653
ACH-000368,0.18128305932933772
ACH-000374,0.1451655458522015
ACH-000375,0.23757566496519925
ACH-000376,0.09211152041068917
ACH-000381,0.1285849606576261
ACH-000383,0.10652022592701432
ACH-000387,0.13213909476347951
ACH-000389,0.02213784714088433
ACH-000390,0.10197907968338002
ACH-000393,0.04311327462916584
ACH-000395,0.13451935347696084
ACH-000396,0.3473697086264031
ACH-000397,0.09311639445979526
ACH-000401,0.03990903290573205
ACH-000402,0.1195686506547391
ACH-000403,0.14274676710352358
ACH-000404,0.2465030024489712
ACH-000406,0.11619236536370965
ACH-000407,0.09934346700650576
ACH-000408,0.20822993667145076
ACH-000410,0.16941672069411964
ACH-000411,0.15398003315723746
ACH-000414,0.04747365425865041
ACH-000415,0.1602218164862009
ACH-000416,0.12779578472322006
ACH-000420,0.14141944982533364
ACH-000421,0.130111809555415
ACH-000424,0.14263449946942675
ACH-000425,0.0934021186498158
ACH-000426,0.1812210503659119
ACH-000427,0.09939593561566458
ACH-000433,0.08683256072925465
ACH-000435,0.30091904476350056
ACH-000436,0.12688481468105986
ACH-000444,0.05671185219461914
ACH-000445,0.1993609769625761
ACH-000448,0.060698576918839536
ACH-000450,0.20036817831368006
ACH-000452,0.15090900384487746
ACH-000454,0.10765830442268724
ACH-000458,0.08532420810195464
ACH-000459,0.2251985617010844
ACH-000460,0.0861977751302945
ACH-000461,0.150498204386794
ACH-000463,0.07721556919523592
ACH-000464,0.15256487038833794
ACH-000466,0.05067153802943653
ACH-000467,0.20975152679763967
ACH-000468,0.02157435166937504
ACH-000469,0.12049513385264307
ACH-000470,0.14177516706319454
ACH-000471,0.10366051235124296
ACH-000472,0.004016844083100598
ACH-000473,0.16271146050210594
ACH-000475,0.14656183855571392
ACH-000476,0.03436887842715086
ACH-000477,0.11407711653933993
ACH-000479,0.2681324434100502
ACH-000480,0.10063708609596796
ACH-000481,0.07342057480675827
ACH-000483,0.13867168936765306
ACH-000484,0.13114574212373226
ACH-000485,0.08207822832937789
ACH-000486,0.19585301582989398
ACH-000487,0.18205115344118686
ACH-000488,0.1575862781538484
ACH-000490,0.17939850682413905
ACH-000491,0.2058231351738763
ACH-000495,-0.05311382955865476
ACH-000496,0.2071394459616372
ACH-000499,0.22928248842161725
ACH-000500,-0.4089306970132072
ACH-000502,0.12934870449426905
ACH-000503,0.0987307970612556
ACH-000505,0.019146473277267283
ACH-000507,0.15995418088041272
ACH-000510,0.22622302828894075
ACH-000511,0.14545685135117628
ACH-000512,0.12158319281904854
ACH-000516,0.16387643208108946
ACH-000517,0.0556290919987132
ACH-000518,0.12982694295145933
ACH-000520,0.2692391825191521
ACH-000521,0.10436318399883217
ACH-000522,0.19086601753669685
ACH-000524,0.07923234690053846
ACH-000527,0.08443624583974578
ACH-000528,0.10481855861536717
ACH-000537,0.14939933983261625
ACH-000541,0.08320519090076031
ACH-000542,0.09134375695120436
ACH-000544,0.1368705294112545
ACH-000545,0.163640065933796
ACH-000547,0.3377401460368472
ACH-000548,0.12346145836841466
ACH-000549,0.10198325301130684
ACH-000550,0.08717769910025704
ACH-000552,0.2270219591778961
ACH-000556,0.11098533297644736
ACH-000557,0.05079150253238522
ACH-000569,0.23138573243927985
ACH-000570,0.0836529126780512
ACH-000571,0.12218171775782515
ACH-000573,0.20611550036826076
ACH-000576,0.053415957456267635
ACH-000579,0.17341867533756916
ACH-000580,0.07608340325166375
ACH-000584,0.2020333749986228
ACH-000585,0.021488797583662445
ACH-000588,0.11974523052402282
ACH-000589,0.15696744662975629
ACH-000591,0.19374630929709824
ACH-000593,0.20529143348511686
ACH-000600,0.07351080791331943
ACH-000601,0.194242529815743
ACH-000605,0.10738944982682937
ACH-000606,0.1598003718458493
ACH-000608,0.08004476703657502
ACH-000614,0.20157258995664545
ACH-000616,0.09299515955839403
ACH-000618,0.21801088212380268
ACH-000619,0.12383721957885326
ACH-000620,0.13355149618251572
ACH-000621,0.17638086335656233
ACH-000622,0.10470621319593827
ACH-000623,0.012546946149979563
ACH-000624,0.12991491626329355
ACH-000627,0.19106687282291115
ACH-000630,0.17223954741340602
ACH-000631,0.03107399577169545
ACH-000632,0.16371713138999827
ACH-000633,0.13407879513465584
ACH-000637,0.13685983439857627
ACH-000638,0.1046142842632283
ACH-000646,0.09093759010741413
ACH-000647,0.12267377933285425
ACH-000648,0.13724622071922107
ACH-000649,0.11565316837585785
ACH-000651,0.06831244536507493
ACH-000652,0.05881095482867218
ACH-000653,0.1407568275877862
ACH-000657,0.08371291906373388
ACH-000658,0.11296375747222832
ACH-000661,0.20738413027085892
ACH-000662,0.1713848635534268
ACH-000663,0.09617971961231668
ACH-000665,0.11529758080666835
ACH-000671,0.04842710799569409
ACH-000672,0.24093106531917716
ACH-000673,0.12733986674699024
ACH-000676,0.13943020489433128
ACH-000677,0.11047142707034227
ACH-000681,0.12063245878598927
ACH-000683,0.09603613973048986
ACH-000684,0.15478849084105312
ACH-000688,0.13061412873274186
ACH-000693,0.10333783177241676
ACH-000694,0.17509545722346725
ACH-000695,-0.000393058475615221
ACH-000696,0.09757548413240634
ACH-000697,0.07323357167424242
ACH-000699,0.06255217115918334
ACH-000701,0.08062906855007278
ACH-000706,0.12120399798510227
ACH-000711,0.016462735489853872
ACH-000713,0.1556273433350941
ACH-000714,0.07769771586632962
ACH-000718,0.17618280724789814
ACH-000720,0.1602236503365291
ACH-000721,0.1536818141600352
ACH-000724,0.14401774732821246
ACH-000725,0.12061287915616872
ACH-000732,0.4145994435134902
ACH-000734,0.14863478597672916
ACH-000735,0.1296500895286744
ACH-000736,0.23942459327545002
ACH-000738,0.1504124531072309
ACH-000746,0.11474885187093188
ACH-000747,0.102479165762145
ACH-000748,0.08785951504089279
ACH-000753,0.19939722650749506
ACH-000756,0.04259684896924488
ACH-000757,-0.0035600555881198687
ACH-000758,0.10166677054057988
ACH-000760,0.13917035286180066
ACH-000762,0.22115078764952706
ACH-000763,-0.045844278469762204
ACH-000764,0.14265431329490194
ACH-000765,0.20633723432171452
ACH-000766,0.09925886269540148
ACH-000767,0.16399315710466267
ACH-000768,0.15896232477219455
ACH-000769,0.0930285601364004
ACH-000770,0.006246784388846861
ACH-000771,0.17916637156209986
ACH-000773,0.18437764206240367
ACH-000776,0.05712339233642068
ACH-000777,0.15331102156649534
ACH-000778,0.11934117003975635
ACH-000781,0.08809902800966006
ACH-000782,0.14795158849622073
ACH-000783,0.08052364908911823
ACH-000784,0.07777499928101894
ACH-000785,-0.028987611774009388
ACH-000787,0.15785065107945753
ACH-000788,0.10118032267131782
ACH-000791,0.0778116198280461
ACH-000792,0.0664226896123409
ACH-000794,0.15519461226377926
ACH-000796,0.07705822090738139
ACH-000798,0.11008904695180743
ACH-000799,0.32364835720615165
ACH-000800,0.2794596642807358
ACH-000802,0.11344502113385628
ACH-000804,0.18550913435464672
ACH-000805,0.1116285631638999
ACH-000809,0.09267410421909132
ACH-000810,0.4785483650971389
ACH-000811,0.1022819730751242
ACH-000817,0.16059479998490625
ACH-000819,0.1870582858067257
ACH-000820,0.08965321851914235
ACH-000821,0.16207421804157132
ACH-000822,0.08449709579392492
ACH-000823,0.13352962661430784
ACH-000824,0.06952903060742922
ACH-000827,0.10350860720971038
ACH-000829,0.1566755458752972
ACH-000831,0.11349433078524088
ACH-000832,0.15866714808726665
ACH-000833,0.35384446162729577
ACH-000834,0.10990891142769184
ACH-000835,0.07425595402213896
ACH-000836,0.170744708850512
ACH-000837,0.11297061737440962
ACH-000838,-0.02111612423688377
ACH-000839,0.1808378444281364
ACH-000840,0.3529296335016245
ACH-000841,0.14011599162097907
ACH-000843,0.1881514448497571
ACH-000846,-0.03184810904480095
ACH-000847,-0.07800215039248665
ACH-000848,0.18007375335092238
ACH-000849,0.08935357160498132
ACH-000851,0.014891486280285575
ACH-000855,0.09505344965897787
ACH-000856,0.20268576708835426
ACH-000858,0.1251603655167279
ACH-000859,0.09197351292613104
ACH-000861,0.1409155176158857
ACH-000862,0.11608393874947374
ACH-000865,0.05809142473616233
ACH-000866,0.22387174353004555
ACH-000867,0.1452881281595213
ACH-000869,0.0076345510353283295
ACH-000872,0.19602230777126836
ACH-000873,0.11178405755088026
ACH-000876,0.1047527578915569
ACH-000878,0.11292670190391972
ACH-000880,0.21076827322071925
ACH-000881,0.11922710063266707
ACH-000882,0.21509756325974272
ACH-000884,0.03733644114241911
ACH-000885,0.06013048158906356
ACH-000887,0.13996197126555687
ACH-000889,0.20936627671610428
ACH-000896,0.07543077310147234
ACH-000898,0.13725321055973427
ACH-000900,0.19969812382138066
ACH-000901,0.02519065736637657
ACH-000905,0.08911263385095028
ACH-000906,0.10315162616576087
ACH-000907,0.057604340379834175
ACH-000910,0.076287003186502
ACH-000911,0.08023255447620245
ACH-000912,0.18520577773170704
ACH-000913,0.144211568746834
ACH-000915,0.09836129696271097
ACH-000916,0.32358572356334103
ACH-000917,0.16144044239656724
ACH-000920,0.02844340537246665
ACH-000921,0.1746453742254196
ACH-000924,0.16069937334976608
ACH-000926,0.15989456123665907
ACH-000928,0.025587124579336082
