,LCLAT1 (253558)
ACH-000004,0.12371534086945794
ACH-000005,0.09552724190462762
ACH-000007,0.262259999527066
ACH-000009,0.05959572564962175
ACH-000011,0.07749140532997169
ACH-000012,0.15713313580995336
ACH-000013,0.0754689869169063
ACH-000014,0.03671571279960913
ACH-000015,0.1341639977785491
ACH-000017,0.10635630615465776
ACH-000018,-0.01767306143865531
ACH-000019,0.12380174736074233
ACH-000021,0.2106120630123348
ACH-000022,0.08100778746112136
ACH-000025,0.13874195169686565
ACH-000028,0.18539037869834546
ACH-000030,0.11190746846622468
ACH-000035,0.1972859823042615
ACH-000036,0.08359336519712107
ACH-000037,0.08299790173237236
ACH-000039,0.02688322764795255
ACH-000040,-0.01067870814215712
ACH-000041,0.09014873399493736
ACH-000042,0.1510408629380696
ACH-000045,-0.05531575145476244
ACH-000047,0.1918930377414484
ACH-000052,0.1103235180600971
ACH-000053,0.11234997822650157
ACH-000054,0.006159391028836017
ACH-000055,-0.06862294411352697
ACH-000060,0.2396383707618501
ACH-000067,0.026515078144574183
ACH-000070,0.07805983925765532
ACH-000075,0.10482182765275246
ACH-000078,-0.018949832790469467
ACH-000082,0.08823026254505657
ACH-000085,0.2054095088359451
ACH-000086,0.03173179724005705
ACH-000087,0.2695345491927625
ACH-000092,0.033993838315818065
ACH-000095,0.056220584740205116
ACH-000097,0.12088092536733075
ACH-000098,0.09425565628004064
ACH-000099,0.12712314667936803
ACH-000108,0.16093240518245105
ACH-000113,0.07251494476418065
ACH-000116,0.094552895517255
ACH-000118,-0.04397718686486669
ACH-000120,0.2541448881809121
ACH-000123,0.13135655737551874
ACH-000127,0.06566230675025443
ACH-000128,0.11102980604382147
ACH-000132,0.15082014735630958
ACH-000133,0.14737501901717795
ACH-000137,0.08391825656633903
ACH-000138,0.2057684347940604
ACH-000142,-0.009572817020898858
ACH-000143,0.03444809440141118
ACH-000146,0.03389165330375205
ACH-000148,0.14369331616163236
ACH-000150,0.12913223473063384
ACH-000152,0.04152388951246303
ACH-000153,0.10753676828905534
ACH-000159,0.13554242107164305
ACH-000160,-0.0037822055808136327
ACH-000163,0.05214431074735873
ACH-000167,0.017026477401795883
ACH-000168,0.11446519968000865
ACH-000169,0.21721702317931565
ACH-000178,0.12712856230024278
ACH-000183,-0.007065239967470273
ACH-000188,0.08707394041731653
ACH-000189,0.008040770423884923
ACH-000190,-0.07942839739909212
ACH-000198,0.1369573547131809
ACH-000203,0.17104966456708948
ACH-000204,0.16145899915140613
ACH-000206,0.03794335850606288
ACH-000207,-0.014958890792535703
ACH-000208,0.08605968067913862
ACH-000210,0.2825499401410935
ACH-000211,0.174877233019167
ACH-000215,0.06337252241640452
ACH-000221,0.0858194836850567
ACH-000222,0.11652195441320128
ACH-000223,0.17014548911123728
ACH-000226,0.12445987086680615
ACH-000227,0.016579178152381212
ACH-000228,0.14831379952488946
ACH-000231,0.10045304657654368
ACH-000232,0.20881176572992932
ACH-000233,0.1485322205196273
ACH-000234,0.05492991875911175
ACH-000235,0.11878122042373143
ACH-000237,0.07136249709415543
ACH-000238,0.02452567283503284
ACH-000242,0.33323152005700435
ACH-000243,0.10838432144588052
ACH-000244,-0.0220527952697559
ACH-000246,0.1352938446734805
ACH-000248,0.11067582933795987
ACH-000250,0.08276189100284714
ACH-000251,0.08957800847456154
ACH-000252,0.1364939277305521
ACH-000253,0.12412405248179036
ACH-000255,0.1625437731868742
