,PLEC (5339)
ACH-000304,-0.3018620246154732
ACH-000307,-0.14200180661030032
ACH-000308,-0.1933298175672048
ACH-000310,-0.2056250086135069
ACH-000311,-0.06424335041269336
ACH-000312,-0.15014414454293867
ACH-000315,-0.1237228560952184
ACH-000316,-0.21380032258821696
ACH-000317,-0.02601796621368357
ACH-000318,-0.20036984095749813
ACH-000319,-0.23250803014682286
ACH-000320,-0.42898620500523854
ACH-000322,-0.27617158942918
ACH-000323,-0.08036779600780128
ACH-000324,-0.22045679459615405
ACH-000329,-0.1579590928461339
ACH-000330,-0.27468081953643325
ACH-000331,-0.11445166596029492
ACH-000332,-0.15890768334880165
ACH-000334,-0.15898229149183615
ACH-000335,0.03356684631102989
ACH-000336,0.11056044966203392
ACH-000337,-0.4574471151748632
ACH-000338,-0.4181400633790235
ACH-000339,-0.2553098753603497
ACH-000341,-0.25355405473125225
ACH-000348,-0.18898428059855296
ACH-000350,-0.14871901788061787
ACH-000352,-0.2638267943908175
ACH-000356,-0.05924087635511417
ACH-000361,-0.21651378419476008
ACH-000362,-0.29385888588719833
ACH-000363,-0.2692698327612771
ACH-000364,-0.20568772750119824
ACH-000365,-0.2440010965387852
ACH-000366,-0.16322679207593227
ACH-000368,-0.4371671499350813
ACH-000374,-0.11100417419049056
ACH-000375,-0.1872585429497066
ACH-000376,-0.1817743639507574
ACH-000381,-0.1146499274840172
ACH-000383,-0.453191087422243
ACH-000387,-0.10125914495051024
ACH-000389,-0.22564934156278155
ACH-000390,-0.252710227805794
ACH-000393,-0.3311218684683885
ACH-000395,-0.30268920212876177
ACH-000396,0.21428657897986628
ACH-000397,-0.2155289969936401
ACH-000401,0.04600164064327083
ACH-000402,-0.3922953457678383
ACH-000403,-0.18200402109327626
ACH-000404,-0.01782208225055887
ACH-000406,-0.1306605454884492
ACH-000407,-0.19793647760726846
ACH-000408,-0.04955796582036321
ACH-000410,-0.15822023102901706
ACH-000411,-0.4171109037626637
ACH-000414,-0.2954561103941468
ACH-000415,-0.3170581483259526
ACH-000416,-0.14147801701673626
ACH-000420,-0.07760341796630117
ACH-000421,-0.2566468460904124
ACH-000424,-0.05385089225958445
ACH-000425,-0.202877915283744
ACH-000426,-0.19128052523341288
ACH-000427,-0.4070350613333051
ACH-000433,-0.3669488534652521
ACH-000435,-0.355074130190567
ACH-000436,-0.1401123477719616
ACH-000444,-0.18850206247809906
ACH-000445,-0.07486362263030656
ACH-000448,-0.3136850690133151
ACH-000450,-0.4533143939645605
ACH-000452,-0.3642803061664359
ACH-000454,-0.07694975195795488
ACH-000458,-0.1407322207835507
ACH-000459,-0.1416462928371978
ACH-000460,-0.376227709466175
ACH-000461,-0.4665543581769149
ACH-000463,-0.1290457269162867
ACH-000464,-0.15720483932266702
ACH-000466,-0.31084053735030737
ACH-000467,-0.17697896808263455
ACH-000468,-0.13409889291774818
ACH-000469,-0.14783276764654615
ACH-000470,-0.3165049891114312
ACH-000471,-0.2303575535353796
ACH-000472,-0.2096449806260844
ACH-000473,-0.1938899979379572
ACH-000475,-0.27953781360481
ACH-000476,-0.20239998732627384
ACH-000477,-0.2372374730494381
ACH-000479,-0.14147402204733708
ACH-000480,-0.2380960053647475
ACH-000481,-0.1430304823293684
ACH-000483,-0.27529583550479
ACH-000484,-0.2928877761855193
ACH-000485,-0.15551027005782075
ACH-000486,-0.2923206394484826
ACH-000487,-0.1640426023357533
ACH-000488,-0.2515329461194033
ACH-000490,-0.2417790031905377
ACH-000491,-0.2964794394785827
ACH-000495,-0.2918432486243969
ACH-000496,-0.061992113684238966
ACH-000499,-0.1689872858865354
ACH-000500,-0.047791007057423764
ACH-000502,-0.24927090605516036
ACH-000503,-0.2565028973709698
ACH-000505,-0.25459832599943005
ACH-000507,-0.12307469305724245
ACH-000510,-0.2083578584256329
ACH-000511,-0.36526330428991977
ACH-000512,-0.016942480315628717
ACH-000516,-0.2296839551876565
ACH-000517,-0.20362213465464246
ACH-000518,-0.29046839070701386
ACH-000520,-0.16904272282490426
ACH-000521,-0.1999331997545822
ACH-000522,-0.16404005235588134
ACH-000524,-0.1998627729803788
ACH-000527,-0.1832219435961562
ACH-000528,-0.18554718057333305
ACH-000537,-0.04886901522766954
ACH-000541,0.06923083603481807
ACH-000542,-0.3412142227703896
ACH-000544,-0.267358787813887
ACH-000545,-0.19429407220397416
ACH-000547,-0.1176238724742776
ACH-000548,-0.2346241245959185
ACH-000549,-0.15521939939689036
ACH-000550,-0.1774337245632627
ACH-000552,-0.2993774977941591
ACH-000556,-0.2481892419904093
ACH-000557,-0.24095266366324025
ACH-000569,-0.027319627699864884
ACH-000570,-0.2475313780675799
ACH-000571,-0.19331927953030686
ACH-000573,-0.2610564345431525
ACH-000576,-0.2442921563566141
ACH-000579,-0.20362743082516185
ACH-000580,-0.1759204324653913
ACH-000584,-0.2552138243369401
ACH-000585,-0.24350486620759454
ACH-000588,-0.16747701807118914
ACH-000589,-0.2502754780929165
ACH-000591,-0.057128385388054995
ACH-000593,0.036999818668669616
ACH-000600,-0.18678432015204116
ACH-000601,-0.3083671762479597
ACH-000605,-0.2309632500601835
ACH-000606,-0.24943356074457676
ACH-000608,-0.21054171741556788
ACH-000614,-0.2290552968101408
ACH-000616,-0.21759870800298012
ACH-000618,-0.16788120253712852
ACH-000619,-0.5151128347056636
ACH-000620,-0.19372203236703475
ACH-000621,-0.3006840923985636
ACH-000622,-0.004230129056633482
ACH-000623,-0.0703396753403311
ACH-000624,-0.2828232201379855
ACH-000627,-0.17283225763144885
ACH-000630,-0.24635388801449276
ACH-000631,0.02405096267442991
ACH-000632,-0.07789730121138737
ACH-000633,-0.18840175860155411
ACH-000637,-0.210140376480162
ACH-000638,-0.1160134134666185
ACH-000646,-0.32733974798450066
ACH-000647,-0.11102203602789608
ACH-000648,-0.42891601439726296
ACH-000649,-0.2568566688818895
ACH-000651,-0.10727256052703328
ACH-000652,-0.4472432040052325
ACH-000653,-0.3074230029523567
ACH-000657,-0.3118438007974053
ACH-000658,-0.4260421085622752
ACH-000661,-0.14000236037350458
ACH-000662,-0.0321738468614869
ACH-000663,-0.1823424984714072
ACH-000665,-0.19531305317473494
ACH-000671,-0.33570741428261514
ACH-000672,-0.5702431965143387
ACH-000673,-0.365393531280482
ACH-000676,-0.14045537754178808
ACH-000677,-0.1831646960897776
ACH-000681,-0.29214335418059906
ACH-000683,-0.23900767452752994
ACH-000684,-0.09789007868545717
ACH-000688,-0.31403446679158764
ACH-000693,-0.1952758718318334
ACH-000694,-0.16649487494551565
ACH-000695,-0.25205000824787777
ACH-000696,-0.21307949206536636
ACH-000697,-0.424393107262921
ACH-000699,-0.34800143130338884
ACH-000701,-0.10917083033836236
ACH-000706,-0.2870163496552521
ACH-000711,-0.2950638443176204
ACH-000713,-0.11215122628178216
ACH-000714,-0.17148329924002134
ACH-000718,-0.4939946214975167
ACH-000720,-0.17060774834520812
ACH-000721,-0.18254517460301486
ACH-000724,-0.2641949755590059
ACH-000725,-0.3048291376896871
ACH-000732,-0.2786591016133725
ACH-000734,-0.3204111496182621
ACH-000735,-0.14971503690345614
ACH-000736,-0.1558267734431584
ACH-000738,-0.1731324344955397
ACH-000746,-0.20445973674374185
ACH-000747,-0.1784210679544328
ACH-000748,-0.18857678420899068
ACH-000753,-0.17245525373121545
ACH-000756,-0.1018869957219524
ACH-000757,-0.13294587736057326
ACH-000758,-0.09799494536509447
ACH-000760,-0.15472067407752713
ACH-000762,-0.05983950144085394
ACH-000763,0.03565470617773348
ACH-000764,-0.09407234392941548
ACH-000765,-0.04715893335432977
ACH-000766,-0.21315959126305056
ACH-000767,-0.2133620697500254
ACH-000768,-0.2684520954001356
ACH-000769,-0.27645734566314983
ACH-000770,-0.17887021079210533
ACH-000771,-0.3962530675955008
ACH-000773,-0.1568997603337064
ACH-000776,-0.4483939663087548
ACH-000777,-0.2976690236048657
ACH-000778,-0.16112736732980962
ACH-000781,-0.2625959479175369
ACH-000782,-0.2272279693408425
ACH-000783,-0.6667894188772479
ACH-000784,-0.17982634189328467
ACH-000785,-0.2892339893869848
ACH-000787,-0.08961812515876542
ACH-000788,-0.14532216105952722
ACH-000791,-0.20627551086182225
ACH-000792,-0.2610810333573311
ACH-000794,-0.26105574409564664
ACH-000796,-0.16541771609916325
ACH-000798,-0.41589432054418196
ACH-000799,-0.2827549535232167
ACH-000800,-0.265765164586228
ACH-000802,-0.137936730357731
ACH-000804,-0.2271740558023835
ACH-000805,0.05933338005265053
ACH-000809,-0.2326959001518372
ACH-000810,-0.2403408383175745
ACH-000811,-0.21782317922067107
ACH-000817,-0.086315707797952
ACH-000819,-0.11440592368861399
ACH-000820,-0.1379142262982612
ACH-000821,0.031944985896243526
ACH-000822,-0.17929186784807224
ACH-000823,-0.2659987962745483
ACH-000824,-0.2506388420604328
ACH-000827,-0.35088320435032344
ACH-000829,0.012479068540099449
ACH-000831,-0.10773346430870784
ACH-000832,-0.012925687691391106
ACH-000833,-0.168479489526041
ACH-000834,-0.2472441003120179
ACH-000835,-0.3765323305755273
ACH-000836,-0.1325897943006848
ACH-000837,-0.18595830700420574
ACH-000838,-0.26383879895089085
ACH-000839,-0.3071937653783586
ACH-000840,-0.17405508381493193
ACH-000841,-0.32057327846063555
ACH-000843,-0.054610569549954746
ACH-000846,-0.4978153007292631
ACH-000847,-0.2353321763506779
ACH-000848,-0.20559693234506848
ACH-000849,-0.23054371242822005
ACH-000851,-0.23340540168646284
ACH-000855,0.03132106945639253
ACH-000856,-0.22911722921362784
ACH-000858,-0.30419490846044234
ACH-000859,-0.09135027352300333
ACH-000861,-0.16622687987367374
ACH-000862,-0.2019950489017839
ACH-000865,-0.3148585321826633
ACH-000866,-0.21402545619419236
ACH-000867,-0.2322480150966945
ACH-000869,-0.16370161688748264
ACH-000872,-0.22553692942122064
ACH-000873,-0.08348602971904158
ACH-000876,-0.3065863349337349
ACH-000878,-0.09666029382563884
ACH-000880,-0.5034691112536982
ACH-000881,-0.14249860603185588
ACH-000882,-0.09239898427369236
ACH-000884,-0.199184308389767
ACH-000885,-0.13618145331682788
ACH-000887,-0.22260136581740966
ACH-000889,-0.09081650492922057
ACH-000896,-0.14916445969945755
ACH-000898,-0.21645075793645727
ACH-000900,-0.4269302969173292
ACH-000901,-0.18387311665657452
ACH-000905,-0.35585147830317737
ACH-000906,-0.2484394651743585
ACH-000907,-0.17725970009233796
ACH-000910,-0.6405637621676281
ACH-000911,-0.33287463255862754
ACH-000912,-0.2412984600599508
ACH-000913,-0.3031434261123601
ACH-000915,-0.2440383986358232
ACH-000916,-0.28421891672526955
ACH-000917,-0.3742177093455379
ACH-000920,-0.16050443911830778
ACH-000921,-0.26378358564790394
ACH-000924,-0.06614227827027856
ACH-000926,-0.16503854150231134
ACH-000928,-0.17687569708715198
ACH-000929,-0.3960756800794539
ACH-000932,-0.2437413285026161
ACH-000935,-0.3687610239239946
ACH-000936,-0.2470080985583657
ACH-000937,-0.2221033439265182
ACH-000938,-0.1281172156020733
ACH-000939,-0.13488842025032358
ACH-000941,-0.30205804816244824
ACH-000943,-0.2108594701419803
ACH-000946,-0.3732294187802164
ACH-000947,-0.3453396618044902
ACH-000948,-0.2515084278400296
ACH-000950,-0.13760232247838228
ACH-000953,-0.24999310722946075
ACH-000954,-0.12906106956779734
ACH-000957,-0.02810447829540196
ACH-000958,-0.16230195997210695
ACH-000960,-0.06608746628596056
ACH-000963,-0.26509566999404593
ACH-000968,-0.2857866524529355
ACH-000969,-0.2354678857057856
ACH-000972,-0.43595264409931817
ACH-000973,-0.1693021915802431
ACH-000974,-0.1968049559264677
ACH-000978,-0.2605148295072197
ACH-000984,-0.3464722735008447
ACH-000986,-0.23998848933059866
ACH-000988,-0.21788065917292126
ACH-000993,-0.5234818209089546
ACH-000994,-0.3704631557021222
ACH-000996,-0.3102545551511809
ACH-001001,-0.16887539431701518
ACH-001020,-0.3059838264745146
ACH-001028,-0.27283362937378985
ACH-001031,-0.10242605303103552
ACH-001038,-0.5426190231493844
ACH-001048,-0.17990566056931315
ACH-001050,-0.13026697201730894
ACH-001053,-0.2951668987844123
ACH-001054,-0.08074695286856272
ACH-001061,-0.16820244066373788
ACH-001067,-0.37745847104745595
ACH-001075,-0.10579599881817588
ACH-001096,0.009613968067245245
ACH-001111,-0.3992394817763921
ACH-001119,-0.16193950863149045
ACH-001128,-0.1802089104559725
ACH-001134,-0.10382295564430573
ACH-001151,-0.08644267218809489
ACH-001163,-0.3528547401111504
ACH-001164,-0.465391518901155
ACH-001183,-0.15885075839347576
ACH-001192,-0.1381996868300957
ACH-001193,-0.3838753728663328
ACH-001196,-0.37463743000145294
ACH-001197,0.012089811807928202
ACH-001205,-0.3118664699004209
ACH-001211,-0.3221087308402492
ACH-001212,-0.2270853020461843
ACH-001228,-0.3243512239690089
ACH-001232,-0.16076844931601528
ACH-001239,-0.1717916890053964
ACH-001270,-0.14027328295528382
ACH-001274,-0.3690740637739556
ACH-001275,-0.3133750011832512
ACH-001277,-0.2520746630934336
ACH-001278,-0.2918413695250903
ACH-001280,-0.5966502583563058
ACH-001283,-0.17156082740334302
ACH-001289,-0.19931715413889511
ACH-001300,-0.08965681146429297
ACH-001301,-0.2106846971449369
ACH-001302,-0.4003257542156287
ACH-001306,-0.21496431088241372
ACH-001318,-0.17609407341439864
ACH-001322,-0.11567155801126205
ACH-001328,-0.2508328389673445
ACH-001332,0.05483531013690664
ACH-001336,-0.1374230862295248
ACH-001346,-0.1908910185263289
ACH-001353,-0.2482852970618068
ACH-001354,-0.1960935724949966
ACH-001367,-0.22077855522262413
ACH-001368,-0.2190486777757632
ACH-001374,-0.1921474446576428
ACH-001377,-0.2780649131244925
ACH-001380,-0.3754093536458992
ACH-001391,-0.29258583249382025
ACH-001408,-0.1970496626754882
ACH-001430,-0.2389870500812509
ACH-001431,-0.30808400088668525
ACH-001450,-0.3091474075467305
ACH-001496,-0.18099304083184944
ACH-001500,-0.12529141923964005
ACH-001523,-0.1577679577346606
ACH-001532,-0.1155765091359609
ACH-001550,-0.047977173535016716
ACH-001552,-0.3715970993618363
ACH-001554,-0.1994042369387185
ACH-001654,-0.3357296635037259
ACH-001735,-0.14135673050566114
ACH-001736,-0.03863595929079376
ACH-001737,-0.2339705357760186
ACH-001740,-0.05549174481342227
ACH-001745,-0.1500789648383165
ACH-001765,-0.19309841989607052
