,HMBOX1 (79618)
ACH-000004,0.1977281459933908
ACH-000005,0.3571443369012959
ACH-000007,0.2028202217558248
ACH-000009,0.2378690563088959
ACH-000011,0.24301677138797875
ACH-000012,0.1412649061620782
ACH-000013,0.28645460378863324
ACH-000014,0.24907384833873786
ACH-000015,0.2823518163087511
ACH-000017,0.10032664312515492
ACH-000018,0.3502598358083121
ACH-000019,0.21851009379867264
ACH-000021,0.2921234027863803
ACH-000022,0.20817724230315188
ACH-000025,0.2091979021425148
ACH-000028,0.18444491973493024
ACH-000030,0.3106069051220954
ACH-000035,0.20508526934745847
ACH-000036,0.3217413011703664
ACH-000037,0.2002496631291628
ACH-000039,0.32938576012295623
ACH-000040,0.1567221214737974
ACH-000041,0.2664511834422071
ACH-000042,0.2172217095937881
ACH-000045,0.36875892400846455
ACH-000047,0.2256288412616957
ACH-000052,0.24332710053374
ACH-000053,0.27954697612048496
ACH-000054,0.2715525413852595
ACH-000055,0.3120026465389237
ACH-000060,0.1442919446838343
ACH-000067,0.2968268930900121
ACH-000070,0.20348798317544106
ACH-000075,0.21151733176220688
ACH-000078,0.02088383510629592
ACH-000082,0.24700041579022344
ACH-000085,0.10037612109070852
ACH-000086,0.2227361035968253
ACH-000087,0.5612171223408667
ACH-000092,0.2662674684459922
ACH-000095,0.2336668663410631
ACH-000097,0.30537740447572537
ACH-000098,0.2474474357860819
ACH-000099,0.148579831076525
ACH-000108,0.34447964073892456
ACH-000113,0.28967308422871313
ACH-000116,0.2368612776939069
ACH-000118,0.20404622050733184
ACH-000120,0.41913260226039
ACH-000123,0.3491064346897749
ACH-000127,0.2474895204685781
ACH-000128,0.3166010732815429
ACH-000132,0.24922323853088466
ACH-000133,0.2640755467160544
ACH-000137,0.13233151933214912
ACH-000138,0.3031982558739001
ACH-000142,0.37188171537337134
ACH-000143,0.22089755966854746
ACH-000146,0.20213337604208975
ACH-000148,0.2650352861611867
ACH-000150,0.2116332364511136
ACH-000152,0.22422896789970165
ACH-000153,0.3975165708248031
ACH-000159,0.23458382745674125
ACH-000160,0.2719584191458682
ACH-000163,0.14871464365068182
ACH-000167,0.1073536990955864
ACH-000168,0.1873672823955593
