,CSRNP1 (64651)
ACH-000004,0.1897222183359233
ACH-000005,-0.07619610526042532
ACH-000007,-0.0279249662676903
ACH-000009,0.001804503548362134
ACH-000011,-0.06942079501103164
ACH-000012,0.024245293831628698
ACH-000013,0.07703257072834549
ACH-000014,-0.13952605990256572
ACH-000015,-0.03364952743520483
ACH-000017,-0.1843948244303672
ACH-000018,0.024991426664523624
ACH-000019,0.0043731636658577615
ACH-000021,0.029861357763881883
ACH-000022,-0.05534955562273337
ACH-000025,-0.01902900955613892
ACH-000028,0.023346464491852476
ACH-000030,-0.022390720764929692
ACH-000035,-0.06363146007093304
ACH-000036,0.0795404306020123
ACH-000037,-0.06237675691760464
ACH-000039,0.20758278846196654
ACH-000040,-0.051063409737504485
ACH-000041,-0.022068653458370426
ACH-000042,-0.1351019478386956
ACH-000045,-0.08787946883079395
ACH-000047,0.010006769523837472
ACH-000052,0.0593434423416928
ACH-000053,-0.248169090521672
ACH-000054,-0.03161554246694767
ACH-000055,-0.0739584270923237
ACH-000060,-0.175843557922017
ACH-000067,0.010238189561059256
ACH-000070,0.08156068848029878
ACH-000075,-0.30772234877290106
ACH-000078,-0.14551031616505222
ACH-000082,-0.012289521140868835
ACH-000085,-0.06175788661735083
ACH-000086,-0.04113988113427016
ACH-000087,0.1559477049195836
ACH-000092,-0.09075538141842222
ACH-000095,0.03591112917530168
ACH-000097,-0.0219778662950816
ACH-000098,-0.15200473217253216
ACH-000099,0.1063919067890881
ACH-000108,0.08794130332646383
ACH-000113,-0.056640845062349565
ACH-000116,-0.061129017082790366
ACH-000118,0.18945709187818294
ACH-000120,-0.1065202417390002
ACH-000123,0.10194839832168527
ACH-000127,-0.01895395972476376
ACH-000128,-0.004296329876755147
ACH-000132,0.23563485856945604
ACH-000133,-0.053146839964249216
ACH-000137,-0.0369360338804205
ACH-000138,0.08660501959576139
ACH-000142,0.0792207965384536
ACH-000143,-0.13681419828504496
ACH-000146,-0.007452253932046363
ACH-000148,0.031099260925168057
ACH-000150,-0.118181314291798
ACH-000152,-0.03617071979213374
ACH-000153,0.1418351643534702
ACH-000159,0.013374874260479893
ACH-000160,-0.10276711944448698
ACH-000163,-0.13770620743993564
ACH-000167,-0.17484407126881946
ACH-000168,0.12834684719333067
ACH-000169,0.0015070472727428336
ACH-000178,0.13617750913452067
ACH-000183,0.01491147396145576
ACH-000188,0.022492805884799287
ACH-000189,0.13137792346775146
ACH-000190,0.02356523504345755
ACH-000198,-0.023444474968473974
ACH-000203,-0.3950317223437698
ACH-000204,-0.1423611705516347
ACH-000206,-0.028117605568510787
ACH-000207,0.0160232058858458
ACH-000208,0.08175213169857984
ACH-000210,0.27050368738160746
ACH-000211,0.0035777211733890686
ACH-000215,-0.0393647807380765
ACH-000221,0.08233983298465157
ACH-000222,-0.04877682139273646
ACH-000223,-0.009680213081651113
ACH-000226,-0.09048792921323627
ACH-000227,-0.035441979584305186
ACH-000228,-0.17165026206800102
ACH-000231,0.0230974339971212
ACH-000232,0.03980333219855767
ACH-000233,0.09587651100518743
ACH-000234,0.053285669343911164
ACH-000235,-0.06952251300366734
ACH-000237,-0.01779403862978166
ACH-000238,-0.08438314705499082
ACH-000242,-0.036303699042071966
ACH-000243,0.02285247424647305
ACH-000244,0.05497482107489217
ACH-000246,0.08377242270506058
ACH-000248,0.06463530514980778
ACH-000250,0.023853978767164274
ACH-000251,-0.0029052553878472264
ACH-000252,0.16190304838332642
ACH-000253,0.00978895862755332
ACH-000255,-0.014824104536109613
ACH-000256,-0.011354495571962818
ACH-000257,-0.06726628260298233
ACH-000258,0.10147723140517134
ACH-000259,-0.03143198743469424
ACH-000260,-0.003074786386750331
ACH-000261,-0.027565702004913543
ACH-000262,-0.09190919120291728
ACH-000263,-0.023499430535863838
ACH-000264,-0.0035685445227652923
ACH-000265,-0.021154601355158887
ACH-000266,0.06455112366446418
ACH-000272,-0.09117518170228228
ACH-000274,0.0369150308470622
ACH-000277,-0.006868972445995351
ACH-000278,0.06480241727276646
ACH-000279,-0.04568881415150156
ACH-000280,0.05885884024666953
ACH-000281,-0.019846496692376404
ACH-000288,0.17575190241821526
ACH-000291,-0.15408035272485435
ACH-000293,-0.01868794227668715
ACH-000294,-0.050634124816192685
ACH-000295,-0.3552070722116259
ACH-000296,-0.042535673133488466
ACH-000302,0.0971994967672343
ACH-000304,0.15388631692955948
ACH-000307,-0.047327764262688136
ACH-000308,0.029150948958157164
ACH-000310,-0.17325583042531514
ACH-000311,0.13988408908673478
ACH-000312,0.020228730932421952
ACH-000315,-0.17712986191842112
ACH-000316,0.037036838818711226
ACH-000317,-0.006637324828967505
ACH-000318,-0.08856434838348316
ACH-000319,0.034510583772846035
ACH-000320,-0.13959273465906485
ACH-000322,0.16286110413929086
ACH-000323,-0.07256892148073099
ACH-000324,-0.06149053819452584
ACH-000329,-0.017338079905031032
ACH-000330,0.003234596327611732
ACH-000331,0.0348504270875731
ACH-000332,-0.11298557250856965
ACH-000334,0.09435359966663057
ACH-000335,0.018554365495436414
ACH-000336,-0.12395445104571624
ACH-000337,0.001536339607500084
ACH-000338,-0.2940667907850805
ACH-000339,-0.008986088170103178
ACH-000341,-0.05648049471744707
ACH-000348,-0.0996204532451117
ACH-000350,0.036072419408241616
ACH-000352,0.02428501653206828
ACH-000356,0.09538581419368948
ACH-000361,-0.22294239306419672
ACH-000362,0.007876111007473052
ACH-000363,-0.023164359775461968
ACH-000364,-0.030965529606508932
ACH-000365,-0.0351298273017858
ACH-000366,-0.03317314732491705
ACH-000368,0.07856848713675925
ACH-000374,0.07799907775451934
ACH-000375,-0.011930052140427872
ACH-000376,0.057947097509975724
ACH-000381,-0.045643349360643085
ACH-000383,-0.09219044084435253
ACH-000387,-0.11902750302354928
ACH-000389,0.07444987548165401
ACH-000390,-0.010316344447102534
ACH-000393,0.12039435209498127
ACH-000395,-0.011731725167204112
ACH-000396,0.1700468919224445
ACH-000397,-0.09881153743173936
ACH-000401,0.056987915234358685
ACH-000402,0.354794857966898
ACH-000403,0.05256092490576983
ACH-000404,-0.17537799399195605
ACH-000406,0.008656742979322545
ACH-000407,-0.07686518123196866
ACH-000408,-0.025011819009486336
ACH-000410,-0.03691955899889409
ACH-000411,-0.08915431963278106
ACH-000414,-0.01332371239968597
ACH-000415,0.005806864452115618
ACH-000416,0.01424237846532441
ACH-000420,0.03284798368289176
ACH-000421,0.009059266910197329
ACH-000424,-0.024435420540425728
ACH-000425,0.04600611409531697
ACH-000426,0.019280501992614288
ACH-000427,0.16842880393547996
ACH-000433,0.0003645188426701625
ACH-000435,-0.13636584863819698
ACH-000436,-0.1233778246528144
ACH-000444,0.030688980051819924
ACH-000445,0.08083436003960752
ACH-000448,-0.049673237513300106
ACH-000450,-0.11574721858121703
ACH-000452,-0.026507110556644304
ACH-000454,-0.13431417997373535
ACH-000458,0.011661698389336405
ACH-000459,0.04002940205488803
