,AOC2 (314)
ACH-000004,-0.18659134412588024
ACH-000005,-0.32786628176020177
ACH-000007,-0.12217112739891675
ACH-000009,-0.3409789274709347
ACH-000011,-0.06088668530925101
ACH-000012,-0.08845871050932587
ACH-000013,-0.2441254480520212
ACH-000014,-0.2378068449683973
ACH-000015,-0.1509673089008702
ACH-000017,-0.3938382802451442
ACH-000018,-0.07521576993804707
ACH-000019,-0.09976656922668216
ACH-000021,-0.09114573209691727
ACH-000022,-0.13579383575891715
ACH-000025,-0.17200990053137424
ACH-000028,-0.13809418011607394
ACH-000030,-0.2117924060863617
ACH-000035,-0.3606687209529022
ACH-000036,-0.26422271073832315
ACH-000037,0.01620551103926515
ACH-000039,-0.032148765380971625
ACH-000040,-0.1945629659137688
ACH-000041,-0.2914263792921198
ACH-000042,-0.1591384705293907
ACH-000045,-0.2756473407758388
ACH-000047,-0.07977198566198726
ACH-000052,0.1224768790197196
ACH-000053,-0.10381455237139876
ACH-000054,-0.14441149464052744
ACH-000055,-0.08817787994244831
ACH-000060,-0.07970947567659996
ACH-000067,-0.3093512214792321
ACH-000070,-0.15288320617719026
ACH-000075,-0.13094173996406328
ACH-000078,-0.16104866369490872
ACH-000082,-0.12323604609491898
ACH-000085,-0.11085062581969356
ACH-000086,-0.1708338529499442
ACH-000087,0.01856980423570671
ACH-000092,-0.2180343317389344
ACH-000095,-0.20249203327234996
ACH-000097,-0.1649241862941144
ACH-000098,-0.1539879961182521
ACH-000099,-0.1880974134311324
ACH-000108,-0.17115497291231296
ACH-000113,-0.04074297747367638
ACH-000116,-0.11643364479778337
ACH-000118,-0.06946275541514504
ACH-000120,-0.4147103718574221
ACH-000123,-0.18663575823111345
ACH-000127,-0.08774277596002841
ACH-000128,-0.25247882696258617
ACH-000132,-0.2250231018078222
ACH-000133,-0.0718700667134326
ACH-000137,-0.2339716577873533
ACH-000138,-0.2448066876597233
ACH-000142,-0.3023678906429405
ACH-000143,-0.2750487818251675
ACH-000146,-0.17669841448684495
ACH-000148,-0.08719745766562327
ACH-000150,-0.15897726655718564
ACH-000152,-0.27564336625670544
ACH-000153,-0.13625080340914691
ACH-000159,-0.17843786425141667
ACH-000160,-0.2439922608706191
ACH-000163,-0.2658476208048021
ACH-000167,-0.016550471435832017
ACH-000168,0.005399637892964546
ACH-000169,-0.18505005214188108
ACH-000178,-0.14835409500330307
ACH-000183,-0.08854194666220948
ACH-000188,-0.15989361656077403
ACH-000189,-0.09673509581934374
ACH-000190,-0.3500981784260888
ACH-000198,-0.2066857577888502
ACH-000203,-0.3971407878893792
ACH-000204,-0.2534583353677113
ACH-000206,-0.17621116764987926
ACH-000207,-0.01960757977507192
ACH-000208,-0.12223284269474745
ACH-000210,0.13633182828984244
ACH-000211,-0.21641199708710251
ACH-000215,-0.17742262065127193
ACH-000221,-0.2820451565576432
ACH-000222,-0.049681248379608
ACH-000223,-0.07092538777624031
ACH-000226,-0.1312169144688336
ACH-000227,-0.290652531235132
ACH-000228,-0.15738321664118154
ACH-000231,-0.26974416959971736
ACH-000232,-0.19030484937804146
ACH-000233,-0.1048933885694217
ACH-000234,-0.07746808642600872
ACH-000235,-0.1839203874782309
ACH-000237,-0.1830403551157939
ACH-000238,-0.02769913016957576
ACH-000242,-0.1251678914803275
ACH-000243,-0.2908594407850965
ACH-000244,-0.1197774229619541
ACH-000246,-0.12632932769608735
ACH-000248,-0.25157579522919443
ACH-000250,-0.25164089445367954
ACH-000251,-0.25741801052890656
ACH-000252,-0.21693806309901026
ACH-000253,-0.13468877230805
ACH-000255,-0.14098611226412144
ACH-000256,-0.19577271357520376
ACH-000257,0.04231745257440985
ACH-000258,0.06326299327013063
ACH-000259,-0.2474308771736356
ACH-000260,-0.2004043430502982
ACH-000261,-0.1492164462384847
ACH-000262,-0.01654699998223949
ACH-000263,-0.11786948298511575
ACH-000264,-0.25020646636187943
ACH-000265,-0.11567277949024064
ACH-000266,-0.16777983212266964
ACH-000272,-0.22444764754471652
ACH-000274,-0.2627189707575406
ACH-000277,-0.030294831168419162
ACH-000278,-0.06725918339873037
ACH-000279,-0.09861146039231752
ACH-000280,-0.22047035878481308
ACH-000281,0.02000393313617252
ACH-000288,-0.3078264435500891
ACH-000291,-0.27924027174300703
ACH-000293,-0.046753120427249786
ACH-000294,-0.275387741508103
ACH-000295,-0.7143927797216079
ACH-000296,-0.1334784991219738
ACH-000302,-0.16862199389720914
ACH-000304,-0.31338918720944675
ACH-000307,-0.1715884550904516
ACH-000308,-0.2165362303193392
ACH-000310,-0.20938197229762048
ACH-000311,-0.25489159308180737
ACH-000312,-0.22341946637862808
ACH-000315,-0.13225432494249278
ACH-000316,-0.2990300437471285
ACH-000317,-0.1088573011105305
ACH-000318,-0.12205414659669572
ACH-000319,-0.18260902557767855
ACH-000320,-0.06627856057351195
ACH-000322,-0.03290830539537862
ACH-000323,-0.2755312492711713
ACH-000324,-0.4509668780309121
ACH-000329,-0.2503547852972312
ACH-000330,-0.2458750438195909
ACH-000331,-0.018902573965087974
ACH-000332,-0.22639135803688146
ACH-000334,-0.3009780364367694
ACH-000335,-0.038360662462916535
ACH-000336,0.09786511746602927
ACH-000337,-0.10651584721245476
ACH-000338,-0.4089504158640739
ACH-000339,-0.17607388240245214
ACH-000341,-0.021406082802285585
ACH-000348,-0.16960879055095165
ACH-000350,-0.1615576333754521
ACH-000352,-0.021754070931980705
ACH-000356,-0.2663757055302926
ACH-000361,-0.1467031179198004
ACH-000362,-0.17521992620428656
ACH-000363,-0.26617063275049724
ACH-000364,-0.09869616264698584
ACH-000365,-0.0771272030987087
ACH-000366,-0.14972250290548014
ACH-000368,-0.056286203105433766
ACH-000374,-0.034273494328947135
ACH-000375,-0.3689843427738618
ACH-000376,0.016805177539718382
ACH-000381,-0.17758476551399288
ACH-000383,-0.22160383450954524
ACH-000387,-0.09409131754698764
ACH-000389,-0.10654958988986647
ACH-000390,-0.2613181336449014
ACH-000393,-0.1430852319268912
ACH-000395,-0.3226205301608405
ACH-000396,-0.05273660626698942
ACH-000397,-0.3234502016516754
ACH-000401,-0.3185020601564404
ACH-000402,-0.07798810625476649
ACH-000403,-0.16720484122562315
ACH-000404,-0.35475251270987923
ACH-000406,-0.15769503540685775
ACH-000407,-0.22197721060702907
ACH-000408,-0.4283871659936181
ACH-000410,-0.06744846895920695
ACH-000411,-0.2872842400624047
ACH-000414,-0.19846901745438955
ACH-000415,-0.38636308091552174
ACH-000416,-0.15403645465545485
ACH-000420,-0.15277582636274514
ACH-000421,-0.2355037301897639
ACH-000424,-0.1453792459394142
ACH-000425,-0.18583733854557166
ACH-000426,-0.2710436893716401
ACH-000427,-0.3028399173496663
ACH-000433,-0.18410440463092145
ACH-000435,-0.19398871373225815
ACH-000436,-0.041527244009927744
ACH-000444,-0.16350573526679146
ACH-000445,-0.12863119935429534
ACH-000448,-0.1779212275333742
ACH-000450,-0.16441192962280238
ACH-000452,-0.2591667976218852
ACH-000454,0.011071214924269868
ACH-000458,-0.1765731736921458
ACH-000459,-0.0710098043580373
ACH-000460,-0.1896329122908044
ACH-000461,-0.10639688471237896
ACH-000463,-0.15727489108515594
ACH-000464,-0.2488467912565636
ACH-000466,-0.2290550774712524
ACH-000467,-0.08720045176870928
ACH-000468,-0.13877833748985774
ACH-000469,-0.13629678862531402
ACH-000470,-0.11385360188967468
ACH-000471,-0.18331727040046109
ACH-000472,-0.2158752624783688
ACH-000473,-0.11717876888306593
ACH-000475,-0.08326850689354366
ACH-000476,-0.3254234156877935
ACH-000477,-0.03178860884088984
ACH-000479,-0.0653163921472641
ACH-000480,-0.15977978951561467
ACH-000481,-0.05072955423020377
ACH-000483,-0.1099798365703977
ACH-000484,-0.21982031358755824
ACH-000485,-0.045125138409037466
ACH-000486,-0.09733419526134927
ACH-000487,-0.13533361327724786
ACH-000488,-0.1451175074560479
ACH-000490,-0.19913003412264005
ACH-000491,-0.03155771057425444
ACH-000495,-0.18053291496676685
ACH-000496,-0.1663687017352399
ACH-000499,-0.1268886803412103
ACH-000500,-0.0540228786963986
ACH-000502,-0.1670202957905781
ACH-000503,-0.2710393513000108
ACH-000505,-0.1693769568443472
ACH-000507,-0.09822704815562512
ACH-000510,-0.03889902976908989
ACH-000511,-0.10199668423728844
ACH-000512,-0.3320191512459456
ACH-000516,-0.20280125175121316
ACH-000517,-0.13984411517535145
ACH-000518,-0.3656399046653469
ACH-000520,-0.21366115823437606
ACH-000521,-0.2638489369711703
ACH-000522,-0.1769835474772244
ACH-000524,-0.07934234467718762
ACH-000527,-0.2830334406208697
ACH-000528,-0.09579469801988648
ACH-000537,-0.17791192038827014
ACH-000541,-0.10035621355854094
ACH-000542,-0.17813827493731807
ACH-000544,-0.28004269408762433
ACH-000545,-0.1115303211022367
ACH-000547,-0.32941374146204205
ACH-000548,-0.18562001609080075
ACH-000549,-0.3173256610348296
ACH-000550,-0.2668924989717625
ACH-000552,-0.2210654717753866
ACH-000556,-0.24442299655783464
ACH-000557,-0.1534725475936581
ACH-000569,-0.2523225768310457
ACH-000570,-0.10178921980009467
ACH-000571,-0.14600343358159204
ACH-000573,-0.1576233822958162
ACH-000576,-0.11680911422410895
ACH-000579,-0.1688621893057669
ACH-000580,-0.12575159565340585
ACH-000584,-0.15970778325076193
ACH-000585,-0.1185375536514278
ACH-000588,-0.13923571607298088
ACH-000589,-0.11291737429739356
ACH-000591,-0.1197420662159309
ACH-000593,-0.3277788805976828
ACH-000600,-0.20454491895101026
ACH-000601,-0.1621203276470652
ACH-000605,-0.14295631017540106
ACH-000606,-0.27540644825631233
ACH-000608,-0.19338544991108364
ACH-000614,-0.041994895615627185
ACH-000616,-0.2577113235976604
ACH-000618,-0.2066900248850885
ACH-000619,-0.2341835878290909
ACH-000620,-0.03716625678506933
ACH-000621,-0.1214414131522609
ACH-000622,-0.1434014145935669
ACH-000623,-0.1968866680197136
ACH-000624,-0.16100259295144542
ACH-000627,-0.17351415039834933
ACH-000630,-0.1774296163484234
ACH-000631,0.17959765562039595
ACH-000632,-0.1164529572117218
ACH-000633,-0.18651207490911975
ACH-000637,-0.27087430192113865
ACH-000638,-0.14981378454475333
ACH-000646,-0.14478328695192486
ACH-000647,-0.22842471515888996
ACH-000648,-0.02516088801557936
ACH-000649,-0.18288272688896606
ACH-000651,-0.08013252729245951
ACH-000652,-0.04186500897424236
ACH-000653,-0.20229206909553385
ACH-000657,-0.22322938521545235
ACH-000658,-0.1490186030291401
ACH-000661,-0.20779419157965345
ACH-000662,0.1735251624898851
ACH-000663,-0.11611659125979384
ACH-000665,-0.1292009102488931
ACH-000671,-0.08677910498002184
ACH-000672,-0.21189356464480474
ACH-000673,-0.19312495814151956
ACH-000676,-0.35947346991374546
ACH-000677,-0.09441012839951714
ACH-000681,-0.14487414766745865
ACH-000683,-0.07296431094559233
ACH-000684,-0.291223283336388
ACH-000688,-0.3476928268830872
ACH-000693,-0.15746446905964262
ACH-000694,-0.2636739330036565
ACH-000695,-0.439537436701803
ACH-000696,-0.20453661427316613
ACH-000697,0.06783333730347697
ACH-000699,-0.12856603223184973
ACH-000701,-0.08509519090118768
ACH-000706,-0.17500883545407905
ACH-000711,-0.08484427281107138
ACH-000713,-0.21206059586040385
ACH-000714,-0.17793198980126426
ACH-000718,-0.0968426388440401
ACH-000720,-0.3808057673399821
ACH-000721,-0.10641640483039554
ACH-000724,-0.14228677927080627
ACH-000725,-0.10231011867435154
ACH-000732,-0.3263876814759026
ACH-000734,-0.03088280734238501
ACH-000735,-0.1239339758639214
ACH-000736,-0.23910633840737
ACH-000738,-0.28627268353950536
ACH-000746,0.015463891170829957
