,PPP1R37 (284352)
ACH-000004,0.09697349848762607
ACH-000005,-0.09048456665001788
ACH-000007,0.04548403606529608
ACH-000009,-0.20776214530809886
ACH-000011,-0.15283310281289328
ACH-000012,-0.21403427102495895
ACH-000013,-0.30700632912795844
ACH-000014,-0.07662472432823847
ACH-000015,-0.13836688903472272
ACH-000017,-0.07666929716472183
ACH-000018,0.11872330848940955
ACH-000019,-0.08235268381747328
ACH-000021,-0.014023844733788392
ACH-000022,-0.059499181376859424
ACH-000025,0.008685864450049456
ACH-000028,-0.10592768354691673
ACH-000030,-0.1779310907577936
ACH-000035,-0.0824878751795831
ACH-000036,0.06370839514072246
ACH-000037,-0.04809100844621458
ACH-000039,0.15430127151823214
ACH-000040,-0.003220100889350773
ACH-000041,-0.05505722771002289
ACH-000042,0.035398417094398345
ACH-000045,-0.04624111012324872
ACH-000047,-0.11281015753008032
ACH-000052,0.019030666759381715
ACH-000053,-0.1528150991080994
ACH-000054,-0.1852866668478637
ACH-000055,-0.0478182811840444
ACH-000060,0.057601287193935
ACH-000067,-0.09012115839417126
ACH-000070,0.06775959454848769
ACH-000075,-0.5049353910693462
ACH-000078,-0.2423305895092285
ACH-000082,-0.19098344231428105
ACH-000085,-0.080975629744021
ACH-000086,-0.22350201636950556
ACH-000087,-0.1934565113885613
ACH-000092,-0.1190020035225678
ACH-000095,-0.03319123153345764
ACH-000097,-0.13390940609124888
ACH-000098,-0.07586331266518473
ACH-000099,-0.16142382862613214
ACH-000108,-0.13725673923363227
ACH-000113,-0.14328427067090416
ACH-000116,-0.12241988163110427
ACH-000118,-0.12615201828776135
ACH-000120,0.006328282253530664
ACH-000123,-0.12783827995670394
ACH-000127,-0.13561044849108325
ACH-000128,0.02003521227413524
ACH-000132,0.012028912829499843
ACH-000133,0.01582098170032491
ACH-000137,-0.07474384532722514
ACH-000138,-0.012504495453098466
ACH-000142,-0.08414932576276846
ACH-000143,-0.08222976954934988
ACH-000146,-0.1326285890892993
ACH-000148,-0.06468441069802346
ACH-000150,-0.2447308229504297
ACH-000152,-0.016862143767818617
ACH-000153,-0.08234944390051667
ACH-000159,-0.07844395105018505
ACH-000160,-0.0018944280392837922
ACH-000163,-0.08846373440075092
ACH-000167,0.2539182319103723
ACH-000168,-0.2866317792848177
ACH-000169,-0.046197290209273136
ACH-000178,-0.1234031988253409
ACH-000183,-0.16763949824077176
ACH-000188,-0.13122922841518908
ACH-000189,-0.18699561129161246
ACH-000190,-0.17031855826324305
ACH-000198,-0.023821463379179914
ACH-000203,-0.4618869676568016
ACH-000204,-0.19799979925060976
ACH-000206,-0.02621735419825721
ACH-000207,-0.09176801656999754
ACH-000208,-0.17916855669092951
ACH-000210,-0.043035180399657307
ACH-000211,-0.02798053103579473
ACH-000215,-0.020710243531046512
ACH-000221,-0.13987179705991973
ACH-000222,-0.02746311989398437
ACH-000223,-0.06528712774368113
ACH-000226,-0.12187068823889476
ACH-000227,0.04891185146220417
ACH-000228,-0.04790516151402269
ACH-000231,0.02828640437122968
ACH-000232,0.02756569884297846
ACH-000233,-0.19288196306598787
ACH-000234,-0.1417987536443142
ACH-000235,-0.1441974173640759
ACH-000237,-0.19024798113829294
ACH-000238,0.04609341193630973
ACH-000242,0.0428291524883492
ACH-000243,-0.1278750634384964
ACH-000244,-0.1835262578912771
ACH-000246,-0.096058842520077
ACH-000248,-0.11161018709455334
ACH-000250,-0.17616204821537335
ACH-000251,-0.19264124355859047
ACH-000252,-0.3851931970530419
ACH-000253,-0.120793356535746
ACH-000255,-0.18496936249458415
ACH-000256,0.029042741220404414
ACH-000257,-0.011348088468496116
ACH-000258,-0.00868195890389532
ACH-000259,-0.22551374734496826
ACH-000260,-0.09674686204361377
ACH-000261,-0.1292847224383659
ACH-000262,-0.16071016857200832
ACH-000263,-0.0759260208582988
ACH-000264,0.049400507730884766
ACH-000265,-0.1738667583969939
ACH-000266,-0.1131281000688053
ACH-000272,-0.02112945179520192
ACH-000274,-0.007716587280230489
ACH-000277,-0.046948801575901145
ACH-000278,0.04544431127102789
ACH-000279,-0.04368202707304268
ACH-000280,-0.1072909404938666
ACH-000281,0.017754065859705563
ACH-000288,-0.00524219287134797
ACH-000291,-0.15229316999405104
ACH-000293,0.002033889212406996
ACH-000294,0.07503803911287706
ACH-000295,-0.40546122866563744
ACH-000296,0.10702917152545062
ACH-000302,-0.2763810699218229
ACH-000304,0.14299581054208066
ACH-000307,0.03764645309148766
ACH-000308,-0.2050701683519659
ACH-000310,0.07751671748885644
ACH-000311,-0.062111155218110274
ACH-000312,-0.08356707376060975
ACH-000315,-0.25273028741435777
ACH-000316,0.2689731453325452
ACH-000317,0.07158462255113758
ACH-000318,0.037811046368588105
ACH-000319,-0.21068912778397766
ACH-000320,-0.04906333901611442
ACH-000322,-0.1780856432797778
ACH-000323,-0.061323247745682576
ACH-000324,-0.005570447995973736
ACH-000329,-0.04645987670172293
ACH-000330,-0.04012708426724671
ACH-000331,0.04491765389920575
ACH-000332,-0.06033322128289376
ACH-000334,-0.13151108485705945
ACH-000335,-0.1678350582859471
ACH-000336,0.05683521521522818
ACH-000337,0.07252423568252497
ACH-000338,-0.5056523782414617
ACH-000339,-0.13093633756977618
ACH-000341,0.01268305713833598
ACH-000348,-0.07368796774194371
ACH-000350,-0.02737487357447529
ACH-000352,-0.023621309001256214
ACH-000356,-0.01673203255794481
ACH-000361,0.13104162227056246
ACH-000362,0.0003896156302526642
ACH-000363,-0.0844650505831313
ACH-000364,-0.2060195575248709
ACH-000365,-0.029485525788358214
ACH-000366,-0.1587444645489772
ACH-000368,0.05933270081088932
ACH-000374,-0.11421358093795952
ACH-000375,-0.11151773560399056
ACH-000376,-0.022630501464391176
ACH-000381,0.014625054227920587
ACH-000383,-0.1210154487489074
ACH-000387,0.02262562740474784
ACH-000389,0.11182199362333936
ACH-000390,-0.054359829490481584
ACH-000393,-0.09635246119285684
ACH-000395,0.03035574340051575
ACH-000396,-0.3930505448719373
ACH-000397,-0.3699686484174081
ACH-000401,0.08328000651566549
ACH-000402,-0.05841754045525298
ACH-000403,-0.0782309261045343
