,ZZEF1 (23140)
ACH-000004,0.2020994208062077
ACH-000005,-0.09154829127598428
ACH-000007,-0.3146589221890024
ACH-000009,-0.12433296906236074
ACH-000011,-0.16159114708134067
ACH-000012,-0.15098768325159284
ACH-000013,-0.16272276416019382
ACH-000014,0.18714139346954964
ACH-000015,-0.19772691546086274
ACH-000017,-0.21899120974291014
ACH-000018,-0.2442140367291955
ACH-000019,-0.11193012542146356
ACH-000021,-0.15329606813502605
ACH-000022,-0.09336874470463008
ACH-000025,-0.1839669176099099
ACH-000028,-0.12583112612992367
ACH-000030,-0.10112119466190198
ACH-000035,-0.006099696711522597
ACH-000036,-0.17146083759932262
ACH-000037,-0.23742581644568966
ACH-000039,-0.15155374006032318
ACH-000040,-0.21741640494186867
ACH-000041,-0.12284029737282973
ACH-000042,-0.17192896709069588
ACH-000045,-0.18615662247100528
ACH-000047,-0.22438984378834909
ACH-000052,-0.18478929970382693
ACH-000053,-0.1145460388125466
ACH-000054,-0.048100133587182736
ACH-000055,-0.14925742951869156
ACH-000060,-0.2720220576200857
ACH-000067,-0.3927728864144652
ACH-000070,-0.08212948349328664
ACH-000075,0.0030823293583915165
ACH-000078,-0.05118500513477738
ACH-000082,-0.1769546356003417
ACH-000085,-0.08571693721097579
ACH-000086,0.011429837616771249
ACH-000087,-0.18358753446753912
ACH-000092,-0.12044705998338415
ACH-000095,-0.11523661197397535
ACH-000097,-0.2060231996040859
ACH-000098,-0.10227914790784083
ACH-000099,-0.23690257530880876
ACH-000108,-0.159793947853202
ACH-000113,-0.09448403043165744
ACH-000116,-0.17939081838746132
ACH-000118,-0.008741639533981356
ACH-000120,-0.06736200345266091
ACH-000123,-0.2140478874416702
ACH-000127,-0.16065622836012966
ACH-000128,-0.062329833567406914
ACH-000132,-0.17554324841542934
ACH-000133,-0.25291778137910986
ACH-000137,0.05023040930738944
ACH-000138,-0.11052638314209193
ACH-000142,-0.101106696058725
ACH-000143,0.15130434000616558
ACH-000146,-0.06522558106326591
ACH-000148,-0.2542584305507501
ACH-000150,-0.1828603874612093
ACH-000152,-0.2504351784943062
ACH-000153,-0.12627613830629086
ACH-000159,-0.12439285995110028
ACH-000160,-0.009037746809119116
ACH-000163,-0.2621297127670426
ACH-000167,-0.495655706802021
ACH-000168,-0.3129181236941743
ACH-000169,-0.1031035339164016
ACH-000178,-0.09629862271177443
ACH-000183,-0.051313170844294285
ACH-000188,-0.23425681227524656
ACH-000189,-0.026713598463847524
ACH-000190,-0.19375563172116672
ACH-000198,-0.10580017874998282
ACH-000203,-0.19790378450841875
ACH-000204,-0.0076454540483401
ACH-000206,-0.07042237283598576
ACH-000207,-0.08892605177777954
ACH-000208,-0.10605222768102046
ACH-000210,0.2014342570313777
ACH-000211,-0.10879726213207556
ACH-000215,-0.08695953840716979
ACH-000221,-0.09343699305278076
ACH-000222,-0.08030651357237492
ACH-000223,-0.07356254656976019
ACH-000226,-0.1893498194837871
ACH-000227,-0.2164603918523044
ACH-000228,-0.039604585449521
ACH-000231,-0.1566304935735046
ACH-000232,-0.12856460936937572
ACH-000233,-0.22199830606244791
ACH-000234,-0.20072385257855235
ACH-000235,-0.07321348598926136
ACH-000237,-0.0839031505364649
ACH-000238,-0.057016937779445276
ACH-000242,-0.04455168880557224
ACH-000243,-0.08134962062334695
ACH-000244,-0.3055549003546722
ACH-000246,-0.04272351620528026
ACH-000248,-0.07923201409586986
ACH-000250,-0.05804589850811472
ACH-000251,-0.0603295236263405
ACH-000252,-0.2135720310429224
ACH-000253,-0.1485116790003148
ACH-000255,0.0752268204643634
ACH-000256,-0.015069210171249368
ACH-000257,-0.16496314434134887
ACH-000258,-0.39754472580060257
ACH-000259,-0.07006708962595329
ACH-000260,0.0075564632995519816
ACH-000261,-0.09719749803865547
ACH-000262,-0.09505957535126433
ACH-000263,0.2140836427160103
ACH-000264,-0.14141001444245035
ACH-000265,-0.10270659279882767
ACH-000266,-0.14227795458228873
ACH-000272,-0.1622703195060976
ACH-000274,-0.12289433180902512
ACH-000277,-0.2770141471886045
ACH-000278,-0.22389744904383765
ACH-000279,-0.1408553241228967
ACH-000280,0.010859753468866877
ACH-000281,0.09600335874091599
ACH-000288,-0.31792949155061306
ACH-000291,-0.3080958292403663
ACH-000293,-0.09021000402421156
ACH-000294,-0.20422193514638565
ACH-000295,-0.044430333997120895
ACH-000296,-0.25604206138335217
ACH-000302,-0.2276385140299133
ACH-000304,-0.10104947597326716
ACH-000307,0.035840567470879964
ACH-000308,-0.08342285496130092
ACH-000310,-0.27331335323310324
ACH-000311,-0.008079383262761204
ACH-000312,-0.027312220501948096
ACH-000315,-0.08309626635603133
ACH-000316,-0.1383530805130704
ACH-000317,0.2416987322707821
ACH-000318,-0.127518965780974
ACH-000319,-0.17242056973942213
ACH-000320,0.0778337277958275
ACH-000322,-0.3213074245796218
ACH-000323,-0.22002815186873095
ACH-000324,-0.1594668792137006
ACH-000329,-0.1682122086971955
ACH-000330,-0.178462701248575
ACH-000331,-0.17164444544172847
ACH-000332,-0.1701621551000384
ACH-000334,-0.047563259532454966
ACH-000335,-0.16717654447137326
ACH-000336,-0.17303395000765048
ACH-000337,0.1450001045576964
ACH-000338,-0.09046989391990676
ACH-000339,-0.15501460063344716
ACH-000341,-0.1320120668689349
ACH-000348,-0.0757741561625854
ACH-000350,-0.12447747697254764
ACH-000352,-0.10389354950206094
ACH-000356,-0.17297001511810695
ACH-000361,-0.15377159242038116
ACH-000362,-0.12145118229697488
ACH-000363,-0.05773754688042211
ACH-000364,-0.265031187278487
ACH-000365,-0.1075998669338406
ACH-000366,-0.13735847025928422
ACH-000368,0.02277987009688526
ACH-000374,-0.07424529605779379
ACH-000375,0.06575429187489579
ACH-000376,-0.14972058001359514
ACH-000381,-0.15609222450441693
ACH-000383,-0.1604562026669878
ACH-000387,-0.26701893120584663
ACH-000389,-0.12839665364475733
ACH-000390,-0.008498486330537274
ACH-000393,-0.27467544994503285
ACH-000395,-0.2671991442969015
ACH-000396,0.16167139600021085
ACH-000397,-0.1956992336373253
ACH-000401,0.011957210085173321
ACH-000402,-0.1041607088002735
ACH-000403,-0.07951719562754787
ACH-000404,-0.4568727135445943
ACH-000406,-0.14242167231907815
ACH-000407,-0.16105540253475786
ACH-000408,-0.15848163049878458
ACH-000410,-0.15254214908514832
ACH-000411,-0.22568753021403234
ACH-000414,-0.08768702460728467
ACH-000415,-0.16371809823841482
ACH-000416,-0.02550472839295069
ACH-000420,-0.35610871053266113
ACH-000421,-0.07438739673082742
ACH-000424,-0.04535758589966999
ACH-000425,-0.020159240542339876
ACH-000426,0.09911849420075104
ACH-000427,-0.42820370095990096
ACH-000433,-0.10277086610618567
ACH-000435,-0.329553878821398
ACH-000436,0.01034175186408662
ACH-000444,-0.4481787745779176
ACH-000445,-0.1522969454350843
ACH-000448,-0.1161949575177076
ACH-000450,-0.14746644778563858
ACH-000452,-0.20844039981121756
ACH-000454,-0.17938508810510484
ACH-000458,-0.10166545329194476
ACH-000459,-0.2106090827635102
ACH-000460,-0.09055536746534064
ACH-000461,-0.11475260398788766
ACH-000463,-0.09635524862966292
ACH-000464,-0.2577912627995642
ACH-000466,-0.03857441280254857
ACH-000467,-0.16466140836222
ACH-000468,-0.025344901348016192
ACH-000469,-0.23744483022801666
ACH-000470,-0.31014385752129503
ACH-000471,-0.08687878710444771
ACH-000472,-0.10613081998558407
ACH-000473,0.002069965749033527
ACH-000475,-0.11210415652995268
ACH-000476,-0.03428531865621902
ACH-000477,0.1184604961029004
ACH-000479,-0.4464955167934072
ACH-000480,-0.12889674941979185
ACH-000481,-0.01487911381524805
ACH-000483,-0.1086958303091196
ACH-000484,0.018795400766854174
ACH-000485,-0.05895382497325585
ACH-000486,-0.13408909221588508
ACH-000487,-0.03345292681566643
ACH-000488,-0.07868248106221205
ACH-000490,-0.11312852898323575
ACH-000491,-0.12263817242622126
ACH-000495,-0.04741585149606208
ACH-000496,-0.1313613289351213
ACH-000499,-0.2998692272643774
ACH-000500,0.0540805774790757
ACH-000502,0.05858793802006325
ACH-000503,0.15414446805746507
ACH-000505,-0.11089364022969918
ACH-000507,0.10691698561386298
ACH-000510,-0.029332668917520007
ACH-000511,-0.14521850708163167
ACH-000512,0.14837025819951813
ACH-000516,-0.16502264882672596
ACH-000517,-0.16555574090372396
ACH-000518,-0.15041144998654318
ACH-000520,-0.1177623809155375
ACH-000521,-0.0164854455479536
ACH-000522,-0.08737238051098434
ACH-000524,-0.14324323002876901
ACH-000527,-0.19275128456301446
ACH-000528,-0.1863146975202312
ACH-000537,-0.07221845364634484
ACH-000541,-0.18253301262035534
ACH-000542,-0.14711438716324793
ACH-000544,0.09086066501436936
ACH-000545,-0.07081834205805072
ACH-000547,-0.2491538668877928
ACH-000548,-0.08201902817416099
ACH-000549,-0.16657403729828693
ACH-000550,-0.2819356563933864
ACH-000552,-0.11643313954640605
ACH-000556,-0.2411342539352935
ACH-000557,-0.10225198865667012
ACH-000569,-0.3677302678203861
ACH-000570,-0.2972299504507794
ACH-000571,-0.061906893594503534
ACH-000573,-0.07202827511627206
ACH-000576,-0.04159746771309468
ACH-000579,-0.12555186999655962
ACH-000580,-0.2899557762796375
ACH-000584,-0.14899416650608868
ACH-000585,-0.1710949972633542
ACH-000588,-0.090712900798416
ACH-000589,-0.2121907630430473
ACH-000591,-0.06050497030109115
ACH-000593,-0.11005396887041743
ACH-000600,-0.14665555812900732
ACH-000601,-0.11804353146418987
ACH-000605,-0.0398955784924074
ACH-000606,0.004988780769796614
ACH-000608,-0.13650920745627027
ACH-000614,-0.031239513459419117
ACH-000616,-0.11243682784164664
ACH-000618,-0.009883735739050836
ACH-000619,-0.08124575397350893
ACH-000620,-0.009469179215162452
ACH-000621,-0.32146986323417004
ACH-000622,-0.13904765508267022
ACH-000623,-0.22890818088808856
ACH-000624,-0.2516839420648424
ACH-000627,-0.2334635225728088
ACH-000630,-0.054483946044580366
ACH-000631,0.10532150198168867
ACH-000632,-0.025899300673760183
ACH-000633,-0.22205138478658384
ACH-000637,-0.20282787976314148
ACH-000638,0.01850588015019084
ACH-000646,-0.09257306053742677
ACH-000647,-0.1800749513003701
ACH-000648,-0.2362651133502625
ACH-000649,-0.06879189151971282
ACH-000651,-0.20031657942108372
ACH-000652,-0.1721889996864474
ACH-000653,-0.13200435468742575
ACH-000657,-0.11753990476846884
ACH-000658,-0.0048457592871636685
ACH-000661,-0.11169203035176192
ACH-000662,0.07673982284820688
ACH-000663,-0.07108786956988299
ACH-000665,-0.15428380338365158
ACH-000671,-0.07838589915724993
ACH-000672,0.3939612168921604
ACH-000673,-0.2910140942196789
ACH-000676,-0.0685256269020003
ACH-000677,-0.3247413979218653
ACH-000681,-0.2096832898907352
ACH-000683,-0.0243999995159114
ACH-000684,-0.10592603060958608
ACH-000688,-0.41662945333306
ACH-000693,-0.19032661356790376
ACH-000694,0.015275437282336822
ACH-000695,-0.2087917706203383
ACH-000696,-0.16831617914502206
ACH-000697,-0.31197752396863104
ACH-000699,-0.06495252962228751
ACH-000701,-0.11571542360375807
ACH-000706,-0.1788373617553789
ACH-000711,-0.08954338121276402
ACH-000713,-0.20386434518956506
ACH-000714,-0.11378773171389868
ACH-000718,-0.1361129670287933
ACH-000720,-0.05809486730468062
ACH-000721,-0.09198777793913446
ACH-000724,0.12489388052014648
ACH-000725,-0.1871180135327904
ACH-000732,0.07842963592255581
ACH-000734,-0.0393288459796584
ACH-000735,-0.11041683749087744
ACH-000736,-0.028936722834038732
ACH-000738,-0.18948415122132745
ACH-000746,-0.11002299335734818
ACH-000747,-0.08310159320729298
ACH-000748,-0.12199765709272115
ACH-000753,-0.1654234611354134
ACH-000756,-0.0787194662161453
ACH-000757,-0.08665792898239352
ACH-000758,0.01068142889881125
ACH-000760,-0.1865198861375476
ACH-000762,-0.015098310975815476
ACH-000763,-0.2909643679085728
ACH-000764,-0.37445232691704733
ACH-000765,0.17059364584157674
ACH-000766,-0.2716452342601381
ACH-000767,-0.11798775684555295
ACH-000768,-0.04453772891616151
ACH-000769,-0.2976588407968118
ACH-000770,-0.008302397881398242
ACH-000771,-0.06782566654186346
ACH-000773,-0.08185299890059268
ACH-000776,-0.2576772743199611
ACH-000777,-0.0844674089419747
ACH-000778,-0.09034994647016407
ACH-000781,-0.040402460325779516
ACH-000782,-0.04913525290260279
ACH-000783,-0.10899690211390436
ACH-000784,0.008136442289548965
ACH-000785,-0.20058440475613507
ACH-000787,-0.046608207209009433
ACH-000788,-0.17826956082487408
ACH-000791,0.016257694663429686
ACH-000792,-0.13109990574112032
ACH-000794,-0.01393526115730727
ACH-000796,-0.11477753967010737
ACH-000798,-0.4015558058210689
ACH-000799,-0.09805628498256486
ACH-000800,-0.07190463071591198
ACH-000802,-0.10018369075630568
ACH-000804,-0.12933376927029872
ACH-000805,-0.10463124870915176
ACH-000809,-0.07580110023707923
ACH-000810,-0.2301764690622919
ACH-000811,-0.19906220158517626
ACH-000817,0.004355614344999582
ACH-000819,-0.2091205007270347
ACH-000820,-0.13583815656559484
ACH-000821,0.07493320473449804
ACH-000822,-0.09143155159991727
ACH-000823,-0.13463081674006985
ACH-000824,-0.03609271095407069
ACH-000827,0.06847196068586255
ACH-000829,-0.09344985439333724
ACH-000831,0.12671939813761166
ACH-000832,0.13180158496653796
ACH-000833,-0.026632616838438674
ACH-000834,-0.06562007233834978
ACH-000835,-0.11874381516418422
ACH-000836,-0.13978715759497518
ACH-000837,-0.06142757007008559
ACH-000838,-0.1774421656484598
ACH-000839,-0.2526271271642853
ACH-000840,-0.12224492095163918
ACH-000841,0.0816655281092783
ACH-000843,0.005208293181111053
ACH-000846,-0.1248244892382616
ACH-000847,0.02927414749412585
ACH-000848,-0.11534017154872428
ACH-000849,-0.09866422026201044
ACH-000851,-0.06202701426609454
ACH-000855,0.03268267530811402
ACH-000856,-0.18600555616226025
ACH-000858,-0.13629121310655504
ACH-000859,-0.08455321549953633
ACH-000861,-0.3019816492736647
ACH-000862,-0.14705722092743578
ACH-000865,-0.04248824383389842
ACH-000866,0.00027533586698016933
ACH-000867,-0.17537084083379414
ACH-000869,-0.09617868853745098
ACH-000872,-0.04412466491377801
ACH-000873,-0.018064595522778573
ACH-000876,-0.018704254698405344
ACH-000878,-0.3559799798141157
ACH-000880,-0.16669238852817694
ACH-000881,-0.06687460595164292
ACH-000882,-0.06250067018053235
ACH-000884,0.05483076283565569
ACH-000885,-0.20413033674176687
ACH-000887,-0.0770996631615262
ACH-000889,0.07031695975881712
ACH-000896,-0.13103551768133806
ACH-000898,-0.2167354109499697
ACH-000900,-0.2265828394131691
ACH-000901,-0.18456782354919896
ACH-000905,-0.19812069573914212
ACH-000906,-0.21477213540212395
ACH-000907,-0.050900232905224364
ACH-000910,0.0094520712951407
ACH-000911,-0.07574319611756733
ACH-000912,-0.13086886053630695
ACH-000913,-0.017653385851123842
ACH-000915,-0.3418544294422675
ACH-000916,-0.2207524523996512
ACH-000917,-0.3269165017647925
ACH-000920,0.07374342758443854
ACH-000921,-0.09714329438053616
ACH-000924,-0.09892922869857396
ACH-000926,-0.3711445836120448
ACH-000928,-0.03770189838425594
ACH-000929,-0.4951015508635445
ACH-000932,-0.05475546258853548
ACH-000935,-0.12816427904393013
ACH-000936,-0.07050827131703567
ACH-000937,-0.10762120361358027
ACH-000938,0.04768472787934335
ACH-000939,-0.41195343294244813
ACH-000941,-0.2062592571735555
ACH-000943,-0.04479107550171238
ACH-000946,-0.17369875613619995
ACH-000947,-0.11997290931642353
ACH-000948,-0.19029498495558456
ACH-000950,0.04681376240607574
ACH-000953,-0.05352397821040975
ACH-000954,0.05261637727245954
ACH-000957,-0.07847152468284534
ACH-000958,-0.2993495999277725
ACH-000960,-0.07314462153407572
ACH-000963,-0.05087631148321864
ACH-000968,-0.061473735097575886
ACH-000969,-0.14871743639903304
ACH-000972,-0.094558959530705
ACH-000973,-0.04999857269188136
ACH-000974,-0.04461059681536614
ACH-000978,-0.08433460684791763
ACH-000984,-0.32920589152978746
ACH-000986,-0.18758351288752986
ACH-000988,-0.15746610978138867
ACH-000993,-0.0628378501979334
ACH-000994,-0.3318277587314735
ACH-000996,-0.18802757443897872
ACH-001001,-0.09810669483808762
ACH-001020,-0.2278958426317044
ACH-001028,-0.1259969887789535
ACH-001031,-0.2186461887504461
ACH-001038,0.043714134809965007
ACH-001048,-0.14186696553682165
ACH-001050,-0.2298811349738679
ACH-001053,-0.05306592831899032
ACH-001054,-0.016835686445580526
ACH-001061,-0.12325198672778685
ACH-001067,-0.18244952402518316
ACH-001075,0.07524450460406654
ACH-001096,-0.07956492471005931
ACH-001111,-0.09090693612020866
ACH-001119,-0.3229615886717096
ACH-001128,-0.4280887524048047
ACH-001134,-0.13453260707962614
ACH-001151,-0.14833609381224344
ACH-001163,-0.25324179697785176
ACH-001164,-0.1580100099193567
ACH-001183,0.03285046123648525
ACH-001192,-0.08884712574265365
ACH-001193,0.008119771975192232
ACH-001196,-0.2124743616728889
ACH-001197,-0.2162680030056979
ACH-001205,0.064680450930108
ACH-001211,-0.03695006810779871
ACH-001212,-0.4259129451777973
ACH-001228,-0.12080949612361533
ACH-001232,-0.14992758108874135
ACH-001239,-0.1370001990942408
ACH-001270,-0.34012257200704565
ACH-001274,-0.03194683441354668
ACH-001275,-0.2227021709253664
ACH-001277,-0.03880569349111505
ACH-001278,-0.4620564636757056
ACH-001280,-0.3197077907596086
ACH-001283,-0.17592231356427684
ACH-001289,-0.19410869702672884
ACH-001300,-0.17033388088257054
ACH-001301,-0.053182455235155135
ACH-001302,0.17423396662229615
ACH-001306,-0.3866036103139373
ACH-001318,-0.2864984798744313
ACH-001322,-0.03307678151242043
ACH-001328,-0.1872210242311885
ACH-001332,-0.013923369261970893
ACH-001336,-0.07193073060213417
ACH-001346,-0.13265441455979618
ACH-001353,-0.09269357890312177
ACH-001354,-0.01006720402541887
ACH-001367,0.1242179671287547
ACH-001368,-0.027615323296872173
ACH-001374,-0.40503350332218296
ACH-001377,-0.1160834784542467
ACH-001380,-0.04577353211387957
ACH-001391,-0.18981907410219576
ACH-001408,-0.17242300602918026
ACH-001430,-0.467910393826583
ACH-001431,-0.1284998228189823
ACH-001450,-0.07405781609305259
ACH-001496,0.02001620137086066
ACH-001500,-0.07571275431464805
ACH-001523,-0.10876569291335253
ACH-001532,-0.12290987869428545
ACH-001550,-0.04038992534141229
ACH-001552,-0.11484755831341555
ACH-001554,-0.15152107767326806
ACH-001654,0.013327992492689223
ACH-001735,-0.033491227365011124
ACH-001736,-0.008160042543076248
ACH-001737,-0.25903133433699993
ACH-001740,0.005979266050982119
ACH-001745,0.11992212472205595
ACH-001765,-0.14647224564616004
