,RUVBL1 (8607)
ACH-000004,-1.7947676793491283
ACH-000005,-2.004776856172295
ACH-000007,-1.5481511777768764
ACH-000009,-1.3880566708105817
ACH-000011,-1.303774463434781
ACH-000012,-1.5102326396994046
ACH-000013,-1.4519353857985342
ACH-000014,-1.462533115122365
ACH-000015,-1.457233911596987
ACH-000017,-1.4143151219582564
ACH-000018,-1.5650641279317472
ACH-000019,-1.4731423924560303
ACH-000021,-1.4653494726011882
ACH-000022,-1.484908355640057
ACH-000025,-1.5356633299720244
ACH-000028,-1.4245979611637642
ACH-000030,-1.332736438376451
ACH-000035,-1.4280632333401833
ACH-000036,-1.2297245749222452
ACH-000037,-1.726187607874942
ACH-000039,-1.5444379758622868
ACH-000040,-1.408488258163357
ACH-000041,-1.5684188323995896
ACH-000042,-1.4547456978947524
ACH-000045,-1.4869524399470748
ACH-000047,-1.269881619711332
ACH-000052,-1.2369899948302414
ACH-000053,-1.4563215852326383
ACH-000054,-1.2733471750285206
ACH-000055,-1.4091212278560823
ACH-000060,-1.364975165930722
ACH-000067,-1.3317202691603225
ACH-000070,-1.5352560125999812
ACH-000075,-1.455221602789836
ACH-000078,-1.4773315936710734
ACH-000082,-1.6255167263113994
ACH-000085,-1.3266338540206069
ACH-000086,-1.3168110727164388
ACH-000087,-1.5481914768593874
ACH-000092,-1.3645017298266693
ACH-000095,-1.4816312625314267
ACH-000097,-1.459051855345434
ACH-000098,-1.3048087504032109
ACH-000099,-1.4303053205129166
ACH-000108,-1.3057623686690405
ACH-000113,-1.4300179347207638
ACH-000116,-1.4502163416833758
ACH-000118,-1.2127984979466713
ACH-000120,-1.3090593767995888
ACH-000123,-1.3774767764735032
ACH-000127,-1.4183253059851249
ACH-000128,-1.3115322719748197
ACH-000132,-1.3491490194513174
ACH-000133,-1.325374001755027
ACH-000137,-1.4203687399831977
ACH-000138,-1.3087885844166338
ACH-000142,-1.2452258027676908
ACH-000143,-1.5208943045697385
ACH-000146,-1.6570959801931566
ACH-000148,-1.5255686752518502
ACH-000150,-1.4274924059448044
ACH-000152,-1.3800547246543642
ACH-000153,-1.6560966481734452
ACH-000159,-1.2545134014530923
ACH-000160,-1.0605671451700376
ACH-000163,-1.484814880471531
ACH-000167,-1.558333534935349
ACH-000168,-1.1258690511427063
ACH-000169,-1.2412526477063897
ACH-000178,-1.2710190904128922
ACH-000183,-1.4190835461248423
ACH-000188,-1.502798208680577
ACH-000189,-1.0136585867525334
ACH-000190,-1.0694825693229857
ACH-000198,-1.4328022724468004
ACH-000203,-1.098454523508121
ACH-000204,-1.0910414732286329
ACH-000206,-1.7037415292232063
ACH-000207,-1.651501831534118
ACH-000208,-1.2993144391919411
ACH-000210,-1.2721974711330228
ACH-000211,-1.364198598959606
ACH-000215,-1.3857151619020307
ACH-000221,-1.4956826702014263
ACH-000222,-1.5044273895399145
ACH-000223,-1.4363782871099111
ACH-000226,-1.3559011795051434
ACH-000227,-1.4480139009342041
ACH-000228,-1.3777620173254173
ACH-000231,-1.2588732679546268
ACH-000232,-1.4416937592642296
ACH-000233,-1.3751364260629229
ACH-000234,-1.5061872897039967
ACH-000235,-1.2944672536364061
ACH-000237,-1.4125271430429422
ACH-000238,-1.4120705080173153
ACH-000242,-1.5537254236567164
ACH-000243,-1.363792450690562
ACH-000244,-1.4193002090599935
ACH-000246,-1.3137621496001979
ACH-000248,-1.3182557878185208
ACH-000250,-1.3632045483781272
ACH-000251,-1.2813121192002348
