,ELMOD3 (84173)
ACH-000004,-0.22415473338018568
ACH-000005,-0.3714417839065927
ACH-000007,-0.2591919510368376
ACH-000009,-0.2866824344587285
ACH-000011,-0.14110363527742392
ACH-000012,-0.2902878472601344
ACH-000013,-0.18250079078534426
ACH-000014,-0.2937634285493357
ACH-000015,-0.2562023665052937
ACH-000017,-0.10841044442720536
ACH-000018,-0.11956005688539738
ACH-000019,-0.257135673395233
ACH-000021,-0.2930545745946322
ACH-000022,-0.18461661352475373
ACH-000025,-0.2488601916186809
ACH-000028,-0.183326988742772
ACH-000030,-0.2636131181396863
ACH-000035,-0.4289636339514874
ACH-000036,-0.2976160796202354
ACH-000037,-0.19989921928744275
ACH-000039,-0.2119435943447232
ACH-000040,-0.3414253820980203
ACH-000041,-0.16076161020547694
ACH-000042,-0.2658923082797525
ACH-000045,-0.261927012599161
ACH-000047,-0.3249319112032721
ACH-000052,0.029212245051251032
ACH-000053,-0.26511011266811124
ACH-000054,-0.22629509910563705
ACH-000055,-0.2235819249234102
ACH-000060,-0.08915541370294508
ACH-000067,-0.2553395957246414
ACH-000070,-0.5069939987695511
ACH-000075,-0.38827795532720455
ACH-000078,-0.24133753650477596
ACH-000082,-0.09974593209068927
ACH-000085,0.1172262025481992
ACH-000086,-0.3886525347943822
ACH-000087,-0.16681183885002782
ACH-000092,-0.3448436564147328
ACH-000095,-0.11529636359062352
ACH-000097,-0.22357823564683135
ACH-000098,-0.1861763000862316
ACH-000099,-0.2204515650647286
ACH-000108,-0.1839110272776319
ACH-000113,-0.12471422514015687
ACH-000116,-0.2386060525699498
ACH-000118,-0.17874750694236116
ACH-000120,-0.21697783552186126
ACH-000123,-0.2822047241366937
ACH-000127,-0.2747331847273796
ACH-000128,-0.26164672174799924
ACH-000132,-0.1680250587105986
ACH-000133,-0.19894421006467208
ACH-000137,-0.3852314739423777
ACH-000138,-0.22904164792692905
ACH-000142,-0.1733363258924943
ACH-000143,-0.20550221718899966
ACH-000146,-0.2307442775280201
ACH-000148,-0.1717039064757797
ACH-000150,-0.04848895136665023
ACH-000152,-0.17290557320789632
ACH-000153,-0.151422922143189
ACH-000159,-0.20316855814302887
ACH-000160,-0.2308324148859123
ACH-000163,-0.3398917597772602
ACH-000167,-0.4474571830397331
ACH-000168,-0.2872860937023627
ACH-000169,-0.1568157469075475
ACH-000178,-0.13609708103681345
ACH-000183,-0.1891533857772506
ACH-000188,-0.3677887032798416
ACH-000189,-0.3882276665514211
ACH-000190,-0.28068276840029394
ACH-000198,-0.10603609063053604
ACH-000203,0.010334103604682735
ACH-000204,-0.153935654688088
ACH-000206,0.112889583846219
ACH-000207,-0.13393412597187876
ACH-000208,0.03799711122650362
ACH-000210,-0.3486156578912099
ACH-000211,-0.2288910307127573
ACH-000215,-0.26899324761509186
ACH-000221,-0.4689584056230576
ACH-000222,-0.1139880805214718
ACH-000223,-0.1524280887979288
ACH-000226,-0.2546008078530845
ACH-000227,-0.2753870409260276
ACH-000228,-0.2676563053424737
ACH-000231,-0.2322469760964374
ACH-000232,-0.16474722824052274
ACH-000233,-0.1906677586078316
ACH-000234,-0.1826931715612464
ACH-000235,-0.17487755654623022
ACH-000237,-0.16599780854493076
ACH-000238,-0.2583273529486618
ACH-000242,-0.5370319095264159
ACH-000243,-0.26805579906417576
ACH-000244,-0.2555775812318769
ACH-000246,-0.11180717846415016
ACH-000248,-0.07101979831266056
ACH-000250,-0.36951810433335264
ACH-000251,-0.1141638457158748
ACH-000252,-0.2911878854362963
ACH-000253,-0.11056292213130918
ACH-000255,-0.21883968542920249
ACH-000256,-0.3223071817205593
ACH-000257,-0.10645743879116837
ACH-000258,0.16664898692648505
ACH-000259,-0.18080603234904333
ACH-000260,-0.2966689352767786
ACH-000261,-0.2252563839181039
ACH-000262,-0.1770193771072272
ACH-000263,-0.43661662055701694
ACH-000264,-0.1867054468235484
ACH-000265,-0.17848943382521576
ACH-000266,-0.20569340077574916
ACH-000272,-0.2755977053580003
ACH-000274,-0.2530614641212188
ACH-000277,-0.09207426460067708
ACH-000278,-0.21540791576300453
ACH-000279,-0.26287821693068125
ACH-000280,-0.21702517200049987
ACH-000281,-0.2956965728032304
ACH-000288,-0.2889767046502588
ACH-000291,-0.2719834981313422
ACH-000293,-0.2559954814787341
ACH-000294,-0.4407752719685951
ACH-000295,-0.44824853761379396
