,NCKIPSD (51517)
ACH-000004,0.034651587633833456
ACH-000005,-0.09907278687071472
ACH-000007,-0.023762239506112025
ACH-000009,-0.095468339903135
ACH-000011,-0.04431106509904658
ACH-000012,-0.07181799523183882
ACH-000013,0.001289003259190775
ACH-000014,-0.02892339553158585
ACH-000015,-0.05381500029796823
ACH-000017,-0.06760262324599417
ACH-000018,-0.33278957420082383
ACH-000019,-0.039320538985439135
ACH-000021,-0.10659181970215101
ACH-000022,-0.04986728033518069
ACH-000025,-0.15715913930672434
ACH-000028,0.009236859626212074
ACH-000030,-0.04358497073911323
ACH-000035,0.031585317765580406
ACH-000036,-0.05721894247887846
ACH-000037,-0.036262037512654666
ACH-000039,-0.06702631039174764
ACH-000040,0.03107698435356737
ACH-000041,-0.061517559878615964
ACH-000042,-0.2015256164221552
ACH-000045,-0.010298222488427268
ACH-000047,-0.1414906828787484
ACH-000052,-0.023673851013939345
ACH-000053,-0.13496148702247776
ACH-000054,-0.1474506741338162
ACH-000055,-0.08068175463767614
ACH-000060,-0.19348765669985554
ACH-000067,-0.09617439595216598
ACH-000070,0.07287982927211749
ACH-000075,-0.03085000128738042
ACH-000078,-0.0793264700462472
ACH-000082,-0.04498782985334186
ACH-000085,0.1285610338546068
ACH-000086,-0.17295580050175208
ACH-000087,-0.20345671715834585
ACH-000092,0.025966307821839247
ACH-000095,-0.040450192974171816
ACH-000097,0.005965823762219276
ACH-000098,-0.08974249063604185
ACH-000099,0.03368165204596248
ACH-000108,0.058426189671714035
ACH-000113,0.0169464144494457
ACH-000116,-0.05164354226809774
ACH-000118,-0.121729401934484
ACH-000120,-0.11492614343280548
ACH-000123,-0.09312431744990324
ACH-000127,-0.013787306823561994
ACH-000128,-0.2411629013485917
ACH-000132,-0.009456020509093416
ACH-000133,-0.03908176074993448
ACH-000137,-0.1460222057163076
ACH-000138,-0.06442655392816565
ACH-000142,-0.05235999212262085
ACH-000143,-0.08041515759087381
ACH-000146,-0.06181450472580185
ACH-000148,-0.09728104769866447
ACH-000150,-0.0950059659066644
ACH-000152,-0.1759470567517249
ACH-000153,-0.08691855905167857
ACH-000159,-0.157664480387957
ACH-000160,-0.006482448624898125
ACH-000163,-0.036108427049906376
ACH-000167,-0.4776180267696787
