,ATP11AUN (400165)
ACH-000308,0.004682109695118085
ACH-000310,-0.27401965891107505
ACH-000311,-0.09314683606111733
ACH-000312,-0.08810098723706151
ACH-000315,-0.08554861591238466
ACH-000316,-0.06292348228153655
ACH-000317,-0.07471062251134393
ACH-000318,0.02056411649142336
ACH-000319,-0.1437516494187586
ACH-000320,-0.07497125641573993
ACH-000322,-0.0686843291679749
ACH-000323,-0.116281596026182
ACH-000324,-0.22495481972977052
ACH-000329,-0.10189526464750123
ACH-000330,-0.056082147487066566
ACH-000331,-0.0022673545601255302
ACH-000332,-0.011422756191557614
ACH-000334,0.09717746835017822
ACH-000335,-0.2095374600039142
ACH-000336,-0.11281256854266625
ACH-000337,-0.009719022920674452
ACH-000338,-0.26080917266511155
ACH-000339,-0.09287764724249184
ACH-000341,-0.2267727551497028
ACH-000348,0.04180339628006023
ACH-000350,-0.22013719501547305
ACH-000352,-0.15057999870446626
ACH-000356,0.010875756796947978
ACH-000361,-0.02509864606611369
ACH-000362,-0.19188851587126388
ACH-000363,-0.17146067815624302
ACH-000364,-0.08472470490288679
ACH-000365,-0.17319455547332127
ACH-000366,-0.0819241759625723
ACH-000368,-0.0029361676386805077
ACH-000374,0.0446919399174612
ACH-000375,-0.04817073906462911
ACH-000376,-0.06729848638398216
ACH-000381,-0.16041032357879012
ACH-000383,-0.06667646305211414
ACH-000387,-0.13776465400032492
ACH-000389,-0.08994435940911276
ACH-000390,-0.08200265301357641
ACH-000393,-0.13227599102349016
ACH-000395,-0.09852460747754872
ACH-000396,-0.08895960649540446
ACH-000397,0.0028360722397976074
ACH-000401,-0.08286720085646504
ACH-000402,0.06605624411856208
ACH-000403,-0.12369314745151128
ACH-000404,-0.09686176624879343
ACH-000406,-0.129188226079631
ACH-000407,-0.03222035318769655
ACH-000408,-0.030984867188875883
ACH-000410,0.005619728014905885
ACH-000411,-0.10028984590156856
ACH-000414,-0.029123454792464507
ACH-000415,-0.0215199692673722
ACH-000416,-0.07003604629579112
ACH-000420,-0.11901330827218752
ACH-000421,-0.07643772077703276
ACH-000424,-0.2279111338319402
ACH-000425,-0.12826116549884978
ACH-000426,-0.10806362629114004
ACH-000427,-0.06662258093613846
ACH-000433,-0.045240307190037084
ACH-000435,-0.1431876452431754
ACH-000436,-0.12541704379275095
ACH-000444,-0.2422035974336998
ACH-000445,-0.056705015589238475
ACH-000448,-0.09425394895649904
ACH-000450,-0.06359889633209752
ACH-000452,-0.015481694266544891
ACH-000454,-0.11756954029512805
ACH-000458,0.021636873873927383
ACH-000459,-0.02759599221074883
ACH-000460,-0.13519826086796727
ACH-000461,-0.03893886168533553
ACH-000463,-0.05352005756143402
ACH-000464,0.08531748356813444
ACH-000466,-0.07380927287569769
ACH-000467,-0.20191218173085887
ACH-000468,-0.07036110740807047
ACH-000469,0.0366281944101484
ACH-000470,-0.1013161844452583
ACH-000471,0.0018531378981265808
ACH-000472,-0.0322337943235436
ACH-000473,-0.18663488121136665
ACH-000475,-0.037731677484379084
ACH-000476,0.0467386642048416
ACH-000477,0.07757377059490299
ACH-000479,-0.10337990805624027
ACH-000480,0.013609611693662623
ACH-000481,-0.035040455052781
ACH-000483,0.009776568026429192
ACH-000484,-0.05909457820589978
ACH-000485,-0.17877485924766
ACH-000486,-0.05420595874161455
ACH-000487,-0.034070249280484466
ACH-000488,-0.08270269458582083
ACH-000490,-0.09463209686722653
ACH-000491,-0.11087265531851197
ACH-000495,-0.0956795209683676
ACH-000496,-0.0848039516031461
ACH-000499,-0.05522094244920321
ACH-000500,-0.3651303621574552
ACH-000502,-0.0951543400429072
ACH-000503,-0.023297255230993328
ACH-000505,-0.03476488928726839
ACH-000507,0.034378350863065184
ACH-000510,-0.028677532230422145
ACH-000511,0.0008906825588624529
ACH-000512,-0.20589548328575105
ACH-000516,-0.023690832391663526
ACH-000517,-0.045187215424404
ACH-000518,-0.09147096710441388
ACH-000520,-0.10846986425133592
ACH-000521,-0.12091751640390618
ACH-000522,-0.07554253419029737
ACH-000524,-0.1256730055713715
ACH-000527,-0.11013629737247337
ACH-000528,-0.06198537772882159
ACH-000537,-0.03852439750736051
ACH-000541,-0.2427030077846261
ACH-000542,-0.12453637438773565
ACH-000544,-0.13985324827199894
ACH-000545,-0.00911472092393434
ACH-000547,-0.010807362632103685
ACH-000548,-0.09554940359901024
ACH-000549,-0.156149706835271
ACH-000550,-0.05822642068655379
ACH-000552,0.013129631494341591
ACH-000556,-0.10394778471844293
ACH-000557,-0.2807795929472621
ACH-000569,-0.2380239994354968
ACH-000570,-0.030621441297968795
ACH-000571,-0.025370701702601476
ACH-000573,-0.1762339155958638
ACH-000576,-0.16020242564340492
ACH-000579,-0.1540076306247816
ACH-000580,-0.0008202702982474222
ACH-000584,-0.16197228040446324
ACH-000585,-0.062339772062162034
ACH-000588,-0.037849578495301024
ACH-000589,0.07289939871860428
ACH-000591,-0.044468003824553064
ACH-000593,-0.006687961721097021
ACH-000600,-0.13184301155555098
ACH-000601,-0.12098106793945007
ACH-000605,-0.11058959722260893
ACH-000606,0.133075049237303
ACH-000608,-0.054779790630630265
ACH-000614,-0.026006048435773248
ACH-000616,-0.11399473002690595
ACH-000618,-0.012764856550160393
ACH-000619,-0.0894544799608409
ACH-000620,-0.020462859574980514
ACH-000621,-0.11918086264279368
ACH-000622,-0.16335402117245118
ACH-000623,-0.10507070814922627
ACH-000624,-0.06998518544354272
ACH-000627,-0.15583869873982453
ACH-000630,-0.007545352827238615
ACH-000631,-0.19736037987464836
ACH-000632,-0.015669888571267075
ACH-000633,-0.06748740559601724
ACH-000637,-0.10784823552538313
ACH-000638,-0.032374676847750965
ACH-000646,-0.2162544604033784
ACH-000647,-0.020097234376601325
ACH-000648,-0.05150905939851192
ACH-000649,-0.046068216264559904
ACH-000651,-0.2959113243382182
ACH-000652,-0.3136236078159137
ACH-000653,-0.16950239477319962
ACH-000657,0.0047179252976332535
ACH-000658,-0.10346910940972537
ACH-000661,-0.024662728662960563
ACH-000662,0.15961291976827638
ACH-000663,-0.0324725240780738
ACH-000665,-0.12375300529718672
ACH-000671,-0.02041025080781056
ACH-000672,-0.16250149704013211
ACH-000673,-0.02561699467336157
ACH-000676,0.08492836985938483
ACH-000677,0.01014236175601805
ACH-000681,-0.0951338482616937
ACH-000683,-0.04583996655566455
ACH-000684,-0.05152579450873849
ACH-000688,-0.07684807422578034
ACH-000693,-0.13789990607074035
ACH-000694,-0.06450875513699741
ACH-000695,-0.3832708196006858
ACH-000696,-0.08893144840629341
ACH-000697,-0.08513231118944761
ACH-000699,-0.06912015245945573
ACH-000701,-0.025058151084056467
ACH-000706,0.011188735703317862
ACH-000711,-0.03365919458801382
ACH-000713,0.03199724348855479
ACH-000714,0.10108368530482864
ACH-000718,-0.05890760799081515
ACH-000720,-0.06886090859128505
ACH-000721,0.04360387914067747
ACH-000724,-0.2671416839383435
ACH-000725,0.007961429697031201
ACH-000732,-0.0875255633202008
ACH-000734,-0.15409038715157686
ACH-000735,-0.0024127326764897647
ACH-000736,-0.08576768701325367
ACH-000738,-0.07447628731664037
ACH-000746,-0.0536964911453033
ACH-000747,-0.03094639513480874
ACH-000748,-0.014800915008223519
ACH-000753,-0.11958149521828612
ACH-000756,-0.23432026229947886
ACH-000757,-0.022636153998964573
ACH-000758,-0.04548141595115148
ACH-000760,-0.06590180630846455
ACH-000762,-0.008600296214920457
ACH-000763,-0.11256253798948508
ACH-000764,0.02946886443537543
ACH-000765,-0.09684802745762676
ACH-000766,-0.059959820588641126
ACH-000767,-0.18948002186725044
ACH-000768,0.029540503280584763
ACH-000769,-0.06509533307344821
ACH-000770,-0.3001518691714817
ACH-000771,-0.07052031684699944
ACH-000773,0.031541697917173664
ACH-000776,0.00981423868605971
ACH-000777,-0.10302813170450084
ACH-000778,-0.0428956033078956
ACH-000781,0.0017643976848201546
ACH-000782,-0.06787872127069819
ACH-000783,-0.07993929571859731
ACH-000784,-0.0467228501474645
ACH-000785,-0.1645457005199927
ACH-000787,-0.09811603629880908
ACH-000788,-0.04605295522539495
ACH-000791,-0.05474644282596824
ACH-000792,-0.042985956983216535
ACH-000794,-0.01531089787688984
ACH-000796,-0.07970705639077869
ACH-000798,-0.06949170828404108
ACH-000799,0.13237323541631993
ACH-000800,-0.14752937208450226
ACH-000802,-0.07297227566825082
ACH-000804,-0.07390965444745927
ACH-000805,-0.1211286511223076
ACH-000809,-0.0384071764726198
ACH-000810,-0.10932755865725977
ACH-000811,-0.11245410643574848
ACH-000817,0.055869846351304535
ACH-000819,-0.04383265892258443
ACH-000820,-0.1826202182965921
ACH-000821,0.0437775908979087
ACH-000822,-0.093985275517225
ACH-000823,-0.12129895233448652
ACH-000824,-0.09252190223808483
ACH-000827,-0.03629420736530597
ACH-000829,0.0146396358279936
ACH-000831,-0.02295688375020366
ACH-000832,0.06333357864208787
ACH-000833,-0.057714025383592826
ACH-000834,0.00045663612795508523
ACH-000835,-0.10916811815853036
ACH-000836,-0.09884204822170678
ACH-000837,-0.043736978836854325
ACH-000838,-0.02895514938762932
ACH-000839,-0.14472027297874368
ACH-000840,-0.37751646424557306
ACH-000841,0.15825665416258558
ACH-000843,-0.0872238782353027
ACH-000846,0.024025599349603303
ACH-000847,0.17583591894019016
ACH-000848,0.048423617259392586
ACH-000849,-0.16315965667760632
ACH-000851,0.045117048131658094
ACH-000855,-0.06729869333969328
ACH-000856,-0.11783599692995048
ACH-000858,-0.07185171499572457
ACH-000859,-0.0162053978338569
ACH-000861,-0.03196322433834856
ACH-000862,-0.21791719294398368
ACH-000865,-0.046587767696200134
ACH-000866,-0.09617252352344756
ACH-000867,-0.012412006245612138
ACH-000869,-0.057973256442514665
ACH-000872,-0.09030875324042632
ACH-000873,-0.028978026553142112
ACH-000876,0.054286355240272186
ACH-000878,0.2917423793666411
ACH-000880,-0.08505114348101588
ACH-000881,0.07932679505128405
ACH-000882,-0.16139204685784314
ACH-000884,-0.0565303268965847
ACH-000885,-0.11347549741487603
ACH-000887,-0.01045079283722303
ACH-000889,-0.049715677826784516
ACH-000896,0.09351664421953106
ACH-000898,-0.01543978522815898
ACH-000900,0.07431511453024338
ACH-000901,-0.012128617006546112
ACH-000905,-0.17306324230921824
ACH-000906,-0.14767829064456495
ACH-000907,-0.15870577584750534
ACH-000910,-0.0619756773327594
ACH-000911,-0.006734757975165736
ACH-000912,-0.017333577481583855
ACH-000913,-0.0032415041686782533
ACH-000915,-0.11712345283006187
ACH-000916,0.05296162210349431
ACH-000917,-0.07032895725581338
ACH-000920,-0.15734722347826474
ACH-000921,-0.018825770629637605
ACH-000924,-0.05296596909006269
ACH-000926,-0.11382210746512575
ACH-000928,-0.13326262978038733
ACH-000929,-0.2361927713173549
ACH-000932,-0.1070189885509358
ACH-000935,-0.08664519420485292
ACH-000936,-0.08641755101674355
ACH-000937,-0.029262014526342892
ACH-000938,-0.039947213149545385
ACH-000939,0.0058105495952125545
ACH-000941,-0.029570521459674093
ACH-000943,-0.06463092724105994
ACH-000946,-0.010157064210784696
ACH-000947,-0.09335320243729488
ACH-000948,0.016530663849671532
ACH-000950,0.00542442387215615
ACH-000953,-0.18814333659975255
ACH-000954,-0.04197510193776553
ACH-000957,-0.10504597114892486
ACH-000958,-0.17940484282749816
ACH-000960,-0.021966234857348048
ACH-000963,0.0625778699814048
ACH-000968,-0.10188183439447317
ACH-000969,0.02020705148670721
ACH-000972,-0.10749301087939114
ACH-000973,-0.05062496599725375
ACH-000974,-0.16535863919367738
ACH-000978,-0.10860156540909666
ACH-000984,0.005783461254991797
ACH-000986,-0.10209069341967816
ACH-000988,-0.08869695636422575
ACH-000993,-0.20709675031097735
ACH-000994,0.03936771825565493
ACH-000996,0.014915232497909357
ACH-001001,-0.013245096980667118
ACH-001020,-0.08594723215758404
ACH-001028,-0.08813805566944545
ACH-001031,-0.0942271369520337
ACH-001038,-0.08912310714929687
ACH-001048,-0.07408700159420721
ACH-001050,-0.08205260227120734
ACH-001053,0.15602669129850197
ACH-001054,-0.028634999841833438
ACH-001061,0.01859644237184946
ACH-001067,-0.14695213974278373
ACH-001075,-0.09006190636322957
ACH-001096,-0.12038734026794885
ACH-001111,-0.24157428092046254
ACH-001119,-0.003906620996701722
ACH-001128,0.020040974436781482
ACH-001134,-0.10229100639842653
ACH-001151,-0.08067091757330742
ACH-001163,-0.08246105152466085
ACH-001164,-0.16386404482753178
ACH-001183,-0.13614601143968005
ACH-001192,-0.16376880446194111
ACH-001193,-0.08438577311344901
ACH-001196,0.10598473104735116
ACH-001197,0.025518948219633717
ACH-001205,-0.11090150300152647
ACH-001211,-0.1046461117237728
ACH-001212,-0.05263503758724415
ACH-001228,-0.1285465724459689
ACH-001232,-0.09526279666684956
ACH-001239,-0.012936872681203004
ACH-001270,-0.07614281390576695
ACH-001274,-0.0950321028775639
ACH-001275,-0.05210431506352693
ACH-001277,0.04836081905189017
ACH-001278,-0.11314832233332985
ACH-001280,-0.11926026858028672
ACH-001283,-0.13112212852517174
ACH-001289,-0.1735877261112247
ACH-001300,-0.1020080159647618
ACH-001301,-0.003723878898776217
ACH-001302,-0.1998880408930515
ACH-001306,0.013143601684319843
ACH-001318,-0.02161341151226617
ACH-001322,-0.05965509749988785
ACH-001328,-0.1757637242959613
ACH-001332,0.2589281984551563
ACH-001336,0.02330648596427681
ACH-001346,-0.06894100112205011
ACH-001353,-0.05246814994670314
ACH-001354,0.14425763240047626
ACH-001367,0.02892820675417955
ACH-001368,-0.060286133424268674
ACH-001374,-0.03694811049259627
ACH-001377,-0.1068395826105564
ACH-001380,-0.12445908200502973
ACH-001391,0.05201782561451681
ACH-001408,0.010701640992368734
ACH-001430,-0.011642098381463623
ACH-001431,-0.0947681036232817
ACH-001450,-0.190317492990935
ACH-001496,-0.13811429924946406
ACH-001500,-0.08446141543787793
ACH-001523,0.07328825565340237
ACH-001532,-0.08208559835567993
ACH-001550,-0.024335948391597174
ACH-001552,-0.10226723558915704
ACH-001554,-0.1464994735269675
ACH-001654,-0.12608670122178472
ACH-001735,-0.06818779616288663
ACH-001736,-0.08872433872302593
ACH-001737,0.17053056031559247
ACH-001740,0.14343785526412828
ACH-001745,-0.006005011012993389
ACH-001765,-0.017859207828645557
