,TAF7 (6879)
ACH-000004,-1.0258921432083743
ACH-000005,-0.4576170705612275
ACH-000007,-0.9482524712693052
ACH-000009,-0.7457679337980717
ACH-000011,-0.8380645719767279
ACH-000012,-0.9697600326866126
ACH-000013,-0.7728651315606129
ACH-000014,-0.8953309370396375
ACH-000015,-1.0496521912657082
ACH-000017,-0.6618419521510724
ACH-000018,-0.9361271555466556
ACH-000019,-0.7262441103433873
ACH-000021,-0.8379731596347072
ACH-000022,-0.638346485097985
ACH-000025,-0.7273725143155699
ACH-000028,-0.9164358333064262
ACH-000030,-0.7337100263622627
ACH-000035,-0.9078740898897592
ACH-000036,-0.6479443335793166
ACH-000037,-0.7567599229651933
ACH-000039,-0.6736299060989305
ACH-000040,-1.0707974153279158
ACH-000041,-0.9605604987947668
ACH-000042,-0.6516503873556494
ACH-000045,-0.8952417973354133
ACH-000047,-0.8335374639941036
ACH-000052,-0.8607543948558513
ACH-000053,-0.9728099828281859
ACH-000054,-1.0547772066224532
ACH-000055,-0.8985163834977018
ACH-000060,-0.8502787764185252
ACH-000067,-0.7820334454136957
ACH-000070,-0.8900096597505008
ACH-000075,-0.823761472584316
ACH-000078,-0.7532208059922524
ACH-000082,-0.8805224469212258
ACH-000085,-0.8260549794796725
ACH-000086,-0.7725391932650079
ACH-000087,-0.9763990265608058
ACH-000092,-0.6267755612146739
ACH-000095,-0.8480761092078338
ACH-000097,-0.9829187633953624
ACH-000098,-0.7202650854344096
ACH-000099,-0.6792267689882543
ACH-000108,-1.0945484246972383
ACH-000113,-0.8242997051600642
ACH-000116,-0.8130634515591298
ACH-000118,-0.8056753545378109
ACH-000120,-0.7839557759886419
ACH-000123,-0.8358025953794022
ACH-000127,-0.764832908586034
ACH-000128,-1.0444634044830952
ACH-000132,-0.7132278263383203
ACH-000133,-0.6394330457838995
ACH-000137,-0.996352494203922
ACH-000138,-0.8433074383358629
ACH-000142,-0.7088186235995073
ACH-000143,-0.9806702899576312
ACH-000146,-0.8951016335573507
ACH-000148,-0.8088993375148508
ACH-000150,-0.7230389211293444
ACH-000152,-0.8729587042793504
ACH-000153,-0.9459487887099096
ACH-000159,-0.8088253216247759
ACH-000160,-0.5422902815132006
ACH-000163,-0.7421857774068216
ACH-000167,-0.4533874420927974
ACH-000168,-0.5933849251706443
ACH-000169,-0.8593780837428205
ACH-000178,-0.8017283394755564
ACH-000183,-0.8830293540105809
ACH-000188,-0.7367500235541485
ACH-000189,-0.8455094029461032
ACH-000190,-0.3991265494999409
ACH-000198,-0.8929873169383217
ACH-000203,-0.421177366620962
ACH-000204,-0.9655532442004208
ACH-000206,-0.9395334255433055
ACH-000207,-0.6840902710428943
ACH-000208,-0.8407763216395907
ACH-000210,-0.8651234350715656
ACH-000211,-0.8474603589155663
ACH-000215,-0.8350883829978168
ACH-000221,-0.915091950461822
ACH-000222,-0.8075986027896792
ACH-000223,-0.7606160610204594
ACH-000226,-0.7151654034440238
ACH-000227,-0.654945330379035
ACH-000228,-0.9348774859887669
ACH-000231,-0.7635854986745273
ACH-000232,-0.8217845972796388
ACH-000233,-0.782708240747655
ACH-000234,-1.046254911562497
ACH-000235,-0.8794829362341763
ACH-000237,-0.9157355527078144
ACH-000238,-0.8543083081582588
ACH-000242,-0.7069131011903728
ACH-000243,-0.9771169202652091
ACH-000244,-0.8125822247353578
ACH-000246,-0.8460419905768728
ACH-000248,-0.6389085632680975
ACH-000250,-0.7824525444751208
ACH-000251,-1.0872486985870549
ACH-000252,-0.6928283983040977
ACH-000253,-0.8648325440924871
ACH-000255,-0.8404531986186642
ACH-000256,-0.8568106948778257
ACH-000257,-1.1248495027244567
ACH-000258,-0.9785084249624474
ACH-000259,-0.8235180757514583
ACH-000260,-0.8990845369509605
ACH-000261,-0.8423999900012472
ACH-000262,-1.0076655842001994
ACH-000263,-0.8276906899397355
ACH-000264,-0.7194098068202053
ACH-000265,-0.7221628574409042
ACH-000266,-0.8781917240077466
ACH-000272,-0.5823169807813656
ACH-000274,-0.844544754064295
ACH-000277,-0.8367961535959454
ACH-000278,-0.9604571767035696
ACH-000279,-0.8105338429968929
ACH-000280,-0.9946498639293416
ACH-000281,-0.5071456798851833
ACH-000288,-0.6742052912194421
ACH-000291,-0.7508124500101678
ACH-000293,-1.1260788142284024
ACH-000294,-0.8893696041206767
ACH-000295,-0.9056313580466498
ACH-000296,-0.9043534565834584
ACH-000302,-0.8538806353028471
ACH-000304,-0.8546684606543031
ACH-000307,-0.9416002047055712
ACH-000308,-0.8368183345269871
ACH-000310,-0.6842401931724096
ACH-000311,-0.6722167123468772
ACH-000312,-0.9007550595298964
ACH-000315,-0.9596273688615458
ACH-000316,-0.9473766333260052
ACH-000317,-0.9030833848385156
ACH-000318,-0.7091892389059109
ACH-000319,-1.1419243837370845
ACH-000320,-0.7967238298892543
ACH-000322,-0.8027951616218011
ACH-000323,-0.8683146539859841
ACH-000324,-0.9952144400085988
ACH-000329,-0.7749014031597612
