,CYFIP1 (23191)
ACH-000337,-0.27883748137821124
ACH-000338,0.17668631859095996
ACH-000339,-0.3299382123015729
ACH-000341,-0.3110909088265383
ACH-000348,-0.253964958789479
ACH-000350,-0.2257396902017443
ACH-000352,-0.4079541068747585
ACH-000356,-0.4447010701108381
ACH-000361,-0.2021079977414707
ACH-000362,-0.4952702521224139
ACH-000363,-0.4599106990556633
ACH-000364,-0.15393222327614015
ACH-000365,-0.2888699029146
ACH-000366,-0.4421356069824369
ACH-000368,-0.2962103174116177
ACH-000374,-0.484113826820782
ACH-000375,-0.1921919137344463
ACH-000376,-0.2946986248932184
ACH-000381,-0.3893868656285453
ACH-000383,-0.5003348574486971
ACH-000387,-0.24792680022799599
ACH-000389,-0.5045852865120825
ACH-000390,-0.37223425613404776
ACH-000393,-0.5698654430837544
ACH-000395,-0.6169858602395967
ACH-000396,-0.3676129816089672
ACH-000397,-0.32621379752330365
ACH-000401,-0.021842814659723257
ACH-000402,-0.7111039472027941
ACH-000403,-0.5841965375719671
ACH-000404,-0.06721507583712606
ACH-000406,-0.2897852730264713
ACH-000407,-0.2592423929674568
ACH-000408,-0.3871883968056609
ACH-000410,-0.3262517599864003
ACH-000411,-0.2711417336771513
ACH-000414,-0.243765298440402
ACH-000415,-0.43097707770435
ACH-000416,-0.33887198903710497
ACH-000420,-0.3173950672748574
ACH-000421,-0.3515353970371678
ACH-000424,-0.5251830864522359
ACH-000425,-0.4321690182234559
ACH-000426,-0.23686195980902144
ACH-000427,-0.4993584233082548
ACH-000433,-0.4974216882096484
ACH-000435,-0.660601952161562
ACH-000436,-0.2299531833109321
ACH-000444,-0.20075300479278307
ACH-000445,-0.3168161628960619
ACH-000448,-0.3363282234960211
ACH-000450,-0.18856659111120616
ACH-000452,-0.4503066426952271
ACH-000454,-0.4129182845001016
ACH-000458,-0.4310039155188125
ACH-000459,0.07290892771845088
ACH-000460,-0.3695882093603874
ACH-000461,-0.4495003369513018
ACH-000463,-0.23049119792696185
ACH-000464,-0.18151378737232302
ACH-000466,-0.4621806807712472
ACH-000467,-0.2876216445115363
ACH-000468,-0.3982115457922365
ACH-000469,-0.6074248420040722
ACH-000470,-0.5442522139801818
ACH-000471,-0.5444766080315999
ACH-000472,-0.4264548469373608
ACH-000473,-0.3682630079755485
ACH-000475,-0.4748047444235898
ACH-000476,-0.5698266918658695
ACH-000477,-0.2284815079143684
ACH-000479,-0.2426854065068706
ACH-000480,-0.4206757933052224
ACH-000481,-0.4011033421010987
ACH-000483,-0.280476731438014
ACH-000484,-0.33672860022955714
ACH-000485,-0.4920274894175472
ACH-000486,-0.3149921348205534
ACH-000487,-0.16035314589726773
ACH-000488,-0.2775550269425096
ACH-000490,-0.4656347667220532
ACH-000491,-0.4573500644424929
ACH-000495,-0.4180990529946281
ACH-000496,-0.19964235261934551
ACH-000499,-0.2278783049728489
ACH-000500,-0.10028657369612584
ACH-000502,-0.5649460869695598
ACH-000503,-0.2746877213376576
ACH-000505,-0.2471856390983316
ACH-000507,-0.3849085340015181
ACH-000510,-0.4370486732114287
ACH-000511,-0.6744898768709681
ACH-000512,-0.6327527331884347
ACH-000516,-0.3202097183477217
ACH-000517,-0.4952614751512553
ACH-000518,-0.38764184235148696
ACH-000520,-0.4609649374436141
ACH-000521,-0.3304980216647663
ACH-000522,-0.5005188687609678
ACH-000524,-0.3664278867885066
ACH-000527,-0.2583010396564524
ACH-000528,-0.3335274526846353
ACH-000537,-0.6059374672159338
ACH-000541,-0.3930081365550403
ACH-000542,-0.29393438206013284
ACH-000544,-0.4168146624713542
ACH-000545,-0.3870165746653708
ACH-000547,-0.4171611697974353
ACH-000548,-0.5219900643393086
ACH-000549,-0.2880444004656252
ACH-000550,-0.4502088448066632
ACH-000552,-0.37234912839266265
ACH-000556,-0.18670586713911846
ACH-000557,-0.41108797518411183
ACH-000569,-0.4383410683780216
ACH-000570,-0.42707830168093225
ACH-000571,-0.5036344564006582
ACH-000573,-0.1605350116791186
ACH-000576,-0.30939300067271897
ACH-000579,-0.3913254755679226
ACH-000580,-0.4357242590675024
ACH-000584,-0.3092200518040673
ACH-000585,-0.4222764683055467
ACH-000588,-0.2676386500013427
ACH-000589,-0.18841863359574085
ACH-000591,-0.33725878680628
ACH-000593,-0.4111836846051042
ACH-000600,-0.4292964727010804
ACH-000601,-0.4349060586089088
ACH-000605,-0.4718826381447048
ACH-000606,-0.2779522938197813
ACH-000608,-0.5576650106449932
ACH-000614,-0.5094750538722083
ACH-000616,-0.3808474823953335
ACH-000618,-0.35088982265778995
ACH-000619,-0.3855910468011267
ACH-000620,-0.6156933346492722
ACH-000621,-0.33096595664409884
ACH-000622,-0.3549832886612696
ACH-000623,-0.5695261626123606
ACH-000624,-0.3694404717357727
ACH-000627,-0.3775162048649278
ACH-000630,-0.5294953106221795
ACH-000631,-0.4451184825742344
ACH-000632,-0.39344809758683497
ACH-000633,-0.30556554388259216
ACH-000637,-0.19573696604131824
ACH-000638,-0.3518748216872409
ACH-000646,-0.21654028859425414
ACH-000647,-0.3608791787146799
ACH-000648,-0.5430630637868817
ACH-000649,-0.32484459924390463
ACH-000651,-0.4778295589547212
ACH-000652,-0.3279720037003808
ACH-000653,-0.28503913384806434
ACH-000657,-0.4900973400377207
ACH-000658,-0.3207114485979549
ACH-000661,-0.17818973809215327
ACH-000662,-0.2902916923707016
ACH-000663,-0.3533416138233485
ACH-000665,-0.4564353715446683
ACH-000671,-0.6057221911163495
ACH-000672,-0.4629346819586167
ACH-000673,-0.4156792709826483
ACH-000676,-0.13194231618436475
ACH-000677,-0.39193581905812985
ACH-000681,-0.4015881742369826
ACH-000683,-0.413312126958496
ACH-000684,-0.3833238167665949
ACH-000688,-0.4263851483669564
ACH-000693,-0.4102832546181935
ACH-000694,-0.4692835919069783
ACH-000695,-0.3166321202715248
ACH-000696,-0.3518066593787459
ACH-000697,-0.3851527901633026
ACH-000699,-0.33806384704880343
ACH-000701,-0.25438745015548603
ACH-000706,-0.3279683104931313
ACH-000711,-0.4461309154759794
ACH-000713,-0.42458262227267496
ACH-000714,-0.4692460106375621
ACH-000718,-0.479591092628887
ACH-000720,-0.4788750154333606
ACH-000721,-0.4175710285504417
ACH-000724,-0.17241675659054698
ACH-000725,-0.4930277427961952
ACH-000732,-0.13906652351360516
ACH-000734,-0.4419510993923511
ACH-000735,-0.508451298339724
ACH-000736,-0.1850089900000547
ACH-000738,-0.4684506795974026
ACH-000746,-0.2621439557169766
ACH-000747,-0.29292368680051306
ACH-000748,-0.4773133487515213
ACH-000753,-0.3033868178757088
ACH-000756,-0.3874349211449694
ACH-000757,-0.4390291259489825
ACH-000758,-0.3297664745689212
ACH-000760,-0.4730494534891443
ACH-000762,-0.5132765454556888
ACH-000763,-0.4656018889641244
ACH-000764,-0.4812141689136987
ACH-000765,-0.33032045360113643
ACH-000766,-0.28715824336793594
ACH-000767,-0.3944372083989501
ACH-000768,-0.2024747509716404
ACH-000769,-0.26655226343414
ACH-000770,-0.30384775476204506
ACH-000771,-0.3741424657490388
ACH-000773,-0.4835357180698298
ACH-000776,-0.26816355369575723
ACH-000777,-0.3422950492936786
ACH-000778,-0.40798401358038666
ACH-000781,-0.3803303348628011
ACH-000782,-0.3928350922243249
ACH-000783,-0.5381216913619469
ACH-000784,-0.2942558456839334
ACH-000785,-0.4871556705527562
ACH-000787,-0.3648566755980269
ACH-000788,-0.4244016045110625
ACH-000791,-0.4130760786982263
ACH-000792,-0.2785502486287162
ACH-000794,-0.3780377438085387
ACH-000796,-0.6689959857925547
ACH-000798,-0.14957372653955858
ACH-000799,-0.3758280287727633
ACH-000800,-0.09917642249317456
ACH-000802,-0.5752763030240993
ACH-000804,-0.583423797464815
ACH-000805,-0.4015835900198522
ACH-000809,-0.4365567614076706
ACH-000810,-0.16234039774019154
ACH-000811,-0.2814531659009861
ACH-000817,-0.30544994794941593
ACH-000819,-0.5055824815341432
ACH-000820,-0.2949755335651356
ACH-000821,-0.1817443017224125
ACH-000822,-0.340148582608624
ACH-000823,-0.35116545101282515
ACH-000824,-0.4039628743989603
ACH-000827,-0.496919594783659
ACH-000829,-0.3869536177829428
ACH-000831,-0.4912987313759435
ACH-000832,-0.477878163925606
ACH-000833,-0.16409785626912454
ACH-000834,-0.29747545037292433
ACH-000835,-0.35675916243753963
ACH-000836,-0.3546715426966009
ACH-000837,-0.2350390093264155
ACH-000838,-0.3478950445204973
ACH-000839,-0.6157035058257353
ACH-000840,-0.12832861679716634
ACH-000841,-0.4845067029982878
ACH-000843,-0.2404301050954605
ACH-000846,-0.4580071335811056
ACH-000847,-0.6215556927368475
ACH-000848,-0.2584937754436376
ACH-000849,-0.6387838098782973
ACH-000851,-0.27869644078314504
ACH-000855,-0.13219613891581813
ACH-000856,-0.16389554817334934
ACH-000858,-0.1959775325798924
ACH-000859,-0.39280434503356254
ACH-000861,-0.3507730898203611
ACH-000862,-0.3799436994522627
ACH-000865,-0.4003471798144619
ACH-000866,-0.3524710668957016
ACH-000867,-0.2945066563566495
ACH-000869,-0.3851610273704239
ACH-000872,-0.3237524624675967
ACH-000873,-0.21814062686124427
ACH-000876,-0.3930996732398782
ACH-000878,-0.12764368841100052
ACH-000880,-0.4792523808535704
ACH-000881,-0.3316389641610292
ACH-000882,-0.35738171665946056
ACH-000884,-0.2557346799183653
ACH-000885,-0.4623538299133665
ACH-000887,-0.5016507589243602
ACH-000889,-0.32673877016161545
ACH-000896,-0.3864015267622254
ACH-000898,-0.40496443518373176
ACH-000900,-0.2575296102020278
ACH-000901,-0.3143065774116624
ACH-000905,-0.4337996880305284
ACH-000906,-0.3895056891929604
ACH-000907,-0.2555367002886434
ACH-000910,-0.41616044447689854
ACH-000911,-0.4445588675797305
ACH-000912,-0.4791344247568725
ACH-000913,-0.2709033753056302
ACH-000915,-0.41671564309212494
ACH-000916,-0.35555664166703155
ACH-000917,-0.6223534244138939
ACH-000920,-0.24855504067491915
ACH-000921,-0.5002332356867505
ACH-000924,-0.4251185757198712
ACH-000926,-0.4593537173124612
ACH-000928,-0.3915612051150529
ACH-000929,-0.3898673128362368
ACH-000932,-0.3006135830164339
ACH-000935,-0.2562275477315861
ACH-000936,-0.5454219907241158
ACH-000937,-0.4476762096754193
ACH-000938,-0.350087033041119
ACH-000939,-0.4347434971323058
ACH-000941,-0.32422356871105584
ACH-000943,-0.5085787047069439
ACH-000946,-0.35030831368531706
ACH-000947,-0.3577267433330833
ACH-000948,-0.39673497852094375
ACH-000950,-0.19068124367566866
ACH-000953,-0.4641743786815674
ACH-000954,-0.411031602644552
ACH-000957,-0.4874849485449835
ACH-000958,-0.5259593265550514
ACH-000960,-0.427754266576017
ACH-000963,-0.5155117453835117
ACH-000968,-0.3219529994449166
ACH-000969,-0.383291962634662
ACH-000972,-0.4255416120565781
ACH-000973,-0.3361176228404349
ACH-000974,-0.4044217009156731
ACH-000978,-0.4269951235601311
ACH-000984,-0.452979658874321
ACH-000986,-0.5127720906800101
ACH-000988,-0.22559519559084215
ACH-000993,-0.27464667791856634
ACH-000994,-0.0795849177665883
ACH-000996,-0.2857113963200952
ACH-001001,-0.3418396679615305
ACH-001020,-0.4037348628916925
ACH-001028,-0.3773204962265524
ACH-001031,-0.5248695330029328
ACH-001038,-0.4307804144678584
ACH-001048,-0.4849245503658147
ACH-001050,-0.4132399395755312
ACH-001053,-0.29385874811006035
ACH-001054,-0.12847488816026514
ACH-001061,-0.3159649213643097
ACH-001067,-0.33119770669930465
ACH-001075,-0.30231742607852624
ACH-001096,-0.4671603860995454
ACH-001111,-0.30025135019522065
ACH-001119,-0.5058669718727423
ACH-001128,-0.6655273333945801
ACH-001134,-0.08343114590392935
ACH-001151,-0.37697378964385203
ACH-001163,-0.4084131113294489
ACH-001164,-0.19430238812161085
ACH-001183,-0.2733583317877428
ACH-001192,-0.357452416155409
ACH-001193,-0.7047078722737045
ACH-001196,-0.2789772730093493
ACH-001197,0.031851076974608934
ACH-001205,-0.519259351168007
ACH-001211,-0.575148502315058
ACH-001212,-0.5612310131697343
ACH-001228,-0.3436968302031494
ACH-001232,-0.5703364598134754
ACH-001239,-0.3297714861082666
ACH-001270,-0.6195194970889599
ACH-001274,-0.3295667004638818
ACH-001275,-0.44579932197078176
ACH-001277,-0.4980736417619015
ACH-001278,-0.3036993807310426
ACH-001280,-0.3874672158291023
ACH-001283,-0.21658927896926128
ACH-001289,-0.2310097972763705
ACH-001300,-0.4436034119663396
ACH-001301,-0.4504953503499138
ACH-001302,-0.6495630417583558
ACH-001306,-0.29721588769018925
ACH-001318,-0.28973497009542937
ACH-001322,-0.4205417423522842
ACH-001328,-0.2657744728254922
ACH-001332,-0.365826911628288
ACH-001336,-0.40783249809083416
ACH-001346,-0.3045879865002873
ACH-001353,-0.3636437731621423
ACH-001354,-0.19710471097140572
ACH-001367,-0.36499112435046793
ACH-001368,-0.3136597586608489
ACH-001374,-0.5942239806254019
ACH-001377,-0.3245714972885908
ACH-001380,-0.4719155465062489
ACH-001391,-0.30195458325249586
ACH-001408,-0.4899635005296287
ACH-001430,-0.4519789944138071
ACH-001431,-0.538548196058798
ACH-001450,-0.23876843517050786
ACH-001496,-0.40178806485644586
ACH-001500,-0.6168498788400985
ACH-001523,-0.23329122824389004
ACH-001532,-0.3064331131511335
ACH-001550,-0.5276317794797384
ACH-001552,-0.5341213363679643
ACH-001554,-0.4333428760191289
ACH-001654,-0.6144112881360286
ACH-001735,-0.4201158554906605
ACH-001736,-0.13390324901203032
ACH-001737,-0.4575894148924104
ACH-001740,-0.4396508621243248
ACH-001745,-0.4443992232693496
ACH-001765,-0.2957078169920548
