,MYO1D (4642)
ACH-000255,-0.2838198746624153
ACH-000256,-0.17439899595489605
ACH-000257,-0.0881417757930735
ACH-000258,-0.004342109944400657
ACH-000259,-0.12726796711496702
ACH-000260,-0.14068129654864125
ACH-000261,-0.07309880282173929
ACH-000262,-0.09603773378458988
ACH-000263,-0.17161926431710514
ACH-000264,-0.133712121891471
ACH-000265,-0.04895175256380516
ACH-000266,-0.1194394766233361
ACH-000272,-0.1993519949668484
ACH-000274,-0.19681790865132195
ACH-000277,-0.04906053914106523
ACH-000278,-0.1040814979413504
ACH-000279,-0.12352736409521085
ACH-000280,0.05732640237868587
ACH-000281,-0.09483261207952
ACH-000288,-0.20241659430968745
ACH-000291,-0.14073429649780525
ACH-000293,-0.02846025161081305
ACH-000294,-0.15814050379876865
ACH-000295,-0.11349175813339245
ACH-000296,-0.16001331209639127
ACH-000302,-0.12721346159882224
ACH-000304,0.11244862712073707
ACH-000307,-0.08308526672109617
ACH-000308,-0.07786056426257441
ACH-000310,-0.2539884180254684
ACH-000311,-0.11727954203784195
ACH-000312,-0.08579032039534625
ACH-000315,0.08376136863243025
ACH-000316,-0.16170685511750774
ACH-000317,-0.09769248273102543
ACH-000318,-0.1014619134424691
ACH-000319,-0.1145262165290131
ACH-000320,-0.12299477179414718
ACH-000322,-0.01010871215970211
ACH-000323,-0.16361141834922774
ACH-000324,-0.2799960440091762
ACH-000329,-0.13561049734158853
ACH-000330,-0.4725866431657407
ACH-000331,-0.1021089096395128
ACH-000332,-0.1301187294287859
ACH-000334,-0.13204703006344182
ACH-000335,-0.2786219604124765
ACH-000336,-0.20625514509516685
ACH-000337,-0.5982429404602082
ACH-000338,-0.3767241852219253
ACH-000339,-0.1862635819387201
ACH-000341,-0.0876231754015948
ACH-000348,-0.19620495190072199
ACH-000350,-0.1941018398483686
ACH-000352,-0.11718364458817092
ACH-000356,-0.21254417530201167
ACH-000361,-0.06474328145419059
ACH-000362,-0.10836086569680027
ACH-000363,-0.16209421683549316
ACH-000364,-0.02736826912081114
ACH-000365,-0.2210805567619392
ACH-000366,-0.15820394123802686
ACH-000368,0.09979392298703003
ACH-000374,-0.09506789294340648
ACH-000375,-0.03931497935656707
ACH-000376,-0.051058739319288914
ACH-000381,0.0010167546996172703
ACH-000383,-0.18608194062034364
ACH-000387,-0.2586065823842293
ACH-000389,-0.0488025802550628
ACH-000390,-0.16381686761830586
ACH-000393,-0.09476650809710598
ACH-000395,-0.03051313424397696
ACH-000396,-0.1835766057317641
ACH-000397,-0.11764839661976073
ACH-000401,-0.16434518669055412
ACH-000402,0.05710346919372904
ACH-000403,-0.2094480234934229
ACH-000404,-0.114190120668215
ACH-000406,-0.07008247909334903
ACH-000407,-0.1318030545257156
ACH-000408,0.0641419700295914
ACH-000410,-0.2798005223089076
ACH-000411,-0.13444779384866815
ACH-000414,-0.033151084345267215
ACH-000415,-0.17973668665892764
ACH-000416,-0.12696080758124514
ACH-000420,-0.2801336946692798
ACH-000421,-0.11766894368996615
ACH-000424,-0.07076197399173774
ACH-000425,-0.21828762318115785
ACH-000426,-0.13081740745952444
ACH-000427,-0.10954533389674358
ACH-000433,-0.11375887432926247
ACH-000435,-0.15180719928336994
ACH-000436,-0.23662389415102994
ACH-000444,-0.07518606583268311
ACH-000445,-0.20375623545157615
ACH-000448,-0.07153756384152217
ACH-000450,-0.027013744546938268
ACH-000452,-0.1122773759768884
ACH-000454,0.04420759304763085
ACH-000458,-0.098828673721281
ACH-000459,0.015580756175687454
ACH-000460,0.003296215882203332
ACH-000461,-0.01452405680288879
ACH-000463,-0.02690958653970951
ACH-000464,-0.09483075588362312
ACH-000466,-0.03748258446211599
ACH-000467,-0.06196442182390933
ACH-000468,-0.12489369763462076
ACH-000469,-0.1263167299099305
ACH-000470,-0.09699266744210057
ACH-000471,-0.2268729372191097
ACH-000472,-0.21629248096495246
ACH-000473,-0.16153736795447085
ACH-000475,-0.12696153737315452
ACH-000476,-0.093678966827329
ACH-000477,-0.12986141194798542
ACH-000479,-0.05896669341411636
ACH-000480,-0.123525347463719
ACH-000481,-0.2321112601379589
ACH-000483,-0.11352091372233145
ACH-000484,-0.20523470032005314
ACH-000485,-0.13201690843954395
ACH-000486,-0.10533317951306943
ACH-000487,0.008394817215225746
ACH-000488,-0.21687822815979116
ACH-000490,-0.06859592059125864
ACH-000491,-0.1314967213894562
ACH-000495,-0.1552553860677677
ACH-000496,-0.04404282987790442
ACH-000499,-0.07067009678635337
ACH-000500,-0.046334825121668366
ACH-000502,-0.2540875777752856
ACH-000503,-0.4398536988133656
ACH-000505,-0.1252637937231193
ACH-000507,-0.126399468240034
ACH-000510,-0.0808732434176657
ACH-000511,-0.051035048731949216
ACH-000512,0.006597044556839032
ACH-000516,-0.33872418103685903
ACH-000517,-0.0219934236170218
ACH-000518,-0.04771099852706573
ACH-000520,0.13309750851488847
ACH-000521,-0.27139000650894785
ACH-000522,-0.031122543746326694
ACH-000524,-0.09410702622098124
ACH-000527,-0.04995730476562303
ACH-000528,-0.11255405098110034
ACH-000537,-0.16904854450640322
ACH-000541,-0.2238768900455612
ACH-000542,-0.08376184267746926
ACH-000544,-0.2064350366426185
ACH-000545,-0.09596051281540464
ACH-000547,0.06158032235250655
ACH-000548,-0.2062406745769198
ACH-000549,0.02923517903976451
ACH-000550,-0.1401786052407206
ACH-000552,-0.16409421473808036
ACH-000556,-0.2591718400286363
ACH-000557,-0.014452023066323368
ACH-000569,0.026427607657882827
ACH-000570,-0.02609540587126614
ACH-000571,-0.1253406130566148
ACH-000573,-0.19425379958677225
ACH-000576,-0.10249224270371204
ACH-000579,-0.16503116793263295
ACH-000580,-0.18426830643961428
ACH-000584,0.0353365234561398
ACH-000585,-0.1175102039477895
ACH-000588,-0.06892926212123421
ACH-000589,-0.020726756698407976
ACH-000591,-0.1898680862384245
ACH-000593,-0.08358630443377797
ACH-000600,-0.15288591599848395
ACH-000601,-0.09658896522009276
ACH-000605,-0.09259667037017713
ACH-000606,-0.11554493784220438
ACH-000608,-0.07558757563867098
ACH-000614,-0.13150054473867812
ACH-000616,-0.1414302278992252
ACH-000618,-0.08530261241200406
ACH-000619,0.003764293874876262
ACH-000620,-0.060812992079537186
ACH-000621,-0.16642737937064575
ACH-000622,-0.16522867399345526
ACH-000623,-0.1578329725239657
ACH-000624,-0.10528939310798432
ACH-000627,-0.19603555688288685
ACH-000630,-0.16485431773010514
ACH-000631,0.14682489236282753
ACH-000632,-0.10017599515908278
ACH-000633,-0.01981325138417607
ACH-000637,-0.03669724126733733
ACH-000638,0.09159921801209572
ACH-000646,-0.17879121402057602
ACH-000647,-0.17683915796382987
ACH-000648,0.11611267615466485
ACH-000649,-0.015066456977252212
ACH-000651,-0.06693338503143395
ACH-000652,-0.16520949307281566
ACH-000653,-0.16217796494132258
ACH-000657,0.0186153387811151
ACH-000658,-0.2219259600750261
ACH-000661,-0.14082326479187338
ACH-000662,-0.15877415321764038
ACH-000663,-0.1343423528344641
ACH-000665,0.01164679842204605
ACH-000671,-0.10347992639480984
ACH-000672,-0.30485420144057096
ACH-000673,-0.14563743838949353
ACH-000676,-0.04261344172205128
ACH-000677,-0.1786473794659179
ACH-000681,-0.11419385409154467
ACH-000683,-0.03673656486707176
ACH-000684,-0.2835010064307809
ACH-000688,-0.08527808853437381
ACH-000693,-0.1747278761969347
ACH-000694,-0.10863194867068138
ACH-000695,-0.10374905525810273
ACH-000696,-0.11202266773886976
ACH-000697,-0.2978205208446775
ACH-000699,-0.12188062371449873
ACH-000701,-0.1739872841035307
ACH-000706,-0.10176162795763057
ACH-000711,-0.12825524562375634
ACH-000713,-0.02090646697909487
ACH-000714,-0.273344323185542
ACH-000718,-0.12598330092996762
ACH-000720,-0.1139102781908602
ACH-000721,-0.093036608716821
ACH-000724,-0.0519508002246606
ACH-000725,-0.1973599540923729
ACH-000732,-0.19351395600817775
ACH-000734,-0.10075762641640867
ACH-000735,-0.1111393755338642
ACH-000736,-0.10130222485973228
ACH-000738,-0.08135874763268741
ACH-000746,-0.0728920032264999
ACH-000747,-0.33462980058159475
ACH-000748,-0.020920944317439863
ACH-000753,-0.04307796557574413
ACH-000756,-0.18951265030360964
ACH-000757,0.01621235784799771
ACH-000758,-0.3721529221409856
ACH-000760,-0.025492207599478862
ACH-000762,-0.21191072893780985
ACH-000763,-0.14500160111058025
ACH-000764,0.02411743119594108
ACH-000765,-0.0939909374398884
ACH-000766,-0.06772354599959891
ACH-000767,-0.17659334523675446
ACH-000768,-0.2269124436095782
ACH-000769,-0.2395796492923208
ACH-000770,-0.10063124894116074
ACH-000771,-0.03423284843789603
ACH-000773,-0.10579815417371216
ACH-000776,0.016195565766426574
ACH-000777,-0.04288701299360935
ACH-000778,-0.121076228906545
ACH-000781,0.010221838090343455
ACH-000782,-0.07748885693038103
ACH-000783,-0.03266911452663282
ACH-000784,-0.2308047370194976
ACH-000785,-0.10496626575710416
ACH-000787,-0.14431494554141075
ACH-000788,-0.1566618611024065
ACH-000791,-0.10733263062059822
ACH-000792,-0.0068768939171667725
ACH-000794,-0.14055701642348786
ACH-000796,-0.2503383036765806
ACH-000798,0.04601446988582565
ACH-000799,-0.23374422360653624
ACH-000800,-0.28537799136665115
ACH-000802,-0.11958550947595155
ACH-000804,0.03316636219968387
ACH-000805,-0.12476645374909424
ACH-000809,-0.0704869159234701
ACH-000810,-0.16107391275597432
ACH-000811,-0.11380091343985127
ACH-000817,-0.09653978556996354
ACH-000819,0.04955742464444485
ACH-000820,-0.36710166893698104
ACH-000821,-0.3661438708643919
ACH-000822,-0.17538281650217827
ACH-000823,-0.10348238665882954
ACH-000824,-0.10310405473390843
ACH-000827,-0.07245167988078555
ACH-000829,-0.0903890795908316
ACH-000831,-0.03798718322171297
ACH-000832,-0.07475438926171239
ACH-000833,0.05294551942900325
ACH-000834,0.014906666754833318
ACH-000835,-0.07630213495715484
ACH-000836,-0.06333388246966365
ACH-000837,-0.14153590867381524
ACH-000838,-0.1446440789556437
ACH-000839,-0.1095025404896254
ACH-000840,-0.16840474948298376
ACH-000841,-0.0399189375232239
ACH-000843,-0.19373684200002309
ACH-000846,-0.10215097033023277
ACH-000847,-0.013246664397999946
ACH-000848,-0.07835525238950439
ACH-000849,-0.08175764189991548
ACH-000851,-0.12299567043037014
ACH-000855,-0.03569970804543015
ACH-000856,-0.23583722383761346
ACH-000858,-0.06455031117610524
ACH-000859,-0.13248931347900114
ACH-000861,-0.21033435202289089
ACH-000862,-0.16670776970724088
ACH-000865,-0.10061729512153056
ACH-000866,-0.13291062673499554
ACH-000867,-0.109624979346566
ACH-000869,-0.12681617826544309
ACH-000872,-0.1054651941324842
ACH-000873,-0.05009857596810365
ACH-000876,-0.08759188152857376
ACH-000878,-0.06732619840066477
ACH-000880,-0.0211963705104574
ACH-000881,-0.1817428555820111
ACH-000882,0.0013150622727746825
ACH-000884,-0.273592120590111
ACH-000885,-0.10911132066859973
ACH-000887,-0.17661063404017424
ACH-000889,-0.15995730479999684
ACH-000896,-0.12134549320220694
ACH-000898,-0.04902168143099782
ACH-000900,-0.04827073266332495
ACH-000901,-0.029953169084155438
ACH-000905,-0.0510086488809551
ACH-000906,-0.03479214155544902
ACH-000907,-0.1066103558636766
ACH-000910,-0.11037882586626337
ACH-000911,-0.07139083521081346
ACH-000912,-0.061956716974953814
ACH-000913,-0.06392097168540364
ACH-000915,-0.22550233028989602
ACH-000916,-0.4184673080524689
ACH-000917,0.005685398613124803
ACH-000920,-0.17868788140577982
ACH-000921,-0.16001811807592115
ACH-000924,-0.11432858006160693
ACH-000926,-0.10750007287493328
ACH-000928,-0.04187961902479993
ACH-000929,-0.13253994984545045
ACH-000932,-0.05844200690071896
ACH-000935,-0.003400344692652531
ACH-000936,-0.015974609626334832
ACH-000937,-0.09476415805224077
ACH-000938,-0.07256064979178242
ACH-000939,-0.26149549540834616
ACH-000941,-0.11544806998208765
ACH-000943,-0.0810895532937637
ACH-000946,-0.12133741308802215
ACH-000947,-0.14548244776797956
ACH-000948,-0.1855433983065855
ACH-000950,0.06014969853360561
ACH-000953,-0.10126188942597376
ACH-000954,-0.07907596308194467
ACH-000957,0.014671985574828388
ACH-000958,-0.20500036601278454
ACH-000960,-0.1114832742756434
ACH-000963,-0.0077858280094991105
ACH-000968,-0.20257277773956112
ACH-000969,-0.2152052364372211
ACH-000972,-0.2056011953157331
ACH-000973,-0.1853637423366997
ACH-000974,-0.07497012705491171
ACH-000978,0.3653462125813239
ACH-000984,-0.15233117667392762
ACH-000986,0.025956508391505515
ACH-000988,-0.15320598564081606
ACH-000993,-0.18000402726546785
ACH-000994,-0.1082239830694153
ACH-000996,-0.199555927549986
ACH-001001,-0.07236082766368418
ACH-001020,-0.11202865551333728
ACH-001028,-0.0566332015584655
ACH-001031,-0.06572557414539262
ACH-001038,-0.10867337620938687
ACH-001048,-0.17142047588860052
ACH-001050,-0.19219276778134933
ACH-001053,-0.18591425611653095
ACH-001054,-0.25834749742374696
ACH-001061,-0.08783456242594175
ACH-001067,-0.21818726491696236
ACH-001075,-0.2478896718787905
ACH-001096,-0.07086243910208821
ACH-001111,-0.17443243179101955
ACH-001119,-0.03555118337626141
ACH-001128,0.23884425698653103
ACH-001134,-0.05367231003287593
ACH-001151,-0.15859532395321466
ACH-001163,-0.3125493361568321
ACH-001164,-0.015884510019329584
ACH-001183,-0.10486891027285866
ACH-001192,-0.2013013740141543
ACH-001193,-0.15242256316578925
ACH-001196,-0.07865668849070744
ACH-001197,-0.4004537826876241
ACH-001205,0.0016474745788529787
ACH-001211,-0.16497906316576633
ACH-001212,-0.05536149652861848
ACH-001228,-0.029144354469554844
ACH-001232,-0.17194337353795633
ACH-001239,-0.13367496130493978
ACH-001270,-0.20891556621562865
ACH-001274,0.0720903797087414
ACH-001275,-0.05543942512934323
ACH-001277,0.08940398371161316
ACH-001278,-0.14113601974765974
ACH-001280,-0.18955498456726544
ACH-001283,-0.1005179307551884
ACH-001289,-0.053817557018214765
ACH-001300,-0.0730159447344678
ACH-001301,0.017948490241838488
ACH-001302,-0.3452065597810934
ACH-001306,-0.161311842021312
ACH-001318,-0.10808873239311168
ACH-001322,-0.14832574071011126
ACH-001328,-0.07534575553111318
ACH-001332,0.11001573176925213
ACH-001336,0.05385726768547043
ACH-001346,-0.13700211290366898
ACH-001353,-0.07023831628933883
ACH-001354,-0.22180161657269976
ACH-001367,0.0887325347924505
ACH-001368,-0.2310913767382397
ACH-001374,0.05202115723179699
ACH-001377,-0.06387193527644351
ACH-001380,-0.07632239136141722
ACH-001391,-0.10830173156495973
ACH-001408,-0.11505028451521053
ACH-001430,-0.4664442590549317
ACH-001431,-0.1344433523578365
ACH-001450,-0.06050141354299484
ACH-001496,-0.046908990729162416
ACH-001500,-0.24342254138190694
ACH-001523,-0.03850419309854667
ACH-001532,-0.09834191511101532
ACH-001550,-0.1222735355299094
ACH-001552,-0.1088023563071276
ACH-001554,-0.12403322383542252
ACH-001654,-0.11611413033800927
ACH-001735,-0.2606692128155107
ACH-001736,-0.09115481709012004
ACH-001737,-0.4363685864526836
ACH-001740,0.16557977707267835
ACH-001745,-0.10226787792158834
ACH-001765,-0.15727795130687314
