,HIST1H4K (8362)
ACH-000653,-0.3674495989019617
ACH-000657,-0.2633290561604964
ACH-000658,-0.383069641377882
ACH-000661,-0.4578379440587183
ACH-000662,-0.1042145582983724
ACH-000663,-0.2952587655786852
ACH-000665,-0.5015230658683116
ACH-000671,-0.36173874428276137
ACH-000672,-0.3758488799747115
ACH-000673,-0.3461819946364141
ACH-000676,-0.33610931279521195
ACH-000677,-0.3732778201585532
ACH-000681,-0.3352567341506659
ACH-000683,-0.3405785340536648
ACH-000684,-0.2858692089030592
ACH-000688,-0.274889346330064
ACH-000693,-0.2909617594780825
ACH-000694,-0.3980179965213064
ACH-000695,-0.15196952495201466
ACH-000696,-0.30805432416304235
ACH-000697,-0.29919962059837946
ACH-000699,-0.2308843501271689
ACH-000701,-0.29897544965848466
ACH-000706,-0.30472383745998616
ACH-000711,-0.3562028284397596
ACH-000713,-0.19791953977269786
ACH-000714,-0.14220867997383474
ACH-000718,-0.4341688754335069
ACH-000720,-0.2906242134122876
ACH-000721,-0.5478063473638275
ACH-000724,-0.5507410909325855
ACH-000725,-0.19102859727814112
ACH-000732,-0.27888553020784906
ACH-000734,-0.2478592206264325
ACH-000735,-0.3141531799375996
ACH-000736,-0.31018745663386343
ACH-000738,-0.3663786252442375
ACH-000746,-0.14221924955739929
ACH-000747,-0.1463578137374417
ACH-000748,-0.3169664440431171
ACH-000753,-0.4581633876483123
ACH-000756,-0.4215681515960419
ACH-000757,-0.2798166091710149
ACH-000758,-0.2350092137154137
ACH-000760,-0.22505145107505747
ACH-000762,-0.30252724793986524
ACH-000763,-0.7202791711171664
ACH-000764,-1.1740283040589263
ACH-000765,-0.5360657832794424
ACH-000766,-0.3855860430587248
ACH-000767,-0.11714434060371795
ACH-000768,-0.2600785122945793
ACH-000769,-0.19411649448955945
ACH-000770,-0.3409981552062533
ACH-000771,-0.27297292809371504
ACH-000773,-0.3573220903218232
ACH-000776,-0.3202703920299048
ACH-000777,-0.35147305534665874
ACH-000778,-0.13216056106143764
ACH-000781,-0.4007153012944992
ACH-000782,-0.1951439704664344
ACH-000783,-0.3039112876681574
ACH-000784,-0.2258740687289564
ACH-000785,-0.3348023510434812
ACH-000787,-0.1535769116380572
ACH-000788,-0.2711972789418997
ACH-000791,-0.4558264885517935
ACH-000792,-0.542787934662649
ACH-000794,-0.5364663027528199
ACH-000796,-0.3072414278561933
ACH-000798,-0.4962166413200325
ACH-000799,0.07227270789396807
ACH-000800,-0.4356575386169151
ACH-000802,-0.29202695374672605
ACH-000804,-0.05299620997073472
ACH-000805,-0.3370185399072117
ACH-000809,-0.42273342882275705
ACH-000810,-0.2877325066369829
ACH-000811,-0.2510169370989954
ACH-000817,-0.5926611657435689
ACH-000819,-0.3912210268361045
ACH-000820,-0.2021310232763494
ACH-000821,-0.664984888279319
ACH-000822,-0.2613013803949073
ACH-000823,-0.25515393097891115
ACH-000824,-0.42699054902079453
ACH-000827,-0.2519448409747623
ACH-000829,-0.4314837074397679
ACH-000831,-0.3254694583475088
ACH-000832,-0.32397878065572466
ACH-000833,-0.2926734106592325
ACH-000834,-0.3805356439056464
ACH-000835,-0.2754022063097253
ACH-000836,-0.2750421824308821
ACH-000837,-0.3375058320287867
ACH-000838,-0.1530450173211611
ACH-000839,-0.37715393059946106
ACH-000840,-0.502134411184873
ACH-000841,-0.32104871401728324
ACH-000843,-0.6222026337749673
ACH-000846,-0.3824885885907885
ACH-000847,-0.1416166873146151
ACH-000848,-0.2530068193350445
ACH-000849,-0.11456278148411547
ACH-000851,-0.3223051757292545
ACH-000855,-0.5371574630663679
ACH-000856,-0.3363095834031768
ACH-000858,-0.15520227403762885
ACH-000859,-0.4327238756053856
ACH-000861,-0.2578914494153755
ACH-000862,-0.4912510538898748
ACH-000865,-0.3116927539394773
ACH-000866,-0.2340854815175411
ACH-000867,-0.38461770909067206
ACH-000869,-0.21301387396714533
ACH-000872,-0.2113413368678001
ACH-000873,-0.3464823622982155
ACH-000876,-0.4030860805188072
ACH-000878,-0.6643449934324852
ACH-000880,-0.21878380509184664
ACH-000881,-0.38058861232720936
ACH-000882,-0.4087287285952426
ACH-000884,-0.11296527562384935
ACH-000885,-0.12053007781614555
ACH-000887,-0.33652708215915617
ACH-000889,-0.7464180625192348
ACH-000896,-0.2658348854301512
ACH-000898,-0.38227565434944255
ACH-000900,-0.09313599555686054
ACH-000901,-0.2242685071362035
ACH-000905,-0.2923535264510638
ACH-000906,-0.3310138307469933
ACH-000907,-0.3943899180944125
ACH-000910,-0.3590869922441471
ACH-000911,-0.29527945866441146
ACH-000912,-0.4130296817016516
ACH-000913,-0.3050774472938019
ACH-000915,-0.2305487975908836
ACH-000916,-0.5730978167628572
ACH-000917,-0.3118852190799652
ACH-000920,-0.6457332736941421
ACH-000921,-0.16096938618476844
ACH-000924,-0.2370886858697041
ACH-000926,-0.27217779515084106
ACH-000928,-0.1812304635103303
ACH-000929,-0.3367729023948787
ACH-000932,-0.20422804714426315
ACH-000935,-0.4663957436132821
ACH-000936,-0.3022454938256056
ACH-000937,-0.19378855563632452
ACH-000938,-0.4646114409659288
ACH-000939,-0.09624537786498036
ACH-000941,-0.24879737940210706
ACH-000943,-0.4707367081283673
ACH-000946,-0.19779214792137387
ACH-000947,-0.3453011748788098
ACH-000948,-0.2939723132595142
ACH-000950,-0.4566224957097543
ACH-000953,-0.17206798263220152
ACH-000954,0.19836569038985896
ACH-000957,-0.17093971846110298
ACH-000958,-0.18767568431205614
ACH-000960,-0.2635612705476393
ACH-000963,-0.09496450312416524
ACH-000968,-0.4273632626966923
ACH-000969,-0.3043844174923199
ACH-000972,-0.2589347601666233
ACH-000973,-0.4680364949184641
ACH-000974,-0.26995349922002443
ACH-000978,-0.3524294881976239
ACH-000984,-0.1942050712394575
ACH-000986,-0.21656559119016935
ACH-000988,-0.23596125239323096
ACH-000993,-0.3283422879251313
ACH-000994,-0.3833896660096293
ACH-000996,-0.18336536463655487
ACH-001001,-0.2448112534221212
ACH-001020,-0.5566559921568613
ACH-001028,-0.26804484243377263
ACH-001031,-0.18728970659964533
ACH-001038,-0.2250730186898982
ACH-001048,-0.4231839269133473
ACH-001050,-0.2538290941502025
ACH-001053,-0.467399315198671
ACH-001054,-0.40057520881009995
ACH-001061,-0.35668062938788464
ACH-001067,-0.4074582663519497
ACH-001075,-0.44626815576974216
ACH-001096,-0.22265968814359294
ACH-001111,-0.5235566920836497
ACH-001119,-0.3596647488247606
ACH-001128,-0.5386406221813387
ACH-001134,-0.3787002300745387
ACH-001151,-0.4503125873217108
ACH-001163,-0.27230330946046843
ACH-001164,-0.3625604652830168
ACH-001183,-0.2705990552398486
ACH-001192,-0.10845513664636916
ACH-001193,-0.2297205236186917
ACH-001196,-0.23849450642757694
ACH-001197,-0.20189084510769487
ACH-001205,-0.3052712069918213
ACH-001211,-0.16010003740377005
ACH-001212,-0.49242726458889297
ACH-001228,-0.2856033233226
ACH-001232,-0.2935765063791876
ACH-001239,-0.3786590754438188
ACH-001270,-0.04853127355894273
ACH-001274,-0.4887754169814296
ACH-001275,-0.4424510374452296
ACH-001277,-0.011064352409263248
ACH-001278,-0.4470127722264423
ACH-001280,-0.19629491801128895
ACH-001283,-0.34842269007315224
ACH-001289,-0.3378438098258935
ACH-001300,-0.19458244063626867
ACH-001301,-0.2261495633719989
ACH-001302,-0.4586555265078375
ACH-001306,-0.2819417337216623
ACH-001318,-0.35368349415889866
ACH-001322,-0.17535468209107474
ACH-001328,-0.2801679678131162
ACH-001332,-0.3428186423415569
ACH-001336,-0.2211218594442076
ACH-001346,-0.3583874380097105
ACH-001353,-0.4032692004785473
ACH-001354,-0.15362737033671695
ACH-001367,-0.0956056212590924
ACH-001368,-0.2665895980986781
ACH-001374,-0.5008635752686532
ACH-001377,-0.3751074738867462
ACH-001380,-0.19914399257802556
ACH-001391,-0.28250632991750074
ACH-001408,-0.3727394534223079
ACH-001430,-0.3317555872257873
ACH-001431,-0.2637922655475952
ACH-001450,-0.2030216588157085
ACH-001496,-0.19999588094457602
ACH-001500,-0.3400329733089954
ACH-001523,-0.16106484929056827
ACH-001532,-0.3861251208839408
ACH-001550,-0.4436392330582303
ACH-001552,-0.1853172967388104
ACH-001554,-0.34554254905465875
ACH-001654,-0.2916349153921921
ACH-001735,-0.26508060567800484
ACH-001736,-0.39591241650767545
ACH-001737,-0.7957873291443324
ACH-001740,-0.2770631156372524
ACH-001745,-0.2637304386740109
ACH-001765,-0.4086370906772416
