,GGTLC1 (92086)
ACH-000004,-0.2716752674047013
ACH-000005,-0.3903913955545265
ACH-000007,-0.07179353448223116
ACH-000009,-0.048890704260758255
ACH-000011,-0.1133951392478602
ACH-000012,-0.2880925643932276
ACH-000013,-0.220094696801892
ACH-000014,-0.24351364062005265
ACH-000015,-0.07335378564566684
ACH-000017,-0.13668958492651082
ACH-000018,-0.1568467147596472
ACH-000019,-0.18885247737036887
ACH-000021,-0.036924282876512365
ACH-000022,-0.16233272013890238
ACH-000025,0.018926881963422057
ACH-000028,-0.2675551607812359
ACH-000030,-0.22114571097571945
ACH-000035,-0.3775283332361815
ACH-000036,-0.1180304340512618
ACH-000037,-0.22258633746465106
ACH-000039,-0.1413698999323134
ACH-000040,-0.19713423626224796
ACH-000041,-0.14641095854717298
ACH-000042,-0.3440116770436921
ACH-000045,-0.058277233872362465
ACH-000047,-0.2457673514077147
ACH-000052,-0.21418381009458856
ACH-000053,-0.14865655293028282
ACH-000054,-0.1608611771109271
ACH-000055,-0.007038521947720516
ACH-000060,-0.440669461199966
ACH-000067,-0.2269158788249325
ACH-000070,-0.0924486342466914
ACH-000075,-0.3501648613301325
ACH-000078,-0.005936549159462313
ACH-000082,-0.2071303748090163
ACH-000085,-0.10374436370486756
ACH-000086,-0.043268521373276296
ACH-000087,-0.05770150358570034
ACH-000092,-0.1460469915754624
ACH-000095,-0.26643369694825664
ACH-000097,-0.5054753799051509
ACH-000098,-0.15175484173115095
ACH-000099,-0.21500180188675105
ACH-000108,-0.05303922911911667
ACH-000113,-0.09441826689352972
ACH-000116,-0.10835246774165316
ACH-000118,-0.14179844063071592
ACH-000120,-0.059662948178210135
ACH-000123,-0.2849464335670895
ACH-000127,-0.186432875234045
ACH-000128,-0.16922140031847108
ACH-000132,-0.09736692135720984
ACH-000133,-0.2002709953463827
ACH-000137,-0.21313547017574933
ACH-000138,0.05890889345420197
ACH-000142,0.035970806545502526
ACH-000143,-0.10251164993373868
ACH-000146,-0.18606425253643266
ACH-000148,-0.09704614055845644
ACH-000150,-0.28943108552480323
ACH-000152,-0.06302540125380142
ACH-000153,-0.18084027961087948
ACH-000159,-0.09585265474378744
ACH-000160,-0.2643491581979891
ACH-000163,-0.1876986331359899
ACH-000167,0.12069491888732617
ACH-000168,-0.16127442414757814
ACH-000169,-0.28952909276442684
ACH-000178,-0.2386846794357746
ACH-000183,-0.0964250130733016
ACH-000188,-0.06098407138748645
ACH-000189,-0.1876400755427934
ACH-000190,-0.05039853344736808
ACH-000198,-0.04782254284818092
ACH-000203,-0.7421601679358552
ACH-000204,-0.0987010077377697
ACH-000206,-0.11691449079866947
ACH-000207,-0.2366970316964501
ACH-000208,0.07742730424660021
ACH-000210,-0.21691749639489785
ACH-000211,-0.17444460981609108
ACH-000215,-0.18197795159795596
ACH-000221,-0.10759384369412273
ACH-000222,-0.1012895585991019
ACH-000223,-0.15460018675185444
ACH-000226,-0.28939741281455744
ACH-000227,-0.15416361144646315
ACH-000228,-0.1907285205430308
ACH-000231,-0.1639520600706269
ACH-000232,-0.2374981129002685
ACH-000233,-0.24193217356241145
ACH-000234,-0.11639205122641308
ACH-000235,-0.0619980456001434
ACH-000237,-0.22065133226359449
ACH-000238,-0.2039805924806187
ACH-000242,0.06458723650433347
ACH-000243,-0.2420589726282611
ACH-000244,-0.26588609622188364
ACH-000246,-0.07813053879111205
ACH-000248,-0.044463125576103435
ACH-000250,0.00927275716657259
ACH-000251,-0.013547883517451408
ACH-000252,-0.2138561156001509
ACH-000253,-0.29587317389011364
ACH-000255,-0.2073910032761816
ACH-000256,-0.21751017116013635
ACH-000257,0.06834938986623627
ACH-000258,-0.1756170744408861
ACH-000259,-0.11073044808855982
ACH-000260,-0.20817229607225107
ACH-000261,-0.1898190933671652
ACH-000262,-0.08374420588836272
ACH-000263,-0.20125787740017892
ACH-000264,-0.13708904736793534
ACH-000265,-0.2283302444009803
ACH-000266,-0.04531696781348736
ACH-000272,-0.1463215547553893
ACH-000274,-0.13695397090603273
ACH-000277,-0.15411235251674893
ACH-000278,-0.4462891783254277
ACH-000279,-0.08394192152698285
ACH-000280,-0.08751810187941746
ACH-000281,-0.34314902092831473
ACH-000288,-0.042649512314637865
ACH-000291,-0.19757455167582494
ACH-000293,-0.14499710482482908
ACH-000294,-0.24436363289664556
ACH-000295,0.05964963518944121
ACH-000296,-0.09606939808774932
ACH-000302,-0.21798923939241768
ACH-000304,-0.1704024395194125
ACH-000307,-0.17793372694018114
ACH-000308,-0.1894263036442725
ACH-000310,-0.3231542632665404
ACH-000311,-0.1967172933002416
ACH-000312,-0.07696375408732968
ACH-000315,-0.09542033176392528
ACH-000316,-0.2257825037884603
ACH-000317,-0.1972490007477798
ACH-000318,-0.0803513072663731
ACH-000319,-0.11509015395009342
ACH-000320,0.0216404028467943
ACH-000322,-0.1497420417682924
ACH-000323,-0.05239262516255549
ACH-000324,-0.2396715144519573
ACH-000329,-0.20501664309666195
ACH-000330,-0.14540693126422305
ACH-000331,-0.4677600448548037
ACH-000332,-0.17446257974588028
ACH-000334,0.056153059913178316
ACH-000335,-0.08716862611283561
ACH-000336,0.14373144487021736
ACH-000337,-0.10582168505196042
ACH-000338,0.3350553034587005
ACH-000339,-0.2872166984176368
ACH-000341,-0.12819660868029795
ACH-000348,-0.08703685690473639
ACH-000350,-0.11164848022055797
ACH-000352,-0.20070698049362526
ACH-000356,-0.16658421149079766
ACH-000361,-0.15575701543990153
ACH-000362,-0.22796263567961705
ACH-000363,0.015320656007210776
ACH-000364,0.07971913369331307
ACH-000365,-0.00046579915966080235
ACH-000366,-0.10259742725136352
ACH-000368,-0.1835240306201409
ACH-000374,-0.29751489466843256
ACH-000375,-0.1882359592661904
ACH-000376,-0.18177642900075366
ACH-000381,-0.055499625626562216
ACH-000383,-0.074163192089452
ACH-000387,-0.1949361162699419
ACH-000389,-0.34065079578822904
ACH-000390,-0.09304015088831752
ACH-000393,-0.20734793691159176
ACH-000395,-0.4276720984380669
ACH-000396,-0.2355147844077001
ACH-000397,-0.08589693330421944
ACH-000401,-0.23844857953859055
ACH-000402,-0.026491818777528563
ACH-000403,-0.3025323230396338
ACH-000404,-0.05130537479693168
ACH-000406,-0.10914482904173718
ACH-000407,-0.13997654439029453
ACH-000408,-0.15764270062087088
ACH-000410,-0.15884653063105664
ACH-000411,-0.26772790989123685
ACH-000414,-0.13947190020158515
ACH-000415,-0.27857636915034617
ACH-000416,0.08327911443850955
ACH-000420,-0.07680939014741209
ACH-000421,-0.2282491125124415
ACH-000424,-0.3852424531855652
ACH-000425,-0.12458534935638077
ACH-000426,-0.094627710661233
ACH-000427,-0.24193687974100314
ACH-000433,-0.09935744959578864
ACH-000435,-0.05968087737689778
ACH-000436,-0.16566594269604734
ACH-000444,0.07066959601796488
ACH-000445,-0.13469814738123698
ACH-000448,-0.0686744621841401
ACH-000450,-0.2380304760369928
ACH-000452,-0.1707193350642307
ACH-000454,-0.139028607051193
ACH-000458,-0.028863626303715587
ACH-000459,-0.02922826057452285
ACH-000460,-0.09284580023633003
ACH-000461,-0.15705381763937465
ACH-000463,-0.08135659271768217
ACH-000464,-0.14544013519722154
ACH-000466,-0.12580828208261394
ACH-000467,-0.1455700635935119
