,L3MBTL2 (83746)
ACH-000004,-0.023650036235130543
ACH-000005,0.3241925866991928
ACH-000007,-0.18181455970515056
ACH-000009,-0.049223065555571904
ACH-000011,-0.028579632485428524
ACH-000012,-0.2562827337455377
ACH-000013,-0.17255286672644515
ACH-000014,-0.017843903375058676
ACH-000015,-0.07246179880758273
ACH-000017,-0.09042899774688118
ACH-000018,-0.16225372070259395
ACH-000019,-0.32640062033395745
ACH-000021,-0.07450341809927198
ACH-000022,0.07225333292330008
ACH-000025,-0.10049054408368076
ACH-000028,-0.08017587449798222
ACH-000030,-0.025370994140916276
ACH-000035,-0.061393418101647675
ACH-000036,-0.051051496404882685
ACH-000037,0.022473851974515586
ACH-000039,0.19703005698882373
ACH-000040,-0.18231548450993887
ACH-000041,-0.10376121779786884
ACH-000042,-0.2403163271078802
ACH-000045,0.1270063600477679
ACH-000047,-0.09292386659696937
ACH-000052,0.08819530760367635
ACH-000053,0.11997622286833305
ACH-000054,-0.21451783360558813
ACH-000055,-0.14153372897659858
ACH-000060,-0.1532062068287782
ACH-000067,-0.3033882714490689
ACH-000070,-0.20803502420941272
ACH-000075,-0.052001051102321116
ACH-000078,-0.09050851136043374
ACH-000082,0.11789581916968185
ACH-000085,-0.1435675184197618
ACH-000086,0.01943805345610412
ACH-000087,-0.04047171770280445
ACH-000092,-0.1094961627321031
ACH-000095,-0.0254324537476313
ACH-000097,0.14049891832608088
ACH-000098,-0.08916002786996725
ACH-000099,-0.002086558041308069
ACH-000108,-0.1543916170668838
ACH-000113,0.11813321184876775
ACH-000116,-0.014032380350594677
ACH-000118,-0.17714142769108512
ACH-000120,-0.17045873256031005
ACH-000123,-0.07021303997514011
ACH-000127,-0.0009876167615011807
ACH-000128,-0.16931877976532164
ACH-000132,-0.05015804396565377
ACH-000133,0.017755356505525843
ACH-000137,0.11920039197526194
ACH-000138,0.0664655535982784
ACH-000142,0.047577781242850586
ACH-000143,-0.3568790201229128
ACH-000146,0.051501573005343984
ACH-000148,-0.04112757130454909
ACH-000150,-0.03469107103186884
ACH-000152,-0.05503621309582173
ACH-000153,0.2119030115666496
ACH-000159,-0.026158143412668897
ACH-000160,0.3541768769962709
ACH-000163,-0.10135437682370388
ACH-000167,0.8881287280898872
ACH-000168,-0.11822784773402532
ACH-000169,-0.1907999680343116
ACH-000178,-0.21950426378569848
ACH-000183,0.07651172105768911
ACH-000188,0.0023592169586056505
ACH-000189,-0.18668057260640827
ACH-000190,0.1802802700423434
ACH-000198,-0.14284002035054502
ACH-000203,-0.26369611769702395
ACH-000204,-0.2249034039288988
ACH-000206,0.06010264586506856
ACH-000207,0.04683791423760224
ACH-000208,0.24349679710928965
ACH-000210,-0.027176981500954142
ACH-000211,-0.09172384520181563
ACH-000215,0.008268456098505935
ACH-000221,-0.10922400071861553
ACH-000222,-0.4009610553645376
ACH-000223,-0.12310240600070373
ACH-000226,0.02066175781382361
ACH-000227,-0.17419094270215876
ACH-000228,-0.031077472210509167
ACH-000231,-0.2418035685666432
ACH-000232,0.0927171445663358
ACH-000233,-0.01717396361914419
ACH-000234,0.07775563334430813
ACH-000235,-0.04274351685087701
ACH-000237,-0.014392933551681046
ACH-000238,-0.05353709491015903
ACH-000242,-0.4444911607054696
ACH-000243,-0.08017691945576648
ACH-000244,-0.07860023659673873
ACH-000246,-0.11762496946988073
ACH-000248,-0.1311966006140324
ACH-000250,0.07960689647686506
ACH-000251,0.19201846983221613
ACH-000252,-0.020836334818986318
ACH-000253,-0.21013340500169925
ACH-000255,-0.0310399520284053
ACH-000256,-0.22776426749189346
ACH-000257,-0.10752525009537788
ACH-000258,-0.12936093255900866
ACH-000259,-0.2777340535711572
ACH-000260,0.13892247585686324
ACH-000261,-0.13225979150263725
ACH-000262,-0.12090068070347665
ACH-000263,-0.049905913795302084
ACH-000264,-0.08451628730819784
ACH-000265,-0.154359752940922
ACH-000266,-0.059574554348664516
ACH-000272,-0.06547250716206819
ACH-000274,-0.06869436127977901
ACH-000277,-0.15585666443301316
ACH-000278,-0.013348173538020845
ACH-000279,-0.03120367358998588
ACH-000280,-0.1285157613174857
ACH-000281,-0.1964146310441485
ACH-000288,-0.051796889631155946
ACH-000291,-0.053234475751063375
ACH-000293,-0.033061121389558135
ACH-000294,0.41996872268955604
ACH-000295,0.09042201714185852
ACH-000296,-0.1453534620664357
ACH-000302,-0.09065014510375688
ACH-000304,-0.3871823453335708
ACH-000307,-0.1842103883112604
ACH-000308,-0.03223260788709184
ACH-000310,0.0704892986137072
ACH-000311,-0.0872941683063864
ACH-000312,-0.10449043182851764
ACH-000315,0.002040014658497269
ACH-000316,-0.00875520944720643
ACH-000317,0.14684226407371542
ACH-000318,-0.12499712463472247
ACH-000319,-0.14003581176829738
ACH-000320,0.2254109829191212
ACH-000322,-0.1446041515564356
ACH-000323,-0.23595891206850436
ACH-000324,-0.057945467326867714
ACH-000329,0.04010689635897147
ACH-000330,-0.10580275898827927
ACH-000331,0.024653396197734614
ACH-000332,-0.10356069692764426
ACH-000334,-0.16143799310953832
ACH-000335,-0.06611230762922976
ACH-000336,0.019257086500555992
ACH-000337,-0.1828194312183605
ACH-000338,0.2567827015605166
ACH-000339,-0.13106491485226682
ACH-000341,0.05928348965456716
ACH-000348,0.005283122454001219
ACH-000350,-0.037557402829115766
ACH-000352,-0.05190559899859642
ACH-000356,-0.14625317754582925
ACH-000361,-0.2135706919263143
ACH-000362,0.16509271721606006
ACH-000363,-0.08040058849509114
ACH-000364,0.15395582892309304
ACH-000365,0.06234651760278812
ACH-000366,-0.1529376817447914
ACH-000368,-0.11580656471479722
ACH-000374,-0.008649852060152922
ACH-000375,0.08912353381873013
ACH-000376,-0.08220834364025692
ACH-000381,-0.06759378395414141
ACH-000383,-0.022896773492968515
ACH-000387,-0.07818992169030044
ACH-000389,-0.02799522374723321
ACH-000390,0.013224039319617095
ACH-000393,-0.12866102612878638
ACH-000395,-0.09176751429891326
ACH-000396,-0.30534328695595664
ACH-000397,-0.2239803607836195
ACH-000401,-0.07417441631254408
ACH-000402,-0.04970749692650251
ACH-000403,-0.008983060420846766
ACH-000404,-0.02228890090284191
ACH-000406,0.04146130644534896
ACH-000407,-0.14333979419967452
ACH-000408,-0.13202381503254926
ACH-000410,0.048883865850413696
ACH-000411,0.045791082159414166
ACH-000414,-0.012400443078086062
ACH-000415,-0.12586451011456534
ACH-000416,-0.08487876130627807
ACH-000420,-0.11915123360330156
ACH-000421,-0.12576306614240496
ACH-000424,-0.09476193703027767
ACH-000425,-0.2038024828568508
ACH-000426,-0.027921915590284188
ACH-000427,0.05278730443857274
ACH-000433,-0.2331070385888105
ACH-000435,-0.4844952287259717
ACH-000436,0.0660988122721203
ACH-000444,-0.1290726294449036
ACH-000445,-0.06404469362420198
ACH-000448,-0.18262315492665315
ACH-000450,-0.3134706324923769
ACH-000452,-0.09141251249462984
ACH-000454,-0.011008368009025124
ACH-000458,-0.09355625047209523
ACH-000459,-0.1404095692870105
ACH-000460,-0.06403776972510276
ACH-000461,-0.019792591606324125
ACH-000463,0.021587418902464545
ACH-000464,-0.04794183870784901
ACH-000466,-0.019024112498286627
ACH-000467,-0.015199324452716729
ACH-000468,0.04468414066452967
ACH-000469,-0.11401035860326167
ACH-000470,-0.15685958293438945
ACH-000471,-0.036388032402080266
ACH-000472,-0.17864395432380067
ACH-000473,0.019915895342866103
ACH-000475,-0.17051790315908166
ACH-000476,-0.027272253301559482
ACH-000477,-0.09240877702143227
ACH-000479,-0.3755622835395018
ACH-000480,-0.15421099168057692
ACH-000481,-0.10873703015261728
ACH-000483,-0.08632250023568014
ACH-000484,0.1791814361473648
ACH-000485,0.06919752803799419
ACH-000486,-0.00408878104746905
ACH-000487,-0.20097989680260275
ACH-000488,-0.15877666113312675
ACH-000490,0.02878625634771279
ACH-000491,0.15800979358526887
ACH-000495,-0.0549021981857678
ACH-000496,-0.40364483230448
ACH-000499,-0.05837380634686275
ACH-000500,0.29158849970567513
ACH-000502,-0.1746409200930095
ACH-000503,0.15294594025389718
ACH-000505,-0.042173127533769984
ACH-000507,-0.1141970854426236
ACH-000510,-0.020078205037704126
ACH-000511,0.0050537064889945
ACH-000512,-0.13035600228382688
ACH-000516,-0.14909025489029978
ACH-000517,-0.015812535005402698
ACH-000518,-0.0897769135257093
ACH-000520,-0.01994925567567013
ACH-000521,-0.0311134715548924
ACH-000522,0.15566284262131955
ACH-000524,-0.10618717408965696
ACH-000527,-0.12629693741308004
ACH-000528,-0.09768820695457052
ACH-000537,-0.0013248445852807715
ACH-000541,-0.2414418851629767
ACH-000542,-0.12553710139842578
ACH-000544,-0.040604117674608656
ACH-000545,0.028330867042606886
ACH-000547,-0.10892826743271987
ACH-000548,-0.01973983542229354
ACH-000549,-0.03999272586425022
ACH-000550,-0.008717801258487009
ACH-000552,-0.032576349522008115
ACH-000556,-0.09248560788519912
ACH-000557,-0.13748378172942882
ACH-000569,-0.1644313633847294
ACH-000570,-0.004432630995357181
ACH-000571,-0.12162145342090434
ACH-000573,-0.07344186237164196
ACH-000576,-0.13217050613362782
ACH-000579,0.01274654665979267
ACH-000580,-0.11803810024922412
ACH-000584,-0.14801705899325274
ACH-000585,0.15413325690583846
ACH-000588,0.2746120536114129
ACH-000589,-0.13587169091221296
ACH-000591,-0.2614958499164451
ACH-000593,0.012943145244900013
ACH-000600,0.0209079015716312
ACH-000601,-0.14701509600416612
ACH-000605,0.1371489808051384
ACH-000606,-0.11348592088404492
ACH-000608,-0.08222742784625964
ACH-000614,-0.08353408638109197
ACH-000616,-0.11287653851103435
ACH-000618,-0.17050650226786931
ACH-000619,-0.1531878729854919
ACH-000620,-0.07247661802687758
ACH-000621,-0.1073517771893393
ACH-000622,-0.04560553443457786
ACH-000623,-0.1063001428930005
ACH-000624,-0.1108907013054733
ACH-000627,-0.1216121062657734
ACH-000630,-0.08739162583549344
ACH-000631,0.022351150475375257
ACH-000632,-0.15784854144502172
ACH-000633,-0.13802916101482485
ACH-000637,-0.2259365476557973
ACH-000638,0.006341206526467226
ACH-000646,-0.05592368067541436
ACH-000647,-0.05319767971279228
ACH-000648,0.14568203713592465
ACH-000649,0.07208838139777499
ACH-000651,-0.06579942602073244
ACH-000652,0.056249167472184586
ACH-000653,-0.10750101030478787
ACH-000657,0.047520689692946
ACH-000658,0.007623578720173866
ACH-000661,0.024469511590306216
ACH-000662,0.20009848276096026
ACH-000663,-0.010336510356829658
ACH-000665,-0.16774430705615614
ACH-000671,-0.09825637807829816
ACH-000672,-0.0594395982717727
ACH-000673,-0.2711010105103657
ACH-000676,-0.03667455221110615
ACH-000677,-0.07560955876482765
ACH-000681,-0.05120764584796912
ACH-000683,-0.03660707954446956
ACH-000684,-0.060822801722054
ACH-000688,0.14226048740437902
ACH-000693,-0.017722530470864792
ACH-000694,-0.0985303625063926
ACH-000695,0.03895293671593821
ACH-000696,-0.0049147576013789645
ACH-000697,-0.4627505762205009
ACH-000699,-0.051480762213883945
ACH-000701,-0.042012011128687306
ACH-000706,0.010590680429807974
ACH-000711,-0.12574519035296913
ACH-000713,-0.018430623467950404
ACH-000714,-0.03694790443364217
ACH-000718,0.06449514146927547
ACH-000720,-0.0993906841199022
ACH-000721,-0.04990224678500765
ACH-000724,0.0945350889104634
ACH-000725,-0.18440874688495867
ACH-000732,-0.12072158719079465
ACH-000734,-0.0810751637393989
ACH-000735,-0.09446328643328264
ACH-000736,-0.028476835558573117
ACH-000738,0.003279387342479355
ACH-000746,-0.1872188267792368
ACH-000747,-0.1815046964492978
ACH-000748,-0.07530755122571413
ACH-000753,0.007895880209800924
ACH-000756,-0.017605567581487062
ACH-000757,-0.2395058783829116
ACH-000758,-0.05223467719933318
ACH-000760,0.014196469751398743
ACH-000762,0.2600459424184424
ACH-000763,-0.2547212183533692
ACH-000764,0.05391509933761345
ACH-000765,-0.00815553000375618
ACH-000766,-0.3451712313812577
ACH-000767,-0.08091961275139492
ACH-000768,-0.06795267882951951
ACH-000769,0.09305582854668756
ACH-000770,0.12885368281827084
ACH-000771,-0.0586685000735697
ACH-000773,0.025088410353429454
ACH-000776,-0.08257198670708124
ACH-000777,-0.14872733628816853
ACH-000778,-0.049579992904061884
ACH-000781,0.025402420059125377
ACH-000782,0.0027175266925885022
ACH-000783,-0.03929591815770121
ACH-000784,0.0068148586870288965
ACH-000785,-0.11891004013537933
ACH-000787,-0.107913858445971
ACH-000788,-0.054848434534750815
ACH-000791,-0.14450604568278047
ACH-000792,0.05026817621674304
ACH-000794,0.01678986609722929
ACH-000796,-0.06912572812333986
ACH-000798,0.05850707944259054
ACH-000799,0.04202369364431048
ACH-000800,-0.1677976645594243
ACH-000802,-0.10678079746274872
ACH-000804,0.21706026935382336
ACH-000805,-0.2652993084121841
ACH-000809,-0.13577008366309126
ACH-000810,0.24393792575723644
ACH-000811,-0.003821895614084479
ACH-000817,-0.23199815675262045
ACH-000819,-0.044001963229722274
ACH-000820,0.05324852321060315
ACH-000821,-0.06072163732356992
ACH-000822,0.07174341795721897
ACH-000823,-0.1642123237158998
ACH-000824,0.04525176850476547
ACH-000827,0.0417594249445454
ACH-000829,0.07480916381189152
ACH-000831,-0.15991638375262096
ACH-000832,-0.17962381821613302
ACH-000833,0.2691372878406892
ACH-000834,-0.02994626375533305
ACH-000835,0.03907539038955078
ACH-000836,0.24638777873373086
ACH-000837,-0.06422049042959346
ACH-000838,0.18158438742708444
ACH-000839,-0.09794471572708864
ACH-000840,-0.12978371024359492
ACH-000841,-0.17503960853646922
ACH-000843,-0.07979307339455065
ACH-000846,-0.1939696856923168
ACH-000847,0.025556388695164762
ACH-000848,-0.12774077434480144
ACH-000849,-0.11044673822990853
ACH-000851,0.022454599133929262
ACH-000855,0.013490198071704484
ACH-000856,-0.02439011336172272
ACH-000858,-0.15870283457806025
ACH-000859,-0.2292276864499837
ACH-000861,0.11917429551431125
ACH-000862,-0.015214413045661025
ACH-000865,-0.0998504089120481
ACH-000866,-0.12707722223957796
ACH-000867,-0.012333839756525558
ACH-000869,0.05832618883951896
ACH-000872,0.10556473632784122
ACH-000873,-0.16489110731677442
ACH-000876,-0.062372983241673285
ACH-000878,-0.10759797112529527
ACH-000880,-0.1557661306758015
ACH-000881,-0.0442611568277444
ACH-000882,-0.18579892247680635
ACH-000884,-0.1946060792643676
ACH-000885,-0.17630901277451988
ACH-000887,-0.0662897203841554
ACH-000889,0.11411392330516455
ACH-000896,-0.08830770217928276
ACH-000898,-0.12048152788272963
ACH-000900,-0.3585101142769701
ACH-000901,-0.06836812669699438
ACH-000905,0.07039296514271615
ACH-000906,-0.0958888397450846
ACH-000907,-0.039627968432960944
ACH-000910,-0.034983465174976414
ACH-000911,-0.01990179553927904
ACH-000912,-0.15083371817696015
ACH-000913,0.035794219388631025
ACH-000915,0.13372365199432446
ACH-000916,0.045781091310720834
ACH-000917,-0.07246925581535009
ACH-000920,-0.2276963824219645
ACH-000921,-0.07270109115062356
ACH-000924,-0.08783403821708666
ACH-000926,-0.17205661186959434
ACH-000928,-0.1237049184878984
ACH-000929,-0.21569630602072826
ACH-000932,-0.026186759300168252
ACH-000935,0.06327625225491522
ACH-000936,-0.0022613353522747464
ACH-000937,-0.09310522478736644
ACH-000938,-0.08292333035787171
ACH-000939,0.3573571879888845
ACH-000941,-0.17131004949572545
ACH-000943,-0.01732488302007004
ACH-000946,-0.12878566917067746
ACH-000947,0.0470761707763562
ACH-000948,-0.07946527814093883
ACH-000950,-0.19315566596664252
ACH-000953,-0.09465687216260933
ACH-000954,0.04229554091484582
ACH-000957,-0.1160943660116745
ACH-000958,0.11881661628795455
ACH-000960,-0.037276781905775935
ACH-000963,0.10646061050464206
ACH-000968,-0.09688981281995616
ACH-000969,0.10757395309709078
ACH-000972,0.013280618820359209
ACH-000973,-0.034527755707353995
ACH-000974,0.014493060098527516
ACH-000978,0.2048128000097614
ACH-000984,0.009856491191922806
ACH-000986,-0.21964082527481765
ACH-000988,-0.11335858705293445
ACH-000993,-0.2857619053684356
ACH-000994,-0.12105194388313158
ACH-000996,-0.1136006622483461
ACH-001001,-0.07675576010239196
ACH-001020,0.1315344762778812
ACH-001028,-0.005990703895030348
ACH-001031,-0.05415792946966872
ACH-001038,0.0006945886399322409
ACH-001048,-0.13833596065485992
ACH-001050,0.01710674616847646
ACH-001053,-0.2290649651614035
ACH-001054,-0.057525599523369976
ACH-001061,-0.06507930435950228
ACH-001067,-0.0597407234948158
ACH-001075,-0.18357176414711812
ACH-001096,0.001640911976922084
ACH-001111,0.08505439166346837
ACH-001119,-0.015678781998916903
ACH-001128,0.9275432286372709
ACH-001134,0.06879412339077844
ACH-001151,-0.10534486289890777
ACH-001163,-0.05871513112810954
ACH-001164,0.1724523890535926
ACH-001183,-0.12149377914703773
ACH-001192,0.09803832216141802
ACH-001193,-0.08509522892851733
ACH-001196,-0.07089846785464328
ACH-001197,-0.07725845570217303
ACH-001205,-0.08169796176951961
ACH-001211,0.08022512531469254
ACH-001212,-0.3331744650969642
ACH-001228,-0.0794795127773292
ACH-001232,-0.06015629920676715
ACH-001239,-0.11217037591397994
ACH-001270,-0.2436018943085107
ACH-001274,-0.002606159094216947
ACH-001275,-0.024866255158126127
ACH-001277,-0.25168064826852826
ACH-001278,-0.23083115653936864
ACH-001280,-0.13001287240003975
ACH-001283,-0.1422433388717813
ACH-001289,-0.1864582736989837
ACH-001300,-0.21933098903555084
ACH-001301,-0.12482757589363752
ACH-001302,-0.2134022602414719
ACH-001306,-0.17524780048958413
ACH-001318,-0.20771076570781485
ACH-001322,-0.36925284878313297
ACH-001328,-0.1450314567459316
ACH-001332,-0.13868332350944054
ACH-001336,-0.08005521423735629
ACH-001346,-0.12025371924127433
ACH-001353,-0.017507754392621592
ACH-001354,-0.2624319889597336
ACH-001367,-0.3899853217748999
ACH-001368,-0.11006418693715547
ACH-001374,0.1561257435650692
ACH-001377,0.02259720397364178
ACH-001380,0.021209155944850445
ACH-001391,0.09676520606440868
ACH-001408,-0.21869523309220495
ACH-001430,-0.2150833530052488
ACH-001431,-0.00943347592593232
ACH-001450,0.023885933162383438
ACH-001496,0.051030207351191785
ACH-001500,0.17438333599759204
ACH-001523,0.0525095612715328
ACH-001532,-0.2734658827029321
ACH-001550,0.26849698116194953
ACH-001552,-0.3522408260072684
ACH-001554,-0.1997651490669784
ACH-001654,-0.027594846379411973
ACH-001735,-0.09045078594195652
ACH-001736,-0.03192623125277033
ACH-001737,-0.618343107354065
ACH-001740,-0.13921670113327406
ACH-001745,-0.0745661658271046
ACH-001765,0.0268955856042367
