,CHPT1 (56994)
ACH-000004,0.21844040476844345
ACH-000005,-0.4663837716679887
ACH-000007,0.12998942790701612
ACH-000009,0.15952092459528436
ACH-000011,-0.04068079397942905
ACH-000012,0.1585744423345786
ACH-000013,0.09800645959638887
ACH-000014,0.07848262727939083
ACH-000015,0.026629000377390924
ACH-000017,0.05137999523761616
ACH-000018,-0.2716426071263678
ACH-000019,0.20746376487500487
ACH-000021,0.04670621088778477
ACH-000022,0.16029482849877227
ACH-000025,0.06472193785594622
ACH-000028,0.15784844980231216
ACH-000030,0.08749565008668607
ACH-000035,0.1214597819422236
ACH-000036,0.14393632018060495
ACH-000037,0.09452044787396288
ACH-000039,0.194410415021399
ACH-000040,0.06939996591163901
ACH-000041,0.09003931857995337
ACH-000042,0.1800364141433315
ACH-000045,0.08107894601980986
ACH-000047,0.1644359966049721
ACH-000052,-0.010407939379435271
ACH-000053,0.07690462971533307
ACH-000054,-0.0075125392757113265
ACH-000055,0.2578169897542281
ACH-000060,0.0348331872024101
ACH-000067,-0.23486333811203955
ACH-000070,0.2480712385305363
ACH-000075,0.13700008465428615
ACH-000078,0.05768758274973916
ACH-000082,0.029843805681592686
ACH-000085,0.1692167094319972
ACH-000086,0.0871396312237832
ACH-000087,0.14210946145078973
ACH-000092,0.018037722839698952
ACH-000095,0.08268972094167011
ACH-000097,-0.003593447829580483
ACH-000098,0.049975125356767916
ACH-000099,0.10697560958117378
ACH-000108,0.1504291028298005
ACH-000113,0.11534117595922162
ACH-000116,0.10448619577765987
ACH-000118,0.012237595732862993
ACH-000120,0.02389987722297133
ACH-000123,0.17749904292185206
ACH-000127,0.036799721897125735
ACH-000128,0.018379399800630136
ACH-000132,0.1124611052792068
ACH-000133,-0.02696653004395631
ACH-000137,0.002444257317317513
ACH-000138,-0.001667514525171335
ACH-000142,0.14192574570563307
ACH-000143,0.15246734828268865
ACH-000146,0.015889703631494143
ACH-000148,0.08455773153562134
ACH-000150,0.06381693901027191
ACH-000152,0.013888117540448443
ACH-000153,0.038455441140149295
ACH-000159,-0.051662066432174365
ACH-000160,-0.07120894404323366
ACH-000163,0.12134006229931492
ACH-000167,-0.0446649688255673
ACH-000168,-0.026493259790992638
ACH-000169,0.10534858191550538
ACH-000178,0.10967236231577576
ACH-000183,0.10995469727349973
ACH-000188,0.11504523232392402
ACH-000189,-0.18875132332355354
ACH-000190,0.05035331696613506
ACH-000198,0.08920940222733048
ACH-000203,0.01832492900707287
ACH-000204,-0.0767190349815333
ACH-000206,0.14519909459577202
ACH-000207,0.14827225558069645
ACH-000208,0.10703441944081236
ACH-000210,0.039536877814306405
ACH-000211,0.03817347473140241
ACH-000215,-0.06809494220632024
ACH-000221,0.2102800486693927
ACH-000222,-0.061415390759122473
ACH-000223,0.08195793007573184
ACH-000226,-0.039233848368544634
ACH-000227,0.00518864955924152
ACH-000228,0.12184245386780265
ACH-000231,0.05566511894768142
ACH-000232,0.05884258772597594
ACH-000233,0.07559334443779195
ACH-000234,0.23367628170557744
ACH-000235,-0.014226330831895374
ACH-000237,0.0002693043927412436
ACH-000238,-0.0038195658778578173
ACH-000242,0.07991226761162612
ACH-000243,0.06147921436932155
ACH-000244,0.15968541081051182
ACH-000246,0.0798484198452953
ACH-000248,0.044421328123125575
ACH-000250,0.037380404287523344
ACH-000251,0.2164227000135254
ACH-000252,0.19041007422076206
ACH-000253,0.0822986562225453
ACH-000255,0.23765129242854946
ACH-000256,0.005434019668749832
ACH-000257,0.18569166058211134
ACH-000258,-0.02593886688745638
ACH-000259,0.07900130849271507
ACH-000260,0.07951539106647826
ACH-000261,0.08558796195378653
ACH-000262,-0.026310202389345026
ACH-000263,-0.11554590546673353
ACH-000264,0.13669759726168654
ACH-000265,0.10910180159689904
ACH-000266,0.1000058971237845
ACH-000272,-0.07402257127187388
ACH-000274,0.04080291193005988
ACH-000277,0.006649159229811719
ACH-000278,-0.0013542165862111626
ACH-000279,0.09411926618778993
ACH-000280,0.14367240030440262
ACH-000281,0.028029833375023263
ACH-000288,0.004434565191920369
ACH-000291,0.0241967986133694
ACH-000293,0.2399460687932341
ACH-000294,0.07709489036327037
ACH-000295,0.028997797319378963
ACH-000296,0.33096927353145866
ACH-000302,0.0480754897464403
ACH-000304,0.034979527252192784
ACH-000307,0.08995593566937804
ACH-000308,0.056688947351724785
ACH-000310,-0.008742063749004745
ACH-000311,0.09615366897971896
ACH-000312,0.2160445469898808
ACH-000315,-0.05496891750541251
ACH-000316,0.0755952280759487
ACH-000317,0.12362632091548707
ACH-000318,-0.06474212123041294
ACH-000319,0.16048217661526806
ACH-000320,0.18524770788378053
ACH-000322,-0.10059702095916273
ACH-000323,-0.04813100740797253
ACH-000324,0.06944904890915354
ACH-000329,-0.021731392129503004
ACH-000330,0.1528833331805447
ACH-000331,0.042898311429973315
ACH-000332,0.1206009516856906
ACH-000334,0.14891251336842104
ACH-000335,-0.254675399989904
ACH-000336,0.14126173789387422
ACH-000337,0.13392657223991727
ACH-000338,0.21267641288478184
ACH-000339,-0.0346100026307358
ACH-000341,0.004930455170262303
ACH-000348,0.035463078310620066
ACH-000350,0.0772602062505002
ACH-000352,0.10147207941698344
ACH-000356,0.07837403948057997
ACH-000361,0.20369705771390453
ACH-000362,0.1679391779918196
ACH-000363,0.12115813595570928
ACH-000364,0.02054920351331125
ACH-000365,0.1929717488528854
