,NME5 (8382)
ACH-000004,-0.2679922494320737
ACH-000005,0.1975596331479111
ACH-000007,-0.2579905129627577
ACH-000009,-0.3347287965620067
ACH-000011,-0.2660892101747283
ACH-000012,-0.28535409793757205
ACH-000013,-0.15956179960931616
ACH-000014,-0.2803888623166021
ACH-000015,-0.37594729217549017
ACH-000017,-0.280596739909909
ACH-000018,-0.36844717673078176
ACH-000019,-0.2664738141854776
ACH-000021,-0.40804604562023145
ACH-000022,-0.27427815150774765
ACH-000025,-0.26839459125217296
ACH-000028,-0.3415269667170258
ACH-000030,-0.11657226098864193
ACH-000035,-0.3300473875450272
ACH-000036,-0.18001163501803746
ACH-000037,-0.30439204030287925
ACH-000039,-0.30493574544452057
ACH-000040,-0.32432105613517576
ACH-000041,-0.07762803682837655
ACH-000042,-0.2516507945855929
ACH-000045,-0.1890261366884505
ACH-000047,-0.2243594035810576
ACH-000052,-0.5224921635827929
ACH-000053,-0.2954507711827748
ACH-000054,-0.3973671252542714
ACH-000055,-0.22882701789384144
ACH-000060,-0.14171806309015347
ACH-000067,-0.4157755531195172
ACH-000070,-0.18300628855607448
ACH-000075,-0.2420187508463248
ACH-000078,-0.1883399642180379
ACH-000082,-0.18279847804719987
ACH-000085,-0.2478534739125631
ACH-000086,-0.27065411407128404
ACH-000087,-0.145667957843394
ACH-000092,-0.21544665106542066
ACH-000095,-0.21493889472200045
ACH-000097,-0.2821873294322012
ACH-000098,-0.2690808734474463
ACH-000099,-0.216018849480578
ACH-000108,-0.3896459565561517
ACH-000113,-0.3458881645274053
ACH-000116,-0.283685381069004
ACH-000118,-0.16093376202816428
ACH-000120,-0.2891752379063129
ACH-000123,-0.2880795405567557
ACH-000127,-0.2391873055088544
ACH-000128,-0.3062612617757552
ACH-000132,-0.21005483183026213
ACH-000133,-0.3284127625076453
ACH-000137,-0.38009397347244334
ACH-000138,-0.2253306909400292
ACH-000142,-0.11242839153715573
ACH-000143,-0.18338127338478452
ACH-000146,-0.2774438164984065
ACH-000148,-0.34799976179409026
ACH-000150,-0.4160282711491973
ACH-000152,-0.3814761026620175
ACH-000153,-0.16862287516022345
ACH-000159,-0.2506815635373224
ACH-000160,-0.19367306520303315
ACH-000163,-0.2200469378192989
ACH-000167,-0.3842319933492125
ACH-000168,-0.2455772681225283
ACH-000169,-0.33877215739498673
ACH-000178,-0.3114946843012112
ACH-000183,-0.1277931110928852
ACH-000188,-0.12122649521703485
ACH-000189,-0.1678548407511844
ACH-000190,-0.3522966735845758
ACH-000198,-0.19325840733921168
ACH-000203,-0.25780079217200164
ACH-000204,-0.20620797608814792
ACH-000206,-0.15874308838677018
ACH-000207,-0.2353252953561569
ACH-000208,-0.20002001769391725
ACH-000210,0.08503107891745737
ACH-000211,-0.24789926071292545
ACH-000215,-0.2282600564765055
ACH-000221,-0.3677135349547908
ACH-000222,-0.29005917888008553
ACH-000223,-0.17757338647471482
ACH-000226,-0.21547766638433605
ACH-000227,-0.3590879852053253
ACH-000228,-0.20323938552922294
ACH-000231,-0.21070545745766628
ACH-000232,-0.3315290784216185
ACH-000233,-0.37985368017130655
ACH-000234,-0.41854189463680463
ACH-000235,-0.2540625343146339
ACH-000237,-0.1943288875003107
ACH-000238,-0.23374245612200603
ACH-000242,-0.4508651005948181
ACH-000243,-0.19384040113809967
ACH-000244,-0.4900997974842787
ACH-000246,-0.3665133304690037
ACH-000248,-0.4025447773954805
ACH-000250,-0.2490698702228075
ACH-000251,-0.3740661553473585
ACH-000252,-0.13742060091919792
ACH-000253,-0.2296042196906539
ACH-000255,-0.2738939341851142
ACH-000256,-0.0490151271768656
ACH-000257,-0.2457166066308436
ACH-000258,-0.22957485998981145
ACH-000259,-0.2261972000282652
ACH-000260,-0.2812232891892311
ACH-000261,-0.2623913378068363
ACH-000262,-0.278047824147595
ACH-000263,-0.3962843747385825
ACH-000264,-0.33433883123581976
ACH-000265,-0.17704759088498173
ACH-000266,-0.2527061073870609
ACH-000272,-0.2538571255796306
ACH-000274,-0.3454390217474773
ACH-000277,-0.20656276413547786
ACH-000278,-0.2734349902676874
ACH-000279,-0.3361548064288561
ACH-000280,-0.3880731202054051
ACH-000281,-0.041730991983235655
ACH-000288,-0.2474091144289508
ACH-000291,-0.30251155749556513
ACH-000293,-0.4681258707026674
ACH-000294,-0.28440517682499
ACH-000295,-0.2159160833456664
ACH-000296,-0.36570401260273655
ACH-000302,-0.21155553712214265
ACH-000304,0.019075695722796857
ACH-000307,-0.30470604167670123
ACH-000308,-0.29471981045909185
ACH-000310,-0.2871179534049579
ACH-000311,-0.2752119897825632
ACH-000312,-0.20396378934906287
ACH-000315,-0.2402570214508521
ACH-000316,-0.3003639470379361
ACH-000317,-0.18842199355313013
ACH-000318,-0.2324682324994002
ACH-000319,-0.31935960894782583
ACH-000320,-0.08907993346031919
ACH-000322,-0.3843060695835786
ACH-000323,-0.29889388519910143
ACH-000324,-0.3271097238272876
ACH-000329,-0.3491685234527885
ACH-000330,-0.34279915896600843
ACH-000331,-0.38313797041948267
ACH-000332,-0.18713069394147527
ACH-000334,-0.2878738832455257
ACH-000335,-0.12206425042439972
ACH-000336,-0.06338811475318996
ACH-000337,-0.3514823054610196
ACH-000338,-0.3756834810053879
ACH-000339,-0.2577929823500397
ACH-000341,-0.16794800239157134
ACH-000348,-0.24907435943892944
ACH-000350,-0.37560633373768576
ACH-000352,-0.20162282726736905
ACH-000356,-0.3217514795663843
ACH-000361,-0.28159873430517984
ACH-000362,-0.19868454711260167
ACH-000363,-0.2409825440762464
ACH-000364,-0.13666316168859224
ACH-000365,-0.19441868193440345
ACH-000366,-0.19976655357946632
ACH-000368,-0.3299663850398029
ACH-000374,-0.14918866329633698
ACH-000375,-0.34596426876397746
ACH-000376,-0.3616832847347107
ACH-000381,-0.21017611600227398
ACH-000383,-0.2258216481709888
ACH-000387,-0.19965807940004204
ACH-000389,-0.2304133111390195
ACH-000390,-0.21260969824477266
ACH-000393,-0.3040350483838996
ACH-000395,-0.22680867196719404
ACH-000396,0.1227965431677441
ACH-000397,-0.2724587688695618
ACH-000401,-0.3035126133824296
ACH-000402,0.06122778546092459
ACH-000403,-0.3750681718196888
ACH-000404,-0.25349393769086576
ACH-000406,-0.22510680687695264
ACH-000407,-0.3868980492991899
ACH-000408,-0.4070918796838753
ACH-000410,-0.3030955592888806
ACH-000411,-0.16587067199672045
ACH-000414,-0.156016696064096
ACH-000415,-0.1966054279918656
ACH-000416,-0.2379203060241919
ACH-000420,-0.17730745563202754
ACH-000421,-0.2502402806848848
ACH-000424,-0.4515217832368408
ACH-000425,-0.3846687917418518
ACH-000426,-0.2637045657871269
ACH-000427,-0.3867373704456717
ACH-000433,-0.3908313555294753
ACH-000435,-0.22925712309821397
ACH-000436,-0.240274505853911
ACH-000444,-0.3323390579186568
ACH-000445,-0.3113270333372413
ACH-000448,-0.06384337003619099
ACH-000450,-0.08975546692201071
ACH-000452,-0.3030691247867791
ACH-000454,-0.2018956345298831
ACH-000458,-0.15163718856397934
ACH-000459,-0.16377911759965105
ACH-000460,-0.2750130424438419
ACH-000461,-0.3284607633809509
ACH-000463,-0.23034011138446744
ACH-000464,-0.35072839920128057
ACH-000466,-0.36728456165793305
ACH-000467,-0.3057537969971486
ACH-000468,-0.2834121747291857
ACH-000469,-0.1878040001260584
