,PYDC1 (260434)
ACH-000004,-0.3572116865221196
ACH-000005,-0.01593633593954674
ACH-000007,0.02363727941085949
ACH-000009,0.01635915783702156
ACH-000011,-0.2681471267463118
ACH-000012,-0.2576858800571313
ACH-000013,-0.18905634054966294
ACH-000014,-0.22282988002725806
ACH-000015,-0.23091287324198956
ACH-000017,-0.16822342829967266
ACH-000018,-0.3034587650926142
ACH-000019,-0.19079515005914302
ACH-000021,-0.2017432184494191
ACH-000022,-0.2265462244537784
ACH-000025,-0.1917668290190673
ACH-000028,-0.17861893354385616
ACH-000030,0.00465597385475024
ACH-000035,-0.22190695754126225
ACH-000036,-0.17334608097513055
ACH-000037,-0.238149992309188
ACH-000039,-0.22390833221924267
ACH-000040,-0.11591425769206502
ACH-000041,-0.11561469323425645
ACH-000042,-0.10717343219995737
ACH-000045,-0.16795409100391046
ACH-000047,-0.0619762761857259
ACH-000052,-0.3202418960971343
ACH-000053,-0.05386423295517577
ACH-000054,-0.09560789409250037
ACH-000055,-0.07405993861003257
ACH-000060,-0.1111533762966058
ACH-000067,-0.16898144557597292
ACH-000070,-0.2605043436115785
ACH-000075,-0.21222078732417424
ACH-000078,-0.2503605113089229
ACH-000082,-0.07329522820119863
ACH-000085,-0.08085518523186358
ACH-000086,-0.003888109470574053
ACH-000087,-0.2780984061826582
ACH-000092,-0.16185025763809496
ACH-000095,-0.12335665144211976
ACH-000097,-0.27687414231889
ACH-000098,-0.1878291082645272
ACH-000099,-0.15506491465199598
ACH-000108,-0.06419290533025299
ACH-000113,-0.13246839432162888
ACH-000116,-0.15630245841048035
ACH-000118,-0.19369182910559374
ACH-000120,-0.3155259482539579
ACH-000123,-0.1051625070595966
ACH-000127,-0.2803071625747238
ACH-000128,-0.10342115666710387
ACH-000132,-0.24199216111102825
ACH-000133,-0.2174972933141795
ACH-000137,-0.10437954684757472
ACH-000138,-0.015579131062011475
ACH-000142,-0.1552226777747799
ACH-000143,-0.05900246149263087
ACH-000146,-0.12217415362462836
ACH-000148,-0.20678908691864312
ACH-000150,-0.26332526109211274
ACH-000152,-0.056056829147466944
ACH-000153,-0.017912012231972294
ACH-000159,-0.20715451032233267
ACH-000160,0.01469424986530294
ACH-000163,0.04367403906490053
ACH-000167,0.022612165834769733
ACH-000168,-0.07409430679595229
ACH-000169,-0.12425300901686467
ACH-000178,-0.1453484708058107
ACH-000183,-0.12046034247105245
ACH-000188,0.028661660522779343
ACH-000189,0.039875832134071455
ACH-000190,-0.17619660775563215
ACH-000198,0.05079269723338115
ACH-000203,0.11289310971946105
ACH-000204,-0.28418668795686475
ACH-000206,-0.2252922324254348
ACH-000207,-0.194041316983163
ACH-000208,-0.4336722916168069
ACH-000210,-0.2587481011157451
ACH-000211,-0.12680455619653647
ACH-000215,-0.25204563726899026
ACH-000221,-0.30706743639911144
ACH-000222,-0.11616783171072445
ACH-000223,-0.18038806524112846
ACH-000226,-0.11773695406269
ACH-000227,-0.2850274695024767
ACH-000228,-0.2604317114993373
ACH-000231,-0.035194450553583334
ACH-000232,-0.15823201806732007
ACH-000233,-0.1487540974060458
ACH-000234,-0.10328199108234888
ACH-000235,-0.16053645200448216
ACH-000237,-0.15373931325865245
ACH-000238,-0.002272581467130121
ACH-000242,-0.3113996582166797
ACH-000243,-0.20016680356589348
ACH-000244,-0.057057018068118664
ACH-000246,-0.13900317510314386
ACH-000248,-0.2473962068928177
ACH-000250,-0.042797276195224096
ACH-000251,-0.3393341867265505
ACH-000252,-0.07154447873896265
ACH-000253,-0.0004296198724881334
ACH-000255,-0.2300593678796968
ACH-000256,0.02633775247256352
ACH-000257,-0.08181148027690721
ACH-000258,0.14960995485984455
ACH-000259,-0.15031223635828833
ACH-000260,-0.2304676864640709
ACH-000261,-0.11916852655384742
ACH-000262,-0.2350768259882263
ACH-000263,-0.24170288011835625
ACH-000264,-0.1424574942970059
ACH-000265,-0.3550132071651589
ACH-000266,-0.15015253764350678
ACH-000272,-0.1271083511631866
ACH-000274,-0.057061393432078285
ACH-000277,-0.2811583694931562
ACH-000278,-0.12974167934595596
ACH-000279,-0.2026777178564288
ACH-000280,-0.19472730614785866
ACH-000281,-0.10681346989406594
ACH-000288,-0.2638555778910707
ACH-000291,-0.1310796812822789
ACH-000293,-0.22204393502181516
ACH-000294,-0.013073032335725132
ACH-000295,0.04915239870099337
ACH-000296,-0.21506227555863205
ACH-000302,-0.16113397506711302
ACH-000304,-0.08488285312338538
ACH-000307,-0.13039822743344495
ACH-000308,-0.17446011636733208
ACH-000310,-0.2817670879269069
ACH-000311,-0.07435077105316541
ACH-000312,-0.0923410157358425
ACH-000315,-0.35709403754632346
ACH-000316,-0.2586634504866716
ACH-000317,-0.030791638365348917
ACH-000318,-0.19857805760300565
ACH-000319,-0.325570201106588
ACH-000320,0.04432950006698963
ACH-000322,-0.26866402964686426
ACH-000323,-0.31172832656931426
ACH-000324,-0.15417534997949914
ACH-000329,-0.15130421752102272
ACH-000330,-0.12546616823224044
ACH-000331,-0.2077279079008289
ACH-000332,-0.21596021526416365
ACH-000334,-0.040141820404917296
ACH-000335,0.027307919207658383
ACH-000336,-0.04142238944958385
ACH-000337,-0.31272972853425
ACH-000338,-0.2668320505753823
ACH-000339,-0.3305582510479316
ACH-000341,-0.16620808549704347
ACH-000348,-0.2317697979608751
ACH-000350,-0.1771713776899964
ACH-000352,-0.08571650325022291
ACH-000356,-0.2586274436362395
ACH-000361,-0.09843495721993252
ACH-000362,-0.08620922417845654
ACH-000363,-0.15328067044248225
ACH-000364,-0.09932695358581012
ACH-000365,-0.09042235015852723
ACH-000366,-0.13530200403462214
ACH-000368,-0.03606248829074927
ACH-000374,-0.08628150007322988
ACH-000375,-0.002545483558425936
ACH-000376,-0.15988981167686522
ACH-000381,-0.2922618073701484
ACH-000383,-0.0833942694144356
ACH-000387,-0.07754695124530032
ACH-000389,-0.0901774088545287
ACH-000390,-0.18503724002109925
ACH-000393,-0.13343704678386106
ACH-000395,-0.020310954005670484
ACH-000396,-0.44160806172163297
ACH-000397,-0.1443738322866248
ACH-000401,-0.2539366878000322
ACH-000402,-0.21020015771599124
ACH-000403,-0.13511439496107328
ACH-000404,-0.04113376095605335
ACH-000406,-0.2870602644978149
ACH-000407,-0.2516993591312606
ACH-000408,-0.2452198670832192
ACH-000410,-0.2541295035737063
ACH-000411,-0.11820844237735095
ACH-000414,-0.19922722550918134
ACH-000415,-0.16146788168385678
ACH-000416,-0.17451436019606106
ACH-000420,-0.28670636719038306
ACH-000421,-0.1438903788793814
ACH-000424,-0.3039349909055455
ACH-000425,-0.19235046681008905
ACH-000426,-0.29471250069687416
ACH-000427,-0.026775340109106018
ACH-000433,-0.30425249572915897
ACH-000435,-0.061569935836461975
ACH-000436,-0.2367403819247557
ACH-000444,-0.2552411233152582
ACH-000445,-0.25714508888092696
ACH-000448,-0.14110584079008245
ACH-000450,-0.22612312972527
ACH-000452,-0.15963795503791015
ACH-000454,-0.2271993211407073
ACH-000458,-0.11948815992728327
ACH-000459,-0.211242294697074
ACH-000460,-0.16569679611065052
ACH-000461,-0.20253730513355195
ACH-000463,-0.13132724559139344
ACH-000464,-0.061958100681965764
ACH-000466,-0.1254019455635658
ACH-000467,-0.1610048256445714
ACH-000468,-0.20717713683589364
ACH-000469,-0.033555445630890794
ACH-000470,0.017172061519092025
ACH-000471,-0.21376412315459692
ACH-000472,-0.19954295091490049
ACH-000473,-0.0585091865860928
ACH-000475,-0.11098890509915872
ACH-000476,-0.22452060615065095
ACH-000477,-0.14573972533623353
ACH-000479,-0.47421617423853
ACH-000480,-0.2922586182094981
ACH-000481,-0.20380063822795785
ACH-000483,-0.3243894172556437
ACH-000484,-0.17592583275279852
ACH-000485,-0.053468678587386236
ACH-000486,-0.29091272331037804
ACH-000487,0.088116041590483
ACH-000488,-0.20261635087515512
ACH-000490,-0.19368473319095045
ACH-000491,-0.2171251672461894
ACH-000495,-0.14968655833582525
ACH-000496,-0.2622555876890652
ACH-000499,-0.34237301896054223
ACH-000500,-0.09878443414122777
ACH-000502,-0.15637150952630213
ACH-000503,0.11074622839316116
ACH-000505,-0.2625388697256896
ACH-000507,-0.18167731285064764
ACH-000510,-0.3762057260056244
ACH-000511,-0.06639815571842353
ACH-000512,0.037546868835968916
ACH-000516,-0.3337472209559315
ACH-000517,-0.28482705289146765
ACH-000518,-0.14476726443051927
ACH-000520,-0.21957297104101012
ACH-000521,-0.1239159149657563
ACH-000522,-0.22028283619633626
ACH-000524,-0.15558224113544744
ACH-000527,-0.17755315759649634
ACH-000528,-0.15525723417469967
ACH-000537,-0.2417808478632193
ACH-000541,-0.3905966233330226
ACH-000542,-0.1426296548508449
ACH-000544,-0.19276047699027854
ACH-000545,-0.12337655094492438
ACH-000547,-0.30544774506115024
ACH-000548,-0.19596139527825385
ACH-000549,-0.19958441911727676
ACH-000550,-0.14198394034666714
ACH-000552,-0.08000726844765305
ACH-000556,-0.2548263639162135
ACH-000557,-0.13396613866481388
ACH-000569,-0.3396382481967318
ACH-000570,-0.23213192138244676
ACH-000571,-0.06364980080695506
ACH-000573,-0.12728168123954248
ACH-000576,-0.05227453585253247
ACH-000579,-0.20030610952794786
ACH-000580,-0.09047067481421782
ACH-000584,-0.18501284835901247
ACH-000585,-0.21692411159286595
ACH-000588,-0.2999568124400289
ACH-000589,-0.10288334081433216
ACH-000591,-0.24196020380368916
ACH-000593,-0.06409004331725485
ACH-000600,-0.06392317061653596
ACH-000601,-0.3122289266909351
ACH-000605,-0.3683518847120092
ACH-000606,-0.1645579658894371
ACH-000608,-0.10314679898278753
ACH-000614,-0.14672278766470725
ACH-000616,-0.27339187716233343
ACH-000618,-0.12661197409091268
ACH-000619,-0.07349170850416133
ACH-000620,-0.2433438322045344
ACH-000621,-0.2471073113967689
ACH-000622,-0.22859193932413746
ACH-000623,-0.1077479390871614
ACH-000624,-0.2283723529268192
ACH-000627,0.018394400563863957
ACH-000630,-0.20052713191523905
ACH-000631,-0.15670145942436114
ACH-000632,-0.2042579992171422
ACH-000633,-0.1494306307646795
ACH-000637,-0.48006065607053
ACH-000638,-0.23004703167333296
ACH-000646,-0.08493967769894938
ACH-000647,-0.12862846314083126
ACH-000648,-0.17180381302486358
ACH-000649,-0.1727449440251191
ACH-000651,-0.2402323076206959
ACH-000652,-0.09886234384806278
ACH-000653,-0.2297723122631372
ACH-000657,-0.2219267483310964
ACH-000658,-0.15814087890407427
ACH-000661,-0.3894792921771418
ACH-000662,-0.3998653047565433
ACH-000663,-0.186949856496952
ACH-000665,-0.2283002314835366
ACH-000671,-0.2645478701511083
ACH-000672,-0.1889838298372776
ACH-000673,-0.2411435972615713
ACH-000676,-0.21011289394890287
ACH-000677,-0.19686294944985547
ACH-000681,-0.15358144382424085
ACH-000683,-0.28096758484551004
ACH-000684,-0.1028779212628875
ACH-000688,-0.230641832424605
ACH-000693,-0.15267157864176678
ACH-000694,-0.051920657915919495
ACH-000695,-0.04883544923885896
ACH-000696,-0.0759612425473102
ACH-000697,-0.17112353271437128
ACH-000699,-0.1865955809240072
ACH-000701,-0.11147727770080412
ACH-000706,-0.29045427228927856
ACH-000711,-0.2032516726276826
ACH-000713,-0.3426885249566459
ACH-000714,-0.18491770412509487
ACH-000718,-0.10661024835554424
ACH-000720,-0.03426395844281918
ACH-000721,-0.123211543079992
ACH-000724,-0.36583426399756064
ACH-000725,-0.2334892785395169
ACH-000732,-0.26151208612420995
ACH-000734,-0.1476482224011171
ACH-000735,-0.06440434122756783
ACH-000736,-0.14163004475411084
ACH-000738,-0.11879494842510932
ACH-000746,-0.04589525036487373
ACH-000747,-0.03686450590920147
ACH-000748,-0.10981672356067833
ACH-000753,-0.2937064047844644
ACH-000756,-0.15458663087217497
ACH-000757,-0.1916638418850733
ACH-000758,-0.15134473426714332
ACH-000760,-0.19600903151594748
ACH-000762,0.03238045686594765
ACH-000763,-0.11781690888110527
ACH-000764,-0.2379492691788465
ACH-000765,-0.08343865342499035
ACH-000766,-0.25059445393103313
ACH-000767,-0.2778844318603426
ACH-000768,-0.2829775205624372
ACH-000769,-0.20690312031544325
ACH-000770,-0.1948955834516152
ACH-000771,-0.2078312136024771
ACH-000773,-0.1767056099825034
ACH-000776,-0.17020496636520133
ACH-000777,-0.15432563253827158
ACH-000778,-0.2779973614193186
ACH-000781,-0.10745448970646823
ACH-000782,-0.04603469865964927
ACH-000783,-0.14582892300740366
ACH-000784,-0.1857053227432562
ACH-000785,-0.14876370443553866
ACH-000787,-0.00920003945956224
ACH-000788,-0.09033573190237107
ACH-000791,-0.0965322511793545
ACH-000792,-0.21659258639831772
ACH-000794,-0.14867574751086504
ACH-000796,-0.1321764676604478
ACH-000798,-0.061038891373383634
ACH-000799,-0.06577559926160692
ACH-000800,-0.1950129453253671
ACH-000802,-0.2344183707247834
ACH-000804,-0.35404312384806796
ACH-000805,-0.08808217751542892
ACH-000809,-0.1395934481717256
ACH-000810,-0.0468627826676201
ACH-000811,-0.21076274110194276
ACH-000817,-0.1711210926719674
ACH-000819,-0.18842960310620915
ACH-000820,-0.010385399832995176
ACH-000821,-0.2830059852521718
ACH-000822,-0.02069297003604524
ACH-000823,-0.17977041513410874
ACH-000824,-0.125834565782567
ACH-000827,-0.18560203891034355
ACH-000829,-0.2056867031759277
ACH-000831,-0.09025455268630468
ACH-000832,-0.19819245759901924
ACH-000833,-0.09837000128219284
ACH-000834,-0.10788028460332776
ACH-000835,-0.19070561057999527
ACH-000836,-0.3098160413444733
ACH-000837,-0.24387562607173066
ACH-000838,-0.12944135668161327
ACH-000839,-0.10595738203489008
ACH-000840,-0.3011145431841385
ACH-000841,-0.12142082711666913
ACH-000843,-0.07917699732201751
ACH-000846,-0.29930668476365985
ACH-000847,-0.07605925871112536
ACH-000848,-0.1235276780493207
ACH-000849,-0.2978541759562993
ACH-000851,-0.1990874509921033
ACH-000855,-0.12201000562493627
ACH-000856,-0.17602465281948465
ACH-000858,-0.16692308374370202
ACH-000859,-0.1155252248613064
ACH-000861,-0.4664474193120794
ACH-000862,-0.08712031049237336
ACH-000865,-0.13761617885523034
ACH-000866,-0.18019382434948672
ACH-000867,-0.1730928510627163
ACH-000869,-0.21756631928120135
ACH-000872,-0.2385186162151288
ACH-000873,-0.26499540870362503
ACH-000876,-0.16797057035276508
ACH-000878,0.07332522359587762
ACH-000880,-0.16951276207588767
ACH-000881,-0.15328999923832204
ACH-000882,-0.20395569764723315
ACH-000884,-0.2892280374066924
ACH-000885,-0.12718908558762387
ACH-000887,-0.09009748356548716
ACH-000889,-0.032595168910266044
ACH-000896,-0.1900933191975017
ACH-000898,-0.16973596328241033
ACH-000900,-0.30730273869036506
ACH-000901,-0.29835615516565284
ACH-000905,-0.1637969714357552
ACH-000906,-0.17873931950824318
ACH-000907,-0.14671019956931258
ACH-000910,-0.11747075586698685
ACH-000911,-0.15615758619097606
ACH-000912,-0.07161667121891889
ACH-000913,-0.2297012877046873
ACH-000915,-0.16863355987343914
ACH-000916,-0.08633824143284932
ACH-000917,-0.25230198248189123
ACH-000920,-0.2735066817526964
ACH-000921,-0.010711638880831688
ACH-000924,-0.16001175848015076
ACH-000926,-0.20759241559327715
ACH-000928,-0.3106270668328192
ACH-000929,-0.21357991357756595
ACH-000932,-0.2770420342488172
ACH-000935,-0.21097795895847435
ACH-000936,-0.1784406226987215
ACH-000937,-0.15046338477617838
ACH-000938,-0.06727093021414582
ACH-000939,-0.123136235325856
ACH-000941,-0.2662904455849908
ACH-000943,-0.1950723073858885
ACH-000946,-0.27668147713360763
ACH-000947,-0.1657212043738002
ACH-000948,-0.1629619233823168
ACH-000950,-0.16037382989092552
ACH-000953,-0.3118176966416698
ACH-000954,-0.4385428373020167
ACH-000957,-0.07877853000578665
ACH-000958,-0.29605370339588016
ACH-000960,-0.12331175990767805
ACH-000963,-0.0023322112674493533
ACH-000968,0.06464073883825583
ACH-000969,-0.07505447872534399
ACH-000972,-0.3899156638901652
ACH-000973,-0.2884457991856644
ACH-000974,-0.16165670874562812
ACH-000978,-0.4595125143239551
ACH-000984,-0.4494578083682484
ACH-000986,-0.08258213371954629
ACH-000988,-0.1039576118899764
ACH-000993,-0.12749292640907672
ACH-000994,-0.1821926832849036
ACH-000996,-0.19313320660334746
ACH-001001,-0.1299920252517579
ACH-001020,0.12399623462558575
ACH-001028,-0.1509468589251502
ACH-001031,-0.10704373333038036
ACH-001038,-0.15424436418052875
ACH-001048,-0.1083678590288504
ACH-001050,-0.16838030376493318
ACH-001053,-0.1993676912435343
ACH-001054,-0.14329167250638367
ACH-001061,-0.14334687919493694
ACH-001067,-0.1899724095988329
ACH-001075,-0.18692030292570205
ACH-001096,-0.0807044600838785
ACH-001111,-0.1780972686084929
ACH-001119,-0.19243340338200685
ACH-001128,0.01748860097011679
ACH-001134,-0.16151164240941368
ACH-001151,-0.14296941118158074
ACH-001163,-0.13720067694347512
ACH-001164,-0.09035075058432182
ACH-001183,-0.2177113303497036
ACH-001192,-0.1524642759166127
ACH-001193,0.13227963707329374
ACH-001196,-0.15304984583149048
ACH-001197,-0.027015955956906867
ACH-001205,-0.2401328973070181
ACH-001211,-0.18503504868672013
ACH-001212,-0.25185449742266525
ACH-001228,-0.10901869661450088
ACH-001232,-0.08702381152991882
ACH-001239,-0.2497809407266287
ACH-001270,-0.32379993102492244
ACH-001274,-0.057370389106323576
ACH-001275,-0.20942919052513898
ACH-001277,-0.007510246672196914
ACH-001278,-0.17452379122457792
ACH-001280,-0.03434358215271835
ACH-001283,-0.07567495754308266
ACH-001289,-0.17674455079958354
ACH-001300,-0.1235611051105299
ACH-001301,-0.03359356326144622
ACH-001302,-0.2805608668564069
ACH-001306,-0.2481657417355502
ACH-001318,-0.21913106942658336
ACH-001322,-0.17442251775081555
ACH-001328,-0.10275936107311218
ACH-001332,-0.10154318629737437
ACH-001336,-0.1312140433716131
ACH-001346,-0.2569652562655705
ACH-001353,-0.09675868545753284
ACH-001354,0.10304524311262547
ACH-001367,-0.11881687781443605
ACH-001368,-0.24054270706315214
ACH-001374,-0.1346853266069647
ACH-001377,-0.21585124617257898
ACH-001380,-0.07353908525819586
ACH-001391,-0.2378686869460272
ACH-001408,-0.1579054176665059
ACH-001430,-0.034640214557639
ACH-001431,-0.24440733936078224
ACH-001450,-0.2812824319832076
ACH-001496,-0.15183755061772738
ACH-001500,-0.014073157891794405
ACH-001523,-0.260024139052779
ACH-001532,-0.28023391710486906
ACH-001550,0.00074501664875808
ACH-001552,-0.2630919479755033
ACH-001554,-0.21455970457217527
ACH-001654,-0.2319236629674313
ACH-001735,-0.2272931972005793
ACH-001736,-0.2514459809981651
ACH-001737,-0.03563691870802835
ACH-001740,-0.015523434633962163
ACH-001745,-0.2983825657889703
ACH-001765,-0.1226361001953304
