,CST6 (1474)
ACH-000004,-0.006036512273046663
ACH-000005,0.1236790074018682
ACH-000007,-0.3127540526520352
ACH-000009,-0.08630235791479968
ACH-000011,-0.1747062754914845
ACH-000012,-0.2232030751016248
ACH-000013,-0.15450037110058634
ACH-000014,0.006586998820885128
ACH-000015,-0.1910778655017102
ACH-000017,-0.29942633696583626
ACH-000018,-0.2563007420878115
ACH-000019,-0.09179286942682588
ACH-000021,-0.15140449739074266
ACH-000022,-0.26119005305360266
ACH-000025,-0.06192310613648145
ACH-000028,-0.1400101536789045
ACH-000030,-0.14374943754445635
ACH-000035,-0.0989342096935107
ACH-000036,-0.07510764074628297
ACH-000037,-0.2944329874946056
ACH-000039,-0.22595076938170494
ACH-000040,0.03971691163247855
ACH-000041,-0.16525705373464236
ACH-000042,-0.1112494288851595
ACH-000045,-0.21293522723671907
ACH-000047,-0.1332065538116477
ACH-000052,-0.23443090064425776
ACH-000053,-0.15642848743162865
ACH-000054,-0.1127884141355227
ACH-000055,-0.17521584570683818
ACH-000060,-0.044238260364971034
ACH-000067,-0.10496150210728047
ACH-000070,-0.05006950092028389
ACH-000075,-0.6924612632833146
ACH-000078,-0.15438057522021578
ACH-000082,-0.07606174945356756
ACH-000085,-0.22115502844568
ACH-000086,-0.2836388449427793
ACH-000087,-0.2388360044648313
ACH-000092,-0.17758053112626387
ACH-000095,-0.1744530104804765
ACH-000097,-0.382594201844132
ACH-000098,-0.12974426343376952
ACH-000099,-0.2615959471311208
ACH-000108,-0.1874865659591214
ACH-000113,-0.11406032928753665
ACH-000116,-0.2469449235015913
ACH-000118,-0.4012228099447952
ACH-000120,-0.1952234660763775
ACH-000123,-0.1706835537892324
ACH-000127,-0.15965376466089629
ACH-000128,-0.16342726860508405
ACH-000132,-0.189451079433862
ACH-000133,-0.01986842016599229
ACH-000137,-0.3449009909048748
ACH-000138,-0.15117494988900462
ACH-000142,-0.2677879353223474
ACH-000143,-0.2000575910042373
ACH-000146,-0.11725083753776094
ACH-000148,-0.020424389370037176
ACH-000150,-0.30830790264817803
ACH-000152,-0.1018732707141484
ACH-000153,-0.4696001775651422
ACH-000159,-0.10994434312059766
ACH-000160,-0.3487963361518668
ACH-000163,-0.09810682259958768
ACH-000167,0.1071657009384307
ACH-000168,-0.12540426849886954
ACH-000169,-0.18115815721480288
ACH-000178,-0.1273858703497092
ACH-000183,-0.1972529449655266
ACH-000188,-0.345090390243078
ACH-000189,-0.3974274348601173
ACH-000190,-0.2101053770908636
ACH-000198,-0.151739495894292
ACH-000203,-0.12291402266868293
ACH-000204,-0.2892008741956237
ACH-000206,-0.2862357795788605
ACH-000207,-0.32254745015222896
ACH-000208,-0.11657204717576646
ACH-000210,-0.26710834678322826
ACH-000211,-0.2265750759447005
ACH-000215,-0.21217579158763852
ACH-000221,-0.3368220706814696
ACH-000222,-0.029220857550239808
ACH-000223,-0.23515574966211036
ACH-000226,-0.27775922651829266
ACH-000227,0.036686014688339125
ACH-000228,-0.4358540134942286
ACH-000231,-0.15717393690145526
ACH-000232,-0.10133697560364884
ACH-000233,0.02298028946342022
ACH-000234,-0.1393297378664301
ACH-000235,-0.22316474395046945
ACH-000237,-0.10569367819648864
ACH-000238,-0.20852425057066268
ACH-000242,-0.0548034044325172
ACH-000243,-0.11571686592724699
ACH-000244,-0.2729018158197299
ACH-000246,-0.04170787402571783
ACH-000248,-0.10057619766749397
ACH-000250,-0.16952373294837705
ACH-000251,-0.1624513755057805
ACH-000252,0.08877029439282375
ACH-000253,-0.11911033467547978
ACH-000255,-0.3270603352808891
ACH-000256,-0.06328047525933785
ACH-000257,0.1057282022219906
ACH-000258,-0.438719866744701
ACH-000259,-0.19276345181045795
ACH-000260,-0.153140932393269
ACH-000261,-0.2089108643980734
ACH-000262,-0.22152270802566995
ACH-000263,-0.16903949221826758
ACH-000264,-0.18406389044844987
ACH-000265,-0.14132445505167998
ACH-000266,-0.2764215738568978
ACH-000272,-0.1292142430311289
ACH-000274,-0.061315078942242474
ACH-000277,-0.2331339076176069
ACH-000278,-0.2632388666602207
ACH-000279,-0.0956087393965059
ACH-000280,-0.19420287609861103
ACH-000281,-0.013729328925839971
ACH-000288,-0.22480813072323355
ACH-000291,-0.2967544610145864
ACH-000293,-0.258628060223416
ACH-000294,-0.12834416900467832
ACH-000295,-0.2284430135641316
ACH-000296,-0.1686945792495174
ACH-000302,-0.0963304994478126
ACH-000304,-0.06774361324336682
ACH-000307,-0.17278074930421786
ACH-000308,-0.2202285665651188
ACH-000310,-0.05681047466210772
ACH-000311,-0.13582231897967315
ACH-000312,-0.3430681632967713
ACH-000315,-0.0962221871956126
ACH-000316,-0.31448938205339977
ACH-000317,-0.20390552661274114
ACH-000318,-0.12993137219483386
ACH-000319,-0.1349832571169563
ACH-000320,-0.268461123528041
ACH-000322,-0.07606567390346529
ACH-000323,-0.17063569843625215
ACH-000324,-0.12543036091865895
ACH-000329,-0.16256319548222894
ACH-000330,-0.3735860059551303
ACH-000331,-0.1932817270072336
ACH-000332,-0.2736369809389885
ACH-000334,-0.11362448442400068
ACH-000335,-0.2347427179087187
ACH-000336,-0.12682235074213205
ACH-000337,-0.5042155502749527
ACH-000338,-0.21605196888151204
ACH-000339,-0.03916091375413303
ACH-000341,-0.1131866771346454
ACH-000348,-0.058067077586130784
ACH-000350,0.01594941135530786
ACH-000352,-0.20335819852047274
ACH-000356,-0.3206256660129271
ACH-000361,-0.005195071318156679
ACH-000362,-0.04121623680450792
ACH-000363,-0.10690727147786447
ACH-000364,-0.09903532446944112
ACH-000365,-0.09402255253605278
ACH-000366,-0.3723881193518846
ACH-000368,-0.3647313206895861
ACH-000374,-0.35737484354464444
ACH-000375,0.019126346412069124
ACH-000376,-0.11257929224836777
ACH-000381,-0.043648164299194166
ACH-000383,-0.11482547272890688
ACH-000387,-0.13925553209548086
ACH-000389,-0.2422615055006913
ACH-000390,-0.3486367613737634
ACH-000393,-0.20539407432336806
ACH-000395,-0.29371684943911663
ACH-000396,0.00841291296951528
ACH-000397,-0.20306218074382065
ACH-000401,-0.07782323126262942
ACH-000402,-0.2353817762308259
ACH-000403,-0.11785734813949185
ACH-000404,-0.5358633592316108
ACH-000406,-0.21583163268042074
ACH-000407,-0.17522059988306893
ACH-000408,0.01320923488252932
ACH-000410,-0.18005363371550134
ACH-000411,-0.27567854031712513
ACH-000414,-0.0989115118609516
ACH-000415,-0.3898525159743981
ACH-000416,-0.2338855425603481
ACH-000420,-0.1472972180144848
ACH-000421,-0.08171095455331576
ACH-000424,-0.06335781940970914
