,OIP5 (11339)
ACH-000004,-0.89211763349399
ACH-000005,-1.0955057183237642
ACH-000007,-0.8293849810976983
ACH-000009,-0.9729329795675626
ACH-000011,-0.8330353378323951
ACH-000012,-0.875509238405508
ACH-000013,-0.9906929343609848
ACH-000014,-0.9861394000415634
ACH-000015,-0.990345753474682
ACH-000017,-0.9586485448815552
ACH-000018,-0.8774459485974269
ACH-000019,-0.6444555503471623
ACH-000021,-0.5849930572562163
ACH-000022,-1.2379228829657192
ACH-000025,-1.0408333564470034
ACH-000028,-0.6374776570183438
ACH-000030,-0.9893088661000196
ACH-000035,-0.9682174738802656
ACH-000036,-0.8656128633864207
ACH-000037,-0.7075860521058647
ACH-000039,-0.9236957822220556
ACH-000040,-0.7394733765245952
ACH-000041,-1.1597803864147802
ACH-000042,-0.9473329031152165
ACH-000045,-0.6599054430464223
ACH-000047,-0.8602980356246279
ACH-000052,-0.822448205124292
ACH-000053,-0.7982192109729659
ACH-000054,-0.7741296480738795
ACH-000055,-0.8047626417856995
ACH-000060,-0.8856522667139128
ACH-000067,-0.36280082238787015
ACH-000070,-0.916679036801794
ACH-000075,-0.637983522562393
ACH-000078,-0.8840812576834154
ACH-000082,-0.4938317017755096
ACH-000085,-1.0278647871615223
ACH-000086,-0.8065524666906404
ACH-000087,-0.664537706281156
ACH-000092,-0.5855631940972963
ACH-000095,-0.8043270252088487
ACH-000097,-0.8403449800669223
ACH-000098,-0.8865106903111946
ACH-000099,-0.7598271433037859
ACH-000108,-0.7836344176621848
ACH-000113,-0.6208439683171408
ACH-000116,-0.9342709360389958
ACH-000118,-0.8645268876788088
ACH-000120,-0.7909470462326621
ACH-000123,-0.7986721294944241
ACH-000127,-0.9079612721233744
ACH-000128,-0.7328281254442989
ACH-000132,-1.0925207097027274
ACH-000133,-0.9965244874220696
ACH-000137,-0.9238081999359428
ACH-000138,-0.9760431002600746
ACH-000142,-0.7943141518072352
ACH-000143,-0.9580473902589156
ACH-000146,-0.6054399232673845
ACH-000148,-0.8723206555969267
ACH-000150,-0.8879418354433167
ACH-000152,-0.5481925027865098
ACH-000153,-1.3903202734884963
ACH-000159,-0.7330634904035886
ACH-000160,-0.6916361949516752
ACH-000163,-1.0773965678314166
ACH-000167,-0.7593128758215933
ACH-000168,-1.0699856035943358
ACH-000169,-1.084466882765684
ACH-000178,-1.0677691902098791
ACH-000183,-0.8408257664388623
ACH-000188,-0.8582609071718784
ACH-000189,-0.6277348978225888
ACH-000190,-0.7168967896634586
ACH-000198,-0.6664016881826502
ACH-000203,-1.3444311149635235
ACH-000204,-0.6250941802456931
ACH-000206,-0.7189848362885172
ACH-000207,-0.6072259108214443
ACH-000208,-0.7818137197967403
ACH-000210,-0.6467999506954718
ACH-000211,-1.067407261422756
ACH-000215,-1.0374539841276174
ACH-000221,-1.0052324762631135
ACH-000222,-0.9998785035036593
ACH-000223,-0.7945723654837713
ACH-000226,-0.8299637894618211
ACH-000227,-0.8807875620455641
ACH-000228,-0.6533662728831722
ACH-000231,-0.9553406796351452
ACH-000232,-1.0050359276165055
ACH-000233,-1.044514042436395
ACH-000234,-0.6560853923656743
ACH-000235,-0.7567261725458941
ACH-000237,-1.0813558330902944
ACH-000238,-1.17301560580652
ACH-000242,-0.7107531932313804
ACH-000243,-1.0315340529060415
ACH-000244,-0.7975664053655467
ACH-000246,-0.9032085327690252
ACH-000248,-0.9786325472184116
ACH-000250,-0.7138498815708584
ACH-000251,-1.407660510425508
ACH-000252,-0.7783288387269179
ACH-000253,-0.7617802428516143
ACH-000255,-0.9202318912689836
ACH-000256,-1.015874486466523
ACH-000257,-1.0482644556762784
ACH-000258,-0.8836710942719942
ACH-000259,-1.0395080780647723
ACH-000260,-0.9520334008179042
ACH-000261,-1.0572620137339797
ACH-000262,-0.7247738674132319
ACH-000263,-0.9942788713692572
ACH-000264,-0.8885897744947223
ACH-000265,-0.9082672092669959
ACH-000266,-0.6728885832880062
ACH-000272,-0.8758412431184073
ACH-000274,-0.5580171967649559
ACH-000277,-0.7449801663291556
ACH-000278,-1.259637926351788
ACH-000279,-0.8844223726693449
ACH-000280,-1.0271361868469324
ACH-000281,-1.0762438907373892
ACH-000288,-0.9365287211100958
ACH-000291,-1.0449801951583977
ACH-000293,-0.4475507142180124
ACH-000294,-0.973812654325474
ACH-000295,-0.7749807815317346
ACH-000296,-0.9741133479176682
ACH-000302,-1.0763888598851123
ACH-000304,-0.4496322344128142
ACH-000307,-0.9377458035214586
ACH-000308,-0.8992860136361521
ACH-000310,-0.7274221195233477
ACH-000311,-0.7924520316636294
ACH-000312,-0.9428538048212752
ACH-000315,-0.944711827699089
ACH-000316,-1.0265245103215603
ACH-000317,-1.1471007433350655
ACH-000318,-1.1266017989251862
ACH-000319,-0.9312160438771928
ACH-000320,-0.7582960584094816
ACH-000322,-0.7900237558305514
ACH-000323,-0.8105774243698157
ACH-000324,-0.8966676019154205
ACH-000329,-0.4688552030399594
ACH-000330,-0.9516352992204076
ACH-000331,-1.0533785407758325
ACH-000332,-0.9537257307354748
ACH-000334,-0.4041523557464733
ACH-000335,-0.9570373707563284
ACH-000336,-0.987352636298252
ACH-000337,-1.0075300549195318
ACH-000338,0.2873520176584843
ACH-000339,-0.9235796376083432
ACH-000341,-0.9724442492734432
ACH-000348,-0.38379931159958974
ACH-000350,-0.9323203209338442
ACH-000352,-0.8450777924882781
ACH-000356,-0.7082535912144787
ACH-000361,-0.8747509730948864
ACH-000362,-0.5782507962702151
ACH-000363,-0.5730749044807729
ACH-000364,-0.9210773732573628
ACH-000365,-0.9320033161451762
ACH-000366,-0.9746889111050075
ACH-000368,-0.7118951457896884
ACH-000374,-0.9788017817572664
ACH-000375,-0.5627976427030915
ACH-000376,-0.8408447474838812
ACH-000381,-0.910810727975447
ACH-000383,-0.6925494839877209
ACH-000387,-0.7885553804921002
ACH-000389,-0.8750828886550576
ACH-000390,-1.1793303098858006
ACH-000393,-0.7086082624864434
ACH-000395,-0.5606098353027135
ACH-000396,-0.8199338047455935
ACH-000397,-1.0709190258382904
ACH-000401,-0.7230548643987805
ACH-000402,-0.6589140815672442
ACH-000403,-1.0093355072360248
ACH-000404,-1.235753359675615
ACH-000406,-0.8207250985885512
ACH-000407,-1.0136870556438349
ACH-000408,-1.0395454489447054
ACH-000410,-0.7647972733865563
ACH-000411,-0.8532110980645016
ACH-000414,-0.7510391369770607
ACH-000415,-1.157943840233803
ACH-000416,-0.9563236632700268
ACH-000420,-0.803031626834511
ACH-000421,-0.9242428674791782
ACH-000424,-0.9410479623515391
ACH-000425,-0.5911653902271508
ACH-000426,-0.6863182565949507
ACH-000427,-0.7683368873148975
ACH-000433,-0.4971155084583354
ACH-000435,-1.1587048866242409
ACH-000436,-0.8642185723589588
ACH-000444,-0.7291399096571415
ACH-000445,-1.0492497081973589
ACH-000448,-0.9764919290698508
ACH-000450,-0.8984044728752145
ACH-000452,-1.2260249744147065
ACH-000454,-1.1719437406009163
ACH-000458,-0.9331543585299116
ACH-000459,-1.0750504610369866
ACH-000460,-0.8024772114564042
ACH-000461,-0.7831258280746248
ACH-000463,-0.8833574217223913
ACH-000464,-0.9579811770957064
ACH-000466,-0.9335912459965782
ACH-000467,-1.0303002095722624
ACH-000468,-0.8257097832747091
ACH-000469,-1.0378044369427497
ACH-000470,-1.1238876036361
ACH-000471,-0.9320171772842956
