,AICDA (57379)
ACH-000004,-0.029493802645710717
ACH-000005,0.11171720214742524
ACH-000007,0.08957158470967608
ACH-000009,-0.005816104936940147
ACH-000011,-0.03158062744116786
ACH-000012,0.0954848169717858
ACH-000013,-0.023351784059955947
ACH-000014,0.045425950407215615
ACH-000015,0.052825864628236616
ACH-000017,-0.06299691668257157
ACH-000018,-0.08423809879145508
ACH-000019,-0.029005176239284787
ACH-000021,0.02469435290157234
ACH-000022,0.0016651988594148918
ACH-000025,0.0494479546884997
ACH-000028,0.0321169317950838
ACH-000030,0.028926622716762895
ACH-000035,0.031130073811120863
ACH-000036,0.013359784879853941
ACH-000037,-0.0007186400940791097
ACH-000039,-0.16891221499094985
ACH-000040,0.039744362858827036
ACH-000041,-0.07822275446623059
ACH-000042,0.05272191670785107
ACH-000045,-0.02390227703071869
ACH-000047,-0.06875826688643795
ACH-000052,0.03000821083906345
ACH-000053,-0.08397343568217326
ACH-000054,0.0807672590288125
ACH-000055,-0.04730247735819477
ACH-000060,-0.051786177610587736
ACH-000067,0.06894776003010199
ACH-000070,-0.07908781562163478
ACH-000075,0.08506249350776544
ACH-000078,0.11471180769865227
ACH-000082,0.05509226034794985
ACH-000085,0.027691916710351643
ACH-000086,-0.14622159964130035
ACH-000087,0.03847454959600144
ACH-000092,0.01117653655889306
ACH-000095,-0.00302626272674083
ACH-000097,-0.04938489059424096
ACH-000098,0.0292939812911521
ACH-000099,-0.1416737534139611
ACH-000108,0.08690139871723465
ACH-000113,-0.07138579315147575
ACH-000116,0.0
ACH-000118,-0.03593113770089437
ACH-000120,-0.031647178807120965
ACH-000123,0.05371837527016927
ACH-000127,-0.043498736785824256
ACH-000128,-0.17357406426863373
ACH-000132,0.0407049069709332
ACH-000133,0.09088542291396272
ACH-000137,0.08672616442795578
ACH-000138,0.011741396986645152
ACH-000142,0.05304428457720471
ACH-000143,-0.0102008344267479
ACH-000146,0.046721758457321315
ACH-000148,0.033490636975639386
ACH-000150,-0.04292420182385735
ACH-000152,-0.022276701308118527
ACH-000153,0.14760571184238566
ACH-000159,-0.055904751593309
ACH-000160,0.12359419089463565
ACH-000163,0.00698452886527825
ACH-000167,0.5595081433045683
ACH-000168,-0.0863262300000884
ACH-000169,0.09317939354274804
ACH-000178,-0.061496279290596735
ACH-000183,-0.04546912950856782
ACH-000188,-0.08541663515777621
ACH-000189,0.054695321608284234
ACH-000190,0.23712471226161705
ACH-000198,-0.02287717121198901
ACH-000203,-0.4224688984861064
ACH-000204,-0.21000258921444664
ACH-000206,-0.035407981965712265
ACH-000207,0.11867964479586675
ACH-000208,0.4252446273817069
ACH-000210,-0.1617598265092583
ACH-000211,-0.0448935362682512
ACH-000215,-0.09550915836739192
ACH-000221,-0.10010946860659138
ACH-000222,0.1833993541377517
ACH-000223,-0.08582668835384295
ACH-000226,0.006986522669935371
ACH-000227,0.1814936906870277
ACH-000228,-0.07556528402248992
ACH-000231,-0.028942831203486563
ACH-000232,-0.03257262237854573
ACH-000233,-0.008899529466513725
ACH-000234,-0.09616875098815918
ACH-000235,-0.03397632894206536
ACH-000237,-0.06386034671680117
ACH-000238,0.06391776712093752
ACH-000242,0.3058168248842619
ACH-000243,-0.002042840895033567
ACH-000244,0.08173717270579768
ACH-000246,0.0532556446526565
ACH-000248,0.09934207863034718
ACH-000250,-0.05244745710365236
ACH-000251,-0.0008706203253141475
ACH-000252,0.28761127126696784
ACH-000253,-0.04931339678721747
ACH-000255,-0.17668814448217895
ACH-000256,-0.11774931167287744
ACH-000257,0.027993762804901016
ACH-000258,-0.13930074376404308
ACH-000259,-0.024693190367158342
ACH-000260,0.036886240141451976
ACH-000261,0.04294007954800976
ACH-000262,0.025493102635559324
ACH-000263,0.018880124736887584
ACH-000264,0.04209157710223302
ACH-000265,0.02225983266277045
ACH-000266,-0.0018030157152288879
ACH-000272,-0.05966283684367901
ACH-000274,-0.0259965790998117
ACH-000277,0.0024128290797765786
ACH-000278,0.13744309476193364
ACH-000279,-0.051966784796568716
ACH-000280,-0.053465570583988896
ACH-000281,-0.12250813957208627
ACH-000288,-0.06559170860480203
ACH-000291,0.044031892569077365
ACH-000293,-0.012395597429090284
ACH-000294,-0.05919722287436888
ACH-000295,-0.12129534233494947
ACH-000296,-0.15956339363734248
ACH-000302,0.07699603034957411
ACH-000304,0.10704851493138044
ACH-000307,-0.18360908095751824
ACH-000308,-0.02105377229251366
ACH-000310,0.12960701517273102
ACH-000311,-0.052245879290890224
ACH-000312,0.07430506087231452
ACH-000315,-0.02237053620049233
ACH-000316,0.051619012761967085
ACH-000317,-0.07109465588999248
ACH-000318,-0.09041780320980436
ACH-000319,0.02079580697127398
ACH-000320,-0.08020748730095455
ACH-000322,0.07888545957616812
ACH-000323,-0.07379906759693737
ACH-000324,-0.03458777682556325
ACH-000329,-0.004725079604994057
ACH-000330,0.01269097632431012
ACH-000331,-0.060426373255244976
ACH-000332,-0.008703406082810457
ACH-000334,-0.007180046297190604
ACH-000335,-0.17875234823941755
ACH-000336,-0.1587344862267322
ACH-000337,-0.03351972308697727
ACH-000338,0.0120484692540791
ACH-000339,0.0314771451082182
ACH-000341,0.011380972117979778
ACH-000348,-0.020861847963309185
ACH-000350,-0.011699560410242508
ACH-000352,-0.09497962993377462
ACH-000356,0.18882958475875775
ACH-000361,-0.013737407940486892
ACH-000362,0.009508176006408
ACH-000363,-0.02933508775281337
ACH-000364,-0.09126531640685184
ACH-000365,0.05013773141382703
ACH-000366,0.01576303676106514
ACH-000368,-0.09259114890010182
ACH-000374,0.045765452926848464
ACH-000375,0.04473444678000636
ACH-000376,0.022216657131394882
ACH-000381,0.1124982079682777
ACH-000383,0.07221944659283898
ACH-000387,0.07252445629860141
ACH-000389,-0.24852270780748506
